店名,評分,評論數,地址,鏈接
the Weekend Nights | 內湖港墘酒吧,4.9,498,114台北市內湖區內湖路一段711號,https://www.google.com/maps/place/the+Weekend+Nights+%7C+%E5%85%A7%E6%B9%96%E6%B8%AF%E5%A2%98%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442ad82329e6d51:0x8903196939d96dca!8m2!3d25.0793865!4d121.5775572!16s%2Fg%2F11hfb7_5vt!19sChIJUW2eMoKtQjQRym3ZOWkZA4k?authuser=0&hl=zh-TW&rclk=1
Lazy Point Restaurant & Bar,4.3,"1,187",11493台北市內湖區洲子街78號,https://www.google.com/maps/place/Lazy+Point+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3442ac656528aa37:0x7625b56fb31e8eac!8m2!3d25.0795694!4d121.5718593!16s%2Fg%2F11c1v9b5mb!19sChIJN6ooZWWsQjQRrI4es2-1JXY?authuser=0&hl=zh-TW&rclk=1
TG BISTRO,4.7,6,114台北市內湖區文德路210巷30弄37號,https://www.google.com/maps/place/TG+BISTRO/data=!4m7!3m6!1s0x3442ad0063c94803:0xeeec47cdc35747f3!8m2!3d25.0770994!4d121.5851898!16s%2Fg%2F11wq5m_wpl!19sChIJA0jJYwCtQjQR80dXw81H7O4?authuser=0&hl=zh-TW&rclk=1
Chillax Beer Bar,4.8,259,114台北市內湖區港墘路21號,https://www.google.com/maps/place/Chillax+Beer+Bar/data=!4m7!3m6!1s0x3442addf4b6378a9:0x1d6f51d58e5d8b0!8m2!3d25.0828218!4d121.5783358!16s%2Fg%2F11fgkn4pxn!19sChIJqXhjS9-tQjQRsNjlWB311gE?authuser=0&hl=zh-TW&rclk=1
呼卡商行 Hookah Daddy Shisha Lounge シーシャラウンジ Taipei 大直旗艦店,4.8,267,114台北市內湖區內湖路一段91巷35弄64號,https://www.google.com/maps/place/%E5%91%BC%E5%8D%A1%E5%95%86%E8%A1%8C+Hookah+Daddy+Shisha+Lounge+%E3%82%B7%E3%83%BC%E3%82%B7%E3%83%A3%E3%83%A9%E3%82%A6%E3%83%B3%E3%82%B8+Taipei+%E5%A4%A7%E7%9B%B4%E6%97%97%E8%89%A6%E5%BA%97/data=!4m7!3m6!1s0x3442ad78b1d1a591:0xb738703c8da6f102!8m2!3d25.0869117!4d121.5608653!16s%2Fg%2F11sz2rmcw8!19sChIJkaXRsXitQjQRAvGmjTxwOLc?authuser=0&hl=zh-TW&rclk=1
貳酒零飛鏢酒吧,4.9,39,11470台北市內湖區新明路290號1樓,https://www.google.com/maps/place/%E8%B2%B3%E9%85%92%E9%9B%B6%E9%A3%9B%E9%8F%A2%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442ab1bb0d4f891:0x6e36b869a6bdde87!8m2!3d25.056071!4d121.582353!16s%2Fg%2F11ldm17kjv!19sChIJkfjUsBurQjQRh969pmm4Nm4?authuser=0&hl=zh-TW&rclk=1
掌門精釀啤酒 內湖店,4.6,530,"號 No. 189, No. 189民權東路六段內湖區台北市114",https://www.google.com/maps/place/%E6%8E%8C%E9%96%80%E7%B2%BE%E9%87%80%E5%95%A4%E9%85%92+%E5%85%A7%E6%B9%96%E5%BA%97/data=!4m7!3m6!1s0x3442ac9ba299bfc1:0x9b993c68de0fd56b!8m2!3d25.0678634!4d121.5975132!16s%2Fg%2F11c1wst3nk!19sChIJwb-ZopusQjQRa9UP3mg8mZs?authuser=0&hl=zh-TW&rclk=1
GUMGUM Not Only Beer & Wings 雞翅啤酒吧-內科店,4.6,"1,337",11492台北市內湖區基湖路3巷68號,https://www.google.com/maps/place/GUMGUM+Not+Only+Beer+%26+Wings+%E9%9B%9E%E7%BF%85%E5%95%A4%E9%85%92%E5%90%A7-%E5%85%A7%E7%A7%91%E5%BA%97/data=!4m7!3m6!1s0x3442adaa49c8aafd:0x9d05f00c16050cff!8m2!3d25.0806163!4d121.5668549!16s%2Fg%2F11qmbxbf6l!19sChIJ_arISaqtQjQR_wwFFgzwBZ0?authuser=0&hl=zh-TW&rclk=1
水星球潛水餐廳酒吧,4.1,106,114台北市內湖區民權東路六段228號1樓,https://www.google.com/maps/place/%E6%B0%B4%E6%98%9F%E7%90%83%E6%BD%9B%E6%B0%B4%E9%A4%90%E5%BB%B3%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442ac995d3f0a6b:0x4b1765ec0dec6249!8m2!3d25.0665916!4d121.5999117!16s%2Fg%2F1pzqzn0m2!19sChIJawo_XZmsQjQRSWLsDexlF0s?authuser=0&hl=zh-TW&rclk=1
ASH Darts Bistro 灰燼飛鏢餐酒館,4.8,50,114台北市內湖區成功路四段345號,https://www.google.com/maps/place/ASH+Darts+Bistro+%E7%81%B0%E7%87%BC%E9%A3%9B%E9%8F%A2%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442ad6f729015b9:0xc82d5ec06e489569!8m2!3d25.08455!4d121.5995181!16s%2Fg%2F11l66k8x1g!19sChIJuRWQcm-tQjQRaZVIbsBeLcg?authuser=0&hl=zh-TW&rclk=1
隧道音樂主題餐廳,4.1,123,114台北市內湖區金龍路180號,https://www.google.com/maps/place/%E9%9A%A7%E9%81%93%E9%9F%B3%E6%A8%82%E4%B8%BB%E9%A1%8C%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442acf4819a8987:0xe2868ebac3ae107f!8m2!3d25.0866088!4d121.588285!16s%2Fg%2F11h0bctlt!19sChIJh4magfSsQjQRfxCuw7qOhuI?authuser=0&hl=zh-TW&rclk=1
WilsonPark 威爾森公園 （餐酒館餐廳）,4.7,535,11466台北市內湖區民權東路六段125號之一,https://www.google.com/maps/place/WilsonPark+%E5%A8%81%E7%88%BE%E6%A3%AE%E5%85%AC%E5%9C%92+%EF%BC%88%E9%A4%90%E9%85%92%E9%A4%A8%E9%A4%90%E5%BB%B3%EF%BC%89/data=!4m7!3m6!1s0x3442ade885db387f:0xa1ab7130c0cd736b!8m2!3d25.0691142!4d121.5930578!16s%2Fg%2F11j4cqw1xl!19sChIJfzjbheitQjQRa3PNwDBxq6E?authuser=0&hl=zh-TW&rclk=1
陳三Chen*3 Bistro,4.8,255,11494台北市內湖區民權東路六段123巷34弄21-1號,https://www.google.com/maps/place/%E9%99%B3%E4%B8%89Chen*3+Bistro/data=!4m7!3m6!1s0x3442ac851dd10b57:0x33be7f8394419ad9!8m2!3d25.0704974!4d121.5922886!16s%2Fg%2F11bw4rq12f!19sChIJVwvRHYWsQjQR2ZpBlIN_vjM?authuser=0&hl=zh-TW&rclk=1
梨渦,4.8,119,114台北市內湖區內湖路二段403號之1號,https://www.google.com/maps/place/%E6%A2%A8%E6%B8%A6/data=!4m7!3m6!1s0x3442adabb22d1549:0x1873e1182fde2ecb!8m2!3d25.0843871!4d121.5931769!16s%2Fg%2F11jd9rytf_!19sChIJSRUtsqutQjQRyy7eLxjhcxg?authuser=0&hl=zh-TW&rclk=1
Skyline Soirée,5,13,114台北市內湖區洲子街78號3F,https://www.google.com/maps/place/Skyline+Soir%C3%A9e/data=!4m7!3m6!1s0x3442ad001f4338c5:0xbfabb7b5c014a689!8m2!3d25.0795712!4d121.5718553!16s%2Fg%2F11y2n0m2ch!19sChIJxThDHwCtQjQRiaYUwLW3q78?authuser=0&hl=zh-TW&rclk=1
太鼓判 ODEN BAR,4.3,"1,919",114台北市內湖區金湖路377號,https://www.google.com/maps/place/%E5%A4%AA%E9%BC%93%E5%88%A4+ODEN+BAR/data=!4m7!3m6!1s0x3442ac964fd059e9:0x7e71c7174bdff328!8m2!3d25.0733693!4d121.6033243!16s%2Fg%2F1tdc7hg3!19sChIJ6VnQT5asQjQRKPPfSxfHcX4?authuser=0&hl=zh-TW&rclk=1
武郎藤 大眾酒場 居酒屋,4.3,422,114台北市內湖區康寧路一段49號,https://www.google.com/maps/place/%E6%AD%A6%E9%83%8E%E8%97%A4+%E5%A4%A7%E7%9C%BE%E9%85%92%E5%A0%B4+%E5%B1%85%E9%85%92%E5%B1%8B/data=!4m7!3m6!1s0x3442ac8da592d4b1:0xead09f79598f5767!8m2!3d25.0803513!4d121.5919343!16s%2Fg%2F11h0q6nwt!19sChIJsdSSpY2sQjQRZ1ePWXmf0Oo?authuser=0&hl=zh-TW&rclk=1
飯BAR 內湖創始店,4.4,"2,878",114台北市內湖區內湖路一段360巷2號,https://www.google.com/maps/place/%E9%A3%AFBAR+%E5%85%A7%E6%B9%96%E5%89%B5%E5%A7%8B%E5%BA%97/data=!4m7!3m6!1s0x3442ac6f7a9d0857:0x35e280ead970ad36!8m2!3d25.0811667!4d121.5704848!16s%2Fg%2F1q62k40l4!19sChIJVwidem-sQjQRNq1w2eqA4jU?authuser=0&hl=zh-TW&rclk=1
Jolly手工釀啤 酒泰食餐廳-內湖店,4.1,"1,136",114台北市內湖區民權東路六段469號,https://www.google.com/maps/place/Jolly%E6%89%8B%E5%B7%A5%E9%87%80%E5%95%A4+%E9%85%92%E6%B3%B0%E9%A3%9F%E9%A4%90%E5%BB%B3-%E5%85%A7%E6%B9%96%E5%BA%97/data=!4m7!3m6!1s0x3442ac9624506963:0x4c0cb8ae66347eda!8m2!3d25.0725887!4d121.6049156!16s%2Fg%2F12vt2r1rv!19sChIJY2lQJJasQjQR2n40Zq64DEw?authuser=0&hl=zh-TW&rclk=1
康拓洋行 內湖店,4.8,133,114台北市內湖區陽光街365巷39號,https://www.google.com/maps/place/%E5%BA%B7%E6%8B%93%E6%B4%8B%E8%A1%8C+%E5%85%A7%E6%B9%96%E5%BA%97/data=!4m7!3m6!1s0x3442ad820929c203:0x2be372332ef797f3!8m2!3d25.0715623!4d121.5773788!16s%2Fg%2F11v9nzkr_7!19sChIJA8IpCYKtQjQR85f3LjNy4ys?authuser=0&hl=zh-TW&rclk=1
酌屋,4.4,489,114台北市內湖區金湖路51號,https://www.google.com/maps/place/%E9%85%8C%E5%B1%8B/data=!4m7!3m6!1s0x3442ac92d4399f9b:0x1540c26efe6744c8!8m2!3d25.0821256!4d121.5967168!16s%2Fg%2F1thqdg9q!19sChIJm5851JKsQjQRyERn_m7CQBU?authuser=0&hl=zh-TW&rclk=1
COOLER BAR,4.7,117,114台北市內湖區新湖一路398號B1,https://www.google.com/maps/place/COOLER+BAR/data=!4m7!3m6!1s0x3442ad0f4f42bfbb:0x39b49d56f1d6b23e!8m2!3d25.063886!4d121.5839519!16s%2Fg%2F11rwy0sf1w!19sChIJu79CTw-tQjQRPrLW8VadtDk?authuser=0&hl=zh-TW&rclk=1
好樂迪KTV內湖店,3.6,"1,130",114台北市內湖區成功路四段68號B1樓,https://www.google.com/maps/place/%E5%A5%BD%E6%A8%82%E8%BF%AAKTV%E5%85%A7%E6%B9%96%E5%BA%97/data=!4m7!3m6!1s0x3442ac8d4940e1fb:0xb9ac84d400e33cfb!8m2!3d25.0826601!4d121.5927653!16s%2Fg%2F1tf26c77!19sChIJ--FASY2sQjQR-zzjANSErLk?authuser=0&hl=zh-TW&rclk=1
熟客 soker,4.9,158,114台北市內湖區內湖路二段355巷7弄13號,https://www.google.com/maps/place/%E7%86%9F%E5%AE%A2+soker/data=!4m7!3m6!1s0x3442ade910b19e17:0x380752cb3432e4f0!8m2!3d25.0843271!4d121.5925143!16s%2Fg%2F11r35rb18g!19sChIJF56xEOmtQjQR8OQyNMtSBzg?authuser=0&hl=zh-TW&rclk=1
搏感情,4.9,580,114台北市內湖區內湖路一段737巷8弄1號,https://www.google.com/maps/place/%E6%90%8F%E6%84%9F%E6%83%85/data=!4m7!3m6!1s0x3442adf55e460fa3:0x3a40435c1618a336!8m2!3d25.0795407!4d121.5782536!16s%2Fg%2F11rrw0b94j!19sChIJow9GXvWtQjQRNqMYFlxDQDo?authuser=0&hl=zh-TW&rclk=1
酒訪 Vin37 wine cellar 內湖民權店,5,40,114台北市內湖區民權東路六段186-1號,https://www.google.com/maps/place/%E9%85%92%E8%A8%AA+Vin37+wine+cellar+%E5%85%A7%E6%B9%96%E6%B0%91%E6%AC%8A%E5%BA%97/data=!4m7!3m6!1s0x3442adeb1a370263:0x160acca9aaa0e2c4!8m2!3d25.0686789!4d121.5931332!16s%2Fg%2F11q9r_4ycj!19sChIJYwI3GuutQjQRxOKgqqnMChY?authuser=0&hl=zh-TW&rclk=1
荖藤酒窖,4.6,112,114台北市內湖區港墘路208號,https://www.google.com/maps/place/%E8%8D%96%E8%97%A4%E9%85%92%E7%AA%96/data=!4m7!3m6!1s0x3442ac7ae24a1faf:0x8d2a4662126a4d97!8m2!3d25.0754834!4d121.5739656!16s%2Fg%2F1txflvq5!19sChIJrx9K4nqsQjQRl01qEmJGKo0?authuser=0&hl=zh-TW&rclk=1
