Original,EN
"在這裡參加了一個特別的體驗活動，因此認識了在地創生的店主；這是個年輕人浪漫的堅持，講述著如何落地創生的經驗,主辦人很熱情活潑；是個三五好友放鬆玩體驗的好場域","Here I participated in a special experience activity, so I met the owner of the local creators; this is a young man's romantic insistence, telling how to land on the ground, and the organizer is very enthusiastic and lively; Good field"
很自在的空間，適合三五友浪去聚，店主超懂金山。咖哩香氣很有層次，有食材清爽的自然風味，大推有韻味的咖啡！期待下次見,"Very comfortable space, suitable for three or five friends to gather, the owner knows Jinshan.The curry aroma is very layered, with a refreshing natural flavor of ingredients, and pushing coffee with charm!Looking forward to seeing the next time"
邊吃飯邊聽文培和Moana分享他們在金山耕耘的故事，對於初至金山的人來說，這裡是個會讓人想一直待下去的、溫暖的空間！,"Listening to Wenpei and Moana while eating, they shared their stories in Jinshan. For those who first arrived in Jinshan, this is a room that makes people want to stay!"
"原本只是暫停一下思考要走山線還是海線回家，卻意外發現一間精美小店

嚐到日本媽媽做的美味咖哩~
口基搜桑媽！！（謝謝招待！）","Originally, I just paused to think about going to the mountain line or the sea line home, but I accidentally discovered a beautiful shop.

Taste the delicious curry made by Japanese mothers ~
Kouli search for Sang Mom!Intersection(Thank you for your hospitality!)"
"咖喱飯味道獨特，和平時在外面吃的咖哩味不太一樣，微辣口感很好

平日中午及晚上簡餐,週末晚上輕酒吧結合
很適合現在年輕人聚聚吃飯的場所
吧台的咖啡機真的很特別
現在有智慧型機器咖啡機調出的和手沖效果是一樣，真的很高科技
不過真的建議要有素食簡餐
因為現在越來越多吃素的人，如果有素食餐點會更完美了，第一次踩點覺得很不錯！希望未來店裡有更多元素活動做結合，一定更棒效果","Curry rice tastes unique, peace of time to eat outside the curry taste is not too the same, slightly spicy taste is very good

On weekdays and evenings to choose, the weekend night light bar combined
It is very suitable for the present young people who have gathered for meals
The coffee machines of the bars are very special
There are now intelligent machine coffee machines and like hand-brewed effects, and true, it's very high-tech
However, true suggests to have vegetarian to choose
Because the current more and more vegetarian people, if there are vegetarian meals will be more perfect, the first time stepping on how to be very good!I hope there will be more elemental activities in the store to combine and must be more effective"
"早點來就包場～有個小包廂，舒適的桌椅
文青風格的咖哩飯
創業不易，努力開創在地文化的精神值得感佩","Come on the field early ~ There is a small box, a comfortable table and chair
Wenqing style curry rice
It's not easy to start a business, and strive to create the spirit of local culture worthy of admiration"
"方便好停車、跟朋友一起喝下午茶的好聚點
氣氛很不錯👍👍👍","Convenient to park, drink afternoon tea with friends
The atmosphere is very good 不"
是一個聊天聚會喝酒放鬆的好地方,It's a good place to drink and drink and relax
"調酒跟常見的做法不同，簡略了很多，調的比例也不好喝。
板娘人還不錯，但蚊子不管是用餐地方還是廁所都超級多，打都打不完，感受很差，才留下此評論...。","Blooming is different from common practices. It is a lot simpler, and the proportion of adjustment is not good.
The Ban Niang is pretty good, but the mosquitoes are super large or the toilet. They can't finish playing, and they feel bad before leaving this comment ..."
店家超級熱情，餐點酒水等品項都是一級棒👍會再回訪 …,"The store is super enthusiastic, meals and drinks and other items are all first -level sticks 👍 will return to visit again ..."
