店名,評分,評論數,地址,鏈接
榕 RON,4.3,"1,697",111台北市士林區中山北路五段461巷21號,https://www.google.com/maps/place/%E6%A6%95+RON/data=!4m7!3m6!1s0x3442aea4e7dae6cd:0x96b286ba2ec98dcd!8m2!3d25.091456!4d121.527133!16s%2Fg%2F11b6xkbkt7!19sChIJzeba56SuQjQRzY3JLrqGspY?authuser=0&hl=zh-TW&rclk=1
士林放感情｜ 士林餐酒館 人氣美食 酒吧推薦 士林調酒 BAR 網美必吃 西式餐酒館 宵夜美食餐廳 聚餐聚會酒吧 士林夜市,4.8,"2,376",11162台北市士林區大東路152號,https://www.google.com/maps/place/%E5%A3%AB%E6%9E%97%E6%94%BE%E6%84%9F%E6%83%85%EF%BD%9C+%E5%A3%AB%E6%9E%97%E9%A4%90%E9%85%92%E9%A4%A8+%E4%BA%BA%E6%B0%A3%E7%BE%8E%E9%A3%9F+%E9%85%92%E5%90%A7%E6%8E%A8%E8%96%A6+%E5%A3%AB%E6%9E%97%E8%AA%BF%E9%85%92+BAR+%E7%B6%B2%E7%BE%8E%E5%BF%85%E5%90%83+%E8%A5%BF%E5%BC%8F%E9%A4%90%E9%85%92%E9%A4%A8+%E5%AE%B5%E5%A4%9C%E7%BE%8E%E9%A3%9F%E9%A4%90%E5%BB%B3+%E8%81%9A%E9%A4%90%E8%81%9A%E6%9C%83%E9%85%92%E5%90%A7+%E5%A3%AB%E6%9E%97%E5%A4%9C%E5%B8%82/data=!4m7!3m6!1s0x3442aebb34f53bb9:0x512b60f5da825a80!8m2!3d25.0923151!4d121.5254104!16s%2Fg%2F11c1xm3tf3!19sChIJuTv1NLuuQjQRgFqC2vVgK1E?authuser=0&hl=zh-TW&rclk=1
Noobtent菜鳥營地,4.8,865,111台北市士林區大東路55號,https://www.google.com/maps/place/Noobtent%E8%8F%9C%E9%B3%A5%E7%87%9F%E5%9C%B0/data=!4m7!3m6!1s0x3442afbf42db5dc5:0x88d975088d456cdc!8m2!3d25.0898096!4d121.5253494!16s%2Fg%2F11q42zskrj!19sChIJxV3bQr-vQjQR3GxFjQh12Yg?authuser=0&hl=zh-TW&rclk=1
託夢玩具Bar .士林必去酒吧 (老玩具 .調酒 啤酒 ）,4.9,414,11162台北市士林區大南路30號,https://www.google.com/maps/place/%E8%A8%97%E5%A4%A2%E7%8E%A9%E5%85%B7Bar+.%E5%A3%AB%E6%9E%97%E5%BF%85%E5%8E%BB%E9%85%92%E5%90%A7+%28%E8%80%81%E7%8E%A9%E5%85%B7+.%E8%AA%BF%E9%85%92+%E5%95%A4%E9%85%92+%EF%BC%89/data=!4m7!3m6!1s0x3442af338f849645:0x6c84e69e182ef9a!8m2!3d25.0891852!4d121.525619!16s%2Fg%2F11ngyr81h6!19sChIJRZaEjzOvQjQRmu-C4WlOyAY?authuser=0&hl=zh-TW&rclk=1
Zcat Bar 天母酒吧|士林酒吧|必吃餐酒館|網美餐酒館|音樂酒吧|運動酒吧,4.7,14,111台北市士林區雨聲街39號,https://www.google.com/maps/place/Zcat+Bar+%E5%A4%A9%E6%AF%8D%E9%85%92%E5%90%A7%7C%E5%A3%AB%E6%9E%97%E9%85%92%E5%90%A7%7C%E5%BF%85%E5%90%83%E9%A4%90%E9%85%92%E9%A4%A8%7C%E7%B6%B2%E7%BE%8E%E9%A4%90%E9%85%92%E9%A4%A8%7C%E9%9F%B3%E6%A8%82%E9%85%92%E5%90%A7%7C%E9%81%8B%E5%8B%95%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442af454ac47bb1:0xdabbfe9054306a84!8m2!3d25.1021989!4d121.52882!16s%2Fg%2F11y8bzdh7t!19sChIJsXvESkWvQjQRhGowVJD-u9o?authuser=0&hl=zh-TW&rclk=1
光隱 INROOM,4.6,251,111台北市士林區文林路110巷15號,https://www.google.com/maps/place/%E5%85%89%E9%9A%B1+INROOM/data=!4m7!3m6!1s0x3442afd2b043dae5:0x5160c4549ce90008!8m2!3d25.0877919!4d121.5267114!16s%2Fg%2F11rkmd36bc!19sChIJ5dpDsNKvQjQRCADpnFTEYFE?authuser=0&hl=zh-TW&rclk=1
AZtec,4.9,654,111台北市士林區文林路269號,https://www.google.com/maps/place/AZtec/data=!4m7!3m6!1s0x3442af8344720597:0xb91499ffda68bdfa!8m2!3d25.0912955!4d121.5265485!16s%2Fg%2F11ghp09zqx!19sChIJlwVyRIOvQjQR-r1o2v-ZFLk?authuser=0&hl=zh-TW&rclk=1
醺Two British Bar,4.8,539,111台北市士林區天母東路50巷20之8號,https://www.google.com/maps/place/%E9%86%BATwo+British+Bar/data=!4m7!3m6!1s0x3442ae80926ac02f:0xf51331508cb6eb91!8m2!3d25.1174563!4d121.5330882!16s%2Fg%2F1tl1l4lg!19sChIJL8BqkoCuQjQRkeu2jFAxE_U?authuser=0&hl=zh-TW&rclk=1
Bar DAD,5,124,111台北市士林區中山北路五段505巷24號一樓,https://www.google.com/maps/place/Bar+DAD/data=!4m7!3m6!1s0x3442afedf606ed61:0x9f6d9451e4b45617!8m2!3d25.0931251!4d121.5270462!16s%2Fg%2F11y3j3_6fx!19sChIJYe0G9u2vQjQRF1a05FGUbZ8?authuser=0&hl=zh-TW&rclk=1
wake up bar 酒吧,4.9,73,111台北市士林區安平街5巷11號1樓,https://www.google.com/maps/place/wake+up+bar+%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442af79f04f5725:0xf1e143b912f35ccc!8m2!3d25.0881631!4d121.5254846!16s%2Fg%2F11vrb1jcpr!19sChIJJVdP8HmvQjQRzFzzErlD4fE?authuser=0&hl=zh-TW&rclk=1
