店名,評分,評論數,地址,鏈接
GRAY CAFE 咖灰（不提供訂位服務）,4.7 ,317,253新北市石門區八甲路1號1樓,https://www.google.com/maps/place/GRAY+CAFE+%E5%92%96%E7%81%B0%EF%BC%88%E4%B8%8D%E6%8F%90%E4%BE%9B%E8%A8%82%E4%BD%8D%E6%9C%8D%E5%8B%99%EF%BC%89/data=!4m7!3m6!1s0x34681f0dbd46658b:0x9314b22268be52f9!8m2!3d25.284228!4d121.521215!16s%2Fg%2F11sgrbrxr9!19sChIJi2VGvQ0faDQR-VK-aCKyFJM?authuser=0&hl=zh-TW&rclk=1
海角一樂園景觀餐廳,4.4 ,"1,468",253新北市石門區別墅23號,https://www.google.com/maps/place/%E6%B5%B7%E8%A7%92%E4%B8%80%E6%A8%82%E5%9C%92%E6%99%AF%E8%A7%80%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442b450007812e1:0x35014240305ba22b!8m2!3d25.27764!4d121.509558!16s%2Fg%2F11h0d7zl7!19sChIJ4RJ4AFC0QjQRK6JbMEBCATU?authuser=0&hl=zh-TW&rclk=1
嗨！老屋營業中 Hi La' vu opening,4.6 ,569,253新北市石門區16 號,https://www.google.com/maps/place/%E5%97%A8%EF%BC%81%E8%80%81%E5%B1%8B%E7%87%9F%E6%A5%AD%E4%B8%AD+Hi+La%27+vu+opening/data=!4m7!3m6!1s0x3442b75bef83a9f7:0xdfdef64dfd87de6b!8m2!3d25.2846563!4d121.5105221!16s%2Fg%2F11q3w6390b!19sChIJ96mD71u3QjQRa96H_U323t8?authuser=0&hl=zh-TW&rclk=1
半島海悅渡假會館,4.3 ,81,253新北市石門區58之55號,https://www.google.com/maps/place/%E5%8D%8A%E5%B3%B6%E6%B5%B7%E6%82%85%E6%B8%A1%E5%81%87%E6%9C%83%E9%A4%A8/data=!4m10!3m9!1s0x3442b7128fc2f393:0x2a308a1ff28fe57b!5m2!4m1!1i2!8m2!3d25.2865569!4d121.5304931!16s%2Fg%2F11vf2ztp7s!19sChIJk_PCjxK3QjQRe-WP8h-KMCo?authuser=0&hl=zh-TW&rclk=1
LMCR,5.0 ,38,253新北市石門區老梅路23號,https://www.google.com/maps/place/LMCR/data=!4m7!3m6!1s0x3442b50026e9f5d3:0x5bc97cff8079681b!8m2!3d25.2896477!4d121.5446631!16s%2Fg%2F11lck51750!19sChIJ0_XpJgC1QjQRG2h5gP98yVs?authuser=0&hl=zh-TW&rclk=1
Dazzler's Fish & Chips at Baishawan,4.5 ,331,253新北市石門區,https://www.google.com/maps/place/Dazzler%27s+Fish+%26+Chips+at+Baishawan/data=!4m7!3m6!1s0x3442b68e930207f9:0xb3c84e44f79691d5!8m2!3d25.2840253!4d121.5211037!16s%2Fg%2F11g7289n9d!19sChIJ-QcCk462QjQR1ZGW90ROyLM?authuser=0&hl=zh-TW&rclk=1
白沙灣哈那海邊咖啡屋Hana Beach Cafe,4.4 ,311,253新北市石門區八甲路1-10號,https://www.google.com/maps/place/%E7%99%BD%E6%B2%99%E7%81%A3%E5%93%88%E9%82%A3%E6%B5%B7%E9%82%8A%E5%92%96%E5%95%A1%E5%B1%8BHana+Beach+Cafe/data=!4m7!3m6!1s0x3442b68e85d7fc23:0x248b873ef4b9d761!8m2!3d25.283698!4d121.5207725!16s%2Fg%2F1wj_qzn4!19sChIJI_zXhY62QjQRYde59D6HiyQ?authuser=0&hl=zh-TW&rclk=1
富基漁港 A34.35 蟹之鄉活海鮮,4.8 ,24,253新北市石門區楓林路15之16號,https://www.google.com/maps/place/%E5%AF%8C%E5%9F%BA%E6%BC%81%E6%B8%AF+A34.35+%E8%9F%B9%E4%B9%8B%E9%84%89%E6%B4%BB%E6%B5%B7%E9%AE%AE/data=!4m7!3m6!1s0x3442b7839c4ab759:0xe1f7cfe141f5868e!8m2!3d25.2940087!4d121.5345694!16s%2Fg%2F11mv1tcnq5!19sChIJWbdKnIO3QjQRjob1QeHP9-E?authuser=0&hl=zh-TW&rclk=1
Moon Fairy月精靈藝術空間,5.0 ,23,253新北市石門區海灣新城18號1樓,https://www.google.com/maps/place/Moon+Fairy%E6%9C%88%E7%B2%BE%E9%9D%88%E8%97%9D%E8%A1%93%E7%A9%BA%E9%96%93/data=!4m7!3m6!1s0x3442a9deeb23ed53:0x56301647e968c61c!8m2!3d25.2848733!4d121.525752!16s%2Fg%2F11c0tb2nbq!19sChIJU-0j696pQjQRHMZo6UcWMFY?authuser=0&hl=zh-TW&rclk=1
星空雅座&啤酒吧 SKY GARDEN CAFE & BAR (名人堂花園大飯店),4.9 ,444,325桃園市龍潭區民生路141巷150號,https://www.google.com/maps/place/%E6%98%9F%E7%A9%BA%E9%9B%85%E5%BA%A7%26%E5%95%A4%E9%85%92%E5%90%A7+SKY+GARDEN+CAFE+%26+BAR+%28%E5%90%8D%E4%BA%BA%E5%A0%82%E8%8A%B1%E5%9C%92%E5%A4%A7%E9%A3%AF%E5%BA%97%29/data=!4m7!3m6!1s0x34683d194f372379:0x47511a2676723085!8m2!3d24.8435608!4d121.2285549!16s%2Fg%2F11rkg3mkmx!19sChIJeSM3Txk9aDQRhTBydiYaUUc?authuser=0&hl=zh-TW&rclk=1
Chill Chill House,4.2 ,228,"八甲路1-5號, 石門區新北市253",https://www.google.com/maps/place/Chill+Chill+House/data=!4m10!3m9!1s0x3442b68e9276a925:0x2873a1501424f512!5m2!4m1!1i2!8m2!3d25.28389!4d121.5209939!16s%2Fg%2F11d_pskq2z!19sChIJJal2ko62QjQREvUkFFChcyg?authuser=0&hl=zh-TW&rclk=1
小仙子越南小吃,3.9 ,103,253新北市石門區中央路14號,https://www.google.com/maps/place/%E5%B0%8F%E4%BB%99%E5%AD%90%E8%B6%8A%E5%8D%97%E5%B0%8F%E5%90%83/data=!4m7!3m6!1s0x3442b5ba6f263c35:0x69d930fef7d970f1!8m2!3d25.2916351!4d121.5673836!16s%2Fg%2F11c1nb7bm_!19sChIJNTwmb7q1QjQR8XDZ9_4w2Wk?authuser=0&hl=zh-TW&rclk=1
