店名,評分,評論數,地址,鏈接
KI KI CO CO,4.8 ,"1,095",220新北市板橋區公園街34巷6號,https://www.google.com/maps/place/KI+KI+CO+CO/data=!4m7!3m6!1s0x3442a81de4d06ca9:0x65126262afa2da51!8m2!3d25.0087632!4d121.4624868!16s%2Fg%2F1pzsyxj2z!19sChIJqWzQ5B2oQjQRUdqir2JiEmU?authuser=0&hl=zh-TW&rclk=1
來吧sunset南洋風餐酒館-酒吧調酒暢飲 訂位推薦 板橋車站附近 餐酒館泰式料理 必吃美食餐廳推薦 約會餐廳 必訪耶誕城餐廳酒吧 ptt dcard,4.9 ,"1,731",220新北市板橋區縣民大道二段122號,https://www.google.com/maps/place/%E4%BE%86%E5%90%A7sunset%E5%8D%97%E6%B4%8B%E9%A2%A8%E9%A4%90%E9%85%92%E9%A4%A8-%E9%85%92%E5%90%A7%E8%AA%BF%E9%85%92%E6%9A%A2%E9%A3%B2+%E8%A8%82%E4%BD%8D%E6%8E%A8%E8%96%A6+%E6%9D%BF%E6%A9%8B%E8%BB%8A%E7%AB%99%E9%99%84%E8%BF%91+%E9%A4%90%E9%85%92%E9%A4%A8%E6%B3%B0%E5%BC%8F%E6%96%99%E7%90%86+%E5%BF%85%E5%90%83%E7%BE%8E%E9%A3%9F%E9%A4%90%E5%BB%B3%E6%8E%A8%E8%96%A6+%E7%B4%84%E6%9C%83%E9%A4%90%E5%BB%B3+%E5%BF%85%E8%A8%AA%E8%80%B6%E8%AA%95%E5%9F%8E%E9%A4%90%E5%BB%B3%E9%85%92%E5%90%A7+ptt+dcard/data=!4m7!3m6!1s0x3442a9485629c931:0x3e36d5a744a8cfc2!8m2!3d25.0156413!4d121.4675695!16s%2Fg%2F11rb3nqr2f!19sChIJMckpVkipQjQRws-oRKfVNj4?authuser=0&hl=zh-TW&rclk=1
人文工坊/板橋美食/板橋酒吧/板橋餐廳/板橋餐酒館,4.3 ,790,220新北市板橋區公園街34巷26號B1,https://www.google.com/maps/place/%E4%BA%BA%E6%96%87%E5%B7%A5%E5%9D%8A%2F%E6%9D%BF%E6%A9%8B%E7%BE%8E%E9%A3%9F%2F%E6%9D%BF%E6%A9%8B%E9%85%92%E5%90%A7%2F%E6%9D%BF%E6%A9%8B%E9%A4%90%E5%BB%B3%2F%E6%9D%BF%E6%A9%8B%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442a81ddd4ab76b:0x3bf9f26e4cd38a42!8m2!3d25.0090349!4d121.4618494!16s%2Fg%2F1tfr7wyf!19sChIJa7dK3R2oQjQRQorTTG7y-Ts?authuser=0&hl=zh-TW&rclk=1
BinB書䏱 Bar in Book-板橋酒吧|人氣酒吧|必吃餐酒館|網美餐酒館|特色酒吧|放鬆酒吧,4.8 ,402,220新北市板橋區民生路三段140號,https://www.google.com/maps/place/BinB%E6%9B%B8%E4%8F%B1+Bar+in+Book-%E6%9D%BF%E6%A9%8B%E9%85%92%E5%90%A7%7C%E4%BA%BA%E6%B0%A3%E9%85%92%E5%90%A7%7C%E5%BF%85%E5%90%83%E9%A4%90%E9%85%92%E9%A4%A8%7C%E7%B6%B2%E7%BE%8E%E9%A4%90%E9%85%92%E9%A4%A8%7C%E7%89%B9%E8%89%B2%E9%85%92%E5%90%A7%7C%E6%94%BE%E9%AC%86%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442a96039569fa9:0xc258cf6a9bb7c69d!8m2!3d25.0271619!4d121.4663723!16s%2Fg%2F11js4l17wn!19sChIJqZ9WOWCpQjQRnca3m2rPWMI?authuser=0&hl=zh-TW&rclk=1
90's Dining Bar 酒食人餐酒館,4.8 ,"1,155",220新北市板橋區中山路一段124號,https://www.google.com/maps/place/90%27s+Dining+Bar+%E9%85%92%E9%A3%9F%E4%BA%BA%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442a96327509ecf:0xa677646fa93be3f2!8m2!3d25.010697!4d121.463286!16s%2Fg%2F11h_3zk8gf!19sChIJz55QJ2OpQjQR8uM7qW9kd6Y?authuser=0&hl=zh-TW&rclk=1
艾琦冷飲室 Aki Drinks - Bar 酒吧 餐酒館 板橋美食 飛鏢 異國料理 雞尾酒 創意調酒 板橋車站附近,4.9 ,279,220新北市板橋區板新路127號1F,https://www.google.com/maps/place/%E8%89%BE%E7%90%A6%E5%86%B7%E9%A3%B2%E5%AE%A4+Aki+Drinks+-+Bar+%E9%85%92%E5%90%A7+%E9%A4%90%E9%85%92%E9%A4%A8+%E6%9D%BF%E6%A9%8B%E7%BE%8E%E9%A3%9F+%E9%A3%9B%E9%8F%A2+%E7%95%B0%E5%9C%8B%E6%96%99%E7%90%86+%E9%9B%9E%E5%B0%BE%E9%85%92+%E5%89%B5%E6%84%8F%E8%AA%BF%E9%85%92+%E6%9D%BF%E6%A9%8B%E8%BB%8A%E7%AB%99%E9%99%84%E8%BF%91/data=!4m7!3m6!1s0x3442a9cd17f1601d:0xc6a3f5c9e49f9cf5!8m2!3d25.0151962!4d121.4709996!16s%2Fg%2F11mw8dr7gz!19sChIJHWDxF82pQjQR9Zyf5Mn1o8Y?authuser=0&hl=zh-TW&rclk=1
Muse,5.0 ,420,220新北市板橋區長江路二段126號1樓,https://www.google.com/maps/place/Muse/data=!4m7!3m6!1s0x3442a9fe04775cbb:0xd1e91cf39838554!8m2!3d25.0316187!4d121.4656974!16s%2Fg%2F11lfg9cjw8!19sChIJu1x3BP6pQjQRVIWDOc-RHg0?authuser=0&hl=zh-TW&rclk=1
暖流 WarmFlow,4.8 ,348,220新北市板橋區觀光街56-1號,https://www.google.com/maps/place/%E6%9A%96%E6%B5%81+WarmFlow/data=!4m7!3m6!1s0x3442a99d47a541fd:0xf161b6d6062ea75a!8m2!3d25.0164219!4d121.470864!16s%2Fg%2F11sw_xmz64!19sChIJ_UGlR52pQjQRWqcuBta2YfE?authuser=0&hl=zh-TW&rclk=1
9% 酒趴串燒Restaurant&Bar,4.7 ,"1,069",220新北市板橋區文化路二段357號,https://www.google.com/maps/place/9%25+%E9%85%92%E8%B6%B4%E4%B8%B2%E7%87%92Restaurant%26Bar/data=!4m7!3m6!1s0x3442a841404c621d:0x249ccc68d4db7971!8m2!3d25.0308172!4d121.4728356!16s%2Fg%2F11b6gn5fdh!19sChIJHWJMQEGoQjQRcXnb1GjMnCQ?authuser=0&hl=zh-TW&rclk=1
Drunken Moon,4.9 ,251,220050新北市板橋區西門街34號,https://www.google.com/maps/place/Drunken+Moon/data=!4m7!3m6!1s0x3442a9d283547f27:0x311bb017e8395dd8!8m2!3d25.0104149!4d121.4538358!16s%2Fg%2F11rcmry2b_!19sChIJJ39Ug9KpQjQR2F056BewGzE?authuser=0&hl=zh-TW&rclk=1
