店名,評分,評論數,地址,鏈接
布娜飛小酒館南港店bravocafe draftdeer,4.7 ,798,地址未找到,https://www.google.com/maps/place/%E5%B8%83%E5%A8%9C%E9%A3%9B%E5%B0%8F%E9%85%92%E9%A4%A8%E5%8D%97%E6%B8%AF%E5%BA%97bravocafe+draftdeer/data=!4m7!3m6!1s0x3442ab6770f8946d:0xa891888e4da87a6e!8m2!3d25.052669!4d121.607004!16s%2Fg%2F11gbrddqf4!19sChIJbZT4cGerQjQRbnqoTY6Ikag?authuser=0&hl=zh-TW&rclk=1
Beer李精釀小酒館（酒館 bar craft beer),5.0 ,109,115台北市南港區中南街16號,https://www.google.com/maps/place/Beer%E6%9D%8E%E7%B2%BE%E9%87%80%E5%B0%8F%E9%85%92%E9%A4%A8%EF%BC%88%E9%85%92%E9%A4%A8+bar+craft+beer%29/data=!4m7!3m6!1s0x3442abd238ee2905:0x55d720e91cf00cc!8m2!3d25.0548086!4d121.6152026!16s%2Fg%2F11lck7k59c!19sChIJBSnuONKrQjQRzADPkQ5yXQU?authuser=0&hl=zh-TW&rclk=1
THE LOUNGE 大廳酒吧-台北六福萬怡酒店,4.5 ,294,115台北市南港區忠孝東路七段359號7樓,https://www.google.com/maps/place/THE+LOUNGE+%E5%A4%A7%E5%BB%B3%E9%85%92%E5%90%A7-%E5%8F%B0%E5%8C%97%E5%85%AD%E7%A6%8F%E8%90%AC%E6%80%A1%E9%85%92%E5%BA%97/data=!4m7!3m6!1s0x3442ab5deaaef8fd:0x42d87e7341eced0c!8m2!3d25.0526213!4d121.6064554!16s%2Fg%2F11hbnyqkth!19sChIJ_fiu6l2rQjQRDO3sQXN-2EI?authuser=0&hl=zh-TW&rclk=1
W9T酒等了・ 臺北流行音樂中心,4.7 ,114,115台北市南港區忠孝東路七段99號,https://www.google.com/maps/place/W9T%E9%85%92%E7%AD%89%E4%BA%86%E3%83%BB+%E8%87%BA%E5%8C%97%E6%B5%81%E8%A1%8C%E9%9F%B3%E6%A8%82%E4%B8%AD%E5%BF%83/data=!4m7!3m6!1s0x3442abaa1e054e1f:0x40aa2e48c16f8ce1!8m2!3d25.0513917!4d121.598287!16s%2Fg%2F11tnvv5tlq!19sChIJH04FHqqrQjQR4YxvwUguqkA?authuser=0&hl=zh-TW&rclk=1
愛上日本酒 LOVE&SAKE 瓶蓋店,4.9 ,82,"瓶蓋工廠, I棟No. 13號南港路二段南港區台北市115",https://www.google.com/maps/place/%E6%84%9B%E4%B8%8A%E6%97%A5%E6%9C%AC%E9%85%92+LOVE%26SAKE+%E7%93%B6%E8%93%8B%E5%BA%97/data=!4m7!3m6!1s0x3442abfe4a8113fd:0x431452d8c0325868!8m2!3d25.0535287!4d121.6048242!16s%2Fg%2F11n63mpk0z!19sChIJ_ROBSv6rQjQRaFgywNhSFEM?authuser=0&hl=zh-TW&rclk=1
『五號出口』咖啡館酒吧 Exit No.5 Café Bar,4.7 ,157,115台北市南港區忠孝東路六段81巷2號1樓,https://www.google.com/maps/place/%E3%80%8E%E4%BA%94%E8%99%9F%E5%87%BA%E5%8F%A3%E3%80%8F%E5%92%96%E5%95%A1%E9%A4%A8%E9%85%92%E5%90%A7+Exit+No.5+Caf%C3%A9+Bar/data=!4m7!3m6!1s0x3442ab104b5c29d1:0x4b1bae3d7551ff60!8m2!3d25.0483402!4d121.584366!16s%2Fg%2F11hzwz6lq4!19sChIJ0SlcSxCrQjQRYP9RdT2uG0s?authuser=0&hl=zh-TW&rclk=1
Herbar喝吧柒號殿,4.7 ,23,11501台北市南港區三重路19之4號南港軟體園區樂購商場,https://www.google.com/maps/place/Herbar%E5%96%9D%E5%90%A7%E6%9F%92%E8%99%9F%E6%AE%BF/data=!4m7!3m6!1s0x3442ad5177ac188b:0xce7077ed9e572708!8m2!3d25.056817!4d121.6135645!16s%2Fg%2F11rq1xb393!19sChIJixisd1GtQjQRCCdXnu13cM4?authuser=0&hl=zh-TW&rclk=1
肴合清酒 Signature Bar （時間如有更動，以FB粉專、IG公告為主，16～18為預約制）,4.9 ,174,110台北市信義區中坡南路22巷7號1F,https://www.google.com/maps/place/%E8%82%B4%E5%90%88%E6%B8%85%E9%85%92+Signature+Bar+%EF%BC%88%E6%99%82%E9%96%93%E5%A6%82%E6%9C%89%E6%9B%B4%E5%8B%95%EF%BC%8C%E4%BB%A5FB%E7%B2%89%E5%B0%88%E3%80%81IG%E5%85%AC%E5%91%8A%E7%82%BA%E4%B8%BB%EF%BC%8C16%EF%BD%9E18%E7%82%BA%E9%A0%90%E7%B4%84%E5%88%B6%EF%BC%89/data=!4m7!3m6!1s0x3442ab5220353065:0x4acbabc167be4a57!8m2!3d25.0431025!4d121.5824818!16s%2Fg%2F11sd0rpllm!19sChIJZTA1IFKrQjQRV0q-Z8Gry0o?authuser=0&hl=zh-TW&rclk=1
鶺鴒葡萄酒窖 Wagtail wine cellar,5.0 ,21,115台北市南港區園區街6之7號1樓,https://www.google.com/maps/place/%E9%B6%BA%E9%B4%92%E8%91%A1%E8%90%84%E9%85%92%E7%AA%96+Wagtail+wine+cellar/data=!4m7!3m6!1s0x3442ad8743221465:0x715fdf1cdb8dc754!8m2!3d25.05924!4d121.6134453!16s%2Fg%2F11t8645bks!19sChIJZRQiQ4etQjQRVMeN2xzfX3E?authuser=0&hl=zh-TW&rclk=1
Hold on Draft,4.0 ,2,115台北市南港區忠孝東路七段99號1 樓 w107,https://www.google.com/maps/place/Hold+on+Draft/data=!4m7!3m6!1s0x3442abed5a3cd12b:0x791cdc03073f5046!8m2!3d25.0513017!4d121.5975991!16s%2Fg%2F11l2c1tqw5!19sChIJK9E8Wu2rQjQRRlA_BwPcHHk?authuser=0&hl=zh-TW&rclk=1
金色三麥 南港citylink店,4.2 ,"5,150",115台北市南港區忠孝東路七段299號C棟 1樓,https://www.google.com/maps/place/%E9%87%91%E8%89%B2%E4%B8%89%E9%BA%A5+%E5%8D%97%E6%B8%AFcitylink%E5%BA%97/data=!4m7!3m6!1s0x3442ab676bd45207:0x8c9abe4467e2ef00!8m2!3d25.0526288!4d121.6047509!16s%2Fg%2F11b6_qtm55!19sChIJB1LUa2erQjQRAO_iZ0S-mow?authuser=0&hl=zh-TW&rclk=1
時時香RICE BAR - 南港車站店,4.5 ,"1,856",115台北市南港區忠孝東路七段369號9樓C棟,https://www.google.com/maps/place/%E6%99%82%E6%99%82%E9%A6%99RICE+BAR+-+%E5%8D%97%E6%B8%AF%E8%BB%8A%E7%AB%99%E5%BA%97/data=!4m7!3m6!1s0x3442ab4c88dc4f89:0xda09f9592ec1dfb6!8m2!3d25.0525582!4d121.604518!16s%2Fg%2F11jdtqlhsm!19sChIJiU_ciEyrQjQRtt_BLln5Cdo?authuser=0&hl=zh-TW&rclk=1
愛過你AGONI/ 能量蔬食 /生酮蛋糕 / 防彈咖啡/塑身課程,4.5 ,126,115台北市南港區市民大道七段396-1號,https://www.google.com/maps/place/%E6%84%9B%E9%81%8E%E4%BD%A0AGONI%2F+%E8%83%BD%E9%87%8F%E8%94%AC%E9%A3%9F+%2F%E7%94%9F%E9%85%AE%E8%9B%8B%E7%B3%95+%2F+%E9%98%B2%E5%BD%88%E5%92%96%E5%95%A1%2F%E5%A1%91%E8%BA%AB%E8%AA%B2%E7%A8%8B/data=!4m7!3m6!1s0x3442abd9d8d895e1:0x5a949d7747dfb99!8m2!3d25.051055!4d121.5931955!16s%2Fg%2F11sh03ytlz!19sChIJ4ZXY2NmrQjQRmft9dNdJqQU?authuser=0&hl=zh-TW&rclk=1
武侍酒 日式居酒屋,4.4 ,"1,516",115台北市南港區南港路一段111號,https://www.google.com/maps/place/%E6%AD%A6%E4%BE%8D%E9%85%92+%E6%97%A5%E5%BC%8F%E5%B1%85%E9%85%92%E5%B1%8B/data=!4m7!3m6!1s0x3442ab58509f4b23:0xa3dbe30870786ecf!8m2!3d25.0550085!4d121.6145705!16s%2Fg%2F11b6371sjc!19sChIJI0ufUFirQjQRz254cAjj26M?authuser=0&hl=zh-TW&rclk=1
北流卡夫卡Kafka by TMC,4.2 ,249,115台北市南港區市民大道八段99號北流中心產業區5樓,https://www.google.com/maps/place/%E5%8C%97%E6%B5%81%E5%8D%A1%E5%A4%AB%E5%8D%A1Kafka+by+TMC/data=!4m7!3m6!1s0x3442ab5c410d1595:0xa7792ce1a1d54781!8m2!3d25.0519876!4d121.6001163!16s%2Fg%2F11s5853kxd!19sChIJlRUNQVyrQjQRgUfVoeEseac?authuser=0&hl=zh-TW&rclk=1
Arrow On Darts Club,4.7 ,69,115台北市南港區昆陽街2號2 樓,https://www.google.com/maps/place/Arrow+On+Darts+Club/data=!4m7!3m6!1s0x3442ab9832c64ca3:0x2099776eb73d4bd2!8m2!3d25.0538933!4d121.5922854!16s%2Fg%2F11b7800wd5!19sChIJo0zGMpirQjQR0ks9t253mSA?authuser=0&hl=zh-TW&rclk=1
華灯餐飲館,4.3 ,12,115台北市南港區八德路四段796號,https://www.google.com/maps/place/%E8%8F%AF%E7%81%AF%E9%A4%90%E9%A3%B2%E9%A4%A8/data=!4m7!3m6!1s0x3442ab9dbb87fcd9:0x9360893574002f8!8m2!3d25.0506907!4d121.5809323!16s%2Fg%2F11j0jd6d8m!19sChIJ2fyHu52rQjQR-AJAV5MINgk?authuser=0&hl=zh-TW&rclk=1
島厝 islandhome居酒屋,4.4 ,452,115台北市南港區永吉路549號,https://www.google.com/maps/place/%E5%B3%B6%E5%8E%9D+islandhome%E5%B1%85%E9%85%92%E5%B1%8B/data=!4m7!3m6!1s0x3442aba849729fed:0x3f3dd1382bdc9798!8m2!3d25.0454619!4d121.5813179!16s%2Fg%2F11j0d904nt!19sChIJ7Z9ySairQjQRmJfcKzjRPT8?authuser=0&hl=zh-TW&rclk=1
Chotto Sake Bar,4.0 2 則評論,4.0 顆星 2,115台北市南港區忠孝東路七段99號1 樓 w109,https://www.google.com/maps/place/Chotto+Sake+Bar/data=!4m7!3m6!1s0x3442ab11250a49f5:0xd5b47ea49a40b3fc!8m2!3d25.0513017!4d121.5975991!16s%2Fg%2F11l2c249sj!19sChIJ9UkKJRGrQjQR_LNAmqR-tNU?authuser=0&hl=zh-TW&rclk=1
老司機居酒屋,4.2 ,383,115台北市南港區南港路一段257號,https://www.google.com/maps/place/%E8%80%81%E5%8F%B8%E6%A9%9F%E5%B1%85%E9%85%92%E5%B1%8B/data=!4m7!3m6!1s0x3442ab24efe3b0e5:0xc9522503c226b6a1!8m2!3d25.0547253!4d121.6099881!16s%2Fg%2F11h41mq9d1!19sChIJ5bDj7ySrQjQRobYmwgMlUsk?authuser=0&hl=zh-TW&rclk=1
2F天橋沙龍,5.0 ,4,115台北市南港區臺北流行音樂中心,https://www.google.com/maps/place/2F%E5%A4%A9%E6%A9%8B%E6%B2%99%E9%BE%8D/data=!4m7!3m6!1s0x3442ab95c14aa66b:0x9e408e50144a8794!8m2!3d25.0517201!4d121.5986753!16s%2Fg%2F11tn59b2pv!19sChIJa6ZKwZWrQjQRlIdKFFCOQJ4?authuser=0&hl=zh-TW&rclk=1
Messa michael tu,1.6 ,12,"Nangang Train Station, 南港路一段南港區台北市115",https://www.google.com/maps/place/Messa+michael+tu/data=!4m7!3m6!1s0x3442abf4e6bee525:0x7a8cefe9ed183f0!8m2!3d25.056204!4d121.6172996!16s%2Fg%2F11ss7l15hb!19sChIJJeW-5vSrQjQR8IPRnv7OqAc?authuser=0&hl=zh-TW&rclk=1
台北漢來 大廳酒廊,4.2 ,22,115台北市南港區經貿一路168號,https://www.google.com/maps/place/%E5%8F%B0%E5%8C%97%E6%BC%A2%E4%BE%86+%E5%A4%A7%E5%BB%B3%E9%85%92%E5%BB%8A/data=!4m7!3m6!1s0x3442ad531f977acf:0xa45c45a98daa51c9!8m2!3d25.0577634!4d121.6193417!16s%2Fg%2F11vbrnl6__!19sChIJz3qXH1OtQjQRyVGqjalFXKQ?authuser=0&hl=zh-TW&rclk=1
涓邸居酒屋,評分未找到,評論數未找到,115台北市南港區新民街43號,https://www.google.com/maps/place/%E6%B6%93%E9%82%B8%E5%B1%85%E9%85%92%E5%B1%8B/data=!4m7!3m6!1s0x3442ab00507a8e95:0xf1516e170e25ac59!8m2!3d25.0560944!4d121.612655!16s%2Fg%2F11wmt4930j!19sChIJlY56UACrQjQRWawlDhduUfE?authuser=0&hl=zh-TW&rclk=1
串居留居酒屋（南港店）,4.4 ,378,115台北市南港區中南街21號,https://www.google.com/maps/place/%E4%B8%B2%E5%B1%85%E7%95%99%E5%B1%85%E9%85%92%E5%B1%8B%EF%BC%88%E5%8D%97%E6%B8%AF%E5%BA%97%EF%BC%89/data=!4m7!3m6!1s0x3442aba70388acb5:0x5762f216d2cdfab6!8m2!3d25.0546521!4d121.6153263!16s%2Fg%2F11f74jtsx2!19sChIJtayIA6erQjQRtvrN0hbyYlc?authuser=0&hl=zh-TW&rclk=1
天天開心卡拉OK,3.2 ,27,115台北市南港區忠孝東路六段281號,https://www.google.com/maps/place/%E5%A4%A9%E5%A4%A9%E9%96%8B%E5%BF%83%E5%8D%A1%E6%8B%89OK/data=!4m7!3m6!1s0x3442ab70e6c65e77:0x887a3de4861c9753!8m2!3d25.0498877!4d121.5900365!16s%2Fg%2F11gff8ntzv!19sChIJd17G5nCrQjQRU5cchuQ9eog?authuser=0&hl=zh-TW&rclk=1
555音樂坊,3.0 ,1,115台北市南港區忠孝東路七段555號,https://www.google.com/maps/place/555%E9%9F%B3%E6%A8%82%E5%9D%8A/data=!4m7!3m6!1s0x3442ab597245b811:0xefb7cfceb05b8905!8m2!3d25.0530792!4d121.6134849!16s%2Fg%2F11m2d8nx5v!19sChIJEbhFclmrQjQRBYlbsM7Pt-8?authuser=0&hl=zh-TW&rclk=1
燒肉同話 台北南港店,4.7 ,"3,349",115台北市南港區忠孝東路七段369號CITYLINKC棟 9 樓,https://www.google.com/maps/place/%E7%87%92%E8%82%89%E5%90%8C%E8%A9%B1+%E5%8F%B0%E5%8C%97%E5%8D%97%E6%B8%AF%E5%BA%97/data=!4m7!3m6!1s0x3442ab9db08ccd71:0xfbf00dd0076eb97a!8m2!3d25.0525811!4d121.6044641!16s%2Fg%2F11n5kbd68t!19sChIJcc2MsJ2rQjQRerluB9AN8Ps?authuser=0&hl=zh-TW&rclk=1
綺夢 Lounge Bar,4.6 ,159,110台北市信義區忠孝東路五段410-3號,https://www.google.com/maps/place/%E7%B6%BA%E5%A4%A2+Lounge+Bar/data=!4m7!3m6!1s0x3442abdfeaa4b50d:0xeecc64d2b44cfb10!8m2!3d25.0404413!4d121.57487!16s%2Fg%2F11tf3wrl0k!19sChIJDbWk6t-rQjQREPtMtNJkzO4?authuser=0&hl=zh-TW&rclk=1
Bogart's Smokehouse Taipei (美式木柴煙燻屋),4.7 ,"2,385",115台北市南港區南港路一段255號,https://www.google.com/maps/place/Bogart%27s+Smokehouse+Taipei+%28%E7%BE%8E%E5%BC%8F%E6%9C%A8%E6%9F%B4%E7%85%99%E7%87%BB%E5%B1%8B%29/data=!4m7!3m6!1s0x3442abac7ae502fd:0x1ee6de4490850f80!8m2!3d25.0547954!4d121.6101432!16s%2Fg%2F11hz0wvry9!19sChIJ_QLleqyrQjQRgA-FkETe5h4?authuser=0&hl=zh-TW&rclk=1
