Original,EN,Positive,Negative,Neutral,Compound
"價位偏高～～
但餐點都很好吃！酒類有很多選擇～晚上來小酌配餐是很舒服的✨✨🫶🏻 …","The price is high ~~
But the meals are delicious!There are many choices for alcohol ~ It is very comfortable to eat meals at night ...",0.172,0.0,0.828,0.7337
"在行天宮後面巷子內
安安靜靜的店
沒想到晚上也滿多客人的
主要是梅酒跟清酒
酒單在牆上很特別

但是缺點是沒有無酒精飲料
只有氣泡水
讓朋友來沒有東西點

然後點了烏龍嗨結果
烏龍茶還要先去買一下
有點尷尬哈哈哈

可以聊天喝酒的好地方","In the alley behind Xingtian Palace
An quiet shop
I didn’t expect to be full of guests at night
Mainly plum wine and sake
The wine list is very special on the wall

But the disadvantage is that there is no alcoholic drink
Only bubble water
Let your friends come without something

Then clicked the Uolong Hi result
Oolong tea, buy it first
A little embarrassing hahaha

A good place to chat and drink",0.159,0.104,0.737,0.72
"外場一位內場一位稍嫌忙碌，沒有菜單因為都寫在牆上&黑板上～一進來被很壯觀的酒瓶嚇到想要喝什麼酒都有竟然也有調酒！
但不適合買醉是適合小酌的地方🤣當天只有點小食整體價位小高～～～去完直接殺去吉林路突然好想吃熱炒可能是開胃了🤤","An in the field is a little busy, and there is no menu because they are written on the wall & blackboard ~ When they come in, they are scared by the spectacular bottle.
But it ’s not suitable for buying drunk. It’ s suitable for drinking. 🤣 Only a little snacks were small on the same day.",0.062,0.096,0.841,-0.09
雖然主餐價位稍高，但吃第一口就知道絕對值得這個價位！！詢問店員後店員也相當親切的推薦適合的清酒，實際喝到後也覺得非常符合本人的喜好，雖然有部分想喝的酒及餐點好像賣完了，不過之後一定會再次光臨所以無妨^^,"Although the price of the main meal is slightly higher, it is definitely worth this price when eating the first bite!IntersectionAfter asking the clerk, the clerk was also very kind to recommend suitable sake. After actually drinking it, I also felt very in line with my preferences. Although some of the alcohol and meals I wanted to drink seems to be sold out, it will definitely come again.",0.182,0.0,0.818,0.9193
"因為剛好在家附近
所以過來看看，
不是很懂清酒但點了一杯清酒
覺得非常普通，
幸好有生啤可以點，
但是也沒有感覺特別，
最後點了一杯紅茶梅酒，
嗯…還可以
但一樣兩口就沒了..
有收一成服務費
總共點了一杯清酒
一杯生啤 一杯梅酒
總共600多～
單純覺得CP值不高，
不過座位還蠻舒服的。

回覆業主：
嫌貨才是買貨人～
能開在算是蠻偏僻的巷內，
如果有必殺技或是當天可以招待一把毛豆
可能生意會好一點。
（我們當天三人共點9杯酒）","Because it happened to be near home
So come and see,
I don’t know how to clear sake, but I ordered a glass of sake
I feel very ordinary,
Fortunately, there are raw beer to order,
But I didn't feel special,
Finally ordered a glass of black tea plum wine,
Hmm ...
But the same two are gone ..
There is a 10 % service fee
A total of a glass of sake
A glass of raw beer, a glass of plum wine
A total of more than 600 ~
I just think the CP value is not high,
But the seat is quite comfortable.

Reply to the owner:
The suspect is the buyer ~
Can be opened in a pretty remote alley,
If you have a nirvana or you can entertain a pair of edamame on the same day
Maybe business will be better.
(We order 9 glasses of wine on the day)",0.121,0.033,0.846,0.9451
"海膽鮭魚燉飯非常驚艷好吃，感覺得出店家很用心的在做料理。
但服務生個性比較酷，對客人的招呼有點冰冷，不懂酒的人可能會不知道要怎麼點","Sea urchin salmon stew is very amazing and delicious, and I feel that the store is very careful to cook.
But the waiter's personality is cool, and the greetings of the guests are a bit cold. People who do not understand wine may not know how to order.",0.234,0.0,0.766,0.9027
"菜單寫在黑板上，單價偏高但品質絕對跟得上它的價格。

推薦 #鴨胸 #生蠔 #麵食

店員不會過於熱情，但很親切也很專業，個人覺得是很舒適的服務。
食物好吃、用料實在新鮮，每一杯酒都很滿意。
店內氣氛很好，安靜也蠻適合聊天。","The menu is written on the blackboard. The unit price is high but the quality is definitely up to its price.

Recommended #推荐 推荐 #oyster #noodle pasta

The clerk will not be too enthusiastic, but very kind and professional. I personally think it is a very comfortable service.
The food is delicious and the ingredients are fresh, and each glass of wine is very satisfied.
The atmosphere in the store is very good, and quiet is also suitable for chatting.",0.301,0.032,0.666,0.9844
"進店的時候完全沒有客人, 店員顧著聊天完全沒有招呼沒有帶位也沒有介紹, 餐點不錯但分量很少, 結帳才知道要收10%服務費","When I entered the store, there were no guests at all. The clerk didn't say hello to the chat without greeting, and did not introduce it. The meal was good but the amount was very small.",0.051,0.084,0.865,-0.0624
"剛結束今天的用餐，
訂六點的兩位，
非常愉快~
店裡主打的是酒，
像我這種第一次來不懂酒的也不用擔心，
老闆會很仔細的根據點的餐點、客人的偏好(酸、甜)推薦適合的酒，
餐點也很好吃
物有所值，
適合小酌聊天的餐廳~","Just finished today's dining,
Book the two of the six o'clock,
Very happy ~
The main shop in the store is wine,
I do n’t have to worry about those who do n’t understand wine for the first time.
The boss will be very careful based on the meal, the preferences of the guests (sour, sweet) recommended, the suitable wine,
The meal is also delicious
It is worthwhile,
Suitable for a restaurant for chatting ~",0.191,0.033,0.775,0.9167
"台北最不會聊天酒吧，只能5顆星了！
東西好吃，老闆選的酒又好喝！
也不會刻意找客人聊天，這種好店不推不行！
根本是天堂般的存在❤️","Taipei will not have a chat bar, only 5 stars!
The things are delicious, the wine chosen by the boss is delicious!
I won't deliberately find guests to chat. This good shop can't push it!
It's a heavenly existence at all ❤️",0.286,0.0,0.714,0.9489
