Original,EN,Positive,Negative,Neutral,Compound
同類型的外籍bar中算很好的，有會國台語歌的sky樂隊（唱功差了一點而已）還有兩DJ，妹妹會幫人按摩有點會講一點國語，也可以上台唱歌而且沒有的歌可以用手機搜放(只是沒有螢幕而已),"The same type is considered to be good in the foreign bar, there are the national Taiwanese songsky bands (a little singing skills and have) also have two-DJ, sister will help people massage a bit will speak a little national language, can also sing on stage and sturgeonThe song can be searched by phone (only screen only)",0.092,0.0,0.908,0.6808
氣氛超棒 還有撞球桌 很多外國人！,The atmosphere is great and there are many foreigners at the ball table!,0.268,0.0,0.732,0.6588
雙城街老字號酒吧之一，裡面外國人蠻多的，有電視撞球桌還有飛鏢機。,"One of the old bars in Shuangcheng Street, there are quite a lot of foreigners, there are TV hitting tables and dart machines.",0.0,0.0,1.0,0.0
"很有親切感的店 團康遊戲很多
覆盆莓味道的啤酒好喝","There are a lot
Beer -flavored beer is delicious",0.316,0.0,0.684,0.5719
"服務員很好客 坐位好闊 氣氛不錯
還有飛鏢機及桌球玩 不錯不錯","The waiter is very good.
There are dart machines and billiards to play well",0.412,0.0,0.588,0.7713
環境有點老舊。但這樣的裝潢有很美式的邋遢風，可以當自己家般的放鬆。不用太再意自己的穿著打扮，舒服就好,"The environment is a bit old.But such a decoration has a very American style, which can be relaxed as your own home.Don't want to dress too much, just be comfortable",0.187,0.035,0.778,0.7413
超級好玩的酒吧可打撞球桌球打飛鏢,Super fun bars can hit the ball tennis and fight darts,0.404,0.146,0.449,0.6808
環境很好！老闆很熱情 大推！,The environment is very good!The boss is very enthusiastic!,0.338,0.0,0.662,0.6221
最喜歡的老酒吧，老闆跟員工都很nice，懷舊氣氛也有飛鏢機撞球檯，20年來常去的地方。,"The favorite bar, the boss and the employees are very nice, and the nostalgic atmosphere also has a dart machine hitting the table.",0.225,0.0,0.775,0.7264
玩得很開心！,Play very happily!,0.868,0.0,0.132,0.7639
這裡的人很親切，又有Pub Crawl的客人，氣氛很棒！,"The people here are very kind, and there are guests of PUB CRAWL. The atmosphere is great!",0.35,0.0,0.65,0.8436
氣氛好，價錢公道，有鏢台有球桌，真是好友相聚好地方！,"The atmosphere is good, the price is fair, there are dart tables and ball tables.",0.286,0.0,0.714,0.6369
跟朋友一起去玩，第一次來覺得整體氛圍營造的不錯,"Go to play with friends, for the first time, I feel that the overall atmosphere is created well",0.407,0.0,0.593,0.8225
服務態度很好，老外比本地人多，有撞球、有手足球，射飛標機。電視數檯。戶外桌。不知有沒有賞酒，我在這家沒賞過。是可以簡單的喝酒。有賣爆米花。可帶小零食。,"The service attitude is very good. There are more foreigners than locals.Digital TV.Outdoor table.I don't know if there is any appreciation, I haven't appreciated this family.It can simply drink.Selling popcorn.Can bring a small snack.",0.162,0.067,0.771,0.5846
石洞是一間很棒的Pub，酒品不貴，氣氛愉悅，世足賽來一起看球的感覺真棒,"Shidong is a great PUB, the wine is not expensive, the atmosphere is pleasant, and the World Football Team feels good to watch the ball together.",0.309,0.0,0.691,0.8834
一個氣氛好，員工帥老闆人親切的運動酒吧，下班後的好去處，不論是打鏢，撞球，足球臺都值得體驗！,"A good atmosphere, the cordial sports bar of the employees, the good place to go after get off work, whether it is a dart, hit the ball, the football table is worth experiencing!",0.21,0.0,0.79,0.7901
有很棒的酒跟娛樂，還可以打撞球跟飛鏢，店內服務人員也都很親切，推薦！,"There are great wine and entertainment, and you can also hit the ball and darts. The service staff in the store are very kind. Recommended!",0.382,0.0,0.618,0.918
最好的酒吧，有熱情的人，可打廢票。很爽哦,"The best bar, a enthusiastic person, can get a waste ticket.Very cool",0.473,0.137,0.39,0.7845
"好喜歡邋塌的地方on tap/ revolver 現在又一個這裡!
噴火噴煙調酒真得先不要","I really like the collapsed place on Tap/ Revolver now here!
Spitfire, smoke, and alcohol, really don't want to first",0.117,0.174,0.71,-0.0933
氣氛服務都很好！有撞球、桌遊、飛鏢！,"The atmosphere service is very good!There are hitting the ball, board game, darts!",0.0,0.0,1.0,0.0
"超讚超chill
很放鬆沒有壓力的好地方","Super Extra Chill
Very relaxed good place without pressure",0.714,0.0,0.286,0.9092
"相當熱鬧得酒吧消費者多為外國人士
有各類調酒以及四種不同口味的生啤酒","The bars are quite lively.
There are various types of bartending and four different flavors of raw beer",0.158,0.0,0.842,0.4927
可撞球可射標，酒便宜，可叫附近有家台北最好吃之一的炸雞來吃。,"It can hit the ball and shoot, and the wine is cheap. It can be called a fried chicken with one of the best in Taipei nearby to eat.",0.125,0.071,0.804,0.4215
"適合聊天，聚會的地方，小缺點是沒隔音門
，不會影響評分。","Suitable for chatting, where the party, the small disadvantage is that there is no sound barrier door
, Will not affect the score.",0.145,0.178,0.677,-0.2335
氣氛不錯的一家美式酒吧！很適合朋友相聚小酌！,A good American bar with a good atmosphere!Very suitable for friends to gather together!,0.463,0.0,0.537,0.8585
店員很好客，環境也很舒服,"The clerk is very good, and the environment is very comfortable",0.43,0.0,0.57,0.7774
有飛鏢靶的酒吧(飛鏢須另外付錢)，適合晚上三五好友來喝酒聊天。,"Bar with dart targets (darts have to pay separately), suitable for drinking and chatting for three or five friends in the evening.",0.127,0.057,0.816,0.4019
"運動酒吧，氣氛超好
老闆板娘都很親切
超愛來❤️❤️","Sport bar, the atmosphere is super good
The boss Ban Niang is very kind
Super love ❤️️ ️",0.535,0.101,0.364,0.948
可以玩撞球、桌上足球，但煙味有點重，怕煙味的人要注意,"You can play football and table football, but the smell of smoke is a bit heavy. People who are afraid of smoke should pay attention",0.065,0.061,0.875,0.0258
是個一群好友跟招待外國朋友或客人第二攤的好選擇！,It is a good choice for a group of friends to entertain foreign friends or guests in the second stall!,0.41,0.063,0.526,0.8718
老闆親切，酒又好喝,"The boss is kind, the wine is delicious",0.542,0.0,0.458,0.7964
"熱情飲酒的店, 可打撞球！","The enthusiastic shop, you can hit the ball!",0.333,0.0,0.667,0.5411
老闆和店員都很親切，推薦！,"The boss and the clerk are very kind, recommend!",0.491,0.0,0.509,0.7759
酒吧老闆帥，跟陌生朋友切磋撞球好地方,"The bar owner is handsome, studying with strange friends to hit a good place",0.438,0.086,0.476,0.8126
環境舒適，酒類選擇多，適合與三五好友一同聊天,"The environment is comfortable, there are many choices of alcohol, suitable for chatting with three or five friends",0.286,0.0,0.714,0.7506
