Original,EN,Positive,Negative,Neutral,Compound
"很適合下班和朋友一起小酌～
氣氛很悠哉
當時大家吃完覺得必點：玉子燒、唐揚炸雞
馬零薯燉豬肉、菠菜蛋包、鹽味花枝（生花枝）、日式炒麵都還可以
特點都是偏鹹，當下酒菜剛好
威士忌Highball，喝起來很順，但單喝很難喝完整杯，我要有下酒菜才喝得完
喜歡Gin tonic琴酒，因為單喝也可以
飯後還招待水果，只記得哈密瓜好甜，招待的小菜花生、毛豆、白菜（？）很下酒
下次來再嘗試其他酒類和咖哩👍","Very suitable for get off work with friends to drink ~
The atmosphere is very leisurely
At that time, everyone felt that it was necessary to eat: Yuzi Yao, Tang Yang fried chicken
Stewed pork, spinach egg bag, salt flavored flower branches (raw flower branches), Japanese -style fried noodles are okay
The characteristics are all salty, and the current wine is just right
Whiskey Highball, it is very smooth to drink, but it is difficult to drink a complete cup.
I like gin tonic piano wine, because it is also possible to drink alone
I also entertaining fruits after meals. I only remember that the cantaloupe is so sweet.
Let's try other alcohol and curry next time",0.121,0.044,0.836,0.8793
"初訪：星期一晚上就客滿女性客人佔約70%應該是看吧台老闆很帥的關係
菜色屬家庭料理帶一點點特色
例如他的蛋包的不是飯而是菠菜
馬鈴薯燉肉也還可以
酒水雖然不便宜450/杯的high ball酒精倒是給的很大方
喜歡喝日式調酒的女性朋友們應該會愛上這裡","First visit: On Monday night, about 70%of female guests should be a handsome relationship with the boss of the bar.
The dish belongs to the family cuisine with a little characteristic
For example, his egg bag is not rice but spinach
Potato stewed meat is ok
Although the wine is not cheap 450/cup, the High Ball alcohol is very generous
Female friends who like to drink Japanese -style bartending should fall in love with here",0.253,0.0,0.747,0.9761
最近話題十足「日式酒吧」，店內氛圍確確實實滿滿的日式風格，有著歲月的軌跡。但往往這樣的酒吧需搭配一個專業的調酒師，而不是只有台北林森北路的特有收費方式。請務必將所費不貲的價格也同時反應在料理水準和服務。,"Recently, the topic is full of ""Japanese -style bars"". The atmosphere in the store is indeed full of Japanese style, with a trajectory of years.But often such bars need to be paired with a professional bartender instead of only the unique charging method of Taipei Linsen Road.Please be sure to reflect the price and service at the same time at the same time.",0.036,0.0,0.964,0.3182
餐點氣氛都一極棒！老闆很親切！食物好吃、酒好喝！,The atmosphere of meals is great!The boss is very kind!The food is delicious and the wine is delicious!,0.341,0.0,0.659,0.851
"有種瞬間到日本的感覺，很溫馨的小店
適合下班來小酌，食物很家常好吃","There is a feeling of instantly to Japan, very warm shop
Suitable for get off work to drink, food is very good and delicious",0.352,0.0,0.648,0.8705
"在一個今天和明天就會有巨大變化的時代裡，
想保留下來的就是最簡單的事物，
家常的餐點、經典的調酒 和舒適自在的氛圍，
踏入這裡會和酒吧裡的人事物變化出美好且珍貴的回憶，值得在一訪再訪！

P.S.外在的經濟環境會真實的反應在價格上是一個必然的狀態，消費金額的變化可在造訪前查看google地圖上相關的資訊。

另外值得特別讚許的優點：

1.廁所清潔的非常乾淨沒有異味，最容易被視為不重要的角落反而體現出店家對環境維持的重視。

2.用餐中出現的餐碟、餐具在使用的情景上搭配的很好，大小也對應到現場桌面的尺寸，也保留了放置酒杯的空間，不會在用餐或喝酒時碰撞在一起。

3.送餐和收桌的節奏掌握的很好，會留心客人的狀態且不會一直上前打擾，在適當的時機點提供桌邊的服務。

4.可告知自己的喜好請酒保推薦適合的酒品及餐點，
會有專業的推薦和細心的說明。","In an era where there will be tremendous changes today and tomorrow,
What I want to keep is the easiest thing,
Family meals, classic bartending and comfortable atmosphere,
Stepping into the bar will change beautiful and precious memories with the people in the bar, it is worth visiting again!

P.S. The external economic environment will truly respond to a certain state in terms of price. The changes in the consumption amount can check the relevant information on Google Maps before visiting.

In addition, it is worthy of special praise:

1. The toilet is very clean and without odor. It is most likely to be regarded as an unimportant corner but reflects the store's attention to the maintenance of the environment.

2. The dishes and tableware that appear in the meal are well matched in the sites used, and the size corresponds to the size of the desktop on the scene. It also retains the space for placing the wine glass. It will not collide together when dining or drinking.

3. The rhythm of meals and tables is very well mastered. They will pay attention to the state of the guests without keeping up and disturb. At the appropriate time, provide services at the table.

4. You can inform your preferences to ask for wine insurance to recommend suitable wines and meals,
There will be professional recommendations and careful descriptions.",0.141,0.027,0.831,0.9673
"年代久遠的日式酒吧～ 家庭料理精緻美味～
一代二代主理人親切好客～
非常有個性的酒吧～
已經是我的愛店！ 想要嘗試與時下冰冷風格截然不同的風味～
這裡絕對是首選….
謝謝老闆的堅持～ ❤️❤️❤️","The Japanese -style bars in the age ~ Family cuisine is exquisite and delicious ~
The first -generation second -generation principals are cordial hospitality ~
Very individual bar ~
It's my love shop!Want to try the flavor that is completely different from the cold style now ~
This is definitely the first choice ...
Thank you boss for your persistence ~ ❤️❤️❤️",0.175,0.0,0.825,0.9245
"昭和時代風，適合長輩或是老派的人。

👉 馬鈴薯燉肉：
甜甜的效果快，讓我有點想到壽喜燒的甜度，還行的馬鈴薯燉肉。

👉 玉子燒：
有加一點火腿，的玉子燒，家常口味。

👉 炸雞
調味有點神奇，不是平常可以吃到的口味，還行。

👉 豬肉炒青菜：
日式家常味的豬肉炒青菜。

👉 炒麵：
也是家常口味的炒麵，還不錯。","The wind of Showa, suitable for elders or people.

： Potato stew:
The sweet effect is fast, which makes me think of the sweetness of Shouxi, and the potato stew.

👉 ： 👉 👉:
Add a little ham, Yizi burning, and the native taste.

👉 fried chicken
The seasoning is a bit amazing, it is not the taste that can be eaten, and it is okay.

菜 Pork fried vegetables:
Japanese -style commonly flavored pork fried vegetables.

👉 Fried noodles:
It is also a noodle fried noodle, which is pretty good.",0.153,0.0,0.847,0.9517
"擁有30年歷史的餐廳外部就像普通的住家入口
但進入之後 直接穿越到昭和浪漫的世界
店裡的牆壁除了老闆跟老闆娘的收藏跟照片外
也放滿過去數千名客人們寄存的酒瓶

當時只有店長跟店員
可以說是無料包場 哈哈哈

我蠻喜歡他的泡菜 酸甜爽口的口感
蒸花生跟毛豆也很好吃 花生蠻大顆的

玉子燒味道不錯 很日式居家的感覺
蛋香十足 能吃到一層一層的口感
旁邊附有的馬鈴薯泥
是能吃到一些塊狀的馬鈴薯喔
如果覺得玉子燒太淡或太鹹
可以搭配附有的蔬菜 小番茄 或美乃滋 番茄醬

咖哩飯的飯濕度跟口感剛好
咖哩醬除了有肉類，還有馬鈴薯跟蘑菇等蔬菜
咖哩醬是辛辣的喔 鹹度適中
吃完額頭直接冒汗
是會想再加飯配醬吃的咖哩飯

跟日本一樣 會有基本消費的開胃菜
以前是採預約制 現在有開放給一般顧客
如不確定 可以電話詢問","The outer of the restaurant with a history of 30 years is like an ordinary home entrance
But after entering, directly cross the Showa Romantic World
The walls in the shop except the boss and the boss's collection and photos
It is also full of wine bottles that have been stored in the past thousands of guests

At that time, only the store manager and the clerk
It can be said that it is a lack of charter hahaha hahaha

I like his kimchi sweet and sour taste
Steamed peanuts and edamame are also very delicious peanuts are quite large

Yuzi has a good taste, very Japanese -style home
Egg fragrance can eat a layer of layer of taste
The potato puree next to it
Can you eat some pieces of potato
If you feel that Yizi is too light or too salty
Can be paired with the attached vegetable tomato or Monzi tomato sauce

The meal humidity and taste of curry rice are just right
In addition to meat, curry sauce also has vegetables such as potatoes and mushrooms
The curry sauce is spicy, the saltiness is moderate
Sweat directly after eating the forehead
Is the curry rice that you want to add rice with sauce and sauce

The appetizer that will have basic consumption like Japan is the same as Japan
In the past, the approximate system is open to ordinary customers now
If you are not sure, you can ask the phone to ask",0.131,0.019,0.849,0.9861
"店內氣氛棒
東西不錯吃，就是真的家庭感，家庭到自己做可能也差不多那種
調酒比普通還要差
整體來說很盤，不會二訪","Inner atmosphere stick
It is good to eat, but the real family feels, and the family can do it yourself.
Blooming is worse than ordinary
Overall, it is very popular, I will not visit the second visit",0.138,0.094,0.769,0.2357
