Original,EN,Positive,Negative,Neutral,Compound
"今天喝店員推薦的限定品項
好喝又好看😂😂
店家本身是威吧
主體是威士忌還有店員妹妹會一起聊天（妹妹？）
另外經典調酒是一應俱全
還可以當G8客說  來杯心情不好的感覺😂😂
以台北的吧來說  人情味兒很足 可以很好聊天
推一個～～","Today, the limited item recommended by the shop clerk
Drink and beautiful 看
The store itself is prestige, right?
The main body is whiskey and the clerk and sister will chat together (sister?)
In addition, classic bartending is all available
You can also feel like a G8 customer who feels a bad mood 😂😂
In terms of Taipei, the humanity is very full of people can chat well
Push one ~~",0.187,0.094,0.718,0.8767
"bar！
裡面的服務人員幾乎都女生
不用閉俗或擔心不知道喝啥
可以直接請八天德介紹推薦
而且這邊有滿多威士忌
可以來試試單杯單杯的品
別於一般的bar
這邊的服務人員有空的時候可以一起聊幾句
所以….推個抬槓酒吧😂（？

噢對  這邊還有附近好吃餐廳的電話
可以點進來吃👍","Bar!
Almost the service staff in it are girls
No need to be closed or worried about what to drink
You can directly invite eight days to introduce recommendations
And there are many whiskey here
You can try the single cup and single cup product
Uninvited Bar
When the service staff here is free, you can talk a few words together
So ... push a barbar bar (?

Oh, there is a call from the delicious restaurant nearby here
You can click in to eat 吃",0.094,0.047,0.859,0.6696
"有人情味的日式酒吧！
店內日本客人居多，提供酒和無酒精飲料，無酒精飲料比一般酒吧選項更多。
唯一缺點是店內煙味偏重，非常怕煙味的人要注意⚠️","Anyone Japanese -style bar!
Most of the Japanese guests in the store provide wine and alcoholic drinks. There are more alcoholic drinks than ordinary bar options.
The only disadvantage is that the smell of smoke in the store is very important, and people who are very afraid of smoke should pay attention ⚠️",0.037,0.079,0.884,-0.3397
"高年份IB及原酒不少，在條通要經營這樣的店不容易，看得出有試著找出平衡點。
還有一顆星的進步空間是希望業主能讓底下員工參加品酒會或是邀請專家幫員工上課（比如你們合作的虎哥），畢竟有系統性地累積味覺經驗才能更準確地介紹威士忌風味類別，員工看得出都很上進，但以她們的年紀及經濟能力要自主累積味覺記憶實在太難了。At last, for those Japanese customers, please respect these young servers and do not violate their will to touch them disgracefully.","There are a lot of high -year IB and original wine. It is not easy to operate such a store in List. It can be seen that it tries to find a balance point.
There is also a stars' progressive space to hope that the owner can allow employees to attend a wine tasting or invite experts to help employees (such as the tiger brother you cooperate). Employees can see very much, but it is too difficult to accumulate taste memory with their age and economic ability.At last, for this japanese customers, please respect the young servers and do not violate their will to touch them disgracefully.",0.155,0.041,0.804,0.8954
"其實喝酒價位跟外面差不多啦，雖然煙味很重不太喜歡，但是在廁所裡面也有香香的衣服噴噴莫名的對女生很友善！

除此之外一個人來也不用擔心怕怕的或是無聊，因為服務人員都是女生，覺得很彆扭也可以跟他們聊聊，大家的故事也都很好玩","In fact, the price of drinking is almost the same as the outside. Although the smell of smoke is very heavy, I don't like it, but there are also fragrant clothes in the toilet that are inexplicably friendly to girls!

In addition, you don't have to worry about fear or boring, because the service staff are girls, and they can talk to them if they feel awkward. Everyone’s story is also fun",0.138,0.122,0.74,0.534
謝謝店員們很親切的招呼聊天❤️在臺灣也能體驗浴衣文化！了解到浴衣文化與品酒的知識🥰推薦大家來玩 …,"Thank you, the clerks are very kind to say hello to chat ❤️ You can also experience bathrobe culture in Taiwan!Knowing the knowledge of yukata culture and wine tasting 🥰 Recommend everyone to play ...",0.355,0.0,0.645,0.9564
服務生都超健談 氣氛又很好,The waiters are super good at the atmosphere and very good,0.555,0.0,0.445,0.8748
來這邊要小心生命之水小公主，氣氛會太嗨...,"Come here to be careful of the little princess of life, the atmosphere will be too hi ...",0.086,0.0,0.914,0.1531
環境還算不錯，店員也算好聊，美中不足的是以為是日式酒店比較安靜些，造訪當日，有夠吵雜不輸台式卡啦ok店～,The environment is pretty good. The clerk is also good. The disadvantage is that it is relatively quieter in Japanese -style hotels.,0.302,0.094,0.604,0.7351
消費便宜，服務人員態度親切。多種語言方便。餅乾好吃，酒水不貴。,"Consumption is cheap, and the service staff attitude is cordial.Multiple languages ​​are convenient.The biscuits are delicious and the wine is not expensive.",0.15,0.0,0.85,0.5719
威士忌的種類非常專業，調酒好喝且平價，而且店員都非常的親切，值得再訪的店,"The types of whiskey are very professional, the bartending is delicious and cheap, and the clerk is very kind. It is worth visiting the shop.",0.297,0.0,0.703,0.8516
"輕鬆喝酒聊天的日式酒吧
酒類價格清楚
跟朋友小酌聊天很舒服，工作人員也會適時來桌邊服務聊幾句
經常在未正式營業前
下午會有一些論壇課程分享活動
是女生也能安心進入的空間","Japanese -style bar that easily drinks and chats
Louder price is clear
It is very comfortable to chat with friends, and the staff will come to the table at the table to talk a few words in time
Often before the official business
In the afternoon, there will be some forum curriculum sharing activities
It's a space that girls can enter with peace of mind",0.234,0.0,0.766,0.9516
酒好喝 服務好 開心開心(⁠◍⁠•⁠ᴗ⁠•⁠◍⁠)⁠❤,"Good drinking service, happy and happy (⁠◍⁠ • ⁠ᴗ⁠ • ⁠◍⁠) ⁠ ❤ ❤",0.63,0.0,0.37,0.9623
很溫馨和輕鬆的場所，推薦席耶娜媽媽桑。,"Very warm and relaxed place, I recommend Sieya's mother Sang.",0.538,0.0,0.462,0.7996
環境舒適乾淨，酒種類選擇多，服務親切，店員都會日文，他們還有一間Bar Nine VIP，注重隱私，都是非常適合招待日本客人的好地方！,"The environment is comfortable and clean, there are many types of wine, and the service is cordial. The clerk will be Japanese. They also have a Bar Nine VIP. They pay attention to privacy. They are very suitable for entertaining Japanese guests!",0.26,0.027,0.713,0.92
我現在頭暈不是因為喝酒，是因為Luri跟Hina還在我心中,"I am dizzy because I drink alcohol, because Luri and Hina are still in my heart",0.209,0.095,0.697,0.5106
"1/31去，環境跟酒質都還算合格
只是服務人員可能太年輕，太不會正確聊天，交際手腕及服務客戶的經驗有待加強。","1/31去，環境跟酒質都還算合格
只是服務人員可能太年輕，太不會正確聊天，交際手腕及服務客戶的經驗有待加強。",0.0,0.0,1.0,0.0
"超適合台灣人，一個人也很適合，可以喝酒，妹正又會主動聊天，享受酒酣耳熱時的意亂情迷

小訣竅:妹妹需要我們主動找話題，不要小氣，請他們喝酒，能給小費更好，他們就會常來照顧你，熟了也能約出去吃飯","Super suitable for Taiwanese, a person is also very suitable, you can drink, the sister will take the initiative to chat, and enjoy the confusion when the wine is hot

Small trick: Sister needs us to take the initiative to find topics, don't stiring, ask them to drink, it can give you better, they will often take care of you, and they can make an appointment to eat when they are familiar.",0.16,0.041,0.799,0.8957
"啤酒很好喝很新鮮，杯子也很冰
店員也很親切，細節都有做很好，會放在名單持續再來😉 …","The beer is delicious and fresh, and the cup is also very ice
The clerk is also very kind, and the details are well done. They will continue on the list and continue again ...",0.276,0.0,0.724,0.8955
很棒的環境，員工們都很好聊，威士忌種類多，員工們英日文都會說，很親切很舒服的地方！,"A great environment, employees are very good to talk, there are many types of whiskey, and employees will say in Japanese in English, very kind and comfortable places!",0.382,0.0,0.618,0.9417
調酒師人都很好！,The bartender is very good!,0.466,0.0,0.534,0.54
第一次不經意的造訪了這間店，讓人覺得感覺非常的好，服務人員的專業和熱誠會讓人會想再造訪。大推好店,"The first time I visited this store, it felt very good. The professional and enthusiasm of the service staff would make people want to visit again.Big push shop",0.228,0.0,0.772,0.7501
啤酒選擇少，調酒的酒精感稍弱，室內座位空間還算舒適，服務人員熱情友善,"There are fewer beer selection, the alcoholics of bartender is slightly weaker, the room space of the indoor seat is quite comfortable, the service staff is warm and friendly",0.239,0.072,0.689,0.7258
"可以很放鬆的酒吧
大家都好友善","Bar that can be relaxed
Everyone is friendly",0.516,0.0,0.484,0.7506
八天的泰迪歌聲優美宏亮，嗓音渾厚，不做歌手太可惜了！,"The eight -day teddy singing is beautiful and bright, his voice is strong, and it is a pity not to be a singer!",0.329,0.07,0.601,0.8478
店員都很正！,The clerk is very positive!,0.511,0.0,0.489,0.6352
"超好玩，除了喝酒，想聊天也可以
超喜歡Elisa跟NaNa","Super fun, except drinking, you can also chat
I like Elisa and Nana",0.492,0.0,0.508,0.8658
各項細節周到，店長人帥又親切，店裡的人都像朋友一樣，心情不佳或三五好友聊天最佳去處,The details are thoughtful and the manager is handsome and kind. People in the store are like friends. They are in a bad mood or the best place to chat with three or five friends.,0.42,0.067,0.513,0.9559
怎麼可以！讓人想一去再去餒💙,How can it be!People want to go again and again 去,0.137,0.0,0.863,0.1511
這間店老帶勁了 我喝醉了謝謝,This shop is old and I am drunk. Thank you,0.194,0.186,0.62,0.0258
服務很好，店員日文都很厲害，喝酒聊天還不錯。,"The service is very good, the clerk is very good in Japanese, and it is not bad to drink and chat.",0.339,0.0,0.661,0.8495
這是一杯水,This is a cup of water,0.0,0.0,1.0,0.0
輕鬆自在的小酒吧，親切熱誠的服務，舒適的坐位，平價消費，物超所值！,"Easy and comfortable bars, kind and enthusiastic service, comfortable sitting position, consumption, value for money!",0.676,0.0,0.324,0.9571
媽媽桑妙語如珠的介紹，很有趣的一晚。,The introduction of mother Sang Miao's words is a very interesting night.,0.214,0.0,0.786,0.4576
氣氛好 妹子漂亮健談😆,氣氛好 妹子漂亮健談😆,0.385,0.0,0.615,0.3612
舒適的環境，良好的服務，讓人能放鬆的喝一杯的地方,"A comfortable environment, good services, where people can relax a drink",0.532,0.0,0.468,0.8442
"服務很好
推薦的酒也好喝
感覺很對","The service was excellent
Recommended wine is also delicious
I feel right",0.505,0.0,0.495,0.8481
店員 親切 也很酷 值得一去再去,"The clerk is very kind and cool, it is worth going again",0.475,0.0,0.525,0.7996
店員人很好 很好聊天,The clerk is very good and good to chat,0.476,0.0,0.524,0.7474
店員幫忙穿浴衣👘很好玩！ …,The clerk is fun to help wear a bathrobe!Mowing,0.473,0.0,0.527,0.7424
一人或是和朋友來喝一杯的好地方，聊天好地方,"One person or a good place to drink with a friend, chat a good place",0.429,0.0,0.571,0.8402
單純的酒吧，推薦給想喝點小酒的人來,"Simple bar, recommend it to those who want to drink some wine",0.275,0.0,0.725,0.4215
走著走就進來了，有個很特別的環遊世界,"Walking in, there is a very special tour around the world",0.23,0.0,0.77,0.4576
溫馨有趣的地方，調酒不錯！,"A warm and interesting place, good bartender!",0.661,0.0,0.339,0.7777
價格合理，適合等人的時候先小酌一下！,The price is reasonable.,0.0,0.0,1.0,0.0
輕鬆、好喝、環境乾淨優良～,"Easy, delicious, clean and good environment ~",0.803,0.0,0.197,0.9042
很舒服的環境,很舒服的環境,0.0,0.0,1.0,0.0
"很舒服的環境
店員和老闆都很親戚","Very comfortable environment
The clerk and the boss are very relatives",0.264,0.0,0.736,0.5563
老闆娘熱情，現場服務很好,"The boss is enthusiastic, the on -site service is very good",0.415,0.0,0.585,0.7501
環境舒適，整體體驗很棒,The environment is comfortable and the overall experience is great,0.481,0.0,0.519,0.8126
酒很棒，店長親切,"The wine is great, the manager is kind",0.556,0.0,0.444,0.8176
酒好 服務很好 氣氛很chill,"Good wine service is very good atmosphere, chil",0.504,0.0,0.496,0.7264
怎麼點都好喝！,It's delicious!,0.8,0.0,0.2,0.6114
服務好，氣氛佳！,Good service and good atmosphere!,0.67,0.0,0.33,0.7263
跟想像中的不一樣,Unlike the imagination,0.0,0.0,1.0,0.0
"店員很熱情
而且超漂亮","The clerk is very enthusiastic
And super pretty",0.685,0.0,0.315,0.8969
靜很漂亮 酒好喝,Quiet is very beautiful and delicious,0.671,0.0,0.329,0.8464
泰咪喬勾錐啦,Taimi Qiao hook cone,0.0,0.0,1.0,0.0
