Original,EN,Positive,Negative,Neutral,Compound
"居然有水果盤招待 超驚訝
5星刷滿","Actually, there are fruit disks.
5 -star brush full",0.0,0.0,1.0,0.0
"環境很不錯，店員很親切超貼心❤️
一定要再來","The environment is very good, the clerk is very kind and superb ❤️
Must come again",0.446,0.0,0.554,0.9052
夜間休憩的好去處，服務人員都很讚！,"There are good places to rest at night, and the service staff are great!",0.378,0.0,0.622,0.807
"煙味太重
排風機數量不足
冷氣也不夠大
眼睛一個半小時就會熏得很難過

以前喇叭麥克風音量比較足夠能唱歌
現在聽不太到音樂聲大家都走音
麥克風收音不好","Smoothy is too heavy
The number of exhaust device is insufficient
Air conditioning is not enough
The eyes will be sad for an hour and a half

The volume of the speaker microphone was enough to sing
I don’t listen to the sound of music now, everyone goes, everyone goes
The microphone is not good",0.022,0.128,0.85,-0.7511
蠻不錯的bar。 店長親切有善。KTV system 的 echo 有點大但基本上都 ok 的。 👍 …,Pretty good bar.The manager is kind and good.KTV System's Echo is a bit big but basically OK.👍 👍 ...,0.248,0.0,0.752,0.6428
價格公道，低消400，各種酒精飲料威士忌、清酒、調酒，最後當然少不了啤酒，很適合三五好友一同小酌，裡面也有卡拉可歡唱！不喝酒也有茶和可樂！愛唱歌的朋友，週三可以前往有電子琴老師現場為你彈奏，滿不同的體驗，重點是有很多帥哥看！,"The price is fair, low in 400, all kinds of alcoholic beverage whiskey, sake, bartending, of course beer, it is very suitable for three or five friends to drink together, there is also Karake singing!There are tea and cola without drinking!Friends who love singing, you can go to a teacher with an electronic piano on the spot on Wednesday. It is full of different experiences. The point is that many handsome guys watch it!",0.113,0.065,0.822,0.6134
"酒吧氣氛很好,價格低消400算是公道,而對於老闆服務態度這點還算滿意,但歌曲安排上真的需要有很大的改進空間,並非一桌一首輪的情況下,導致時常有一小時下來,一桌只唱到一首,一桌唱到快十首的不公平情況","The atmosphere of the bar is very good, the price is low, 400 is fair, and this is quite satisfied with the attitude of the boss's service, but the song arrangement really needs a lot of room for improvement. It is not a table and a round. After hours, only one table is sung at a table, and the unfairness of the ten songs is almost ten.",0.134,0.021,0.845,0.8043
兩位老闆Jcak、陳桑和店長Kevin 都非常親切，酒也好喝，邊唱歌聊天，有回到家的感覺,"The two bosses JCAK, Chen Sang and the store manager Kevin are very kind, the wine is also delicious, singing and chatting, feels like returning home",0.301,0.0,0.699,0.8718
第一次造訪，聽大家開心唱歌感覺不錯,"The first visit, listening to everyone happy singing feels good",0.452,0.0,0.548,0.765
"實在差勁的酒吧
唱歌不是輪著唱，一張桌可以唱五六首以上
一進唱沒有說有最低消費，也沒有什麼標籤，然後又收到你超貴的費用，老闆喝醉也沒禮貌，不值得一去，有更好選擇","Really bad bar
Singing is not a rotation, a table can sing more than five or six
I did n’t say that there was a minimum consumption, and there was no label, and then I received your super expensive cost. The boss was drunk and not polite.",0.071,0.152,0.778,-0.5413
朋友帶我去的，真的還好，可能是熊/豬才會受到服務上的重視，也可能是店員累了，總之辛苦了。,"My friend took me to it. It was okay. It may be that bear/pig would be valued by service, or the clerk was tired. In short, it was hard.",0.22,0.118,0.661,0.5719
"Not far from TPE station. A relax karaoke bar with good hosts for gorgeous bears crowds. ""GAY""
有好多帥熊喔，老闆好人，離火車站不遠。","Not far from time. A related.
There are a lot of handsome bear, good boss, not far from the train station.",0.243,0.0,0.757,0.7269
"很棒的地方
跟老闆說聲抱歉 昨天喝ㄎㄧㄤ了 沒認出來","Great place
Say to the boss, sorry, I drank yesterday and didn’t recognize it yesterday",0.223,0.071,0.707,0.5859
氣氛挺好的😀 覺得氣氛挺好 聽聽人家唱歌很開心 …,The atmosphere is very good. I feel that the atmosphere is very good to hear people sing very happily ...,0.377,0.0,0.623,0.8828
"老闆非常友善
員工很nice
一個人去也可以很輕鬆","The boss is very friendly
Employees are very nice
It can be easy to go alone",0.404,0.085,0.511,0.8169
男同志「熊族」及熊族愛好者居多的bar，衛生維持良好，週末夜晚熱鬧擁擠,"Most gay ""Xiong"" and the bear enthusiasts of the male, have maintained good sanitation, lively and crowded on weekends",0.339,0.0,0.661,0.802
店長跟bartender都超親切,The store manager and Bartender are super kind,0.549,0.0,0.451,0.8074
