Original,EN,Positive,Negative,Neutral,Compound
吵死了，營業到早上9點已經很誇張了，重點超過9點了還繼續在唱，請問大白天的到底你們是在唱幾點的？要唱你們隔音可以用好一點嗎？晚上唱早上還在唱，附近住戶都不用睡覺嗎？音樂放超大聲、唱歌超大聲、還有夠難聽，真的一點公德心也沒有，不改善一定會不停檢舉你們,"It's noisy, and it is exaggerated until 9 am. The focus is more than 9 o'clock and continue to sing. What are you singing during the day?Can you sing better?Singing in the morning is still singing in the morning. Do you do n’t have to sleep nearby?The music is super loud, singing is super loud, and there is enough to hear enough. There is really no public morality.",0.108,0.073,0.819,0.6953
你們是不是以為自己唱歌很好聽？超過營業時間了為什麼還繼續大聲放音樂大聲在唱歌？附近住戶都不用生活都不用睡覺嗎？Google寫營業時間從凌晨2點到早上9點，事實上根本24小時都在唱！隔音做的這麼爛為什麼還好意思唱這麼大聲？還唱這麼難聽？超級無敵自私，超級沒有公德心的一家爛店！請各位都不要來這家爛店消費，超級爛！盡快倒一倒最好！,"Do you think you sing well?After more than the business time, why do you continue to sing and sing loudly?Do you do n’t have to sleep in nearby residents?Google's business hours are from 2 am to 9 am, in fact, they are singing at all 24 hours!Why is the sound insulation so badly sang so loudly?Still singing so unpleasant?Super invincible selfishness, super -do not have public morality!Please do not come to this bad shop for consumption, super rotten!It's best to pour it as soon as possible!",0.163,0.103,0.734,0.8189
沒有公德心又自私的店，唱歌難聽死還擾民，顧著營業完全不管其他住戶，當其他住戶都不用睡覺是不是啦！不是只有你們工作，其他住戶都不用工作欸，要唱歌隔音設備還不做完全，那還開這家店幹嘛？然後Google營業時間根本障眼法，實際上這家店開24小時，唱歌也是24小時，中間有些沒唱可能是沒客人齁，然後有客人又繼續了，我認真啦！再不改善，真的就一直檢舉你們這間店，反正你們又不管，我又何必管你們是否繼續營業？,"There is no public morality and selfish shop. Singing is unpleasant and disturbing the people. It takes care of other residents at all, whether other residents do not have to sleep!It ’s not just that you work. Other residents do n’t need to work. You have to sing and sound insulation equipment. What do you do?Then Google ’s business hours are fundamentally observed. In fact, this shop is opened for 24 hours and singing is 24 hours. There may be no guests in the middle without singing, and then guests continue, I’ m serious!No longer improve, I really keep reporting your shop. Anyway, you don't care, why should I keep doing business?",0.048,0.137,0.815,-0.8853
氣氛很頂，老闆很健談，想喝什麼跟老闆說他直接幫你配一杯最符合你味蕾的，要酒感有酒感，要層次有層次。,"The atmosphere is very talkative. The boss is very talkative. What he wants to drink and tell the boss that he can help you directly with a cup of taste buds. If you want to have a sense of wine, you must have a layer.",0.085,0.0,0.915,0.4588
喜歡潔西💓💓💓很溫柔也很好聊，也很照顧客人，這裡很好玩，是續攤的好地方，公關們也都很貼心很會聊天～ …,"I like Jiexi 💓💓💓 very gentle and very good to chat, and also take care of the guests. It is very fun here. It is a good place for the continuation of the stalls.",0.573,0.043,0.385,0.99
"凱凱很可愛
善解人意 唱歌很厲害","Kaikai is cute
It's great to sing well",0.648,0.0,0.352,0.8481
舒服宜人的店，重點開到早上九點超讚。,A comfortable and pleasant store focuses on opening it to nine in the morning.,0.355,0.0,0.645,0.765
"氛圍超好 店員會陪玩遊戲還可以唱歌
四個人去點了五杯酒+一份鮭魚 1900
非常划算 調酒也很好喝
店員超有耐心的推薦 非常滿意
會想回訪無數次的店！","The atmosphere is super good.
Four people went to order five glasses of wine+1900 salmon 1900
Very cost -effective bartending and delicious
The clerk is very patient and recommended
You want to return to the store countless times!",0.354,0.0,0.646,0.948
"條通營業到3點的開放式ktv酒店，2000元就可開瓶leader,也算實惠，倒是坐檯30~50歲的小姐們資色還不差。","Open KTV hotels at 3 o'clock, can open the Leader in 2,000 yuan, which is also affordable. Instead, the ladies 30 to 50 years old are not bad.",0.095,0.0,0.905,0.431
"仔仔的服務態度非常好！
少數gay bar 店內完全沒有煙味的
很讚
還能唱歌
5星推薦","Zai Zai's service attitude is very good!
A few gay bar shops have no smoke at all
Great
Can sing
5 -star recommendation",0.255,0.074,0.671,0.7495
"奶蓋漂亮又會跳舞
凱凱長的很帥又很貼心
牛牛長的很可愛又很會唱歌
想喝酒可以找奶蓋他的ig是
Yl.0225__
傳訊息跟他說是九九的朋友
如果傳送不了在第一篇照片留言","The milk cover is beautiful and dancing
Kaikai is very handsome and intimate
Niu Niu is very cute and can sing very well
If you want to drink, you can find the milk cover. His IG is
Yl.0225__
The message tells him that he is a friend of Jiu Jiu
If you can't transfer it in the first photo, leave a message",0.238,0.016,0.745,0.9467
營業時間到早上，酒客在門口大聲喧嘩叫囂，吵死人了，是一間沒有公德心的酒吧,"In the morning, the wine guests made a loud noise at the door, and they were noisy.",0.0,0.096,0.904,-0.1779
"Waroom Bar❗️ what a fantastic bar it is‼️‼️ 原來在林森北路的一級戰區，竟然有如此舒適的氛圍bar. 既可以跟好友一起歡唱喝酒聚會，同時又可以交到很多朋友❤️.
公關健談，酒價格又親民。真對是一個非常優質不錯的Bar. 這個必須大推給我身邊所有的朋友圈與外國朋友‼️‼️‼️","Waroom barh️ What a fantastic bar it is‼️‼️The first -tier theater on Linden North Road, there is such a comfortable atmosphere. Bar. You can sing and drink with friends, and at the same time you can make many friends ❤️.
Public relations talk, the price of wine is affordable.It's a very high -quality and good Bar. This must be pushed to all the circle of friends around me and foreign friends around me.️‼️‼️ ️",0.217,0.0,0.783,0.969
公關是場災難，不會講話不會應對進退，搞不清楚狀況。續攤續到酒都醒了,Public relations are disasters. They will not speak and do not respond to progress.Renewal until the wine wakes up,0.0,0.167,0.833,-0.5574
內部空間不大 煙味有點重 比一般酒吧還重 好處是點歌很快 不會等很久,"The internal space is not large, the taste is a bit compared to the general bar, and the benefit is that the singing song will not wait a long time",0.094,0.0,0.906,0.4588
價位有點高，可能是疫情關係服務小姐少的可憐，都是有點年紀的“女人”在服務以至生意也不好！需加強調整！,"The price is a bit high. It may be the poor of the lady of the epidemic relationship. The older ""women"" are not good at service and the business is not good!Need to strengthen adjustment!",0.0,0.201,0.799,-0.7936
"唱歌音響效果不輸給錢櫃
服務品質贏過王品
公關素質超越大富豪
消費金額卻比西提便宜！
CP值超高","Singing the sound effect does not lose to the cash cabinet
Winning the quality of the service
The quality of public relations surpass the rich
The amount of consumption is cheaper than Sitti!
CP value is super high",0.324,0.0,0.676,0.9418
貼心服務，人員禮貌貼心，紓壓小酌的好地方,"Intimately serving, polite and intimate personnel, and a good place for relieving stress",0.297,0.154,0.549,0.3818
舒適的沙發區！可以邊唱歌邊喝酒的舒適圈！又有包廂式的設計，整個就是很棒啊！,"Comfortable sofa area!The comfort zone that can drink while singing!There is a box -type design, the whole is great!",0.402,0.0,0.598,0.8951
"酒品質不多說👍👍👍～～～活動真的很多很棒！

重點是公關 超帥❤️❤️❤️❤️ …","The quality of wine is not much ～ ~~~ The activity is really great!

The point is that the public relations super handsome ❤️❤️❤️❤️ ...",0.289,0.0,0.711,0.915
"凱凱人超好 牛牛店長很照顧我們
奶蓋跳舞很厲害","Kaikai super good Niu Niu shop takes care of us very much
The milk cover dancing is very powerful",0.466,0.0,0.534,0.92
"仔仔服務超好👍👍👍👍
客氣又很會照顧客人 …","Zai Zai service is super good 超
You are polite and take care of the guests ...",0.417,0.0,0.583,0.875
感覺很不錯喔！舒服，且廁所是有溫水洗凈,"It feels very good!Comfortable, and the toilet is washed with warm water",0.166,0.0,0.834,0.2942
凱凱很可愛，海綿唱歌超好聽，小穎服務超好,"Kaikai is very cute, sponge singing is super good, Xiaoying's service is super good",0.652,0.0,0.348,0.9509
"服務很好、空調很好、唱歌設備很好，玩得很開心。
重點帥哥超多","The service is very good, the air conditioner is good, the singing equipment is very good, and it is very happy.
There are so many handsome guys",0.432,0.0,0.568,0.9498
幾點了麥克風音響開這麼大聲是有病？,What time is the microphone sound? Is it sick?,0.0,0.314,0.686,-0.5661
公關真的太醜太胖，然後狂喝我們的酒,"Public relations are really ugly and fat, and then drink our wine wildly",0.0,0.23,0.77,-0.5563
"雖然地方不大 但是非常能感受到氣氛
酒喝下去一起嗨起來","Although the place is not big, I can feel the atmosphere very much
Drink together",0.0,0.0,1.0,0.0
服務很好，空氣很流通，一點煙味也沒聞到,"The service is very good, the air is very circulating, and the smell of smoke is not smelled",0.158,0.0,0.842,0.4927
老闆娘很親切又豪爽。讓你賓主盡興,The boss is very kind and bold.Let your guests happy,0.48,0.0,0.52,0.8122
"舒適好玩，酒精也很足夠。
推薦大家來玩耍","Comfortable and fun, alcohol is enough.
Recommend everyone to play",0.657,0.0,0.343,0.8885
仔仔服務很好 環境很舒服👍👍 …,"Zai Tsai service is very good, the environment is very comfortable ...",0.404,0.0,0.596,0.7774
就是棒！酒好喝，東西好吃,"It's great!The wine is delicious, the things are delicious",0.524,0.0,0.476,0.8268
