Original,EN,Positive,Negative,Neutral,Compound
"偶然發現的花博園區酒吧，原本是要去另一間Triangle，但踏入之後發現這邊別有洞天，一群酒吧餐酒館，室內戶外都有，各異其趣。

外籍人士超多，各色人種，白人黑人南亞人穆斯林，應有盡有。

我們去的是 23 Music Room , 這邊很文青 , so hippie or hipster 🌵👍🌵👍
現場有DJ放歌，客人都很愉快，跳舞聽歌或聊天。

三個年輕店員：Caleb 美國德州小帥哥、Winnie 外文系學生、小雲美人兒，超客氣超友善。自製精釀生啤酒也超新鮮。大家好愉快。這邊實在是好地方，好chill, 好有出國的感覺🌵🌵

我大推呀！☺️☺️🌈🌈

#twentythreemusicroom #花博園區 #中山足球場 #23musicroom #craftbeer #rainbow #lgbt #lgbtfriendly #hipster #文青 #letsmakeanighttoremember","偶然發現的花博園區酒吧，原本是要去另一間Triangle，但踏入之後發現這邊別有洞天，一群酒吧餐酒館，室內戶外都有，各異其趣。

外籍人士超多，各色人種，白人黑人南亞人穆斯林，應有盡有。

我們去的是 23 Music Room , 這邊很文青 , so hippie or hipster 🌵👍🌵👍
現場有DJ放歌，客人都很愉快，跳舞聽歌或聊天。

三個年輕店員：Caleb 美國德州小帥哥、Winnie 外文系學生、小雲美人兒，超客氣超友善。自製精釀生啤酒也超新鮮。大家好愉快。這邊實在是好地方，好chill, 好有出國的感覺🌵🌵

我大推呀！☺️☺️🌈🌈

#twentythreemusicroom #花博園區 #中山足球場 #23musicroom #craftbeer #rainbow #lgbt #lgbtfriendly #hipster #文青 #letsmakeanighttoremember",0.125,0.0,0.875,0.7184
外國旅客非常多，氣氛熱鬧，喜歡精釀啤酒可以去！,"There are a lot of foreign travelers, and the atmosphere is lively. You can go!",0.186,0.0,0.814,0.4926
週年派對時去跳舞掉了一顆戒指，留了電話給仙女店員，結果真的找回來了🥺難以答謝這件最讚的店，我愛你們！,"During the anniversary party, I danced a ring and left a phone call to the fairy clerk. As a result, I really found it. It is difficult to thank this most well -known shop. I love you!",0.259,0.054,0.687,0.862
"Debby很親切
整個店的氛圍感超舒適
當天居然還有動漫音樂趴！
下次一定會再來~","Debby is very kind
The atmosphere of the entire store is super comfortable
There was an anime music party that day!
I will come again next time ~",0.367,0.0,0.633,0.9311
店員十分健談，感覺得出來對於台灣精釀啤酒文化十分有想法的一間店，酒類口味很多，也不吝嗇讓人試喝看看，最後再選擇自己喜歡的味道，音樂風格也很不錯。,"The clerk is very talkative and feels that it is a shop that is very thoughtful for Taiwan's craft beer culture. There are many wine tastes, and you do n’t hesitate to try to drink. Finally, you choose your favorite taste. The music style is also very good.",0.165,0.038,0.797,0.7897
"店里感覺很輕鬆，店經理很活躍，讓人感覺很舒適，不會有很商業的酒吧感覺，像是在走朋友的店一樣，跟每個客人都能輕鬆舒適的聊天。
店里都是他們自家酒廠的精釀，口味上很平易近人。
也有提供調酒跟紅白酒，開放空間很大，是值得放入口袋名單的一間。","The store feels very easy. The store manager is very active and makes people feel very comfortable. There will not be a very commercial bar feeling. Like a friend's shop, you can chat easily and comfortably with every guest.
The shops are all of their own wineries, and their tastes are very approachable.
There are also bartending and red and white wine. There is a lot of open space, which is worth putting on the pocket list.",0.235,0.0,0.765,0.9592
半開放的空間很加分，這間店不會有密閉空間的不適感。音樂聲音大小剛好，不會讓人耳朵不舒服。人開始多後店員會主動調低冷氣，整體環境維持得相當不錯👍 …,"The semi -open space is very bonus, and this store will not have a sense of discomfort.The sound of the music sound is just right, and it will not make people feel uncomfortable.After more people start, the shop staff will take the initiative to lower the air -conditioning, and the overall environment is maintained very well ...",0.099,0.035,0.866,0.6106
"氣氛很棒 音樂好聽
Happy hours啤酒特價真的很划算
在點酒之前 店員姊姊很親切地讓我們試喝 挑選順口的精釀啤酒
還會再來💛 …","The atmosphere is great music nice
Happy Hours Beer Specials is really cost -effective
Before ordering wine, the clerk and sister asked us to try to choose a smooth craft beer
Will come again ...",0.311,0.0,0.689,0.9322
"很推薦在這裡和朋友喝酒暢談哦！
Happy hour時段的酒價格也很超值～
服務人員也超Nice😊😊
整個氣氛輕鬆歡樂，很推薦～ …","I am very recommended to talk to friends here!
The price of wine in Happy Hour is also very good ~
The service staff is also super nice 超
The whole atmosphere is relaxed and happy, very recommended ~ ...",0.475,0.0,0.525,0.98
二訪，喜歡音樂，酒種滿多，空間舒適，HappyHour滿超值，Pizza尚可。,"Second visit, like music, full of wine, comfortable space, happyhour full value, Pizza is still acceptable.",0.467,0.0,0.533,0.8591
"Happy Hour 啤酒只要150
店內音樂也很讚，店長人很好聊～","Happy Hour Beer only costs 150
The music in the store is also very good, the store manager is very good to talk ~",0.324,0.0,0.676,0.8775
每週都會換啤酒 店員很親切 有時候會有表演 座位區偏少 外面有吸煙區 花博裡外也都有廁所 很方便,"The beer shop staff is very kind every week. Sometimes, there are fewer performance seats. There are toilets and toilets.",0.163,0.0,0.837,0.5709
每個月 第一個禮拜天 下午3點到6點 有阿根廷探戈舞會,"On the first week of every month, there will be Argentina Tango Dance Club from 3 pm to 6 pm",0.0,0.0,1.0,0.0
"3/23
致：11:00-12:00的DJ，希望可以放鐵","3/23
To: 11: 00-12: 00 DJ, I hope to put iron",0.225,0.0,0.775,0.4404
2020新年快樂！今天1/1有營業喔~讚,Happy New Year 2020!There is business today 1/1 ~ Like,0.448,0.0,0.552,0.7574
