Original,EN,Positive,Negative,Neutral,Compound
"很失望，之前在 IG 上看到別人的女僕酒吧影片我才慕名而來，想說看評論感覺都不錯我還找了三個朋友來，結果我們全程待了 2 小時沒有半個女僕來我們包廂，還蠻失望的

我第一次來所以我是沒有指名女僕，我以為是店家會隨機派一個女僕來跟我們這桌互動，如果有聊得開心，賞酒跟拍立得我們其實都很樂意的但就是.... 沒有半個女僕來 =0=

然事後才得知好像人力不足但... 我看現場有三個女僕吧... 另外兩個也沒有要過來的意思 QQ
所以覺得挺失望的，我只想給一顆星

不過我得說調酒師加奈子她調出來的酒還挺好喝的，我個人很喜歡（是個酒鬼XD），人也直來直往很喜歡，為了這個多一顆星

但... 不知道第一次來反正就被放置惹，看其它兩個包廂都有女僕（而且看起來是一位應付兩個包廂），就覺得這落差感也太大了吧~

希望店家未來可以改善，畢竟我們第一次來不太懂，就是希望能體驗到女僕的文化，不然去信義圓山喝酒好了...","I was very disappointed. I used to see someone else's maid bar movie on IG. , Quite disappointed

I came for the first time, so I did n’t have a name maid. I thought that the store would randomly send a maid to interact with our table. If you have a good chat, we are actually happy to enjoy the wine and the shooting .. .. No maid came = 0 =

After the incident, I learned that it seems that there is insufficient manpower, but ... I think there are three maids at the scene ... the other two have no meaning to come to QQ, QQ
So I feel disappointed, I just want to give a star

However, I have to say that the wine tunnel Kanako's wine is quite delicious. I personally like it (it is an alcoholic XD), and people also like it. For this more star

But ... I do n’t know if I ’m the first time I was placed and provoked. Seeing that the other two boxes have maids (and they seem to be a handling two boxes), I feel that the difference is too great ~

I hope that the store can improve in the future. After all, for the first time, we do n’t understand it. I hope to experience the culture of the maid, otherwise I will go to the Yiyuan Mountain to drink ...",0.134,0.078,0.788,0.9489
"9/13 晚上大約11點來到貴店，第一次來消費坐在吧台，接待我的是一個穿黑色衣服（當天活動是軍裝）的可愛女生，從幫我介紹酒水開始都很親切～我給她個人五顆星評價～（抱歉我忘了妳的名字）

接著我右邊的右邊有位客人貌似喝醉，一直大小聲抱怨他自己的事情，大聲到我的耳膜會痛那種，也罷，喝酒的場合。難免遇到沒水準的酒客，這也不關店家的事，旁邊有位他的朋友（當天休假的女僕員工），可能看到我略顯不悅的神情，立即過來和我抱歉，說他朋友喝醉非常抱歉，這點很棒，但我覺得吧台上班人員應該主動婉轉規勸這位客人，而不是任由這位客人大小聲～

然後我坐了兩小時後續沒有任何女僕過來找我聊天（可能當天客人也比較多？），覺得無聊，只喝了一杯調酒沒過低消，打算離開，結果發現我放在桌上的藍芽耳機盒子不見了！我找了一陣子，很確定它原本就放在我面前吧台的桌上，由於我專注的帶藍芽耳機看手機，去一趟廁所回來後就發現它消失了，要求吧台人員查看監視器畫面，原來是我去廁所期間，服務人員以為這位子沒人了把它收到櫃檯裡…總之拿走的服務人員沒有注意狀況，我回來找了超久也沒注意～

找到藍芽耳機盒子後，我說要買單，接著，到結帳這段期間，我足足等了超過10分鐘以上，我看結帳人員一直專注在結帳的平板上操作，也許在Key上一個帳的單子，Key非常非常久，然後，她終於Key完了！結果，竟然跑去和一位客人聊天！我傻眼🙄，略顯不悅和她說我要結帳！她才意會過來～

總結：除了一開始接待親切的女僕，中間沒有任何上班女僕主動過來聊天，然後又發生一堆鳥事，吧台人員又不夠機靈不會處理狀況，略顯被動，請貴店多多加油囉～","At about 11 o'clock in the evening on 9/13, I came to Guidian for the first time. The first time I came to consume in the bar, I received me with a lovely girl wearing black clothes (the activity of the day was military uniforms). I was very kind from the beginning of helping me. Give her a personal five -star evaluation ~ (Sorry I forgot your name)

Then one of the guests on the right side of my right seemed to be drunk and complained about his own affairs. It would be painful to my eardrums, but the occasion of drinking.It is inevitable to encounter no standard wine guests. This is not about the store. There is a friend next to him (a maid employee of the day of the day). He may see my slightly displeased expression. He immediately came over and sorry for me. My friend was very sorry for being drunk. This is great, but I think the work staff of the bar should take the initiative to polite the guest, instead of letting the guest sound ~

Then I sat for two hours and no maid came to chat with me (Maybe there were more guests on the day?), I felt boring, I only drank a glass of bartender and did not disappear too low. I planned to leave. The bud headset box is gone!I found it for a while, and I was sure it was originally placed on the table in front of me. Because I looked at the mobile phone with the Bluetooth headset, I found it disappeared after I went back to the toilet. It turned out that during my time when I went to the toilet, the service staff thought that no one took it to receive it in the counter ... In short, the service staff who took away did not pay attention to the situation.

After finding the Bluetooth headset box, I said that I would pay for it. Then, during the period of the checkout, I waited for more than 10 minutes. A list of accounts, Key for a long time, and then she finally finished!As a result, I ran to chat with a guest!I was dumbfounded, and I was slightly displeased to tell her that I wanted to checkout!She would come over ~

Summary: In addition to receiving a cordial maid at the beginning, there was no work maid to come to chat, and then a bunch of birds happened.",0.064,0.096,0.84,-0.8647
"環境好，調酒好喝女僕可愛
*煙灰缸是以前的照片，目前店內禁菸，不喜歡煙味的朋友可以放心前往~","Good environment, besiege and delicious maid cute
*The ashtray is a previous photo. At present, there are no smoking in the store. Friends who don’t like the smell of smoke can rest assured ~",0.377,0.047,0.576,0.9382
"樓下最新的客人真的超誇張
我人就坐在旁邊座位
拍照是你們親口說A要幫B出錢買拍 還問能不能公主抱= =你們不要以為客人都是耳背跟瞎子欸 賞酒是不知道啦 但那時候你們卡在櫃台我聽到那個女僕一直道歉說你們突然不願意拍了或說不賞了都可以退掉 你們自己不退 還敢留這種留言 笑死 新人女僕在那邊陪你們你們也什麼回饋都不給別人⋯ 我跑這邊那麼多次很少看到你們這種這麼坑的欸 哈哈哈","The latest guests downstairs are really exaggerated
I am sitting next to the seat
Take a picture, you said that A should help B to buy the money and ask if you can hold the princess = = You don't think that the guests are the back of the ears and the blind. I apologize and say that you are suddenly reluctant to shoot or you can retreat. You can retreat. You will not retreat. You dare to leave such a message. The newcomer maid will accompany you with you. I rarely see you like this kind of pit. Hahahaha",0.07,0.124,0.806,-0.6117
"Albert Aug喝醉在那邊亂！還刷退！白漂還敢亂留負評！
這裡的調酒師的調酒明明就很好喝也很棒，女僕也很尊重客人，奧客喝醉真的是別鬧了！
真正來體驗才會知道這裡的好👍","Albert Aug is drunk there to mess there!Still retreating!Bai Diao dares to leave a negative review!
The bartender here is obviously delicious and great. The maid also respects the guests. Don't make trouble to get drunk!
I really know that I will know the good here.",0.254,0.189,0.557,0.7372
"第一次來這種店，店內光線明亮，每桌都有女僕陪聊～氣氛輕鬆愉快☺️
酒的部分，點了白日夢，主要是加了藍柑橘、伏特加，微酸微酸的帶點檸檬清香，口味上比較清爽

整體心得
店內輕鬆自在跟女僕之間可以互動、聊天的時間長得多
就算一個人來也可以很愉快，調酒都有一定的水準
價格上我覺得不算貴，環境、氛圍都不錯，態度上當然挺好
跟朋友小酌、唱唱歌都很棒👍🏻","For the first time to come to this kind of store, the light in the store is bright, and there are maids to accompany each table ~ The atmosphere is relaxed and happy ☺️
The wine part, ordered the day dream, mainly added blue citrus and vodka, slightly sour and slightly sour with lemon fragrance, the taste is more refreshing

Overall experience
The shop can interact with the maid easily and chat with a lot of time.
Even a person can be very happy, there is a certain level
I don't think it's expensive in price, the environment and atmosphere are good, and of course it is good in attitude.
It's great to have a drink with friends and singing.",0.25,0.0,0.75,0.9875
"我不介意賞酒後中途一直離開，但別人講話的時候好好聽對方講話是基本吧？
怎麼會一直專注在回手機訊息？
講話的時候對方總是回「嗯嗯嗯」來敷衍你、眼睛也都沒在看你，我相信這是個人都沒辦法接受。","I don't mind leaving halfway after appreciation, but it is basic to listen to each other's speech when others speak?
How can I always focus on returning mobile phone information?
When speaking, the other party always returns ""uh uh um"" to perfunctory you and the eyes are not looking at you. I believe this is that this is unable to accept it.",0.138,0.0,0.862,0.8577
調酒師都很厲害，可以唱歌，還有飛鏢機，服務人員態度佳，五星級享受，夜生活好去處，喜歡動漫相關的人一定要去體驗看看，可以預約名璃，非常有趣的女僕，很會聊火影忍者跟海賊王，日語能力很厲害👏👏👏聊的很愉快，她的特調都跟動漫有關聯性，非常有創意又好喝，很推薦，預約一定要找名璃，其他女僕都會一直要賞酒，只有這位女僕不會一直要喝酒，還會一直跟你聊天，體感非常良好。小缺點是沒有賞酒其他女僕都不太會靠桌聊天，優點是店長跟調酒師都很帥，還有可愛的名璃妹妹❤️追蹤她的IG還會回追聊天，可愛的小妹妹😍,"The bartender is very powerful, you can sing, and dart machine, the service staff has a good attitude, the five -star enjoyment, the nightlife is good, people who like animation must experience it, you can make an appointment for Mingli. I can talk about Naruto and One Piece. The Japanese ability is very good. I have a good chat. Her special adjustments are related to animation, very creative and delicious. The maid will always enjoy wine. Only this maid will not have to drink, and will chat with you all the time.The small disadvantage is that no other maid to appreciate the other maids can not rely on the table to chat. The advantage is that the manager and the bartender are very handsome, and the lovely younger sister ❤️ Tracking her IG will also chase the chat. The cute little sister Bleak",0.283,0.028,0.689,0.9925
"長年跑局跑攤，半年前來過一次這間酒吧，當時感覺只是普通的酒吧，並沒有感受到與其他條通酒吧不一樣的感受。昨日在朋友的邀約下又踏入本店一次，一進門就看到數名可愛溫柔的服務員們齊聲喊了歡迎光臨，光是這點就讓我刷新記憶，初來乍到時並沒有這樣的服務，我才發現這是一間“女僕酒吧”
當中有位女僕服務員讓我印象深刻，雖然我有來消費過，她仍舊不厭其煩的再次介紹了一次菜單給我，從酒的口感到喜好程度都能介紹的很流暢，中間數次離桌去忙碌也會先告知，非常貼心，雖然不太能喝酒的，但用心程度比在場其他女僕都讓我更印象深刻，每個小細節都會注意，時刻注意點的餐點有沒有上、桌子有水痕馬上拿起紙巾擦拭、稍有髒亂就馬上收拾乾淨，給人體感特別好，這位特別的女僕叫做名璃，如果是第一次來，想要有好的體驗，可以向店家預約這位女僕，長得可愛；不嫌麻煩；注重細節，會仔細照顧客人，讓我對本店改觀重新留下非常好的印象，有機會還會再來光顧，名璃女僕非常的敬業，我準備離開時還特別開門90度鞠躬，一直到我坐上計程車才抬起頭來向我揮手道別，非常道地的日本式體驗。","The running stalls for many years, I came to this bar half a year ago. At that time, I felt just a normal bar, and I didn't feel different from other bars.Yesterday, I stepped into this shop under the invitation of a friend. As soon as I entered the door, I saw several cute and gentle waiters shouted and welcomed it. I just let me refresh my memory. I did n’t have such a service when I first arrived. I found out that this is a ""maid bar""
One of the maid waiters impressed me. Although I had come to consume, she still introduced the menu to me again. From the liquor, I could introduce it very smoothly. I will also tell first, very intimate, although I am not able to drink, but the degree of intention is more impressive than the other maids present. Every small detail will pay attention. At all times Immediately pick up the paper towels and wipe it, and immediately clean it up immediately, which gives the human body very well. This special maid is called Ming Li. If it is the first time, if you want a good experience, you can make an appointment with the store. The maid, cute; not troublesome; pay attention to details, will take care of the guests carefully, let me have a very good impression on the store's change, and I will come to patronize again when I have the opportunity. Special opened the door 90 degrees and bowed until I got on the taxi before I looked up to wave my hand and said goodbye to me, a very authentic Japanese -style experience.",0.203,0.005,0.792,0.996
"以前並不是個常跑店的人，
但自從來了這裡後，
就幾乎變成這裡的常客，

這裡的定位
比較像酒吧在微加女僕元素，
所以跟日常的女僕店有點不太一樣，
有時上班勞累完後直接下班過來，
不僅可以放鬆喝一杯，
這裡的女僕也會傾聽你說話，
聽完也很會主動開話題，
並不會放置客人，
每次來體驗都很棒。

店裡也有打鏢機，
喜歡打鏢的可以過來玩；

調酒師17、鳳坡、店長Blue的
調酒也都很好喝，
幾乎都有喝過，
沒有失望過，
也有無酒精飲料，
如果騎車、開車的人也不用擔心
條通這裡也很好叫車，
不用擔心無法回家。

我最推薦的女僕是名璃，
歡迎大家可以跟她預約，
很會畫拍，
也很好聊天，話題涉略很廣，
很多都可以聊，
但她最喜歡聊的一定是動漫，
是個死忠的火影忍者、海賊王，
她的特調也幾乎都跟動漫有關，
因此如果你是二次元迷，
跟她預約一定不會失望。","I was not a person who runs a often -running shop before,
But since it came here,
It almost become a frequent visitor here,

The positioning here
It's more like a bar in the micro -maid in the micro -maid,
So it is a bit different from the daily maid store,
Sometimes after work after work, I will come to get off work directly after work,
Not only can you relax and drink a cup,
The maid here will listen to you,
After listening to it, I will take the initiative to open the topic,
Do not place guests,
Every time I experience it is great.

There are also darts in the store,
Those who like darts can come and play;

Bartender 17, Fengpo, store manager Blue Blue
The bartending is also very delicious,
Almost all have been drinking,
Never disappointed,
There are also wine fine drinks,
Don't worry if you are riding and driving
It is also very easy to call a car here,
Don't worry about being unable to go home.

My most recommended maid is Mingli,
Welcome everyone to make an appointment with her,
I know how to draw,
It is also very good to chat, the topic is very wide,
Many can talk,
But she likes to talk best with anime,
He is a loyal Naruto and One Piece,
Her special adjustment is almost related to animation,
So if you are a two -dimensional fan,
I will not be disappointed with her.",0.25,0.0,0.75,0.9976
