Original,EN,Positive,Negative,Neutral,Compound
"在花博裡用餐後，繞了好幾圈，一直沒進去是因爲都沒什麼人⋯🤣
最後，還是被門外各式調酒酒單給吸引入了門！
朋友想喝帶葡萄甜味的，bartender 介紹不在酒單上的紅火龍果紅酒，朋友很滿意。🥰
愛單品的我點了sidecar，因為之前在別家喝杯緣有抺鹽，bartender 很nice滿足我的請求。
音樂不錯，只是有點太大聲。
整體來說，調酒不錯，是間走低調路線的酒吧！（我愛低調～）
已納入口袋名單，希望有機會再去！☺️","After eating in the Huabo, I have been around for several laps.
In the end, it was attracted to the door by various types of wine melting wines outside the door!
Friends want to drink the sweetness of grapes. Bartender introduces the red fire dragon fruit red wine on the wine list. The friend is very satisfied.Bleak
I loved Sidecar, because I had a cup of salt at home before drinking a cup of salt, Bartender was very nice to meet my request.
The music is good, just a bit loud.
On the whole, bartending is good, and it is a bar that takes a low -key route!(I love low -key ~)
Already included in the pocket list, I hope to have a chance to go!☺️",0.25,0.042,0.708,0.9862
"微醺的夜晚
很適合小酌聊聊天的地方
一杯是 威士忌加紅酒
一杯是 用綠茶特調蠻特別的","Slight night
It is very suitable for a drink to chat
A cup is whiskey and red wine
A cup is very special with green tea",0.107,0.0,0.893,0.4576
"空間氣氛很好，
吧台相當可愛，
調酒相當合我胃口，
喜歡甜與果香的絕對值得一試
（忘記名稱了，再去喝的時候補上
Play for what?","The space atmosphere is very good,
The bar is quite cute,
The bartender is quite close to my stomach,
Absolutely worth trying sweetness and fruity fragrance
(Forget the name, make up when you go to drink
Play for what?",0.294,0.038,0.667,0.9126
時隔多年再次造訪這家店，一直滿喜歡這裡隨興的感覺，不會有太多壓力，不用怕音樂太大聲或太吵，很適合跟朋友聊天。酒的部份偏甜，但應該是可以跟調酒師要求，點了menu上的品項，一些經典款和店內特調，但覺得口味的細緻和豐富度似乎沒有以前來的時候有層次和驚喜。調酒價位落在350-400間。對酒單上的酒沒興趣，也可以跟調酒師討論要什麼口味。最後店家有送一杯伯爵茶酒shot。,"After many years of visiting this store, I have always liked the feeling of following it. There will not be too much pressure. Don't be afraid that the music is too loud or too noisy. It is very suitable for chatting with friends.The part of the wine is sweet, but it should be that you can ask the alcoholicist to order the items on the menu. Some classic models and the in -store special, but it seems that the delicate and richness of the taste does not seem to have the level and the layer and the layer and the richness. surprise.The price of bartender is 350-400.If you are not interested in the wine on the wine list, you can also discuss with the winemaker what taste.In the end, the store gave a glass of Count tea.",0.123,0.039,0.839,0.9146
"12月去的～有冬季限定草莓特調
酸酸甜甜超好喝！","I went to December ~ There is a limited -free strawberry special tone in winter
Sour sweet and delicious!",0.45,0.066,0.485,0.902
"隱藏在花博公園內的小酒吧
環境舒適氣氛佳
我是喝Party Time
口味甜甜的然後蠻好喝
一杯300$
這價位來說有點小杯","Bar hidden in Huabo Park
The environment is comfortable and the atmosphere is good
I am drinking party time
The taste is sweet and then delicious
One cup 300 $
This price is a bit small cup",0.328,0.0,0.672,0.9393
"晚上是調酒吧，下午有新鮮水果奶昔
員工音樂品味很好，就是一家有趣又放鬆小酒吧","It is a bartender bar at night. In the afternoon
Employee music tastes very well, it is an interesting and relaxed little bar",0.293,0.0,0.707,0.807
"解憂的風格又變換了

今天來～～看到內裝調整成

現在年輕人喜歡的樣子

尤其是

站桌的聊天方式

+上

世足來襲

牆壁🈶️超大投影螢幕

非常適合🈴️來小酌

跟感受一下大家一起看足球⚽️賽的威力

我們今天又是好幾杯shot落肚

老闆實在太熱情❤️‍🔥

都已經要打烊了

還捨命陪君子一起往死裡喝起來🤣🤣

據說12/25🈶️音樂🎵趴踢💃

若有就一起來搖擺一下吧

PS:每次點酒
就是要水蜜桃🍑基底
所以其他一概就給吧檯手調配😜😋","The style of relief is changed again

Come today ~~ See the interior adjustment

What young people like now

Especially

How to chat at the table

+

Football strike

Wall 超️ Super Large projection screen

Very suitable 来️ to drink

Feel you all watching football ⚽️ The power of the game

We have several cups of shot belly today

The boss is too enthusiastic ❤️在

I'm already going to snooze

Also give up to accompany the gentleman to drink together 🤣🤣

It is said that 12/25乐️ Music 🎵 Kick 💃

If you have any, let's sway together

PS: Lake every time
Just need to be a peach base
So the other is to prepare the bar hand.",0.153,0.01,0.837,0.9674
應有盡有的一家店，調酒爲其主要特色，老闆每天去市場購買新鮮水果與材料，以維持店裡每杯調酒的品質，除了menu上的調酒外，還隱藏了許多的特調，如果想喝menu外的調酒，吧台會為您量身打造一杯屬於你的特調，非常適合男女一起來放鬆小酌，對於喜歡喝威士忌的老饕，店裡也不乏威士忌，不論是艾雷島、高地區的、斯貝賽、日本的，在此因有盡有，一個人來也可以享受一趟威士忌之旅，對於喜歡喝啤酒的朋友，老闆也精心挑選了兩款台灣的精釀品牌，藍白拖的荔枝與草莓啤酒，與福爾摩沙的二重奏、三劍客、流動饗宴，此外還有大家最喜歡的18天生啤，台北市能找的到有18天生啤現拉的真的很難，就算你一個人來，吧台也會親切的跟你聊個天，所以非常適合獨自或攜朋引伴一起來,"There is a store that is available, and the bartending is its main feature. The boss go to the market to buy fresh fruits and materials every day to maintain the quality of each cup of bartender in the store. In addition to the bartender on the MENU If you want to drink Menu's bartender, the bar will tailor you for your special tune. It is very suitable for men and women to relax and drink together. For old ladies who like to drink whiskey, there are no shortage of whiskeys in the store. Whether it is Ere Island , High -regional, Sibeis, and Japan, there are everything here. You can also enjoy a trip to whiskey. For friends who like to drink beer, the boss has carefully selected two craft brands in Taiwan. The blue -white dragging litchi and strawberry beer, the dual play, the three swordsman, and the mobile feast of Formosa, in addition, there are everyone's favorite 18th birth beer. It's difficult. Even if you come alone, the bar will talk to you kindly, so it is very suitable for you alone or bring your friends with your friends.",0.176,0.03,0.794,0.9818
第一次來酒吧，店員感覺很厲害！調酒真的好厲害，明明濃度很高，卻喝不出酒味，好嗨！,"For the first time, the clerk felt very good!The bartending is really amazing. The concentration is very high, but it can't drink the taste of wine, so hi!",0.104,0.0,0.896,0.482
