Original,EN,Positive,Negative,Neutral,Compound
"調酒很好喝
喜歡偏安靜的客人可以來～
我覺得很棒
環境也非常乾淨整齊
推
下次一定會再回訪的店❤️","Blooming is delicious
You can come to customers who like quietness ~
I think it's great
The environment is also very clean and neat
push
The shop will definitely return to the shop next time ❤️",0.383,0.0,0.617,0.9599
調酒師都很親切！ 就算不太懂調酒也沒關係可以問自己喜歡的口味都會介紹！ 這次點的mojito很好喝🫶 最後招待的shot也超好喝😭🫶,"The bartender is very kind!It doesn't matter if you don't know much about bartending, you can introduce your favorite taste!Mojito this time is very delicious.",0.245,0.043,0.712,0.8041
"氛圍❤️調酒❤️人❤️
分為室內與戶外的空間
戶外有暖爐與棉被，不怕天冷🔥
Amber調酒的技術一級棒！層次細緻且明確
在這兒身心都得到了滿足😌
城市裡有妳們真是太好了💞","Atmosphere ❤️ Bart -up ❤️ People ❤️
Divided into indoor and outdoor space
There are warm stoves and quilts outdoors.
Amber's bartending technology is first!Film and clear layers
The body and mind are satisfied here 😌
It's so great to have you in the city 城市",0.255,0.0,0.745,0.9375
"點了無酒精雞尾酒，意外好喝
馬鈴薯塊特別好吃
夏天在戶外有大電風扇
所以也不會太悶熱","點了無酒精雞尾酒，意外好喝
馬鈴薯塊特別好吃
夏天在戶外有大電風扇
所以也不會太悶熱",0.0,0.0,1.0,0.0
燈光美氣氛佳，雞尾酒都非常好喝，風味獨特 ，是個賞酒最佳選擇🎉🎉,"The lights are beautiful, the cocktails are very delicious, and the flavor is unique. It is the best choice of wine appreciation 🎉🎉",0.51,0.0,0.49,0.9674
"春季特調很讚，然後小點心還能一直續，不知道吃了幾盤爆米花跟青豆🤣但就連招待的爆米花都是好吃的！鹹甜鹹甜很涮嘴，完全不會因為是招待的就端出什麼隨隨便便或不好吃的東西～想喝什麼感覺的可以直接跟Bartender描述喜歡的口感跟味道，他就能端出好喝的酒🥰
4/27晚上因為住慕舍酒店而到頂樓的Lounge Vino小酌，Bartender很好聊，聊天的氛圍很放鬆、很chill，還一路調酒跟陪聊到打烊時間😂真的是很敬業。最後還會招待一杯byebye shot，而且還有不同選擇的shot，只能說真的超用心的啦！只能給五星好評了😎之後會再找機會回訪的～～不可以換Bartender哦！！","Spring is very good, and then the snacks can be continued. I do n’t know if you eat a few plates of popcorn and green beans, but even the hospitality popcorn is delicious!Salted, sweet and sweet, pouting, it will not be caused by the hospitality at all. What is casual or not delicious ~ If you want to drink, you can directly describe the taste and taste of your favorite taste, and he can bring out out of the end. A delicious wine
On the evening of 4/27, because of the Lounge Vino on the top floor, Bartender talked well. The atmosphere of the chat was very relaxed, chill, and it was really dedicated to drinking and chatting at the snorting time.Finally, I will entertain a cup of Byebye Shot, and there are different choices of Shot, which can only be said that it is really super careful!You can only give five stars and will find a chance to return to visit ~~ Do not change Bartender!Intersection",0.239,0.02,0.742,0.9927
酒很好喝，在飯店的頂樓，人也不會太多，所以氣氛也很棒，很適合和朋友一起來放鬆❤️‍🔥,"The wine is delicious, and there are not too many people on the top floor of the hotel, so the atmosphere is also great. It is very suitable for relaxing with friends ❤️‍🔥",0.34,0.05,0.61,0.9295
第一次約朋友在酒吧，體驗很好不僅環境舒適窗外景色也很美，不需要住宿電梯可直上8樓，調酒師人很nice又專業，大推！！,第一次約朋友在酒吧，體驗很好不僅環境舒適窗外景色也很美，不需要住宿電梯可直上8樓，調酒師人很nice又專業，大推！！,0.0,0.0,1.0,0.0
"無意間發現的酒吧
一樓是飯店大廳 進門直接搭電梯到八樓
戶外位子比較多 當天因為太熱所以我們坐室內吧台 天氣比較涼爽的話坐戶外其實氛圍很不錯
bartender 很專業很好聊
還招待小零食給我們
整個喝的很開心 🥳","Inadvertently discovered bar
On the first floor is the hotel lobby, enter the door and take the elevator directly to the eighth floor
There are more outdoor positions that day because it is too hot, so we sit in the room in the room.
Bartender is very professional and good to chat
Also entertaining small snacks for us
The whole drink is very happy 很",0.155,0.0,0.845,0.8795
"點了台北、台南，都好喝。
個人最喜歡台北，香片的香氣，還有入口後的回甘，超享受❤️。
當晚兩位Bartender 超nice ❤️。
整體經驗為這趟旅程錦上添花。❤️❤️❤️","Ordering Taipei and Tainan are all delicious.
Personally like Taipei, the aroma of fragrant slices, as well as the return after the entrance, super enjoyment ❤️.
Two Bartender super nice that night.
The overall experience adds the cake of this journey.❤️️ case",0.372,0.0,0.628,0.9702
"每杯調酒都精彩！我超愛茶酒系列😘
唯一的缺點是室內空調不涼很悶，夏天可能沒辦法久坐，還好有幽默又有才華的Bartender-Amber，調出一杯杯解暑的精彩調酒，非常推薦！🍹🥃🍸 …","Each cup of bartender is wonderful!I love tea wine series 茶
The only disadvantage is that the indoor air conditioner is not cold. It may not be able to sit for a long time in summer. Fortunately, there are humorous and talented Bartnder-Amber. It is recommended to mix a cup of wonderful bartender. It is very recommended!🍹🥃🍸 🍹🥃🍸 ...",0.217,0.033,0.749,0.938
"非常推薦Amber，環島系列的調酒巧妙的運用當地特產結合城市文化，用心研發出的每一款都令人驚艷，真的是全台北最棒的Bartender 了😍
會貼心的依據客人喜好調整口味，每一款都是驚喜，酒感夠，也搭配的非常順口和諧，超級優秀👍🏻 …","Amber is very recommended. The bartending of the around island series cleverly uses the local specialty and urban culture. Each of each of the developed by intention is amazing. It is really the best Bartender in Taipei.
I will adjust the taste according to the preferences of the guests. Each one is surprised, the wine feels enough, and it is also very smooth and harmonious.",0.242,0.0,0.758,0.9574
