Original,EN,Positive,Negative,Neutral,Compound
"被別人帶來～據說日本老闆的技術無可比擬！只是當天沒有遇到…

坐在非霸台區，可能習慣會希望調製風味，期待煙燻、威士忌底可以做什麼變化～結果服務生只引導去點酒單上面基本款

點了一杯技術要領強的Sidecar也覺得普普，環境上是不錯尤其整面酒牆配上燈光很有質感

但是酒類我覺得不是我期待的，加上價格也高","It is brought to others ~ It is said that the technology of Japanese bosses is unparalleled!I just didn't encounter it that day ...

Sitting in the Gubai District may be used to wanting to modify the flavor, and look forward to what changes can be made in smoke and whiskey. The result of the waiter only guides to order the wine list

I ordered a cup of technology to be strong. Sidecar also felt Pop. The environment is good, especially the entire wine wall with light is very textured

But I don't think I am looking forward to the wine, and the price is also high",0.04,0.0,0.96,0.5255
二樓座位區每人500座位費且不能抵消費！這個建議店家要先跟客人說明清楚，畢竟在台灣這樣的模式非常少見！,"500 seats per person on the second floor area and cannot be consumed!This suggestion to explain to the guests clearly, after all, this model in Taiwan is very rare!",0.105,0.0,0.895,0.508
"一家裝潢好的酒吧，上次要來時客滿，這次剛好在晶華吃完飯路過看到有位子就來試試。

調酒種類很多，酒蠻濃的，整體來說不錯。

不過要注意一下這家店有收一個與低消無關的「座位費」，會附上一小碗湯以及一點點的米果類的小點心，還有一成的服務費。它的調酒本來就比其他的酒吧稍微貴一點，加總起來如果只來喝一杯調酒會感覺貴。

但也許是因此，裡面的氣氛不錯，服務人員在現場的表現也都很好。","A well -decorated bar, I was full when I came last time.

There are many types of alcohol, and the wine is quite strong, and the overall is good.

However, it should be noted that this store has a ""seat fee"" that has nothing to do with low consumption. It will attach a small bowl of soup and a little bit of rice fruit snacks, as well as a service fee.Its bartending is a bit more expensive than other bars. It feels expensive if you just come to drink a glass of bartender.

But maybe because of this, the atmosphere inside is good, and the service staff performs well at the scene.",0.115,0.013,0.872,0.8833
意外的邂逅，原來是酒向明浩的海外首間分店，應該是近期最喜歡的酒吧，偏重口的那種好喝，走經典本格路線，空間也很舒適，相當喜歡，可惜打烊與最後加點時間略早，美中不足，謝謝調酒師由美桑招待。,"The unexpected encounter, it turned out to be the first branch of the overseas shop to the Minghao. It should be the recent favorite bar. Slightly early, the beauty is not enough, thank you for the bartender for entertaining by Meisan.",0.194,0.043,0.762,0.8088
"1. 服務品質不佳，國籍及語言差別待遇
- 服務生匆匆把餐點放在桌上也沒給餐具，馬上回頭積極與日籍客人聊天說笑。
- 服務費與基礎價格收得高，但真的找不到服務生要餐具（都在與日籍客人聊天），客人必須起身去吧台招呼請人過來服務。
- 結帳時也是通知後等很久，旁邊還是繼續和日籍客人聊天。

2. 餐點品質不佳。
- 附圖可見烏魚子外皮烤到焦黑內部也烤乾成粉狀（圖中有散落的粉末），插下去像餅乾裂開噴飛。或者日式的烏魚子就是要烤成乾才是正宗日本做法嗎🤔️。如果真是 NG 的食物還送到客人桌上並收取服務費，這已經沒有職人精神了 …

綜上所述。
人生頭一次在用餐喝酒時覺得被不平等服務感到被輕視。自己是不會再光顧了，反正也只是個小人物可有可無 😂","1. Poor service quality, nationality and language difference treatment
-At the waiter hurriedly put the meal on the table and did not give me tableware, and immediately turned back to chat with Japanese guests.
-The service fee and basic price are high, but they really can't find the waiter for tableware (they are chatting with Japanese guests). Guests must get up to say hello to the heads to serve.
-It for a long time after checkout, I continued to chat with Japanese guests.

2. Poor quality of meals.
-Addled picture shows that the outer skin of the mullet is roasted into the coke black inside and dried into powder (there are scattered powders in the picture).Or Japanese -style murmuron is to bake into authentic Japanese practices 🤔️.If the food of NG is still sent to the guest table and charges the service fee, there is no spirit of the job ...

In summary.
The first time I was in my life, I felt unequal service when I was dining and drinking.I will not patronize anymore, anyway, I am just a little person.",0.0,0.072,0.928,-0.914
服務是我去過最好的是一間很注重細節的酒吧，酒也是非常的好喝都是用日本酒來做基底喝起來順口，享受一個人坐在吧台的感覺氣氛很好，缺點是價格有點貴不能常來ww點了六杯加一個大阪燒4100,The best service I have been to be a bar that pays attention to details. The wine is also very delicious. They use Japanese wine to make the base and drink smoothly. Enjoying a person's feeling of sitting on the bar. You can't come to WW often to order six cups plus one Osaka burning 4100,0.201,0.0,0.799,0.92
"服務非常非常好
氣氛也非常好，一開始會給熱湯
讓客人先墊胃，讓人覺得很舒服！
店內特製調酒只有2-3種
點了一杯Old Fashioned，跟其他酒吧
不太一樣的作法，加了很多水果
還會送一些小餅乾、果乾
整體給人很舒服的感覺

比較可惜的是，價格相對比較高
一個人的座位費300
一杯酒500
再加上服務費，總共收了1760
進來前要先問清楚比較好","The service is very, very good
The atmosphere is also very good, it will give the hot soup at first
Let the guests make the stomach first, it makes people feel very comfortable!
There are only 2-3 species in the special bartender in the store
Ordered a cup of OLD FASHIONED, and other bars
Different methods, add a lot of fruits
Some small biscuits and dried fruit will also be given
The overall feels very comfortable

It's a pity that the price is relatively high
A person's seat fee 300
A glass of wine 500
Coupled with the service fee, a total of 1760 was collected
Before you come in, you must ask it clearly",0.151,0.017,0.832,0.9541
"認識調酒氛圍超好吧台氣氛超美
調酒也好喝順口特別","Knowing the atmosphere of the bartender is super good, the atmosphere is super beautiful
Blooming is also delicious and delicious",0.611,0.0,0.389,0.9719
這是間位在晶華酒店旁的日式酒吧，兩層樓高的吧台酒牆上威士忌藏酒非常豐富。今天初次到訪就非常幸運地碰到老闆酒向明浩先生與他的弟子喜多容子小姐。喜多容子小姐因為COVID-19疫情在台灣待了3年，聽說明天就要飛回日本了；而酒向明浩先生則是上週五剛剛抵達台灣，這次會在台灣停留三週。今天到訪依序點了Sidecar、Yamato、Ètrenne、Pink Ribbon、Boulevardier；Ètrenne、Pink Ribbon分別是酒向明浩先生和喜多容子小姐的得獎作品（都碰上創作者本人了，當然要點來喝喝看），這兩杯都是屬於比較濃郁型的調酒，建議可以放到最後再來點用較不會影響味覺的敏銳度。至於會點最後一杯Boulevardier純粹是因為想平衡一下Pink Ribbon較甜的味道（喜多容子小姐在我點Pink Ribbon的時候還特別提醒了我一下它是偏甜的調酒，但我就是想點來喝喝看）。Pink Ribbon是杯女生絕對會愛的調酒，對我而言就稍稍有點甜膩。酒吧的氛圍非常輕鬆，兩位師徒看到我在拍酒的照片還非常可愛地幫我用手電筒打燈呢（笑）,"This is a Japanese -style bar next to the Jinghua Hotel. The Two -storey bar wine walls are very rich in whiskey.I was very lucky to meet the boss wine to Mr. Minghao and his disciple Ms. Xirongzi.Miss Xidongzi stayed in Taiwan for 3 years because of the COVID-19 epidemic, and heard that he would fly back to Japan tomorrow. Mr. Ming Xiang Minghao just arrived in Taiwan last Friday and will stay in Taiwan for three weeks this time.Today, I visited the preface to order Sidecar, Yamato, ètrenne, Pink Ribbon, Boulevardier; ètrenne, Pink Ribbon are the award -winning works of Mr. Ming Hao and Miss Kita Rongzi (all met the creators, of course, come to drink and drink See), these two cups are relatively strong bartending. It is recommended to put it at the end and then use the sensitivity that will not affect the taste.As for the last glass of Boulevardier, it is purely because I want to balance the sweet taste of Pink Ribbon (Miss Kitadoziko also reminded me that it is a sweet bartender when I order Pink Ribbon, but I just want to order to drink to drink Drink).Pink Ribbon is a cup of girls who will definitely love bartender, and it is a little sweet for me.The atmosphere of the bar is very relaxed. The two masters and apprentices saw that I was taking a photo of my wine. I also helped me use a flashlight to play lights (laughs)",0.161,0.009,0.829,0.9903
"貴，不是店家問題，個人覺得算物有所值
座席費300/位，會附手巾、熱湯及小點
蠻喜歡的酒吧，會努力存錢再去XD","It is expensive, not a store problem. I personally think that the calculation is worth it
The seat fee is 300/person, it will attach hand towels, hot soup and small dots
I like the bar I like, I will try to save money and go to XD",0.334,0.0,0.666,0.9589
