Original,EN,Positive,Negative,Neutral,Compound
台北最有特色的餐酒館！主打浮誇系調酒，也是間寵物友善酒吧，用餐空間以工業風為主軸，每一個角落都很有設計感，也很有氛圍，想要開派對的朋友也不用擔心，這裡也有提供包廂空間，讓你在享用餐點的同時也能盡情歡唱😍來這必點「隱藏版美人魚調酒」搭配乾冰超級夢幻～有著濃厚木質香的「白雪公主」也不能錯過🤩另外還有寶盒、至死不渝·灌醉人家等都很有特色，再來份奢華的龍蝦義大利麵更享受，超推薦給你們！,"Taipei's most distinctive dining tavern!The main exaggeration is bartender, and it is also a pet friendly bar. The dining space is based on the industrial style. Every corner is very design and atmosphere. Friends who want to open parties do not have to worry about it. There is also a box space here. Let you enjoy the meals while enjoying the meal. This is a must -see ""Hidden Mermaid Merry"" with dry ice super fantasy ~ ""Snow White Princess"" with a strong woody fragrance can not miss it. Destiny and drunk people are very distinctive, and there are luxurious lobsters. It is more enjoyable. It is recommended to you!",0.275,0.018,0.707,0.9857
"店內裝潢跟氣氛都很有特色。
除了套餐的奶油麵包裡面還是冷的比較可惜之外。
其他餐點都很不錯，光一份義大利麵份量就蠻多的，不同飲料也各有不同特色，尤其以茶代酒用酒瓶裝真的很有趣。","The interior decoration and atmosphere are very distinctive.
In addition to the cream bread of the package, it is still cold.
Other meals are very good. A large amount of pasta alone is quite large. Different drinks also have different characteristics, especially with tea wine bottles. It is really interesting.",0.112,0.036,0.852,0.6353
"調酒好喝！推白雪公主，香味都很夠，擺盤也很漂亮，只是價味有點高。
烏龍麵老皮是裡面有皮蛋，擺盤很特別！
炸物普通，燒烤的烤肉醬好吃
牛排也OK
兩個人配菜加上調酒和服務費總共1588，我會再訪，但吃的可能點個亮點樣就好，其他費用喝酒比較值得","The cocktail is good!Pushing the snow princess, the fragrance is enough, the plate is also very beautiful, only the taste of the price is a bit high.
The oolong noodles have a skin egg inside the old skin. The plate is very special!
The fried food is ordinary, the barbecue barbecue sauce is delicious
The steak is also OK
The two sides of the two side dishes plus cocktails and service charges totaled a total of 1588",0.163,0.024,0.814,0.9232
"113.06/25一訪
餐酒館時間去的，小物都很棒，幫盤味道都很用心。份量也不少，我們點這樣三個人分著吃覺得很夠吃！
調酒部分好喜歡😍又浮誇又好喝，擺盤精緻酒的味道也很棒🎉特別是白雪公主那杯，融合了煙燻的味道層次感提高卻不突兀很喜歡！

期待下次去二訪🥰下次想在有提供義大利麵的時間去嘗試看看義大利麵🍝

113/08/27二訪
來吃義大利麵了！真的好吃～蛤蜊湯一樣好喝！
調酒不用說一樣浮誇🤣但好喜歡好好喝！不只有外表的調酒真的很吸引人🥰🥰🥰","113.06/25 visit
When the meal and tavern goes, the small things are great, and the taste of the disk is very careful.There are also a lot of portions. We point out that three people are sufficient to eat!
The bartending part is very like, exaggerated and delicious, the taste of exquisite wine on the plate is also great 🎉 Especially the cup of Snow White, which combines the smell of the smoky taste and improves it.

Looking forward to going to the second visit, next time I want to provide a long time to try to see the pasta 🍝

113/08/27 Second visit
Come to eat Italian noodles!It's really delicious ~ Clam soup is as delicious!
I don't need to say that bartending is the same exaggerated, but I like it so much!Not only the appearance of bartender is really attractive 🥰🥰🥰",0.292,0.013,0.695,0.9955
"1. 餐點的餐盤、飲料的杯子甚至到裝調味料的容器都很特別！賞心悅目
2.餐點每道都好吃，喜歡剝皮辣椒雞湯！
3. 現場有球賽可以看，也可以射飛鏢
4.店員都很親切
會想再二訪，推推","1. The meal plate, the cup of beverages, and even the container of the taste of the taste!Pleasing to the eye
2. Every meal is delicious, and like peeling pepper chicken soup!
3. You can watch the game on the spot, or you can shoot a dart
4. The clerk is very kind
Will want to visit again, push push",0.173,0.035,0.792,0.8638
"氛圍感很棒的餐酒館❤️
菜單名稱很有創意✨

特別有印象的是麻豆身材茭白筍的香氣跟甜味非常好，食材相當新鮮~

艾利斯說故事下午茶的調酒擺盤設計充滿少女情懷💕

至死不渝的暗黑風格有恐怖氛圍，藍莓與紫羅蘭的香氣很棒👍

神燈精靈真的很有創意~充滿驚艷感✨✨✨
這是目前遇過服務最棒的店家，調酒師非常善解人意（非常感謝調出了酸甜感好喝的咖啡👍）","The atmosphere is great meal and tavern ❤️
The menu name is very creative 很

It is particularly impressive that the aroma and sweetness of Madou's white bamboo shoots are very good, and the ingredients are quite fresh ~

Ellis says the story afternoon tea, the bartender design is full of girl feelings 💕

There is a horrible atmosphere in the dark style of death, and the aroma of blueberries and violets is great 👍

The magic lantern elves are really creative ~ full of stunning ✨✨✨
This is the best shop that has encountered the best service, and the bartender is very good at it (thank you very much for calling the coffee with the sweet and sour taste)",0.341,0.043,0.616,0.9938
服務很好且餐點和調酒很好喝，最後還有招待一人一杯shot，真的很讚～～,"The service is very good and the meals and bartending are delicious. Finally, there is a cup of one shot in one person, which is really good ~~",0.287,0.0,0.713,0.8775
"飯後小酌一杯~
這兒的酒每樣都不踩雷的好喝!
而且浮誇的很可愛XD
唯一美中不足的就是桌子太矮了，
坐到腰酸背痛的!
座位區有點不符合人體光學~
但服務真的好，
有機會還會想二訪的好店♥","A drink after a meal ~
Every wine here is not delicious!
And the exaggerated is very cute XD
The only lack of beauty is that the table is too short,
Sit back to back pain!
The seat area is a bit in line with ergonomics ~
But the service is really good,
If you have a chance, you will want to visit a good shop ♥",0.292,0.079,0.63,0.9679
"這是一個悲傷的故事⋯😢
晚上五點預約開開心心要喝調酒🍹
結果竟然說調酒師七點才會來⋯但是網路上面根本沒有說啊！😕
本來想好好享受調酒與串串的故事⋯🍢
後來只能點義大利麵，是好吃～但卻充滿了遺憾😔
不過還是有叫了用酒做基底的玉兔酒咖啡，蠻可愛的聊表難過的心情故事～🫥","This is a sad story ...
Make an appointment at 5 o'clock in the evening to drink and drink bartending 🍹
As a result, the bartender will only come at seven o'clock, but I didn't say it at all on the Internet!Bleak
I wanted to enjoy the story of bartending and skewers well ⋯ 🍢 🍢
Later, I can only order the pasta, which is delicious ~ but it is full of regrets 😔
However, there is still a jade rabbit wine coffee that uses wine as the base.",0.132,0.051,0.817,0.857
很有氣氛的餐酒館，適合朋友聚會，還有飛鏢機台跟運動賽事可以看！餐點好吃，氣氛好,"Very atmospheric dining tavern, suitable for friends to meet, and dart machines and sports events!The meal is delicious, the atmosphere is good",0.345,0.0,0.655,0.8748
