Original,EN,Positive,Negative,Neutral,Compound
超級喜歡！ 第一次去這麼安靜，沒有播音樂的店，只有一些水聲跟器皿的聲音，而且店內香香的，入座後很放鬆，就算沒有品酒經驗也推薦來，老闆蠻好聊的，可以依據酸、甜、苦、辣，濃厚、清爽等讓老闆調製，目前最喜歡酸的然後是辣的，味道豐富，加上冰塊慢慢地享受味道的變化，期待下一次到訪,"I really like it!The first time I went to such a quiet, no music broadcast, there were only some sounds of water sounds and utensils, and the incense in the store was very relaxed after seating. Even if there was no wine tasting experience, I was recommended. Sour, sweet, bitter, spicy, strong, refreshing, etc. The boss is prepared. At present, the most likely sour one is spicy, rich in taste, and the ice cubes slowly enjoy the change of taste. I look forward to the next visit to the next visit.",0.211,0.065,0.723,0.9449
"店內極度要求音量放低，燈光昏暗，沒有酒單，直接跟老闆形容你想喝的酒/風味/食材，成果無比滿意，芒果搭配泥煤味威士忌非常驚艷，百香果風味的也很驚人
————-
二訪依舊滿意","The volume in the store is extremely low, the lights are dim, and there is no wine list. It directly describes the wine/flavor/ingredients you want to drink with the boss.
——————
The second visit is still satisfied",0.098,0.11,0.791,-0.1263
"來了不少次了
總而言之非常推薦
一組客人最多兩位
每人低消800（隔天是上班日的話）
經典調酒可以說是非常的好喝","A lot of times have been here
All are very recommended
There are two groups of guests with a maximum of two guests
Each person eliminates 800 (the next day is the case of work day)
Classic bartending can be said to be very delicious",0.124,0.0,0.876,0.7258
"非常安靜享受的夜晚 適合獨自靜靜品飲
小谷先生內斂親切

隔一年二訪
以經典調酒為主 每日也看情況有不同的水果原汁當原料 小谷先生也會使用台灣市面不常見的日本利口酒們 風味很棒~
店內很安靜沒有音樂 只能輕聲說話 燈光昏暗 很適合1-2人慢慢品嘗~","The night that is very quiet and enjoyable is suitable for drinking alone
Mr. Kobaya is restrained and kind

Visiting every two year
The classic bartending is the main fruit daily. Different fruits are raw juice. Mr. Kobayashi, raw materials, will also use the uncommon Japanese liquor in Taiwan.
The store is very quiet without music, but you can speak softly. The light is dim. It is suitable for 1-2 people to taste slowly ~",0.055,0.019,0.926,0.418
很特別的一間BAR，其實很適合一個人來喝酒放空想事情，這次點草莓調酒好喝，杯裡聞得到草莓香，喝到草莓籽，像是加入現榨草莓進去酒裡調味。店內沒有音樂、燈光其暗，下班後來喝兩杯放鬆很不錯！,"A very special bar, in fact, it is very suitable for a person to drink and think about things. This time, strawberries are delicious, and the strawberry fragrance can be smelled in the cup.There is no music or light in the store, and it is very good to drink two glasses after work after get off work!",0.156,0.034,0.811,0.8393
"非常隱密而且氣氛獨特的無酒單小Bar。在穿過老大樓內的一樓矮門之後馬上可以感受到一種都會中難以尋覓的靜謐感。

老闆是日本人（蠻多客人也是），不過點酒上的溝通並不會太困難，對雞尾酒稍有認識的人可以直接指定酒種或品牌，也可以直接告知想要的酸甜苦口味、酒感、濃度、元素，老闆也會直接量身客製，並且在遞上酒時把主要挑選的酒一併展示。

店內的氣氛相對一般酒吧的熱鬧氣氛來說是比較迴異的，第一次步入可能會被寧靜的空間嚇到不太敢說話，連音樂都是沒有的。不過如果空間內有另一組人開始低聲聊天之後就比較沒那麼衝擊了www 當然這也跟不接待一組超過兩位的客人政策有關係。

Bar小谷的酒真的很棒，推薦給想放鬆一下，給自己尋找片刻寧靜和微醺的人。","Very hidden and unique atmosphere.After passing through the dwarf door on the first floor of the old building, you can immediately feel a sense of tranquility that is difficult to find.

The boss is Japanese (there are many guests), but the communication on the wine is not too difficult. Those who know a little about cocktails can directly specify the wine species or brand, or to tell the sweetness and bitter taste of the desired. The wine feel, concentration, and elements, the boss will also be tailor -made directly, and it will be displayed together to show the main selection of wine when handing the wine.

The atmosphere in the store is relatively different from the lively atmosphere of the bar. The first time you can step into the tranquility space, you don't even dare to speak, not even music.However, if there is another group of people in the space, it is less impacting WwW. Of course, this is also related to not receiving a group of more than two guest policies.

Bar Kobaya's wine is really great. It is recommended to relax and find people who want to relax and find themselves quiet and slightly.",0.162,0.024,0.813,0.9849
"日式的服務風格，氣氛十分幽靜，
經典調酒令人驚艷！！","Japanese -style service style, the atmosphere is very quiet,
Classic bartending is amazing!Intersection",0.0,0.0,1.0,0.0
今天真的趕時間無法待太久 不然一個人來真的很推,I really ca n’t stay for too long today,0.0,0.0,1.0,0.0
怎麼說呢？很個人風的一家調酒Bar，無酒單，限時消費時間，一個人低消800，基本上每人必須要點兩杯酒，金額要等結帳時開獎才知道，整家店小小沒有甚麼裝潢，也沒有甚麼燈光，黑到你連隔壁桌客人都看不清楚，講話必須輕聲，交頭接耳耳邊說，適合曖昧情侶升溫，肢體接觸專武用，這算優點嗎？🤣 …,"What do you say?A very personal style of bartending BAR, no wine list, time -limited consumption time, one person eliminates 800 lows, basically everyone must order two glasses of wine, the amount has to wait for the award at the checkout. There is no lighting in the decoration. It is so black that you can't even see the guests of the next table. The speech must be softly whispered. It is suitable for ambiguous couples to heat up and use physical contact for specialty. Is this advantage?🤣 🤣 ...",0.113,0.073,0.814,0.7514
"沒有菜單，直接向老闆描述想要的酒，每杯酒都很有水準，血腥瑪麗更是好喝。
店內很黑，小聲交談，不能超過二人、不能噴香水。","Without a menu, he described the desired wine directly to the boss. Each glass of wine is very standard, and the bloody Mary is even more delicious.
The shop is very dark, and talked in whispering. It cannot exceed two people or spray perfume.",0.122,0.058,0.82,0.4927
