Original,EN,Positive,Negative,Neutral,Compound
"現在的菜單變簡單了，想吃的漢堡已不在菜單上，好在還是有沙拉🥗，我老是覺得颱風天去餐廳用餐，最實惠的就是吃沙拉🥗，雖然上桌時看到沙拉的份量變小了，但是爽脆的蘿蔓生菜再加上鹹鮮的醬料，上面居然放的是雞肉沙嗲，滿有創意的。

這裡的 #爆米花濃湯 是很有特色的一道湯品，濃郁帶著玉米甜味的湯裡吃得到煙燻雞肉丁還有爆米花🍿，有點邪惡有點童趣的湯，每次來都要喝一碗。因為沒有漢堡可吃，只好點了 #水牛瑪格麗特披薩 ，很久沒吃披薩🍕了，沒想到這裡的披薩居然還頗有水準，薄軟帶脆的餅皮上，新鮮生菜覆蓋著莫扎瑞拉起司和許多牛番茄片，不知不覺我居然吃了三片，真是難得。

炒蘑菇有點鹹，洋菇和香菇混合，也炒得有點水，可惜了。

可他們家甜點有點弱，下酒菜白天不供應，白天吃不到我想吃的薯條🍟，雖然有點遺憾，但是作為一個吃個便飯的地方，還是不錯的。","The current menu is simpler. The burger I want to eat is no longer on the menu. Fortunately, there are still salads. I always think that the typhoon goes to the restaurant for dining. The most affordable thing is to eat salad. It has become smaller, but the crispy Luo Vancoules plus salty sauce, which is actually a chicken sauce on it, full of creativity.

The#popcorn soup here is a very distinctive soup. It is rich with the sweetness of corn sweets and the smoky chicken diced and popcorn. Drink a bowl.Because there is no hamburger to eat, I have to order#buffalo Margaret pizza. I haven't eaten pizza for a long time. I did not expect that the pizza here was quite standard. The Rura cheese and many beef tomato slices, unknowingly I ate three pieces, it was rare.

The frying mushrooms are a bit salty, mixed with mushrooms and shiitake mushrooms, and fried a little water, unfortunately.

But their desserts are a bit weak. The dishes are not supplied during the day, and they can't eat the fries I want to eat during the day. Although a bit of a pity, it is still good as a place to eat a meal.",0.102,0.06,0.837,0.8914
很棒的戶外座位區，景色優美，美中不足的是菜單裡的鹽水雞菜單內容物只有菜沒有雞肉是怎麼回事？🙄,"A great outdoor seat area, the scenery is beautiful. The disadvantage is that the content of the saline chicken menu in the menu is that there are only vegetables without chicken?Bleak",0.206,0.072,0.722,0.7351
"酥炸澎湖小卷 $560
義式辣味牛舌 $380
伊比利豬串烤櫛瓜 $380
安地斯晨露 $500
瓦哈卡的街道 $450
.
沒想到酒吧食物竟然可以這麼好吃又吃的飽！！
香酥又保有Q彈口感的現炸椒鹽小卷
番茄羅勒燉煮的軟嫩牛舌再加上玉米脆片
軟Q的伊比利豬搭配爐烤後多汁的櫛瓜

調酒也很讓人驚艷！！
果香風味口感圓潤的晨露調酒：
氣泡酒/桑椹/薑汁啤酒/優格
墨西哥風味口感厚實的瓦哈卡調酒：
藍舌蘭/芒果/辣椒粉/桑椹

整體環境很安靜，坐在戶外區還能遠遠眺望101超級放鬆！那天去的時候，到了晚上8.還有駐唱歌手表演，真的覺得是一個約會聚會都可以去好地方！！餐廳最低消費為每人一杯飲品。酌收服務費10%。","Crispy Penghu small roll $ 560
Italian spicy beef tongue $ 380
Ibilia pig skewers are roasted and row melon $ 380
Anti Morning Delite $ 500
Vahaka's streets $ 450
Then, then
I did not expect that the food of the bar can be so delicious and full!Intersection
Crispy also retains Q -elastic taste, freshly fried pepper rolls
The soft beef tongue stewed by Tomato Laul plus corn crispy slices
Soft Q Ibilia pig with juicy melon after roasted

Mixing is also amazing!Intersection
Fruit fragrance wind taste rounded morning dew bartender:
Bubble wine/mulberry/ginger juice beer/yogurt
Mexican's thick flavor of Wahaka bartender:
Blue tongue/mango/pepper powder/mulberry

The overall environment is very quiet, and you can look at 101 super relaxation in the outdoor area!When I went that day, it was 8. In the evening, there was a singer performance. I really felt that it was a dating party to go to a good place!IntersectionThe minimum consumption of the restaurant is a drink per person.The service fee is 10%.",0.103,0.013,0.884,0.9553
"周末來吃早午餐
早班服務人員熱情可愛
餐廳成環型佈置
窗外是百坪露天座位氣氛不錯
餐點選擇不多 價格也不貴
牛肉鳥巢麵滋味很好
爆炒菇菇香氣十足 有點驚豔
沙爹雞肉沙拉清爽好吃
酥炸生蠔價廉物美
蠻均衡的餐廳
適合放空","Come to break breakfast on weekends
Early class service staff enthusiastic and cute
Restaurant ring layout
Outside the window is the atmosphere of Bailing open -air seats, the atmosphere is good
The price of meals is not too expensive and the price is not expensive
Beef bird nest noodles are very good
Stir -fried mushrooms are full of aroma
Sandy chicken salad is refreshing and delicious
Crispy fried oysters are cheap
A balanced restaurant
Suitable for letting go",0.18,0.0,0.82,0.9432
"有室外坐外大加分
很放鬆 舒服
但調酒和食物很可以再加強","There is a big plus points outdoors
Very relaxed and comfortable
But bartending and food can be strengthened again",0.34,0.0,0.66,0.8035
"優點:
1.餐點滿好吃的，雞翅、玉米片、薯條、炒牛舌等都還滿有水準的

缺點
1.這間酒吧主場應該在室外，但下雨天只能在室內，多人聚的話可能會有問題畢竟室內能容納四人以上的位子真的很少，還跟餐廳共用。
2.不知道是不是人手不足，上菜速度慢得離譜，食物和調酒都是，印象最深的是炒牛舌，從點菜到上菜等了一個多小時，反應兩次才上，在想是不是去跟樓下春大直商場的店家借牛舌了....
3.調酒種類超級少，應該是各大飯店裡面偏少的，不知道是不是沒有常駐調酒師? 連高雄Indigo的頂樓bar種類都屌打這裡。不過少就算了，才晚上九點就有調酒賣完了，啤酒機也壞了....
4.售價偏高，一杯調酒420-450起跳，逼近文華東方M.O. bar還有隔壁萬豪Igne's bar，但口味真的比不上...另外連水都是要收費的。
5.餐點送上來，沒有送上餐具，也沒有給衛生紙或濕紙巾。不知道是要我們直接整盤拿起來啃嗎....基本服務根本零分

包含入住這間飯店的整體表現，真的是讓人不會想再來耶....","advantage:
1. The meals are delicious, chicken wings, corn slices, fries, fried beef tongue, etc. are still full of standards

shortcoming
1. This bar should be outdoors at home, but it can only be indoors in rainy days. If multiple people gather, there may be problems. After all, there are very few seats in the room that can accommodate more than four people, and they are also shared with the restaurant.
2. I do n’t know if it ’s a lack of manpower. The speed of serving is slow, and the food and bartending are all. The deepest impression is fried beef tongue. It’ s more than an hour from ordering to cooking. Do you want to go with the shops downstairs and downstairs to borrow beef tongue ...
3. There are very few types of bartending. There should be fewer restaurants in major restaurants. I do n’t know if there is no resident bartender? Even the top floor BAR of Kaohsiung Indigo is hit here.However, even if it is less, it will be finished at 9 o'clock in the evening, and the beer machine is broken ...
4. The price is high, a cup of bartending 420-450 jump, approaching Mandarin Oriental M.O. BAR, and Marriott Igne's Bar next door, but the taste is really not as good as ... even the water is charged.
5. The meal was delivered, and the tableware was not given, nor did the toilet paper or wet paper towel.I don’t know if we want us to pick it up directly .... Basic services are fundamentally zero

Including the overall performance of staying in this hotel, it really makes people want to come again ...",0.054,0.068,0.878,-0.8105
來喝酒怎麼可以沒有起司盤😃這裡的起司盤是質地柔軟滑順的康堤、鹹味較重的藍紋、濃郁多層次的布里跟口感微酸的山羊起司的組合，每一種起司都適合搭配不同的酒，必點😍 …,"How can you drink the cheese Panpan's cheese here is the combination of soft and smooth Kangdi, the blue pattern with a heavy salty taste, the combination of rich and multi -layered Burry and the slightly sour taste of the sour taste. The species of the cheese are suitable for matching different wines, it must be ordered ...",0.059,0.0,0.941,0.5574
第一次喝到有加入[仙草]的調酒，加上威士忌及紅茶的風味，加上仙草帶點薄荷涼感，整體風味很舒爽，整體的顏色和呈現超像奶茶，很療癒。,"The first time I drank the bartending of [Xiancao], coupled with the flavor of whiskey and black tea, plus a little mint cooling with fairy grass, the overall flavor was very refreshing, the overall color and super -like milk tea, very healing As much as possible.",0.127,0.0,0.873,0.7506
"本來就很喜歡藍莓味的威士忌雞尾酒
這次來點了哈比屋
除了可以喝到藍莓的香氣之外，還有鳳梨酸甜感
喝起來很細緻！","I originally liked the blueberry flavor whiskey cocktail
I came here this time
In addition to drinking the aroma of blueberries, there is also the sense of sweet and sour pineapple
Drink very carefully!",0.203,0.0,0.797,0.7836
"Update
今日2023.10.05再訪，平日晚約五點半
接待很棒，上菜也很快
可以五星

今天週六晚上，以今天的人數來說不算多
但是一個開放式廚房要處理掉所有的訂單真的有困難到
點一杯果汁一杯調酒一盤菜
果汁上完以後大概十五分鐘才上調酒
調酒上完以後快一小時了還沒上菜

給三星是因為氣氛真的不錯
而且我們帶小孩問能不能做沙發，店員也說可以
真的有放鬆到，所以心情覺得很放鬆
沖淡了不少等太久的情緒

人力上還要再加油
不然就真的要有內場廚房，不然輸出太慢了

Note: 周圍兩桌也等了很久

菜來了，味道算喜歡，希望速度加油就可以","Update
Visit again today 2023.10.05, about 5:30 in the evening
The reception is great, and the food is also fast
Five -star

Today, Saturday night, not as many as today's number
But a open kitchen is really difficult to deal with all orders
Order a glass of fruit juice a glass of bartending a dish
After the juice is on the juice
After the bartender is finished, I haven't been served for almost an hour

It is because the atmosphere is really good
And we bring the child to ask if we can make the sofa, the clerk also said yes
I really relax, so I feel very relaxed
A lot of emotions have been diluted for too long

Come on manpower
Otherwise, you really have to have an internal kitchen, otherwise the output is too slow

Note: The two tables around also waited for a long time

The dishes are here, the taste is good, I hope the speed can be cheered",0.173,0.019,0.808,0.9835
