Original,EN,Positive,Negative,Neutral,Compound
"環境很舒服，服務生很有禮貌
二點後現場候位，不定位
每組時間三小時

環境很舒服，服務生很有禮貌
二點後現場候位，不定位

服務生細心為我介紹咖啡
今天喝的是手沖咖啡：
牙買加 克里斯戴爾莊園 藍山☕️
水洗
清爽自然、順口柳橙🍊風味、一點小酸很好喝

下次我還要再去喝手沖☕","The environment is very comfortable and the waiter is very polite
Wait on the scene after two o'clock, irregular
Three hours per group

The environment is very comfortable and the waiter is very polite
Wait on the scene after two o'clock, irregular

The waiter introduces me coffee carefully
I drank hand -rail coffee today:
Blue Mountain, Blue Mountain, Blims, Daocolis Dell Manor ☕️
Wash
Refreshing and natural, smooth orange flavor, a little sour is delicious

Next time I will go to drink again 下",0.184,0.0,0.816,0.9503
氣氛好，服務很貼心，還想再來～,"The atmosphere is good, the service is very intimate, I want to come again ~",0.256,0.0,0.744,0.5367
"一間很好的的威士忌吧，來點日本威士忌，配生巧克力，非常舒服。
但是，我想唸的牛肉麵，已經不在菜單上了。","A very good whiskey, come to some Japanese whiskey, with chocolate, very comfortable.
However, the beef noodles I miss are no longer on the menu.",0.215,0.12,0.665,0.6106
在地點便利的中山⛰️區，大倉久和飯店內，日式威士忌酒吧裝潢，深色內裝沈穩。氣氛感覺不錯，環境空間挑高寬敞，適合私人約會聊天，除了販售酒類以外，也有手沖咖啡☕️。,"In the Zhongshan 区️ district where the location is convenient, the Japanese -style whiskey bar is decorated in the restaurant, and the Japanese -style whiskey bar is decorated, and the dark interior is stable.The atmosphere feels good, the environmental space is high and spacious, and it is suitable for private dating and chatting. In addition to selling alcohol, there are also hand -coffee ☕️.",0.088,0.0,0.912,0.7269
"環境氣氛很好，幫我安排在我想坐的位置，服務很好，仔細介紹調酒品項、餐點
怕酒太濃，幫我加冰塊","The environment atmosphere is very good, help me arrange in the location I want to sit, the service is very good, carefully introduce the bartender items and meals
I'm afraid the wine is too strong, help me add ice cubes",0.359,0.0,0.641,0.9472
"令人驚艷且不斷想來的酒吧！
每一款調酒都恰到好處，味道迷人，層次分明，非常適合喜愛調酒的人前來。
酒吧位在五星級飯店一樓，環境安靜，氣氛非常優雅，地點好！","Stunning and thinking bars!
Each type of bartending is just right, the taste is charming, the layers are clear, and it is very suitable for those who love bartender.
The bar is located on the first floor of a five -star hotel. The environment is quiet and the atmosphere is very elegant. The location is good!",0.286,0.0,0.714,0.9642
大倉久和珍珠酒吧英式下午茶沒得嫌，不管是鹹食或是甜食都讓我很驚艷，水準都在之上，但是一個人吃了所有的點心，真是罪惡至極😂😂美食當前，只好吃完再減肥🤣🤣環境氣氛很好，可以和好友三五成群來這邊享受氣氛跟點心，真是幸福的一個下午♥️ …,"Nakura and Pearl Bar British afternoon tea is not suspected. Both salty or sweets are amazing, and the level is above, but a person eats all the snacks. You have to lose weight and lose weight. The atmosphere of the environment is very good. You can come here with friends to enjoy the atmosphere and snacks. It is really a happy afternoon ♥ ️ ...",0.321,0.076,0.603,0.9743
悠閒下午酒，若有起司盤更好,"Leisure afternoon wine, it is better to get up to the Division",0.209,0.0,0.791,0.4404
週六下午人不多 多貴婦聚餐安靜 沙發也很舒服 三明治意外的好吃 低消330 限時3小時 推薦！,"There are not many people on Saturday afternoon, and noble women gathered at a quiet sofa. It is also very comfortable and delicious.",0.345,0.0,0.655,0.8899
五星級飯店內的酒吧，裝潢還行，座椅不是很舒適，不適合久坐，咖啡跟飲料口味一般，調味茶跟花草茶口味比較實在。,"The bars in the five -star restaurant are OK, the seats are not very comfortable, it is not suitable for sedentary, coffee and beverages are average, and the taste of tea and flower tea is more real.",0.0,0.075,0.925,-0.4439
"輕鬆消費的地方~~(⁠✿⁠^⁠‿⁠^⁠)💕

輕食~可以去糕餅店選蛋糕過來珍珠酒吧吃~
服務舒服完美~滿分~。+゜★(人'v｀*)☆゜+。 …","The place where it is easy to consume ~~ (的^⁠‿⁠^⁠) 💕

Light food ~ you can go to the pastry shop to choose cakes to come to the pearl bar to eat ~
The service is comfortable and perfect ~ full points ~.+人 ★ (human 'v ｀*) ☆ ゜+.Mowing",0.236,0.0,0.764,0.9349
"服務很到位，續啤酒必換冰酒杯，必免加冰塊破壞啤酒風味，調酒盲盒也充分顯現吧台功力與理解顧客需求的能力，為貴公司擁有如此優秀的人力資源感到高興,實為顧客之福，謝謝。","The service is in place. Renewal of the ice wine glass must be changed, and the ice cubes will not destroy the flavor of the beer. The bartending blind box also fully shows the ability of the bar counter and understanding the needs of customers. The blessing of customers, thank you.",0.186,0.045,0.769,0.8133
牛到不行的牛肉麵，牛骨湯頭濃郁而不油膩，牛三寶滷的拳拳到位。小味碟可加點蒜末，再附上一點上好的鎮江米醋可以讓客人自行提味。但是麵條的份量跟熟度要掌握好，這樣才會更完美！美好的食物不需要用份量去贏得食客的驚艷與回味，因為那美味早就從廚房層層堆疊聯結到我的舌尖和大腦了！Bravo!!,"The beef noodles that are not good, the beef bone soup is rich but not greasy, and the beef three treasures are in place.Small flavors can be added with minced garlic, and a little good Zhenjiang rice vinegar can allow guests to taste themselves.However, the amount of noodles must be mastered well, so that it will be more perfect!Good food does not need to use measuring to win the stunning and memorableness of the diners, because the deliciousness has been connected from layers of the kitchen to my tongue and brain!Bravo !!",0.248,0.015,0.737,0.9802
千層派很不錯，外皮脆脆的，也不會太甜，配上一杯咖啡，跟三五朋友聊天小聚的好地方。,"The thousands of factions are very good, the skin is crunchy, and it will not be too sweet. With a cup of coffee and chat with three or five friends to gather a good place.",0.215,0.058,0.726,0.7726
