Original,EN,Positive,Negative,Neutral,Compound
店家氛圍感很好，想喝酒想唱歌想打飛鏢都合適，店員小姐姐都很有趣好玩也很瘋，想看自己朋友如何喝醉也很容易達成,The atmosphere of the store is very good. I want to drink and want to sing and want to play darts. Miss clerk is very interesting and fun.,0.43,0.042,0.528,0.9138
世界妙妙妙，我姓妙，仿聲鳥很特別，但我喜歡馬丁尼,"The world is wonderful, my surname is wonderful, and the imitation bird is very special, but I like Martini",0.399,0.0,0.601,0.8379
除了喝酒還能唱歌.射飛鏢.玩遊戲，一個人來也能很舒適的酒吧！店員小姐貼心招呼，調酒好喝，老闆很帥☺️,"In addition to drinking, you can sing. Shooting darts. Playing games, a person can also be very comfortable!Miss clerk greeted intimately, bartender is delicious, the boss is handsome ☺️",0.365,0.0,0.635,0.924
"第一次來這家，店員很熱情，服務也很不錯，最棒的是調酒種類很多。
補充：店家很貼心，廁所有準備女性生理用品，如果女客人MC來，可以使用，很方便。
店內也可以唱歌，很讚！
我點的是芒果調酒，非常好喝","For the first time, the clerk was very enthusiastic and the service was very good. The best thing was that there were many types of bartending.
Supplement: The store is very intimate. The toilet is prepared for women's physiological supplies. If the female guest MC comes, it can be used, which is very convenient.
You can also sing in the store, very good!
I ordered mango alcohol, very delicious",0.246,0.0,0.754,0.9663
服務人員超可愛超貼心NN我超愛😅,"The service staff is super cute and superb, nn I love 😅 😅 😅 😅 😅 😅",0.547,0.0,0.453,0.9821
"環境很溫馨，生日辦這裡還會有特別活動
大推，一定要帶姊妹來慶生小酌🩷
假日的好去處","The environment is very warm, there will be special activities here for the birthday office
Push, be sure to bring sisters to celebrate your birthday 🩷
Holidays good place",0.416,0.0,0.584,0.9371
調酒好好喝 店員熊熊很親切💕請我們喝shot好開心😁❤️重點是 為什麼薯條那麼好吃？？,"Blooming and drinking well, the clerk is very kind 💕 Please drink Shot, so happy 😁 ❤️ The point is why the fries are so delicious?Intersection",0.44,0.0,0.56,0.9657
店員妙妙很妙噢～薯條🍟很好吃！,The clerk is so wonderful ~ The fries are delicious!,0.522,0.0,0.478,0.8668
東西超好吃 就也好喝 人也都很好,"It's good if things are super delicious and delicious, and people are also very good",0.635,0.0,0.365,0.9545
"店員熱情，可以唱歌 玩桌遊 射飛鏢
非常好玩
還可以KTV點歌","The clerk is enthusiastic, you can sing and play board games to shoot dart darts
Very fun
You can also KTV singing",0.311,0.081,0.608,0.7778
