Original,EN,Positive,Negative,Neutral,Compound
"調酒師Tina媽媽人親切也非常好聊天
還會分享許多經驗
環境舒適歡樂","The bartender tina mother is kind and very good to chat
Also share a lot of experience
Environmental comfort and joy",0.485,0.0,0.515,0.9336
"談閱人生的活字典
A walking dictionary of life, bartending starts at NTD350, you can ask the boss lady for special mixes","Talk about the live dictionary of life
A Walking Dictionary of Life, Bartending Starts at NTD350, you can ask the boss lady for spiecial mixes",0.0,0.0,1.0,0.0
已經來第三次了，媽咪還是一樣人很好，多招待了兩瓶酒，謝謝😊,"It has been here for the third time, Mommy is still very good, I entertaining two bottles of wine, thank you",0.33,0.0,0.67,0.8341
"是一家氣氛很讓人放鬆的酒吧
老闆夫婦都笑咪咪的
老闆娘很熱情
會尊重客人喜好特調
目前依客人喜好的調酒均一價300元
其他就依照菜單

今天喝到了水果風味的酒
跟老闆娘反應不要太甜、不要氣泡
喝完一口後想要酒味重一點
老闆娘還追加一杯shot
喜歡柳橙、鳳梨、番茄、檸檬綜合特調
夏天的風味
很順口

第一次體驗，很滿意
會想推薦朋友一起來
要外帶食物進來也可以

唯一需要注意的是：
這家店可以抽菸
無法接受的朋友就不要挑剔了～","It is a bar that is very relaxed
The boss and his wife laughed at Mimi
The boss is very enthusiastic
Will respect guests' preferences
At present, the price of bartending according to the guests' preferences is 300 yuan
Other according to the menu

I drank fruit -flavored wine today
Don't respond to the boss, don't be too sweet, don't bubble
After drinking a sip
The boss also added a cup of shot
Like orange, pineapple, tomato, lemon comprehensive special
Summer flavor
Very smooth

The first experience, very satisfied
Will want to recommend friends together
You can come in

The only thing to pay attention to is:
This shop can smoke
Unacceptable friends should not be picky ~",0.236,0.048,0.716,0.9777
人生中第一次喝酒，很高興認識這邊的人事物；也很喜歡這店內的氛圍氣氛～(>^ω^<)，老闆娘人很好也很「雅灑系」。真的很快樂，感謝《塵世音樂酒吧》給我歡愉的臺北市黃金的時刻！,"For the first time in my life, I am glad to know the people and things here; I also like the atmosphere of the atmosphere in this shop ~ (>^ω^<).Really happy, thank you for ""Dustus Music Bar"" for giving me a happy time in Taipei City!",0.311,0.0,0.689,0.9523
Tina媽咪就像阿嬤性格一樣，關心我們對於酒的口味合不合口、順不順，還會跟我們聊家常，説心裡話～還會關心我們的一些未來規劃,"Tina Mommy is just like Grandma's personality. He cares for our taste and smoothness of the wine, and will talk to us and talk about it. I will care about some of our future planning",0.214,0.0,0.786,0.8271
"今天晚上3個人去，各點了長島冰茶、Mojito、茶酒，
第一杯上茶酒就傻眼了，就是Rum+原萃綠茶，沒有更多了，喝了一口茶是茶酒精是酒精$300元+10%服務費；
第二杯是Mojito，整杯藍色的，沒有任何薄荷葉，付完錢老闆娘還說抱歉忘記加糖了⋯$300+10%🙄
只有長島冰茶還算正常$350+10%，
付完錢老闆娘還一直笑笑說不好意思啦，我員工今天沒來我不太會調酒，
也沒有任何打折跟補償，
我很想跟老闆娘說：你員工休假，妳本人不會調酒就賣啤酒就好，不會調就別做了😊
最好是把我的錢還我～雷到爆😊

*謝謝老闆娘回覆，也提醒老闆娘，大家的錢都是辛苦賺來的，純一直道歉也不能抹去調酒品質只值一顆星的事實唷😉","Three people went tonight, and each ordered Long Island Ice Tea, Mojito, Tea Wine,
The first cup of tea is dumbfounded, that is, Rum+original green tea, there is no more, drink a sip of tea is tea alcohol or 300 yuan+10%service fee;
The second cup is Mojito, the whole cup is blue, without any mint leaves, the boss also said sorry for forgetting to add sugar ... $ 300+10%🙄 🙄 🙄
Only Nagao Ice Tea is normal at $ 350+10%,
After paying the money, the boss mother has always smiled and said sorry for my employees.
There is no discount or compensation,
I really want to say to the boss: your employee is on vacation, you will sell beer if you don’t know how to mix alcohol. Don't make it if you don’t adjust it.
It's best to return my money to me ~ Thunder to explosion 😊

*Thank you for replying to the boss, and also reminded the boss that everyone’s money is hard to earn, and the fact that the quality of the bartender can not be erased.",0.084,0.052,0.863,0.8687
"謝謝Mommy熱情招待我們，跟龍十八還有Mommy一起喝到關店很開心！在台北很少找到這樣一個像家一樣的酒吧了，如果想要放心、安全喝酒，來塵世真的很棒🥺
最喜歡Happy hour的可樂娜加檸檬！ …","Thank you Mommy for your enthusiastic entertaining us. It is very happy to drink with Mommy with Mommy!I rarely find such a bar like a home in Taipei. If you want to rest assured and drink safely, it ’s great to come to the world.
Favorite HAAPPY HOUR's Cola Naga Lemon!Mowing",0.421,0.0,0.579,0.9814
"塵世Pub是非常適合喝酒、聊天、看運動節目的好地方！

店內有WiFi以及完整齊全的運動頻道，讓你可以邊看運動競賽一邊喝酒。

#MOD豪華全餐催下去
#英超聯賽看到爽","Dust PUB is a good place for drinking, chatting, and watching sports shows!

There are wifi and complete sports channels in the store, so you can drink while watching sports competitions.

#MOD luxury meal urged
#",0.084,0.0,0.916,0.4926
"客製化 調酒非常厲害
照客人需求 沒想到還更厲害","Customized bartending is very powerful
I didn't expect to be even more powerful according to the needs of the guests",0.256,0.0,0.744,0.734
