Original,EN,Positive,Negative,Neutral,Compound
"最喜歡的菜是鰻魚玉子燒，廣島燒也不錯，烤肉串滿會烤的，但好像比較不是我的菜。11 月的推薦酒 Far Yeast 東京金啤酒很順口，有花果香。

座位有點擠，空間滿小，但氣氛和服務都不錯。","The favorite dish is the eel jade roast. Hiroshima is also good. The barbecue skewers are baked, but it seems that it is not my dish.In November, the recommended wine Far Yeast Tokyo Golden Beer is very smooth and there are flowers and fruits.

The seat is a bit crowded, the space is full, but the atmosphere and service are good.",0.149,0.0,0.851,0.8402
"基本上8成以上的餐點都很好吃！最喜歡的是炸牡蠣，新鮮又多汁，如果吃不慣梅子醬可以像我另外跟店員要塔塔醬，炸雞翅也好好吃，推薦可以選少見的名古屋風味，明太子雞肉大阪燒不太喜歡，裡面有事先不知道的紅薑而且不算少數，整體很搶味，如果店員能事先說明會更好，畢竟不喜歡薑的人應該不算少數，生牛肉、稻草鮭魚燒都不錯，額外的香氣很足夠！啤酒我們喝了店員推薦介紹的酒都很符合我們的口味，我點火龍果男友店酸啤酒！

餐點原本可以給五顆星
最後被嚇人的甜點毀掉
「或許是炸麻薯」
原本看照片以為是蕨餅類QQ的東西
沒想到是炸麵包
四種口味我吃到紅趜
軟爛熱熱的口感超噁心…
但男友還可以接受所以吃完了
建議店家對這種不明確的餐點
還是加以說明好…….😰😰😰😰

總之如果避雷的話會很開心
願意再度二訪～～～👍🏻","Basically, more than 80 % of the meals are delicious!The favorite is fried oysters. It is fresh and juicy. If you do n’t get used to plum sauce, you can ask for tower sauce like me. Fried chicken wings are also delicious. It is recommended to choose a rare Nagoya flavor. I like it, there are red ginger that is not known in advance, and there are not a few. The overall taste is very tasteful. If the clerk can explain in advance, it will be better. After all, there should be a small number of people who do not like ginger. The aroma is enough!Beer we drank the wine recommended by the clerk, which is in line with our taste.

Meals can originally give five stars
Finally was destroyed by the scary dessert
""Maybe it is fried hemp potato""
I originally looked at the photos and thought it was a fern cake QQ
I didn't expect it to be fried bread
I have eaten red 味 in four flavors
The soft and hot taste is super disgusting ...
But my boyfriend can accept so I finished eating
It is recommended that the store for this unclear meal
Still explain good .... 说

In short, if you have a lightning protection, you will be very happy
Willing to visit again ~~~ 👍🏻",0.132,0.053,0.815,0.9522
"2024.08.29初訪
前一天才訂位所以只剩下吧台位置，吧檯座位是完全沒有間隔的，因為有些店家安排吧檯座位還是會空一個座位，但他們沒有，所以座位偏小！

🔺黃金豬玉大阪燒 $340
送上來的時候，因為前面吃太多炸的，有點反胃就吃不太下，不過味道是好的，鹹甜適中，兩個人分食剛好！

🔺蒲燒鰻玉子燒 $320
口感厚實，不過鰻魚還是有些許小小刺，吃起來沒有這麼方便

🔺名古屋風味炸豬排串 $260
這個的油耗味有一點點重，吃起來也比較油，個人不太推，但上面的醬汁還蠻香的！

🔺梅肉風味牡蠣揚 $340
我吃不出梅子的味道（應該是醬），不過牡蠣很大一顆，吃起來蠻爽XD

環境還可以，適合小酌，上餐速度也不會太慢，有載具可linepay

以上均+10%服務費
2人消費$1386","2024.08.29 First visit
Only the day before reservation, there was only the position of the bar. The bar seat was completely unreasonable, because some shops arranged that the bar seat would still be empty, but they did not, so the seat was small!

阪 Golden Pig Yu Osaka Boil $ 340
When I got it, because I ate too much fried in front, I ca n’t eat a little nauseous, but the taste is good, salty and sweet, and two people are just eating!

子 🔺 🔺 🔺 🔺 $ 320
The taste is thick, but the eel is still a little bit, it is not so convenient to taste

炸 炸 🔺 味 🔺 🔺 🔺 🔺 🔺 $ 260
The fuel consumption of this fuel consumption is a little heavy, and it tastes more oily. The person is not too pushing, but the sauce above is quite fragrant!

牡 Mei Meat Flame Oyster Gas $ 340
I can’t eat the taste of plums (it should be sauce), but the oysters are very large, and it tastes pretty good XD

The environment is okay, it is suitable for drinking, and the meal speed will not be too slow.

The above+10%service fee
2 people spend $ 1386",0.099,0.005,0.895,0.9801
"對於這樣的服務，激推！！
我只能給予五顆星的最高評價！！
這才是我在台北市想要獲得的服務！！

不會給你壓力也沒有給你一點不舒服的感覺
而且都是親切的微笑並且歡迎

那天是生日已經於晚餐時段吃飽然後經過
Abv bar 想說可以進去喝兩杯，剛好身上有帶他們公司行銷活動的明信片換酒

進去就有表明要使用明信片換酒
店員也馬上說ok，並不像很多店面兌換東西都有一大堆奇奇怪怪的規定，他們真的很阿莎力的給換酒！並且內用還是有給座位並且先幫忙把酒倒出酒杯讓我們小酌！

之後的一小時時間內也沒有任何不禮貌的催促是不是該點餐之類的！（當天真的吃很飽）

最後喝完離開時有跟服務人員表達感謝，下次要用餐或是下班喝一杯，我覺對會來的！

覺得店面敢做行銷活動就是要如此阿莎力
才能真正留住客人的心！！

絕對大力推廣👌👌","For such a service, push!Intersection
I can only give the highest evaluation of five stars!Intersection
This is the service I want to get in Taipei!Intersection

I won't give you pressure or give you a little uncomfortable feeling
And they are all kind smiles and welcome

That day was the birthday that was full during dinner and then passed through
ABV Bar wants to say that you can go in and drink for two glasses. There are postcards that bring their company marketing activities to change wine.

Go in, it means that you need to use a postcard to change the wine
The clerk also immediately said that OK, not like many stores exchanged things, there are a lot of strange and strange regulations. They really change wine for Ashari!And there is still a seat for internal use, and first help the wine to pour the wine to let us drink it!

There is no impolite urging in the following hour, whether it should be ordered or not!(I really eat it that day)

Finally, I would like to express my gratitude to the service staff when I left. I think I will come to the next time or drink a drink after get off work!

I think the store dares to do marketing activities is to be so Ashali
In order to really keep the hearts of the guests!Intersection

Absolutely vigorously promote 推",0.136,0.031,0.833,0.9776
"辣味醬燒七味牛：
真的太辣了，牛肉不好咬，不喜歡

辣味噌魷魚：
蓋過魷魚本來的鮮甜味了

花魚一夜乾：
太乾

蔥鹽雞肉串：
不錯，雞肉很厚也多汁

金針雪牛串：
還行，牛肉有點太小，完全都是金針味

生牛肉：
不錯

柚香鮭魚：
很好吃

和風鱈魚肝：
有點油膩的感覺

起司明太子玉子燒：
非常好吃，起司很多很鹹香、明太子多汁很香、兩者搭配玉子燒蛋香超對味

黃金豬玉燒&明太子雞肉燒：
大阪燒都不適很喜歡

蒜蜆活力湯：
蒜香味很重的湯，如果是蛤蠣應該好吃好喝吧

海膽醬炒烏龍麵：
味道有點重，不是很喜歡

牛筋釜飯 ：
不錯，釜飯很香

蒲燒鰻釜飯：
釜飯都好吃，不過牛筋比較香，附近好吃的蒲燒鰻很多","Spicy sauce roasted seven -flavored beef:
It's really spicy, the beef is not easy to bite, I don’t like it

Spicy miso squid:
Covering the original sweetness of squid

Flower and fish all overnight:
Too dry

Onion salt chicken skewers:
Yes, the chicken is very thick and juicy

Golden Needle Snow Cow Symptimum:
It's okay, the beef is a bit too small, it is all golden needle flavor

Raw beef:
good

Grapefruit Salmon:
Delicious

Hefeng cod liver:
A bit greasy

Prince of the cheese, Prince Yuzi Yaki:
Very delicious, a lot of cheese are very salty, the prince is juicy and fragrant, and the two are matched with the jade -roasted egg fragrance

Golden pig jade roast & Ming prince chicken roasted:
I like Osaka Burmery and I like it

Garlic Moisturizing Soup:
The soup with heavy garlic flavor, if it is oyster, should be delicious and delicious, right?

Sea urchin sauce fried oolong noodles:
The taste is a bit heavy, I don’t like it very much

Niushuo Rice:
Yes, the rice rice is very fragrant

Pu roasted eel rice rice:
The kettle rice is delicious, but the beef tendon is more fragrant, and there are many delicious puffed eels nearby.",0.157,0.015,0.827,0.9761
想喝各國啤酒的首選。晃了幾條通沒鍾意的店，特地過來沒失望；雖然辣炒牛肉太生了些，但餐點口味都不錯，憑感覺選的啤酒都很好喝，玩得很愉快！,"I want to drink beer in various countries.After shaking a few shops that were unwilling, they came over and were not disappointed. Although spicy fried beef was too born, the taste of the meal was good. The beer I felt is delicious and played well!",0.277,0.031,0.692,0.9108
"雞肉串 雞翅 海苔小卷  都不錯吃
大阪燒一般
酒的總類非常多 只是沒有人員介紹會看不懂
上面也沒標價格","Chicken skewers Chicken wings, seaweed cocks, small rolls are good
Osaka burning
There are a lot of wine in the wine, but no personnel introduces it and can’t understand it.
There is no price on it",0.048,0.138,0.814,-0.5647
很好吃😍 平日晚上也要訂位！蝦子干貝大阪燒好讚～手羽先也讚（骰子牛有點硬！）,Very delicious 日 Booking in the evening!Shrimp dried scallops Osaka burned well ~ Hand feathers also like it first (Dice beef is a bit hard!),0.366,0.041,0.592,0.8996
"每一樣都好想點來吃吃看！
店員很親切，上菜速度快，東西好吃，生意很好，切記要先訂位～唯一的缺點是甜點選項太少🥹下次還要再來！！","Everything wants to click to eat and watch!
The clerk is very kind, the food is fast, the things are delicious, and the business is very good. Remember to book a place first ~ the only disadvantage is that there are too few dessert options.Intersection",0.199,0.051,0.75,0.8433
販賣多種啤酒的居酒屋，啤酒要自己到冰箱選購，整體風格有點現代美式，但餐點是日式居酒屋的料理，菜色多樣，一般居酒屋串燒、炒、炸物類型都有，口味都蠻有水準，大部分都好吃，上餐速度也還ok，週五用餐時間沒什麼等到。,"Izakaya that sells a variety of beer. Beer must buy it in the refrigerator. The overall style is a bit modern and American, but the meal is a Japanese -style izakaya dishes. There are diverse dishes. There are standards, most of them are delicious, and the meal speed is OK. There is nothing to wait for on Friday meal.",0.08,0.0,0.92,0.7227
