Original,EN,Positive,Negative,Neutral,Compound
"非常適合下班後去小坐一下，精釀啤酒的酒類豐富，有一些很有趣的品項，可以試試看也可以跟店員詢問。
店內不算有供餐（只有少量點心），但花博美食一條街，倒是不成問題","It is very suitable for sitting up after get off work. The wine is rich in wine. There are some very interesting items. You can try it or ask the clerk.
There is no meal in the store (only a small amount of snacks), but there is no problem with the streets of Huabo food.",0.12,0.027,0.853,0.6791
"跟朋友週五下班喝酒的老地方！
氛圍很棒、酒好喝

但是因為週末人很多，所以需要早點卡位，或是拿著酒到戶外座位區享受也不錯啦💛","Old place to drink with friends on Friday!
The atmosphere is great, the wine is good

But because there are many people on the weekend, you need to get stuck early, or you can enjoy it with wine to the outdoor seat area.",0.216,0.048,0.736,0.8244
走到櫃檯前，沒有人理我們，後來發現店員是看我們一眼就繼續跟外國人聊天的人，我們討論一下後，他才轉頭過來看著我們，也不說話就一直看著（一副你要幹嘛），我們有點愣住開口問是隨便坐嗎？店員才點頭，也沒口頭回覆，感覺很差。因為沒喝過這間啤酒看起來不錯，喝完個人是蠻喜歡的，不過結帳的時候說900，我們詢問可以分開付嗎，就收650跟280，出去後才發現怎麼怪怪的🤣如果分開算會比較貴可以告知我們吧～跟外國人話很多，一句話都不想跟我們講，整體來說，看到那個男店員在，就不會想走進去囉😂喝一杯就想趕快換一間了 …,"Before walking to the counter, no one cared about us. Later, I found that the clerk was a person who continued to chat with foreigners at a glance. After we discussed, he turned to look at us, and kept watching without talking (a pair of pairs (a pair of pairs What are you going to do), do we hold the mouth and ask if you sit casually?The clerk nodded and did not reply verbally. It felt bad.Because I haven't drank this beer, it looks good, I like it after drinking, but when I checkout, I said 900. We asked if we can pay separately. If you are more expensive, you can tell us ~ There are a lot of words with foreigners. I do n’t want to tell us in a word. On the whole, when you see that male shop staff, you will not want to walk in. Between ...",0.033,0.04,0.927,-0.0127
酒沒有很好喝可以怪我不懂酒，但前天晚上的男店員也太奇特了吧，第一次去感覺店外觀不錯，結果進去後發現飲酒過程一點都不友善，越坐越緊繃一點都不放鬆，好像問個問題都就覺得我打擾到他了，我真是滿頭問號？結帳付費方式也不提醒，酒類也不介紹，去便利商店看店員的親切我看還比較開心。不推～～～不好喝～～～,"The wine is not very delicious, you can blame me not to understand the wine, but the male clerk the day before yesterday was too strange. For the first time, I went to feel that the shop's appearance was good. As a result, I found that the drinking process was not friendly at all. Don't relax, as if asking a question, I feel that I bother him, am I really full of question marks?The payment method is not reminded, and the alcohol is not introduced. I look at the clerks for the convenience store to see the clerk.Don't push ~~~ Not good ~~~",0.033,0.16,0.808,-0.9172
"決定要打評論同時，自己也覺得自己滿荒謬的，搞得很像奧客，但仔細想想確實不開心到想拉星，奧客在此🧏🏻‍♀️
酒跟其他整體喜歡的，會想說欸這個也想喝喝看那個也想喝喝看～
但今天講了兩遍要載具，還是給我紙本發票，哇超不爽🦦是有納悶是不是耳朵真的不是很好，又或者是音樂真的太大聲，所以她真的沒有聽到，因為在我說要載具前，另一位店員光跟她講說我要280的，也是講兩遍，所以不太理解是耳朵不好還是我們講話都太小聲，又或者是沒有在專心聽別人說話。
為了這件事心裡不舒服到來發評論，打完還是覺得自己真的蠻荒謬，可是就想發，因為就不想拿紙本啊！又不是我忘記說🔥
除了載具講兩遍還是給我紙本之外（還在怒）歡迎用新台幣支持（真心推薦）
只是連給到紙本發票都可以被寫評論（還在記仇），真的生意難做。","At the same time, I decided to make a comment. I also felt that I was ridiculous and made very much like an Austrian, but if I think about it, I really want to pull the stars.
I like wine with other overall, I want to say that I want to drink, drink, and want to drink and see ~
But I talked about the vehicle twice today, or I still invoiced my paper. Because before I said the vehicle was going to be the vehicle, another clerk told her that I wanted 280, and I also talked twice, so I don’t understand whether the ears are bad or we speak too well, or they are not concentrating on listening. Others speak.
For this matter, I was uncomfortable to make comments. I still felt really ridiculous after playing, but I wanted to post it because I didn't want to get a paper!It's not that I forgot to say
In addition to the carrier, I still give me a paper (still angry) Welcome to support it with NT $ (I really recommend it)
It is just that you can be written to the paper invoice (still revenge), and it is difficult to do it.",0.122,0.114,0.764,-0.5367
店裡氣氛很chill大家各自小酌聊天很開心，而且啤酒有超多可以選，不知道喝什麼店員也會熱心幫忙介紹，超推！！,"The atmosphere in the store is very happy, everyone has a good chat, and the beer is too much to choose. I do n’t know what the shop clerk will be enthusiastic to introduce, super push!Intersection",0.309,0.0,0.691,0.9358
"我是一位通過Cicerone Certified Beer Server認證的精釀啤酒愛好者，在圓山花博Maji Square的Crafted beer & Co. 是我經常來訪的精釀啤酒店家之一。
這邊精釀啤酒種類繁多，業主與服務人員不僅親切，也很專業。
他們的專業強烈的反映在選擇精釀啤酒的品味。因此，店內除了常見的國內外精釀啤酒外，也不時有國外知名酒廠的頂級作品。

在售價上，以台灣市場來說，個人認為是合理的。當然，如果要跟超市販售的啤酒相比，我想這是不同的類別。而如果購買罐裝啤酒回家，一定要數量也有折扣，這也是我定期來這邊幫我的冰箱補貨的原因之一。

New chat

￼￼

幫我翻譯成英文 我是一位通過Cicerone Certified Beer Server認證的精釀啤酒愛好者，在圓山花博Maji Square的Crafted beer & Co. 是我經常來訪的精釀啤酒店家之一。 這邊精釀啤酒種類繁多，業主與服務人員不僅親切，也很專業。 他們的專業強烈的反映在選擇精釀啤酒的品味。因此，店內除了常見的國內外精釀啤酒外，也不時有國外知名酒廠的頂級作品。 在售價上，以台灣市場來說，個人認為是合理的。當然，如果要跟超市販售的啤酒相比，我想這是不同的類別。而如果購買罐裝啤酒回家，一定要數量也有折扣，這也是我定期來這邊幫我的冰箱補貨的原因之一。

I am a craft beer enthusiast who holds the Cicerone Certified Beer Server certification. Crafted beer & Co. at Maji Square in Yuan Shan Flower Expo is one of the craft beer bar/shop that I often visit.

They offer a wide variety of craft beers, and the owner and staff are not only friendly but also very professional. Their expertise is strongly reflected in their taste in selecting craft beers. In addition to the usual domestic and foreign craft beers, they also occasionally have top-notch products from renowned foreign breweries.

In terms of pricing, I think it's reasonable for the market. Of course, if compared with beers sold in convenience stores, I think it's a different category.

And if you purchase beer to takw away, there's also a discount for quantity, which is one of the reasons why I regularly come here to replenish my fridge.","I am a craft beer enthusiast certified by Cicerone Certify Beer Server. CraFTED Beer & Co. in Yuanshan Flower Expo Maji Square is one of the craft beer restaurants I often visit.
There are many types of craft beer here. The owners and service staff are not only kind, but also very professional.
Their professional is strongly reflected in the taste of choosing craft beer.Therefore, in addition to the common domestic and foreign craft beer in the store, there are also top works of well -known foreign wineries from time to time.

In terms of price, in terms of the Taiwan market, I personally think it is reasonable.Of course, if you want to compare with beer sold in the supermarket, I think this is a different category.And if you buy a canned beer home, you must also have a discount. This is one of the reasons why I come here to help my refrigerator replenishment.

New Chat

Bleak

Translated into English for me. I am a craft beer enthusiast certified by Cicerone Certify Beer Server. Cracted Beer & Co. in Yuanshan Flower Expo Maji Square is one of the craft beer restaurants I often visit.There are many types of craft beer here. The owners and service staff are not only kind, but also very professional.Their professional is strongly reflected in the taste of choosing craft beer.Therefore, in addition to the common domestic and foreign craft beer in the store, there are also top works of well -known foreign wineries from time to time.In terms of price, in terms of the Taiwan market, I personally think it is reasonable.Of course, if you want to compare with beer sold in the supermarket, I think this is a different category.And if you buy a canned beer home, you must also have a discount. This is one of the reasons why I come here to help my refrigerator replenishment.

I am a Cract Beer Enthusiast WHO Holds The Cicerone Certify Beer Certification. Crafted Beer & Co., Eer Bar/Shop that I often Visit.

They offer a wide variety of craft poers, and the owner and staff are not only identity. TASTE in selecting Craft Beers. In Addition to the usual domstic and foreign craft bers, then allo CCCASIONALLY have top-notch products from renowned foreign breworks.

In terms of pricing, I think it is reasonable for the market. Of course, if compared with bers solid in convenience states, I think it's a disteigument.

And if you purchase beer to table, there is also a discount for quantity, which is one of the reasons why I regularly come here to reviewish my friend.",0.085,0.012,0.903,0.9833
"啤酒種類好多 店員的推薦非常精準
環境氛圍很舒服～音樂好聽～
已經成為我每週必來放鬆的地方了😆💕","The recommendations of many shop staff are very accurate
The environment atmosphere is very comfortable ~ music is nice ~
I have become a place where I will relax every week 😆💕",0.342,0.0,0.658,0.9441
"🏠位於花博的集食行樂區域，位置不多，週末下午停下腳步喝酒的人們挺多。

🍺精釀啤酒的種類屬多，有外帶的常溫啤酒，架上有明顯標價、冰櫃內的瓶裝及罐裝，以及六款的生啤。這次選了蔡式釀酒的Taimmortal SOS Cucumber Gose ，小黃瓜的酸爽風味，適合豔陽的午後。

店內氣氛輕鬆，價格屬合理，支持電子支付，能有冰杯就更好了。","食 Located in Huabo's food and music area, there are not many locations. There are quite a lot of people who stop and drink on the weekend.

There are many types of craft beer. There are room temperature beer, with obvious prices on the shelf, bottles and cans in the freezer, and six raw beer.This time, the Taimmortal Sos Cucumber Gose, which was selected by Cai -style wine, was a sour flavor of the cucumber, suitable for the sun in the afternoon.

The atmosphere in the store is relaxed and the price is reasonable. It is even better to support electronic payment. It is even better to have ice cups.",0.098,0.019,0.883,0.8591
"價格: 偏高
商品質感: 有符合對這個價格的期待。
氛圍: 很好
服務: 親切
個人推薦: 紅點得獎精釀啤酒(就是吧台金屬管出來的)

地點方便氛圍也很好。
起司橄欖我個人覺得很好吃，但似乎已經到有些人覺得可以稱臭起司的程度。可以品嚐各種意想不到的啤酒真是太棒了！","Price: Polarity
Commodity texture: There are meetings that meet the price of the price.
View: Very good
Service: Keep
Personal Recommendation: Red Dot Winning Prize Fine Brewing Beer (to be pissed out of the bar and Taiwan metal.)

The location is very good.
Keeping Siu Olive I personally feels very tasty, but seems to have been to some people think that the degree of smell of smelly stinks can be called.You can taste all kinds of unexpected beer True Tao stick!",0.151,0.055,0.793,0.7805
"啤酒選擇多，依稀記得是三個冰櫃及三個鐵架，店員會主動介紹；先買單並提供刷卡，無開立發票；燈光偏昏暗，冷氣非常涼爽，可惜沒有冰杯也沒有爆米花🍿️不過可以自帶外食，也算是挺不錯的，炎炎夏人有這樣的精釀啤酒店可以來一杯風味比較不一樣的啤酒，還是挺美好的👍

📅2022.07下旬","There are many beer choices, and I remember that they are three freezers and three iron frames. The clerk will take the initiative to introduce; first pay for and provide a card, no invoice; the light is dark, the air conditioner is very cool, but unfortunately there is no ice cup or explosion. You can bring your own food, which is pretty good. There are such craft beer restaurants in the hot summer people to have a cup of beer with different flavors.

72022.07 in the end",0.1,0.102,0.797,0.4216
店員很親切，酒水也好喝，氛圍讓人很放鬆，適合轉換心情與朋友暢聊的好地方！,"The clerk is very kind, the drink is also good, the atmosphere is very relaxed, and it is suitable for a good place to convey a mood to talk to friends!",0.386,0.0,0.614,0.9467
"今天喝微酸口感的

4.樱花漬嗨 SAKURA HI >< / UGIY HALFFLORAL SOUR ＃櫻花潰 ＃酸甜鹹 ＃春天
300NT

入口微酸回甘
好喝🥰🥰🥰
真的有春天感","Drink slightly sour taste today

4. Sakura stains, Sakura Hi> < / ugiy Halffloral Source # Cherry blossom ulceration # Sour sweet and salty # Spring
300nt

Entrance is slightly sour and sweet
Delicious 🥰🥰🥰
Really feel spring",0.422,0.0,0.578,0.9853
啤酒很好喝🥰大起司拼盤還不錯，餅乾不夠可以續，順帶一提店員講英文超好聽,"Beer is very delicious. The big cheese is not bad. The biscuits are not enough. By the way, the clerk speaks English super nice",0.404,0.0,0.596,0.9266
老闆很帥氣留個大鬍子，很熱心打開了招呼，還幫你詳細的介紹不會亂推銷，酒很多，新鮮現拉啤酒有四種，有滿滿精釀。快來🍺🍺#localguides #圓山花博 …,"The boss is very handsome to leave a big beard, very enthusiastically open up, and help you introduce it in detail. It will not be promoted. There are many wines. There are four types of fresh beer, which are full of crafts.Come o #LOCALGUIDES #Yuanshan Flower Expo ...",0.213,0.065,0.722,0.8621
不論是下班還是週末想放鬆一下，Crafted Beer裡各式各樣的啤酒總讓人驚豔。就算不懂啤酒也沒關係，親切的老闆跟店員也會幫忙介紹，非常推薦👍🏻 …,"Whether you want to relax from get off work or weekends, all kinds of beer in Crafted Beer are always amazing.Even if you don’t understand beer, it doesn't matter, the kind boss and the clerk will help you introduce it, very recommended 👍🏻 ...",0.164,0.07,0.766,0.6301
