Original,EN,Positive,Negative,Neutral,Compound
"好喜歡跟朵朵聊天！獲益良多💖
整個環境就像是一個大家庭，氣氛是很輕鬆愉快的～
大家想放鬆或聊天都可以來
超推
酒也很好喝
這次點爺爺泡的茶
酸酸甜甜還有茶味～喝起來非常清爽！
喜歡💖","I really like chatting with Du Duo!Beneficially 多
The whole environment is like a big family, and the atmosphere is very relaxed and happy ~
Everyone wants to relax or chat
Overshoot
Wine is also delicious
This time, the tea made by Grandpa
Sour sweet and tea taste ~ It is very refreshing to drink!
Like",0.346,0.0,0.654,0.9762
氣氛佳，店員服務態度超好！重點每個闆娘都是美人，推推100分，喝酒一級棒的地點，👏大家每天去彭場！澎油們！,"The atmosphere is good, the clerk's service attitude is super good!Focus on every Banniang is a beauty, push 100 points, drink a good place for drinking, 👏 👏 Everyone go to Pengchang every day!Peng oil!",0.303,0.0,0.697,0.9369
氣氛很讚 服務人員服務相當熱情又親切！,The atmosphere is very enthusiastic and kind!,0.598,0.0,0.402,0.8151
在林森八條通巷內，路口有間有名的麻辣鍋，Blush bar消費不高，還有包廂可以唱歌，環境讓人覺得舒服放鬆，店內人員也都很Nice喔👍 …,"In the Linden Eight Lane, there are famous spicy pots at the intersection. Blush Bar is not consumed high, and the box can sing. The environment makes people feel comfortable and relaxed. The staff in the store are also nice ...",0.197,0.0,0.803,0.8519
"很喜歡這間店的氛圍，店員無敵親切耶～
看到我們猶豫不決，立馬來問問我們
酒也好好喝
特調真的很優","I like the atmosphere of this shop very much, the clerk is invincible and kind ~
Seeing that we are hesitant, come and ask us immediately
Alcohol also tastes good
Specialties are really excellent",0.348,0.043,0.609,0.9324
店員超好聊！酒也超讚！在中山很好喝酒的地方，環境也不亂～(˶‾᷄ ⁻̫ ‾᷅˵),"The clerk is so good to talk!The wine is also superb!In the place where Zhongshan is very good, the environment is not chaotic ~ (˶‾᷄ ⁻̫ ‾᷅˵)",0.297,0.0,0.703,0.8792
"店長人正 又好相處
來這裡必點這杯店長特調 沒有在菜單上
跟店長講要一杯多多奶酒特調 店長竟就知道
超推推推推推推👍👍👍 …","The manager is getting along well again
If you come here, you must click on this cup of the store manager.
Tell the store manager to ask for a more cup of milk wine, the manager will know
Super push push push push ...",0.125,0.0,0.875,0.7184
環境很舒服 酒很好喝 店員很好聊天 還有免費爆米花🍿️,"The environment is very comfortable, the wine is very good, the shop clerk is very good to chat, there are free popcorn 🍿️",0.411,0.0,0.589,0.9228
微醺Blush很好喝！最喜歡朋友點的爺爺泡的茶！店內香香的很舒服🥺 …,Micro Blush is delicious!Favorite tea made by friends most!The incense in the store is very comfortable 的 ...,0.313,0.0,0.687,0.8062
調酒好喝 小菜好吃 店員熱情親切,"Bart -up delicious side dishes delicious shop staff enthusiastic and kind, enthusiastic and kind",0.72,0.0,0.28,0.9666
"爺爺泡的茶非常好喝👍
真心推薦 …","Grandpa made of tea is very delicious
Recommended ...",0.464,0.0,0.536,0.7245
氛圍好 店寬敞 酒好喝 消費合理,"The atmosphere is good, spacious wine, good drink, consumption reasonable consumption is reasonable",0.345,0.0,0.655,0.7003
酒很好喝，店員很正,"The wine is delicious, and the clerk is very positive",0.487,0.0,0.513,0.8221
"酒超好喝，服務超級好，客製化的調酒來這就對了🥰
喜歡吃台南阿明豬心🫠🫠🫠 …","The wine is super delicious, the service is super good, the customized bartending is right.
I like to eat Tainan Amin pig heart 南 ...",0.526,0.0,0.474,0.9686
很chill 店員也很健談 可以點歌 爆米花無限吃,"Very chill, the clerk is also very talkative.",0.0,0.0,1.0,0.0
