Original,EN,Positive,Negative,Neutral,Compound
"👉👉值得推薦👈👈
今年慶生包場選在
~干啦Bar~
有喝有吃有唱有跳
帥老闆和可愛的店員妹妹
非常親切和善
有他們的全力幫忙
這場慶生才能精彩End.😊
呼乾啦🍻","👉👉De recommendation 得
This year's celebration bag selection is selected in this year
~ Do it ~ BAR ~
There are drinking, eating, singing, singing, dancing
Handsome boss and cute clerk sister
Very kind and kind
Has their best to help
This birthday can only be wonderful END.
Hulk 啦 啦 啦 啦",0.313,0.0,0.687,0.9755
"詩寧上班認真
專心做事負責
是餐飲的模範
是服務的標竿
是青年的燈塔
是台灣的驕傲
保險業的翹楚
干啦心靈歸屬
Nice trip的軍師
Bad trip的救星","Shining is serious
Concentrate on doing things
Is a model of catering
Is the benchmark of service
It's the youth lighthouse
Is the pride of Taiwan
The leadership of the insurance industry
Gan the heart of the mind
Nice Trip's military division
Bad Trip's Savior",0.173,0.089,0.738,0.6808
"真的是放鬆心情的好地方💕現場氣氛超讚的，就算大家都不認識、也可以超開心的💕
小酌幾杯搭配三魯拼😋推薦大家可以來開心放鬆
Pc值很高💕可以喝酒、唱歌加認識新朋友💕","It's really a good place to relax 心 The atmosphere of the scene is superb. Even if everyone doesn’t know, they can be super happy.
A few cups with Sanlu Pin 😋 Recommend everyone can come and relax happily
PC value is very high 酒 can drink, sing and know new friends 💕",0.448,0.0,0.552,0.9887
"我們前天晚上是六人消費
老大姐帶路、屬新式卡拉Ok
設備新穎燈光佳
環境衛生都有在保持👌
數位歌單絕對夠多也不怕你點
（惟因受限於新法規PM10:00）
吃的以炸物為主
但有光頭老闆的加持氣氛佳
輕鬆氛圍且人隨和
有足夠親和力
是位阿沙力的BOSS
特別上來五星加分👍","We spent six people consume the day before yesterday
The eldest sister leads the way, belongs to the new karaoke
New lights are novel
Environmental sanitation is keeping 都
Digital song lists are absolutely enough or you are not afraid of you
(However, due to the new regulations PM10: 00)
The food is mainly fried
But the blessing of bald boss is good
The relaxed atmosphere is easy -going
Have enough affinity
Is Aisa's boss
In particular, five -star bonus points 五",0.23,0.0,0.77,0.9741
"氣氛好 又可以唱歌的酒吧👍🏼
非常推薦大家來
滷味拼盤超好吃
一定要點🤩🤩","Bar where the atmosphere is good and can sing 👍🏼
I recommend everyone to come
Lochi platter is super delicious
Must be ordered",0.361,0.0,0.639,0.9186
"放鬆的好地方 現場氣氛很不錯
小酌幾杯搭配三魯拼😋絕配
還有可歡唱幾首歌
推薦大家可以來開心 …","The atmosphere of a good place to relax is very good. The atmosphere is very good
A few cups with Sanlu Pin 😋 😋
There are also a few songs to sing a few songs
Recommend everyone to be happy ...",0.32,0.0,0.68,0.9544
是個氣氛很好的bar🍺店裡還有KTV可以唱歌～很舒壓又很歡樂的地方👍🏻大推推超讚！！！！！ …,"It is a good atmosphere, and KTV can sing in the shop.IntersectionIntersectionIntersectionIntersectionMowing",0.209,0.0,0.791,0.4404
店名很有趣耶，歡唱開心，滷味與熱炒都很好吃耶，三五好友聚會小酌的好地方，會再來～～～干啦,"The store name is very interesting, singing and happy, fader and hot fry are delicious, three or five friends meet a good place to have a drink, you will come again ~~~ dry",0.369,0.0,0.631,0.9468
"沒在蓋的！ 氣氛到位 還可以唱歌 聽歌
超級棒～值得收藏 值得造訪","Not stamped!The atmosphere can also sing and listen to songs
Superb ~ It is worth collecting and worth visiting",0.339,0.0,0.661,0.8016
燈光美氣氛佳，好棒放鬆的好地方，酒好喝，還有家傳滷味下酒，超對味,"The lights are beautiful, so good -relaxed, wine is delicious, as well",0.707,0.0,0.293,0.9511
"試營運就這麼猛…開幕還得了？？？
可歌可酒可看妹～～滷三拼推推","It's so fierce that the trial operation is so fierce ...IntersectionIntersection
Kode, wine, can see girls ~~ Journal Sanpin Push",0.0,0.0,1.0,0.0
老闆人很nice!! 還可以邊唱歌邊喝酒,The boss is very nice !! You can also drink while singing,0.251,0.0,0.749,0.5686
第一次到貴店，難得能認識到帥哥老闆人很大方很Nice，環境衛生，東西好吃，現場來支援是老闆的朋友跟弟弟，果然是帥哥難怪弟弟朋友也是帥哥人都很好。謝謝你們讓我們這麼愉快的回憶！我推薦的好地方！,"For the first time I arrived in your shop, it was rare to realize that the handsome guy boss was very generous and nice, environmental hygienic, and delicious things. The friend who came to support was the friend and brother of the boss. It really is no wonder that the handsome brother and friend are also handsome.Thank you for letting us have such a pleasant memory!I recommend a good place!",0.392,0.025,0.583,0.9881
"氣氛棒！老闆好帥😍
可以唱歌 、小酌，是適合聚會的好地方🤣 …","The atmosphere!The boss is so handsome
You can sing and drink, it is a good place suitable for party ...",0.371,0.0,0.629,0.8752
"老闆很帥👍
環境很棒👍
朋友聚餐各種活動氣氛超棒！ …","The boss is very handsome
The environment is great 👍
Friends' dinner atmosphere is great!Mowing",0.458,0.0,0.542,0.8997
老闆說第一次炸，超讚！一百分 推個🤩🤩🤩 …,"The boss said for the first time, super happy!Push a hundred points ...",0.259,0.0,0.741,0.636
很棒的酒吧！老闆很熱情，酒能喝得盡興，下酒菜也超強！推！,"A great bar!The boss is very enthusiastic, the wine can drink well, and the wine is super strong!push!",0.508,0.0,0.492,0.9379
現場氣氛太嗨了吧.老闆超親切.蠻適合下班放鬆的好地方,The atmosphere at the scene is too hi. The boss is super kind. It's quite suitable for a good place to relax from get off work,0.373,0.0,0.627,0.9201
因為不知道在台北要怎麼消耗晚上無聊的時間，在google maps上看到這間CP值超高的酒吧，喝酒就可以唱歌唱到飽，老闆很親切，來喝酒的客人也都很親切，以後一定會常來！！！是人數少又想唱歌的好地方❤️,"Because I do n’t know how to consume boring time at night in Taipei, I can see this bar with a high CP value on Google Maps, and you can sing and sing to drink. The boss is very kind. The guests who come to drink are also very kind. In the future It will definitely come often!IntersectionIntersectionIt is a good place for people with small people and want to sing ❤️",0.199,0.027,0.774,0.9284
