Original,EN,Needs Review,Positive,Negative,Neutral,Compound
"自古人生何其樂、偷得浮生半日閒
在生活中載浮載沉，在這裡只生歡喜不生愁

熱愛薯條的人（我本人！激推超脆細薯條

麻辣滷味拼盤也是不可或缺，太下酒了吧！

迎賓點心麻辣花生也是超配酒，這不多喝兩杯行嗎🤣

喜歡什麼樣的酒感風味都可以請調酒師推薦製作
完全客製化❤️❤️❤️❤️

調酒師們人都超好~店狗樂樂熱情又可愛😉","How happy from ancient times to life, stealing for half a day of leisure
Loving and sinking in life, only happy here

Those who love fries (I am yourself! Push ultra -crispy fine fries

The spicy loquat platter is also indispensable, so it's too wine!

Yingbin snack spicy peanuts are also super wine, do you not drink two more cups?

What kind of wine and flavor you like can be recommended by the winemaker
Full customization ❤️❤️❤️❤️

The bartenders are super good ~ shop dog Lele is enthusiastic and cute 😉",False,0.303,0.029,0.668,0.9876
"酒沒有太多記憶點，但整體來說是處理得很順口好喝也很平衡，相比之下食物的表現簡直卓越，所有的記憶只剩下鹽酥雞真的爆炸超級好吃這件事了😂

店員服務非常親切，解說很仔細，但可惜當天最靠近廁所沙發區客人聲音之巨大，覺得非常干擾。
沙發區雖然可以坐六個人，但我個人覺得四個人坐起來會比較舒適，一邊塞3個人還是略顯壅擠。

整體來說覺得還算適合三五好友聊天喝酒，店內中間有一個很大的區域，感覺是節假日會辦特殊活動很多人很吵，避開那種特殊時段找剛開店或者半夜十二點後過去應該會好很多。","There is not much memory point, but overall is to deal with well, delicious, and balanced. In contrast, the performance of food is simply excellent. All memory is only the real explosion of the salt crispy chicken. Puppet

The clerk's service was very cordial, and the explanation was very careful, but unfortunately, the guests closest to the toilet sofa area were huge and felt very disturbing.
Although six people can sit in the sofa area, I personally think that the four people will be more comfortable to sit.

Overall, I feel that it is suitable for three or five friends to chat and drink. There is a large area in the middle of the store. It feels like a special activity on holidays is very noisy. It should be much better.",False,0.243,0.064,0.692,0.9852
"空間非常舒適
座位也非常舒適
音樂有品味
調酒有水準
阿柴樂樂超可愛
老闆跟CC都很親切好聊","The space is very comfortable
The seat is also very comfortable
Music has a taste
There is a level in bartending
Achale Lele is super cute
The boss and CC are very kindly chatted",False,0.377,0.0,0.623,0.9557
"你問我酒好喝嗎？同行友人表示：Bartender這麼帥怎樣都好喝
記得來點手工水餃 （水煮的部分）包蝦仁配酒真的絕佳
酒的部分表現很不錯 特殊需求或是情境題都能勝任","Do you ask me if the wine is delicious?Coupled friends said: Bartnder is so handsome how to be delicious
Remember to have some handmade dumplings (parts of the boiled) and shrimp and wine with wine.
The part of the wine is very good, special needs or situations can be competent",False,0.304,0.02,0.675,0.9589
"環境舒適，bartender友善
適合過來放鬆一下","Comfortable environment, friendly
Suitable to relax",False,0.758,0.0,0.242,0.8555
"吧台跟老闆都好親切的酒吧
像跟朋友相處一樣自在的地方～
吧台椅竟然是沙發椅～～～太喜歡哩
而且還有超可愛狗狗～寵物友善到不行","The bar and the boss are very kind bar
Where you get along with friends ~
The bar chair turned out to be a sofa chair ~~~ I like miles too much
And there are super cute dogs ~ pet is so friendly",False,0.354,0.0,0.646,0.9653
"今天來這間新開的小bar(?應該吧
整體感覺很舒服，吧台座位超舒服，（居然有沙發？）
我在吧檯不知道該喝什麼，店員看到我的苦惱，主動向前詢問想試看看什麼風味的，經過對談之後，幫我調了一杯特調，很專業，冰塊溶水度、酒精加的恰到好處，說真的很開心，在信義區有這麼難得的體驗很特別。下次半夜想喝一杯這間是我唯一選擇👍","Come here today's newly opened little bar (? Should it, right?
The overall feels very comfortable, the seat seat is super comfortable, (there are sofas?)
I do n’t know what to drink at the bar. The clerk saw my distress and took the initiative to ask about what the flavor wanted to see. After the conversation, I helped me adjust a special tone. It was very professional. The plus is just right. It is really happy to say it. There is such a rare experience in Xinyi District.I want to drink a cup next night, this is my only choice 👍",False,0.164,0.029,0.807,0.9425
沒有酒單，除了經典調酒外，都是跟酒保溝通自己想要的口味，酒保再端出量身定做的調酒，這個服務很棒，給人「喔我好特別」的感覺。,"There is no wine list. Except for the classic bartending, they all communicate with the taste of the wine guarantee. The bartender is tailored and tailor -made. This service is great, giving people the feeling of ""oh me so special"".",False,0.272,0.044,0.684,0.8831
"揪團留一顆星的阿姨們可以滾回咖啡廳嗎
大半夜的要安靜聊天請去布納咖啡館或是麥當勞
這裡是bar ok?
還有真的很想說
去了29間餐廳都給一星只給通化鹹酥雞五顆星的A小姐
不要在浪費錢去餐廳消費了
最適合妳的地方就是通化鹹酥雞
我記得門口也有座位還開到凌晨4點
超適合妳們的啦👍👍","Can the aunts who have a star who leave a star can get back to the cafe?
Chat quietly in the middle of the night, please go to the Buna cafe or McDonald's
This is Bar OK?
I really want to say
After going to 29 restaurants, Miss A, who only gives a star only gives Tonghua salty crispy chicken five stars
Don't spend money to spend money on the restaurant
The best place for you is to Tonghua salty crispy chicken
I remember that there were seats at the door and still opened until 4 am
Super suitable for you 妳 妳 妳",False,0.109,0.025,0.866,0.8898
"從高雄上來，難得的小chill一下，非常值得推薦的一間有溫度的小酒吧，我個人很愛
BTW餐點非常好吃，有按照我的需求去滿足我
今天喝了一杯波本，一杯威士忌，一盤鹹酥雞
950元新台幣，算很划算的一間酒吧","From Kaohsiung, a rare little chill, a small bar with a temperature that is worth recommending, I personally love it
The BTW meal is very delicious, and I can satisfy me according to my needs
Today I drank a cup of Po Ben, a cup of whiskey, a plate of salty crispy chicken
950 yuan NT $, a very cost -effective bar",False,0.217,0.047,0.736,0.9165
