Original,EN,Needs Review,Positive,Negative,Neutral,Compound
"藏在理髮店裡頭的小酒吧

只要推開書架上的其中一本書，通往酒吧的大門便會立即開啟！

複合式酒吧，餐點比酒讚🤣

周五夜訪：一個人低消600元","Bar hidden in the barber shop

As long as one of the books on the bookshelf, the door to the bar will be opened immediately!

Composite bar, meals than wine, praise 🤣

Visit on Friday: 600 yuan low in one person",False,0.139,0.041,0.82,0.7177
"非常酷的酒吧，一開始完全找不到像酒吧的地方，一問才知道，入口是美髮廳的書牆拉開，裡面是一間室內空間頗大又很 chill 的酒吧，彷彿像哈利波特進到異空間的感覺
點惹一些炸物和烤類填一填肚子，調酒都各有創意，自己點比較經典款的 majito，薄荷和調味料有點爆量，蠻好喝，朋友喝奶酒感覺很是不錯
座位區有分吧台和方桌，非常適合三五好友一起平日下班後來喝酒聊天，亦或是自己前來慢慢品嘗這 chill 的氣氛","A very cool bar, I couldn't find a place like a bar at first. I asked when I asked, the entrance was the wall of the hairdressing hall, which was a bar with a large indoor space and a very chill. The feeling of entering the different spaces
Point some fried objects and grilled categories to fill the belly, and the bartending has its own creativity. You can order MAJITO, which is more classic models. Mint and seasoning are a bit explosive.
The seat area has a branch table and a square table, which is very suitable for three or five friends to drink and chat after work together after get off work, or come to taste the atmosphere of this Chill slowly.",False,0.096,0.0,0.904,0.8899
"在理髮廳裡面，推門進去發現別有洞天
氣氛很chill，燈光偏昏暗
低消是1人400+1成的樣子
平日晚上來人沒有很多，整體感覺很舒服！
適合下班來跟朋友聊天

我點的是
🥃派對動物的不死老頑童
非常不錯，推薦！","In the barber hall, push the door and go in and find that there are no holes
The atmosphere is very chill, and the light is too dim
Low elimination is 400+1 % of 1 person.
There are not many people who come to the evening, and the overall feels very comfortable!
Suitable to chat with friends from get off work

I ordered
不 The immortal old naughty boy of the party
Very good, recommend!",False,0.201,0.048,0.751,0.928
"外面看是理髮廳，直接推門進去就對了，然後直走再推開「一扇書牆」，藏在裡面的酒吧。

包廂就是有和外面的桌子隔開，並不是有玻璃門的包廂，低消要6000+10%服務費，多人去會比較划算。

上菜速度很快，服務還不錯，會很勤勞的補開水。

👍🏻推薦：烘蛋、薯條、調酒（一期一會$4000）

今天七個人用餐，平均下來一個人$952，算是蠻貴的。","Looking outside is the barber hall, just push the door directly, and then go straight and push away the ""Book Wall"", the bar hidden inside.

The box is separated from the outside table. It is not a box with a glass door. It costs 6000+10%of the service fee. It is more cost -effective to go to many people.

The food is fast, the service is not bad, and it will work hard.

Recommended: baked eggs, fries, bartending (one period of one period of $ 4000)

Seven people dine today, and on average, one person is $ 952, which is quite expensive.",False,0.093,0.013,0.894,0.819
"氣氛很好調酒也相當出色，自創特調超棒。
隱藏在書櫃後面的酒吧很有趣。","The atmosphere is very good and the bartender is also quite good.
The bar hidden behind the bookcase is interesting.",False,0.348,0.0,0.652,0.8437
環境很不錯，入口是髮廊內的書櫃呦～壞女人跟一期一會都清爽好喝，料理方面就比較貴一些因為份量不多，不過品質是都很不錯，干貝麵很奶、干貝新鮮，炒菇很不錯，起司條這種炸物炸得很好～整體是很不錯的餐酒館！,"The environment is very good. The entrance is the bookcase in the hair salon. The bad women are refreshing and delicious for a while. The cooking is more expensive because the portion is not much, but the quality is very good. Yes, the explosives of the cheese are well exploded ~ The overall is a very good dining tavern!",False,0.269,0.03,0.701,0.9564
"[ 地點／環境 ]
位於東區的巷弄中，非常好找尋，門口風格也超好拍的唷
藏身在英倫理髮廳後的酒吧，推開理髮廳的書櫃才是酒吧入口
入內燈光偏暗，當天還有遇到其他客人開手電筒看菜單（笑）

[ 餐 ]
．海膽干貝麵 NT.400
這是我最喜歡的餐點，濃郁的醬汁內有酒的味道
海膽跟干貝都很新鮮，干貝也是生食等級的
精緻小巧的份量很適合小鳥胃的人

．蕃茄海鮮燉飯 NT.380
米是偏硬的口感，整體蝦味非常的濃郁
友人沒有很喜歡，我還可以接受。（海鮮搭配可見照片）

．墨子炒滷味 NT.320
個人覺得之前網友們都說很好吃一定要點就點了
整體調味偏鹹，就是很適合下飯、下酒，是好吃的
內容物有：海帶、豬腸子、雞胗（這我不確定）、百頁豆腐

．香酥起司條 NT.180
就是美式餐廳裡面都會有的起司條沒什麼特別的（笑）
趁熱吃最好吃就對了！
-
[ 酒 ]
調酒有寫出明顯風味、口感、特色等等圖示的規劃很讚！

．platonic love 柏拉圖式戀愛 NT.400
蜂蜜是使用一塊蜂巢，店員建議我先咬一口再飲一口酒含著
整體是帶有花香、蜂蜜的味道、薰衣草與一點點荔枝的味道，是偏甜味的，小女森應該都會喜歡。

．first session 一期一會 NT.400
獨特的日式口感、層次感鮮明，酒感偏重，garnish是李子蜜餞，搭配著吃可以讓酒更易入喉。

．sunset日落 NT.400
經典調酒不用多說，熱帶水果酸甜搭配輕盈氣泡，讓整體更清爽～（友人不勝酒力，這杯有特別請調酒師酒感調輕）
-
[ 心得 ]
是疫情期間看到的口袋名單之一
裝潢傢俱選物都很喜歡（可見下圖）
店員介紹很詳細～收盤也蠻快速的
現場接受現金、刷卡（限實體卡片）、街口。
本次人均消費約800-1000上下","[Location / Environment]
Located in the alley in the East District, it is very easy to find, and the door style is also super easy to shoot.
Hidden in the bar after the British Ethics Development Hall, pushing the bookcase of the barber hall is the bar entrance of the bar
The lights are darker, and I also encountered other guests to turn on a flashlight to see the menu (laughs)

[ meal ]
..Haishi scallop noodles nt.400
This is my favorite meal, the taste of wine in the rich sauce
The sea urchin and scallops are very fresh, and shellfish is also raw food level
The exquisite and small portion is very suitable for people with bird stomach

..Tomato seafood stewed rice NT.380
Rice is a hard taste, and the overall shrimp flavor is very rich
Friends don't like it very much, I can accept it.(Visible photos with seafood)

..Mozi fried loquenti NT.320
I personally think that the netizens said before that it was delicious and you must order it.
The overall seasoning is salty, it is very suitable for rice and wine, it is delicious
The contents are: kelp, pork intestines, chicken gangs (I am not sure), 100 pages of tofu

..Crispy cheese NT.180
That is, there will be no special cheese bar in American restaurants (laughs)
It's best to eat while it is hot!
-
[ liquor ]
The planning of bartending has obvious flavors, taste, characteristics, and so on.

..Platonic Love Plato -style love NT.400
Honey uses a bee nest. The clerk suggested that I take a bite first and then drink a bite and contain
The overall taste of floral fragrance, honey, lavender and a little litchi taste is sweet, and little girls should like it.

..First session, the first period of NT.400
The unique Japanese -style taste and layered sense are clear, and the wine feels focused. Garnish is a plum honey, and eating can make wine easier to enter the throat.

..sunset sunset NT.400
Needless to say, the classic bartending is sour and sweet with light bubbles, making the overall refreshing (friends are unswerving, this cup has a special bartender, the wine is mild)
-
[Experience]
It is one of the pocket lists seen during the epidemic
I like the decoration furniture selection (see the figure below)
The clerk's introduction is very detailed ~ The close is also quite fast
Accept cash, credit card (limited body card), street entrance.
This time, the per capita consumption is about 800-1000 up and down",False,0.178,0.025,0.797,0.9973
"墨子

外觀是一間復古的理髮廳

一進去也是🤣

晚上走進理髮廳的櫥櫃

這個神秘的入口

竟然是間餐酒館

來這邊喝酒小酌

真的蠻有氛圍的👍

#旅行 #旅遊 #景點 #taiwan #travel #yoko揪旅行 #yoko日常 #美食 #グルメ #b級グルメ #台北市 #美味 #台北美食 #大安區美食 #餐酒館 #墨子 #墨子mozi","Ink

The appearance is a retro barrier hall

It's also 是 as soon as you go in

Enter the cabinet of the barber hall at night

This mysterious entrance

It turned out to be a dining tavern

Come here to drink and drink

There are really atmosphere

# ##Taiwan #Travel #Yoko 揪 揪 #YOKO Daily #グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ グ ル メ # # # # # #子 #墨 Mozi Mozi",False,0.0,0.015,0.985,-0.128
餐點量少價偏高，吃起來還可以，但燉飯口感偏硬。創意調酒都還不錯，但經典調酒有點偏弱。店裡氣氛不錯，店員也都很熱情！,"The amount of meals is small and the price is high, and it is okay to eat, but the taste of stewed rice is hard.Creative bartending is not bad, but the classic bartending is a bit weak.The atmosphere in the store is good, and the clerk is also very enthusiastic!",False,0.235,0.0,0.765,0.9338
整體氣氛非常棒，是去過的酒吧裡，燈光設計算是非常棒的，當天點了三杯，表現都不錯，食物部分都點炸物，當天蝦子炸的有點過頭較沒水分，稍微可惜，如果食物份量都多些許一點，會更棒，但整體來說，是個下班聊天喝一杯的好去處！,"The overall atmosphere is great. In the bars I have been to, the lighting design is great. I ordered three cups that day, and the performance was good. The food part was fried. The amount of food is a little bit more, it will be better, but overall, it is a good place to chat from work!",False,0.202,0.0,0.798,0.903
