Original,EN,Needs Review,Positive,Negative,Neutral,Compound
"看更多ig美食介紹iris_eating_0605
-

◻️#調酒 $380
來The scent就是先去吧台選自己喜歡的基底酒
（總共14種真的會選擇障礙）
選完基底酒可以再跟調酒師說自己喜歡的味道
我選了伯爵茶當基底、要甜甜的味道
朋友選了香蜜綠茶、偏酸的味道
沒想到三兩下就變出來了！而且好好喝喔～
調酒師有魔法吧！而且這家的酒是真的有在濃喔👍

◻️#麻辣牛筋波隆那肉醬細扁麵 $420
一吃到這道立刻跟朋友異口同聲「也太好吃了吧」
麵條軟硬度適中，扒附著麻香帶勁的醬汁越吃越上癮
尤其是這個牛筋太讚了吧，簡直入口即化超軟綿
真的會想要一人霸佔不分享耶！

點主餐都有附贈麵包，還可以免費再續一次喔！

◻️#蝦膏鮮蝦燉飯 $450
這個真的濃郁到不行啊！
剛入口真的被燉飯這渾厚的蝦膏味震驚
裡頭還有好幾顆小干貝，整體海味十足超鮮美
頂端烤過的蝦子全部都撥好殼了超貼心
好好吃啊（打到這裡又流口水了

◻️#綠竹筍沙拉 $360
新鮮的關廟綠竹筍和蘆筍相當脆口
撒上日式美乃滋和桔醬，酸甜又開胃

◻️#松露薯條 $240
金黃酥脆的薯條裹上滿滿的松露
香氣撲鼻鹹度適中，小酌配薯條就是標配啊","See more IG food introduction Iris_eating_0605
-

$️#◻ ◻ $ 380
Come to the site just go to the bar to choose the base wine you like
(A total of 14 species really choose obstacles)
After selecting the base wine, you can tell the bartender that you like
I chose the county tea as the base, and it wants a sweet taste
My friend chose the taste of fragrant honey green tea and sour
Unexpectedly, it changed three or two!And it tastes good ~
There are magic bartender!And this wine is really thick 👍

筋️#◻ ◻ ◻ ◻ ◻ ◻ ◻ ◻ ◻ ◻ $ 420
When I ate this, I immediately said with my friends in the same way, ""It's too delicious,""
The noodles are moderate hard and hard, and the more the sauces that are attached to the hemps are more addicted, the more addicted
Especially this beef tendon is too much, it is super soft when the entrance
I really want to occupy one person without sharing!

There are breads with the main meal, and you can continue again for free!

️#Shrimp Cream Shrimp Stewed Rice $ 450
This is really rich!
I was really shocked by the thick shrimp paste of stewed rice just in the entrance
There are still a few scallops in it, the overall seafood is full and beautiful
All the shrimp roasted on the top all dial the shell and super intimate
It's delicious (I drool again here again

️#◻ ◻ ◻ ◻ $ 360
Fresh Guanmiao green bamboo shoots and asparagus are quite crispy
Sprinkle with Japanese -style Meiji and orange sauce, sweet and sour and appetizing

薯️ #Wood French fries $ 240
The golden and crispy fries are covered with truffle full of truffles
The aroma is moderate and the saltiness is moderate, and the fries are standard with a drink.",False,0.137,0.027,0.836,0.9922
"老闆人很好 有個鮮魚湯超好喝 北漂青年半夜喝到差點流淚 但沒拍到只好放其他餐點照片
推薦👍 …","The boss is very good. There is a fresh fish soup.
Recommended 👍 ...",False,0.378,0.0,0.622,0.7425
"提供14種基底客製化的調酒，可以根據喜歡的酒感、酸甜、果香特製出專屬口味
餐點部分除了西班牙燉飯、義大利麵、牛小排…等豐富的西式餐點之外，麻辣牛筋這種中式元素也吃得到
-
🐂麻辣牛筋波隆那肉醬細扁麵（420元）
🦀️蟹黃蟹肉燉飯（580元）
🍸客製化調酒（380元）
-
牛筋肉醬麵是5小時慢燉13種中藥牛筋，自製麻辣醬與經典肉醬的結合，辣度是香麻卻會讓人想再吃下一口的中辣🌶️
麵體熟度適中、可以讓濃郁的肉醬好好巴著
大塊的牛筋柔軟中帶著微微的Q勁
推薦嗜辣的朋友選擇這款！
至於朋友的蟹黃蟹肉燉飯則是使用蟹黃、蟹身肉和蟹管肉創造三種螃蟹體驗的層次
再以白味噌、特製蟹肉油醬調味，混入蘆筍、干貝等豐富的配料，幾乎要蓋滿整份燉飯😆吃來夠味
客製化的調酒我們選了菊花基底的萊姆酒，加入點檸檬🍋帶來我愛的酸，另一杯還直接客製成我愛的藍色，酒感也貼心地幫我調得很輕🥰
整體而言，The Scent的鹹食好吃夠味、料都給得非常大方，無論是餐點調酒都能獲得滿足
那天看不少人往地下室去，才知道他們有可以唱KTV的專屬包廂
更多介紹請看instagram：@i.am.olafood","Provide 14 kinds of base customized bartend
In addition to the rich western -style meals such as Spanish stew, pasta, pasta, cows, etc.
-
那 Spicy beef tendon Bolonga meat sauce fine flat noodles (420 yuan)
️ Crab yellow crab meat stewed rice (580 yuan)
3 Customized alcohol (380 yuan)
-
The noodle noodle noodles of beef tendon are 5 hours slowly stewed 13 kinds of Chinese medicine beef tendons. The combination of homemade spicy sauce and classic meat sauce. The spicyness is fragrant but it will make people want to take a bite.
Modern facaine maturity, which can make rich meat sauce good at stuttering
The large piece of beef tendon is soft and slightly Q's strength
Recommended friends who are spicy to choose this!
As for the friend's crab yellow crab meat stewed rice, it uses the level of crab yellow, crab body meat and crab tube meat to create three crabs experience
Then season with white miso, special crab meat sauce, mixing rich ingredients such as asparagus and scallops, and almost covered with a whole stewed rice.
Customized bartending we chose the chrysanthemum base Lime wine, add some lemon pupa to bring my love of my love, and the other cup also directly made the blue color I love, and the wine feels intimately. Lightly
On the whole, The SCENT's salty food is delicious and delicious, and the ingredients are very generous.
I saw a lot of people going to the basement that day, so I knew that they had an exclusive box that could sing KTV.
For more introductions, please see Instagram:@I.am.olafood",False,0.226,0.009,0.765,0.9972
"樂利路的酒吧很多
但是能邊喝酒邊唱歌絕對只有這裡
公司聚會我在ig無意間發現這間店竟然可以歡唱
平日包廂低消8000元，可以容納15人
店家還說可以歡唱4小時
重點是歌單很新、新到一堆不會唱
然後店內食物選擇也很多
義大利麵、燉飯、披薩、中式西式都有
強烈建議烏魚子炒飯👍🏻
必點！
必點！
必點！
很重要所以說三遍
所有人吃過都大推

酒類部分店內有14隻酒基底可以選
搭配上跟濃度可以客製化
非常推薦菊花跟洛神花
店家搭配萊姆酒跟檸檬
女生男生都說好喝！

整體來說是間值得再來的店","There are many bars in Leli Road
But singing while drinking is definitely only here
The company's party I accidentally found that this shop can sing this store.
The box is 8,000 yuan low on weekdays, which can accommodate 15 people
The store also said that he can sing for 4 hours
The point is that the song list is very new, and the new to a pile will not sing
Then there are a lot of food selection in the store
Italian noodles, stewed rice, pizza, Chinese -style Western style
It is strongly recommended that mullet fry rice fried rice 👍🏻
Must order!
Must order!
Must order!
Very important so say three times
Everyone has pushed a lot

There are 14 alcohol bases in the wine store to choose from
With concentrations and concentrations can be customized
Very recommended chrysanthemum and Luo Shenhua
The store is matched with Lim and Lemon
Girls and boys say it is delicious!

Overall is a store worth coming again",False,0.135,0.03,0.835,0.964
"看評論說會等很久，真的是很久😂
還是而且是店裡完全沒人的狀態下
感謝店員感受到我們餓到頭昏目眩送麵包先充飢
有熱紅酒，很濃郁
湯用料很多、蠻好喝的
店裡不支援刷卡，只能現金","Seeing the comment said it will wait a long time, it is really a long time 😂
Still and it is a state where there is no one in the store
Thanks to the clerk to feel that we are hungry to dizziness and sending the bread first to fill the hunger
There are hot red wine, very strong
There are a lot of soup ingredients, and it is pretty delicious
The store does not support swiping cards, but only cash can be cash",False,0.115,0.064,0.821,0.7111
"更多美食情報部IG🔍：Straysheep_memo
食物很好吃的餐酒館～
這次點了炒飯和披薩跟濃湯都很讚
每道菜用料超實在 每口都有料 毫不馬虎
每天還有限定酒款happy hour
還有每天一道主餐折扣
蠻用心的～","More food intelligence department ig 情: straysheep_memo
Food is delicious and tavern ~
This time I ordered fried rice and pizza and the thick soup.
It's not sloppy for each dish.
Every day, there are limited wine happy hour
There is also a main meal discount every day
It's pretty heart ~",False,0.275,0.029,0.696,0.9537
特調調酒很推，非常有層次，看你喜歡什麼基底都能調的好好喝！義大利麵跟燉飯料多到誇張扯！濃郁好吃,"Special bartending is very layered, it is very layered, depending on what base you like, you can adjust it well!It is too much exaggerated with pasta and stewed rice!Rich and delicious",False,0.25,0.037,0.713,0.8436
"簡單的小餐酒館
餐點不多，但都具備相當水準，松露燉飯香氣濃郁，鮮蝦義大利麵的海鮮給得非常有誠意（很多隻剝好的蝦+小干貝），非常值得一試！
酒類選擇算多，基本紅白、啤酒等都有，想試調酒的話，只要跟他們說想要的口感即可客製，挺推薦他們茶酒類的調酒，味道很足！

不過這次去是付現，店家說是刷卡機故障，所以如果近期要去消費，想要刷卡的話，建議先和店家確認。","Simple small dining tavern
There are not many meals, but they are quite standard. The aroma of truffle stew is strong, and the seafood with fresh shrimp noodles is very sincere (many peeled shrimp+scallops), which is worth trying!
There are many wine selection, basically red and white, beer, etc. If you want to test alcohol, as long as you tell them the taste you want, you can customize it. It is recommended to bartender the tea wine. The taste is enough!

However, this time it is now. The store said that it is a credit card machine, so if you want to consume in the near future, if you want to swipe the card, it is recommended to confirm with the store first.",False,0.202,0.0,0.798,0.9759
在Uber eats上查到，看了評論之後決定內用，覺得內用真的很棒！服務人員很親切，餐點也很好吃，特調的酒可以討論喜歡的基酒和風味，很特別，好喝！座位舒適、餐廳也不吵雜，環境很舒服。下次想要晚餐時段就來！,"I found it on Uber Eats. After reading the comments, I decided to use it internally. I feel that the inside is really great!The service staff is very kind and the meals are delicious. Special wine can discuss the favorite base wine and flavor. It is very special and delicious!The seats are comfortable, the restaurant is not noisy, and the environment is very comfortable.I will come next time for dinner!",False,0.257,0.0,0.743,0.9673
"難得來台北
吃了一頓好滿足的餐點❤️
東西都好好吃！！
特別喜歡雞湯 湯頭好讚～～
牛舌也超好吃🤤🤤","Rare to come to Taipei
After eating a meal that is satisfied, ❤️
Everything is delicious!Intersection
I especially like the chicken soup soup. I like it ~~
The beef tongue is also super delicious 好",False,0.34,0.0,0.66,0.9431
