店名,評分,評論數,地址,鏈接
桂公子酒館,4.4,704,"B1, No. 37號民生東路一段中山區台北市10451",https://www.google.com/maps/place/%E6%A1%82%E5%85%AC%E5%AD%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442a9fa8ce9b5bf:0xa84d50bf52f9c20d!8m2!3d25.0581954!4d121.5260152!16s%2Fg%2F11gnp3y73p!19sChIJv7XpjPqpQjQRDcL5Ur9QTag?authuser=0&hl=zh-TW&rclk=1
台北中山意舍酒店,4.3,"1,195",10412台北市中山區中山北路二段57-1號,https://www.google.com/maps/place/%E5%8F%B0%E5%8C%97%E4%B8%AD%E5%B1%B1%E6%84%8F%E8%88%8D%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x3442a9684bbb7d93:0xc0500e217b24b05a!5m2!4m1!1i2!8m2!3d25.0557209!4d121.5230678!16s%2Fg%2F11b604fcb3!19sChIJk327S2ipQjQRWrAkeyEOUMA?authuser=0&hl=zh-TW&rclk=1
Soshow Bar & Restaurant,4.5,"1,354","2f, No. 47號中山北路一段中山區台北市104",https://www.google.com/maps/place/Soshow+Bar+%26+Restaurant/data=!4m7!3m6!1s0x3442a96d3e1bd9a5:0xb2f272d207f183f0!8m2!3d25.0491987!4d121.5215731!16s%2Fg%2F11bxdtx_fm!19sChIJpdkbPm2pQjQR8IPxB9Jy8rI?authuser=0&hl=zh-TW&rclk=1
MUD Bar,4.4,787,10491台北市中山區中山北路二段57-1號,https://www.google.com/maps/place/MUD+Bar/data=!4m7!3m6!1s0x3442a968157bf3a9:0xb0e76091633e3915!8m2!3d25.0557045!4d121.5230059!16s%2Fg%2F11c1q9xksx!19sChIJqfN7FWipQjQRFTk-Y5Fg57A?authuser=0&hl=zh-TW&rclk=1
bochibochi bar,4.3,113,10491台北市中山區中山北路一段83巷5-2號,https://www.google.com/maps/place/bochibochi+bar/data=!4m7!3m6!1s0x3442a96f1e867069:0xb53106912b2411ee!8m2!3d25.0504867!4d121.5227857!16s%2Fg%2F1tj98pyb!19sChIJaXCGHm-pQjQR7hEkK5EGMbU?authuser=0&hl=zh-TW&rclk=1
Mingle Bar&Bistro,4.8,488,104台北市中山區林森北路138巷26號1樓,https://www.google.com/maps/place/Mingle+Bar%26Bistro/data=!4m7!3m6!1s0x3442a927b6b04623:0xf0f1115dc659b44b!8m2!3d25.0515951!4d121.5244462!16s%2Fg%2F11mvvbbv_3!19sChIJI0awtiepQjQRS7RZxl0R8fA?authuser=0&hl=zh-TW&rclk=1
ONE 9 bar,4.1,197,104台北市中山區林森北路119巷45號2樓,https://www.google.com/maps/place/ONE+9+bar/data=!4m7!3m6!1s0x3442a965ef506c13:0x2de8d7fd328d8ab6!8m2!3d25.0504671!4d121.5266114!16s%2Fg%2F11c44mvd7n!19sChIJE2xQ72WpQjQRtoqNMv3X6C0?authuser=0&hl=zh-TW&rclk=1
Bar Seed Taipei《調酒酒吧》中山區英式bar｜熱門｜深夜酒吧｜酒吧推薦｜氣氛酒吧｜捷運酒吧｜客製化調酒,4.9,320,104台北市中山區中山北路一段105巷13之4號,https://www.google.com/maps/place/Bar+Seed+Taipei%E3%80%8A%E8%AA%BF%E9%85%92%E9%85%92%E5%90%A7%E3%80%8B%E4%B8%AD%E5%B1%B1%E5%8D%80%E8%8B%B1%E5%BC%8Fbar%EF%BD%9C%E7%86%B1%E9%96%80%EF%BD%9C%E6%B7%B1%E5%A4%9C%E9%85%92%E5%90%A7%EF%BD%9C%E9%85%92%E5%90%A7%E6%8E%A8%E8%96%A6%EF%BD%9C%E6%B0%A3%E6%B0%9B%E9%85%92%E5%90%A7%EF%BD%9C%E6%8D%B7%E9%81%8B%E9%85%92%E5%90%A7%EF%BD%9C%E5%AE%A2%E8%A3%BD%E5%8C%96%E8%AA%BF%E9%85%92/data=!4m7!3m6!1s0x3442a948013abcf5:0xdc9b9e44eb1b212d!8m2!3d25.0507354!4d121.5234999!16s%2Fg%2F11rl1j56d3!19sChIJ9bw6AUipQjQRLSEb60Sem9w?authuser=0&hl=zh-TW&rclk=1
No.19 Bar,4.7,161,10491台北市中山區林森北路133巷19號 號,https://www.google.com/maps/place/No.19+Bar/data=!4m7!3m6!1s0x3442a965fc79a5e5:0xacbdeb61e00049b5!8m2!3d25.0509717!4d121.5260818!16s%2Fg%2F11c67ryq33!19sChIJ5aV5_GWpQjQRtUkA4GHrvaw?authuser=0&hl=zh-TW&rclk=1
iSLA #612 | 中山區酒吧・餐酒館 | 原 Tropicana Bar,4.8,263,104台北市中山區林森北路612號1F,https://www.google.com/maps/place/iSLA+%23612+%7C+%E4%B8%AD%E5%B1%B1%E5%8D%80%E9%85%92%E5%90%A7%E3%83%BB%E9%A4%90%E9%85%92%E9%A4%A8+%7C+%E5%8E%9F+Tropicana+Bar/data=!4m7!3m6!1s0x3442a9a4ba8fea1f:0xdffe8c75823c34df!8m2!3d25.066504!4d121.5255772!16s%2Fg%2F11n690mchv!19sChIJH-qPuqSpQjQR3zQ8gnWM_t8?authuser=0&hl=zh-TW&rclk=1
