Original,EN
"環境優雅的全新的現場樂團與歌手獻唱的live music bar，後場可以客串自娛。
服務親切，烈酒、生啤、調酒，下酒菜都有，餓了還有好吃的手工水餃與滷味拼盤。
低消$700","Live Music Bar sang by the elegant and elegant live orchestra and singers, you can visit yourself in the backcourt.
Careful service, spirits, raw beer, bartending, jams are all available, hungry and delicious handmade dumplings and loquat platter.
Low to eliminate $ 700"
晚上有琴師演奏伴唱，是喝酒談心唱歌的好地方。,"In the evening, a pianist performed with a player, which is a good place to drink and talk about singing."
現代版那卡西，現在很少有了，值得一來,"The modern version of Nakasi is rarely available now, it is worthwhile"
30多年的老店，老友相聚的地方，每回都有意想不到的相遇，快樂的氣氛，總是留恋忘返。,"For more than 30 years of old shops, the place where old friends gather together, every time I have an unexpected encounter, a happy atmosphere, always nostalgia for forgetting to return."
當初誤打誤撞進來的一間店，空間環境很舒服，讓人很放鬆，老闆跟店員都好，隨便的調酒也很好喝🤣總之是很棒的一間店 …,"A shop that was hit by accidentally hit the space, the space environment was very comfortable, which made people very relaxed. The boss and the clerk were good."
酒開太貴.應該買2送1方式單價開太高XY.開7仟.神,The wine is too expensive. You should buy 2 get and 1 way. The unit price is too high. XY. 7 thousand. God
在林森北路六條通中算是裝潢素雅整潔的純piano bar。,"Among the six -way Tonglin of Linsen North Road, it is a pure Piano Bar."
小而美，老板老琴師，高水準！服務親切，賓至如歸。Good!,"Small and beautiful, the boss and the piano teacher, high level!The service is kind, and the guest is home.Good!"
這邊的餐點好吃，價格親民，有駐唱歌手，值得去,"The meals here are delicious, the price is close to the people, there are resident singers, it is worth going"
現場有琴師彈奏 很棒的體驗,There is a great experience at the scene
喜歡唱歌及小酌的好去處，very relaxing place to stay.,"Like to sing and drink, Very Relaxing Place to STAY."
可以心情放鬆，享受音樂的好地方,You can relax and enjoy music in a good place
燈光美、氣氛佳+鋼琴好音樂,"Beautiful light, good atmosphere+good piano music"
老闆娘人很好很親切,The boss is very good and kind
讚！讚！讚！,praise!praise!praise!
熱鬧,lively
舒適,Comfortable
我們不知道服務費，因為這是第一次，但他們揮手示意。他們非常熱情好客，給了我一個免費的打火機作為紀念。非常感謝您的體驗！強烈推薦這個地方去舞台卡拉 OK 🎤,"We don't know the service fee because this is the first time, but they waved their hands.They were very enthusiastic, and gave me a free lighter as a memorial.Thank you very much for your experience!Strongly recommend this place to the stage karaoke 🎤 🎤 🎤 🎤 🎤"
我在這裡度過了一段美妙的經歷，調酒師和業主都非常熱情！,"I have a wonderful experience here, and the bartender and the owner are very enthusiastic!"
乾靜，服務佳，音響好，價餞便宜。,"Dry, good service, good audio, cheap price."
非常好,very good
我聽得懂日語。友好的。,I can understand Japanese.Friendly.
精彩,Wonderful
