Original,EN
三五好友喝個小酒、聊天、唱歌的好地方。,"Three or five friends drink a good place for small wine, chat, and sing."
"很適合放鬆！有好聽的爵士樂，
舒服的環境，好喝的酒，
很帥又親切的店員！","Very suitable for relaxation!There are nice jazz,
A comfortable environment, delicious wine,
Very handsome and kind clerk!"
老闆很好聊~氣氛好，很放鬆～第二次來了,"The boss is very good to talk ~ The atmosphere is good, very relaxed ~ I am here for the second time"
舒服的喝酒環境 調酒好喝 bartender好聊天,"A comfortable drinking environment, bartender, delicious Bartender chat"
清鬆喝酒唱歌的好地方,A good place for Qing Song to drink and sing
酒保很健談～氣氛不錯～,Jiu Bao is very talkative ~ The atmosphere is good ~
一個很適合和朋友聚會聊聊放鬆的好地方，列入口袋名單💕 …,"A good place that is very suitable for friends to meet with friends, listed in the pocket list 💕 ..."
去好幾次了，老闆很讚,"It's been a few times, the boss is very good"
我通常不發表評論，但這個地方太好了，不能不評論。非常舒適的氛圍和非常友善的調酒師。唱卡拉 OK 來充實一下夜晚，並點一杯「歡迎來到台北」飲料。它會送你去月球！ 🌝,"I usually do not comment, but this place is so good that I ca n’t do it.Very comfortable atmosphere and very friendly bartender.Sing the card OK to enrich the night, and order a drink ""Welcome to Taipei"" drink.It will send you to the moon!Bleak"
飲料與氛圍馬馬虎虎，先告知最低消費500。,"Drinks and atmosphere are sloppy, first inform the minimum consumption of 500."
好炫砲的地方,What a place where it is dazzling
大拇指的啦,Thumb
