Original,EN
單價稍高的工業風酒吧，每杯售價約400-450，點了3杯，喝起來都非常hardcore!酒感沒在低的！香料味也比我預期的濃郁許多，看到有人說炸魚很好吃點了一盤，吃起來卻非常乾又普通，廁所算乾淨，洗手台很酷，算是比較個性鮮明的酒吧，詢問幾次都點不到什麼酸甜口感又酒感重的酒，喜歡妹酒的人可能會不太愛這家，但威士忌類的調酒做得蠻厚重的，喜歡威士忌調酒的可以來👌,"The industrial wind bar with a higher unit price, the price of each cup is about 400-450, ordered 3 cups, and it is very hardcore! The wine is not low!The flavor is much stronger than I expected. I saw that some people said that the fried fish was delicious, but it was very dry and ordinary. The toilet was clean, and the handwashing table was cool. I ca n’t order any sour and sweet wine. People who like girls may not love this one, but whiskey ’s bartending is quite thick."
"睽違三年再訪直接升級成音響店？！

疫情期間第一次來訪這間藏在中山意舍 AMBA 樓下的酒吧，想不到後來轉成防疫旅館後便停業了許久，直到去年才開始重新營業。入口得從飯店一旁巷子，推開一扇如同倉庫般的破舊鐵門後走下 B1，瞬間海闊天空。

原先寬敞幽靜的氛圍依舊，除吧台外幾乎都是很愜意的沙發矮座，彼此間的距離夠遠也不會讓人有壓力；但牆邊竟堆起整套專業音響加上陳列的各式黑膠，似乎定期還會有 DJ 駐場放音樂，整間店感覺又更有質感了。

【Espresso Romano Martini】
以酸甜的 classic twist 開場，彷彿是酒精版西西里咖啡。改以檸檬琴酒為基底，酒感不是特別明顯，到尾端才微微浮現、非常清爽；輕抿一口冰塊上的 mascarpone cheese 再喝酒，能把風味帶得更加突出。

【Bastard Grey】
鮮明但不會過度搶戲的伯爵茶香，即便請調酒師微調過甜度，但加入了波特酒仍維持了飽滿的酒體。上層的 foam 因為是加入蛋白一起搖盪，讓整杯 creamy  口感三級跳，喜歡茶酒的千萬不能錯過。

【Meta】
苦、甜、辣。三個聽起來與調酒有些衝突的風味，卻完美的呈現在這杯裡。紅椒風味的草本酒是靈魂所在，加上澄清過的紅心芭樂多了點水果清甜，無論當開胃第一杯或重口的第三杯都再適合也不過。

另外一杯【Pacific Rim】的甜口、果香、紫蘇都女生會較喜歡的元素，但記憶點較低，只有一入口的辛香料刺激感會讓人「嗯？」一聲，稍微可惜。相比很多東區酒吧的喧囂，我其實滿喜歡中山區一些酒吧的氣氛，無論是偏日式或像 MUD 一樣，都屬於比較靜謐、適合放鬆的環境，人多人少來都很舒服。","Three years of violation of the visit to the audio shop directly into a audio shop?Intersection

During the epidemic, the first visit to the bar hidden in AMBA hidden in AMBA in Yishe, Zhongshan. I did not expect that it was later stopped to the epidemic prevention hotel for a long time, and it was not re -opened until last year.The entrance must be from the alley aside the restaurant, and push away a warehouse -like shabby iron door and walk down B1, and the sea is wide.

The original spacious and quiet atmosphere was still. Except for the bar is almost very comfortable sofa, the distance between each other is enough and it will not make people feel stressful; Global, it seems that there will be DJ station music on a regular basis, and the whole store feels more textured.

【Espresso Romano Martini】
The sweet and sour Classic Twist opened, as if it was alcohol version of Sicily coffee.Based on lemon piano wine, the wine feels not particularly obvious, and the end of the end is slightly refreshing; the Mascarpone Cheese on the ice cubes can drink the flavor more.

【Bastard Grey】
The couple of the courses who are clear but not over -grabbing, even if the bartender is asked to fine -tune the sweetness, but the bartender still maintains a full wine body.The upper layer of Foam shakes with the protein together, so that the whole cup of Creamy has a three -level jump, and those who like tea wine must not be missed.

【META】
Bitter, sweet, spicy.The three flavors that sound a little conflicted with bartender are presented perfectly in this cup.The red pepper -flavored herbal wine is the soul. In addition, the clarified red -hearted guava is more sweet and sweet, no matter whether it is the first cup of appetizers or the third cup of heavy mouth, it is more suitable.

Another cup of sweetness, fruity, and perilla when the sweet mouth, fruit aroma, and perilla are more like the elements of the [PACIFIC RIM], but the memory point is low. There is only one entrance spice stimulation that makes people ""uh?"" It is a pity.Compared with the hustle and bustle of many bars in the Eastern District, I actually like the atmosphere of some bars in Zhongshan District. Whether it is Japanese or like MUD, it belongs to a relatively quiet and suitable environment."
"氛圍不錯
剛好冷氣壞掉太熱了，不然是很想再多待一下","Good atmosphere
It's just that the air -conditioned is too hot, otherwise I really want to wait more"
"氣氛佳 調酒好喝 有層次感 小點也好吃
店員招待很周到👍👍","The atmosphere is good and delicious.
Workers' hospitality is very thoughtful 待"
"想不到MUD有撐過疫情，當日剛好在附近遊走，因此事隔四五年後再訪。店內格局似乎有些微變動，不過氣氛仍然很好，兩人坐的沙發位置也十分令人放鬆。

因為喜歡威士忌基底以及茶香，點了烏龍old fashioned，沒令人失望。杯緣柴燒的龍眼香氣撲鼻，酒體入口除了威士忌香之外，還多了輕薄的烏龍甘味。

食物的部分不知道算不算令人意外，點了店員推薦的雞翅碗，但上桌的是一整碗雞腿XD而且還有花椰菜，平衡一下罪惡感。醬汁是偏酸的口味，餐點本身是吃了會飽的份量。

本次回訪整體來說還算滿意，價位及餐點質量平衡，沒有失望，還會再來！","Unexpectedly, MUD had an epidemic, and it just walked nearby, so the matter was visited after four or five years.The pattern in the store seems to be slightly changed, but the atmosphere is still very good, and the location of the sofa sitting between the two is also very relaxed.

Because I like the whiskey base and the tea fragrance, I ordered the oolong Old Fashioned, which is not disappointing.The long -eyed aroma of the cup of firewood is fragrant. In addition to the whiskey fragrance, the entrance to the wine has a thin and light oolong sweet flavor.

The food part is not surprising. I ordered the chicken wings bowl recommended by the clerk, but the table was served with a whole bowl of chicken leg XD and cauliflower, which balanced the sin.The sauce is a sour taste, and the meal itself is a full amount of eating.

This return visit is quite satisfactory. The price and meals are balanced. If there is no disappointment, I will come again!"
"調酒沒特色，喝起來普通還這麼貴！
薯條超難吃，有夠軟
玉米片才給一點點，很坑
大雷店～真的不會再訪","There is no special feature of bartending, it is generally so expensive to drink!
French fries are super hard to eat, soft enough
The corn piece is only a little bit, very pit
Da Leidian ~ I really won't visit again"
調酒師很帥，餐點非常棒，我最喜歡吃起司盤，氣氛非常好，沙發很軟很享受可以一直拍照，喜歡拍照的人都可以來❤️🐑,"The bartender is very handsome, the meal is great, I like to eat cheese plates the most, the atmosphere is very good, the sofa is very soft and enjoyable, you can take pictures all the time. Those who like to take pictures can come."
"路過好多次今天第一次進來消費
酒很好喝，店員很有耐心的介紹
最推的是這裡的炸鱈魚條！！目前台北吃過最好吃","Passing by many times, I came in today for the first time to spend today
The wine is delicious, the clerk is very patient introduction
The most pushed is the fried cod stick here!IntersectionCurrently, Taipei has eaten the best food"
"每一杯調酒水準都很高，各種豐富的味道都融合的很好，酒精強度夠酒感卻不高！

可能是跨年酒單的關係，價格蠻高的，選擇也不多，這點稍微可惜。食物是樓上Buttermilk的，非常高水準！","Each cup of bartender is very high, and all kinds of rich flavors are well integrated. The alcohol strength is not high enough!

It may be the relationship between the New Year's Eve wine, the price is quite high, and there are not many choices. This is a pity.Food is Buttermilk upstairs, very high level!"
晚上九點過後就只有提供今日限定的四種調酒🍸🍹，我們今天嘗試了三種（神息、灰色派對、光馬丁尼），點了一份雞米花（360元），不過覺得實話有點小份，但是酒吧的環境說實話還不錯，並不會讓衣服有一些Bar的菸酒味，整體來說是一間還算有質感的Bar。調酒本身也滿不錯的。,"After nine o'clock in the evening, only the four types of bartending are provided today. We tried three types of sake (divide, gray party, Guang Martini) today, and ordered a chicken rice (360 yuan) Small, but the environment of the bar is not bad, and it will not let the clothes have some BAR tobacco and alcohol flavor. Overall, it is a well -textured BAR.The bartender itself is also good."
