Original,EN
老字號酒吧之一，老闆明哥人很好。,"One of the old -fashioned bars, the boss Ming is very good."
價格高，裝潢差，比較推薦附近其他家酒吧,"The price is high, the decoration is poor, and it is recommended to be more nearby nearby bar"
"音響開的有夠大聲，搞得整條街都是外勞的鬼叫
🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮 …","The audio is loud enough to make the whole street that is a ghost of foreign workers
🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮 ..."
啤酒價格實在，菲律賓人常來這,"The price of beer is real, the Philippines often come here"
環境舒適，聊天小酌的好地方,"Comfortable environment, a good place for chatting and drinking"
燈光美氣氛佳,Beautiful light atmosphere
小艾很讚,Xiao Ai is great
服務態度有待參詳,The service attitude needs to be detailed
啤酒有點貴，但這是一家位於很酷地帶的很酷的酒吧。  經營這個地方的女士琳達非常好。  這個地方只在晚上開放，週日除外，週日全天開放，他們提供一些菲律賓美食。  很酷的地方。  哦對了，還有卡拉OK,"Beer is a bit expensive, but this is a cool bar in a cool area.Lada, who runs this place, is very good.This place is only open at night, except for Sunday, and open all day on Sunday. They provide some Philippine cuisine.Very cool place.Oh yes, there is karaoke"
很棒而且友好,Great and friendly
