Original,EN
"居然有水果盤招待 超驚訝
5星刷滿","Actually, there are fruit disks.
5 -star brush full"
"環境很不錯，店員很親切超貼心❤️
一定要再來","The environment is very good, the clerk is very kind and superb ❤️
Must come again"
夜間休憩的好去處，服務人員都很讚！,"There are good places to rest at night, and the service staff are great!"
"煙味太重
排風機數量不足
冷氣也不夠大
眼睛一個半小時就會熏得很難過

以前喇叭麥克風音量比較足夠能唱歌
現在聽不太到音樂聲大家都走音
麥克風收音不好","Smoothy is too heavy
The number of exhaust device is insufficient
Air conditioning is not enough
The eyes will be sad for an hour and a half

The volume of the speaker microphone was enough to sing
I don’t listen to the sound of music now, everyone goes, everyone goes
The microphone is not good"
蠻不錯的bar。 店長親切有善。KTV system 的 echo 有點大但基本上都 ok 的。 👍 …,Pretty good bar.The manager is kind and good.KTV System's Echo is a bit big but basically OK.👍 👍 ...
價格公道，低消400，各種酒精飲料威士忌、清酒、調酒，最後當然少不了啤酒，很適合三五好友一同小酌，裡面也有卡拉可歡唱！不喝酒也有茶和可樂！愛唱歌的朋友，週三可以前往有電子琴老師現場為你彈奏，滿不同的體驗，重點是有很多帥哥看！,"The price is fair, low in 400, all kinds of alcoholic beverage whiskey, sake, bartending, of course beer, it is very suitable for three or five friends to drink together, there is also Karake singing!There are tea and cola without drinking!Friends who love singing, you can go to a teacher with an electronic piano on the spot on Wednesday. It is full of different experiences. The point is that many handsome guys watch it!"
"酒吧氣氛很好,價格低消400算是公道,而對於老闆服務態度這點還算滿意,但歌曲安排上真的需要有很大的改進空間,並非一桌一首輪的情況下,導致時常有一小時下來,一桌只唱到一首,一桌唱到快十首的不公平情況","The atmosphere of the bar is very good, the price is low, 400 is fair, and this is quite satisfied with the attitude of the boss's service, but the song arrangement really needs a lot of room for improvement. It is not a table and a round. After hours, only one table is sung at a table, and the unfairness of the ten songs is almost ten."
兩位老闆Jcak、陳桑和店長Kevin 都非常親切，酒也好喝，邊唱歌聊天，有回到家的感覺,"The two bosses JCAK, Chen Sang and the store manager Kevin are very kind, the wine is also delicious, singing and chatting, feels like returning home"
第一次造訪，聽大家開心唱歌感覺不錯,"The first visit, listening to everyone happy singing feels good"
"實在差勁的酒吧
唱歌不是輪著唱，一張桌可以唱五六首以上
一進唱沒有說有最低消費，也沒有什麼標籤，然後又收到你超貴的費用，老闆喝醉也沒禮貌，不值得一去，有更好選擇","Really bad bar
Singing is not a rotation, a table can sing more than five or six
I did n’t say that there was a minimum consumption, and there was no label, and then I received your super expensive cost. The boss was drunk and not polite."
