Original,EN
"你有吃過以清酒為主題的超酷餐酒館嗎⁉️
微醺·中山就位在行天宮捷運站附近步行5分鐘左右的距離，交通超級方便！
真的很適合下班後和三五好友小酌，當天也有遇到一位用餐、獨自享受個人時光的鄰桌客人～
餐點部分我覺得口味都在水準之上，店員一人hold住全場料理和酒水真的很厲害🤣

其中讓我覺得最驚豔也覺得必點的應該是煙燻蘿蔔，蘿蔔乾的煙燻香氣是我從未品嚐過的，每一次咀嚼都會跟著脆口的感受一起迸發在口中～
比目魚西京燒烤的很香，滿滿鮮甜的汁水裹在錫箔紙內，邊邊烤到微焦、配上軟嫩油脂豐富的魚肉真的絕了！
牛肋串一份有兩串，軟嫩度恰到好處，鹹香鹹香非常下酒🥩
炙燒干貝超級大顆～而且相當新鮮！
熟度也是我最喜歡的那種，搭配上方的魚子醬鮮度更提升了一個檔次
起司骰子牛裡面有著滿滿蒜香，融化的起司尬上蒜酥的調味怎麼能不好吃！
搭配上清酒真的是無敵下酒菜🥹

以下附上當天點的品項名稱👇🏻
🔸炙燒干貝
🔹牛肋串
🔸比目魚西京燒
🔹煙燻蘿蔔
🔸起司骰子牛
🔹薑汁汽水
🔸一醉百招福（清酒）
🔹神開（清酒）","Have you ever eaten the super cool meal tavern with the theme of sake ⁉️
Weiyi Zhongshan is in the distance of about 5 minutes near Xingtian Palace MRT Station, which is super convenient for transportation!
It is really suitable for drinking after get off work and three or five friends. On the same day, I also met a next -table guest who dine and enjoyed personal time.
I think the taste is above the standard. The clerk holds the whole dishes and drinks.

Among them, I feel the most amazing and I think it should be smoky radish. The smoky aroma of dried radish is what I have never tasted. Every time I chew, I will burst out in my mouth with the crispy feeling ~
It is very fragrant than the west of the west of the west. The sweet juice is wrapped in tin foil paper. It is really absolutely baked to grill to slightly coke and be equipped with soft and tender oil!
There are two strings of beef ribs, the softness is just right, the salty and salty fragrance is very wine 🥩
Boiled scallion is super big ~ and quite fresh!
The degree of maturity is also my favorite. With the lugga sauce above the above, it has increased a grade
The cheese dice is full of garlic. How can the melted cheese embarrassing flavor of garlic crispy be delicious!
It is really invincible wine and vegetables with sake

The name of the item of the day is attached to the day 👇🏻
🔸 🔸 🔸 🔸 🔸 🔸 🔸
🔹 🔹 🔹
烧 京 🔸 🔸 🔸 🔸 🔸
🔹 Smoky carrots
🔸 Cheese dice cow
🔹 Ginger soda
（福 🔸 🔸 百 🔸 🔸 (sake)
🔹 🔹 🔹 (sake)"
"#美食愛好者
#微醺·中山
充滿驚喜的奇幻空間
尤其是那充滿貓咪元素的物件
清幽簡單雅致可愛
空間瞬間變得溫馨療癒😍

他們平日中午的日式定食，
每天都有不同式樣，
宛如無菜單料理，
讓身為水瓶選擇困難的我
每次來訪都充滿期待🥰
當清酒搭配上精緻料理
這次是番茄燉的雞肉
入口即化散發香氣～
簡直是味覺的享受❤️
無論是中午小酌
還是晚上來聚會
這裡的氛圍總能很療癒
不僅適合一個人享受獨處時光
三五好友相聚約會
也同樣輕鬆愜意
總能體會到
「微醺便好，遠離塵囂，享受當下」的真正美好🥰

⚠️ 中午低消為一份定食
晚上低消一人600，需含一杯酒水

📌 微醺·中山
民生東路二段93巷２號
（位於捷運行天宮站，走路五分鐘距離）

⌛️星期一～星期四
中午為11:30-14:00
晚上為18:00~00:00   星期五～星期六
中午為11:30-14:00
晚上為18:00~01:00
（星期六只開晚上喔）

📞02-2100-1605
（可以線上訂位）

@tipsy_zhongshan
#酒匠駐在店 #餐酒館推薦 #中山區餐酒館 #微醺 #微醺中山 #台北餐廳推薦#小酌推薦 #聚餐 #約會 #時尚餐酒館 #下班小聚  #慶生  #美食 #台北餐酒館 #日式清酒 #行天宮捷運站  #清酒吧   #林珈妤2024 #吃貨妤去哪裡 #中山美食 #行天宮美食 #台北日式定食 #台北餐酒館","#美 美 好
#微 山 · Zhongshan
Fantasy space full of surprises
Especially the objects full of cat elements
Clean and simple, elegant and cute
The space becomes warmly heal instantly 😍

Their Japanese -style fixed food for noon,
There are different styles every day,
It's like no menu dishes,
Let me choose to choose a water bottle
Every visit is full of expectations 都
Dang sake with exquisite dishes
This time is the chicken stewed in tomato
The entrance will emit aroma ~
It's a taste of taste ❤️
Whether it is noon
Still come to party at night
The atmosphere here can always heal
Not only suitable for one person to enjoy the time alone
Three and five friends meet each other
Emphasis on it is also relaxed
Always appreciate
""It's better to be a little bit, stay away from the hustle and bustle, enjoy the present"" really beautiful 🥰

一 ️ ⚠ ⚠ ⚠ ⚠ ⚠ is a fixed meal
600 lows in one person at night, you need to contain a glass of drinks

📌 山 山 中 📌 📌
No. 2, Lane 93, Section 2, Minsheng East Road
(It is located in Tiangong Station in MRT, walking for five minutes by walking)

星️ Monday to Thursday
It is 11: 30-14: 00 noon
From 18: 00 ~ 00: 00 Friday to Saturday in the evening
It is 11: 30-14: 00 noon
It is 18: 00 ~ 01:00 in the evening
(Open in the evening on Saturday)

-102-2100-1605
(You can book online)

@tipsy_zhongshan
#####醺 醺#Taipei restaurant recommendation#### ####2024#Where to eat 妤##天 天#Taipei Japanese fixed food#"
"午餐吃膩自助餐了
就是想要來點別的～

這間 #午間定食 #日式定食
很厲害的地方是
週一到週五定食品項都不同

我這次吃 #番茄燉雞
番茄濃郁香醇
雞肉也很嫩
是老闆親手製作❤️
我吃的精光
差點把醬汁都要喝光了🤣

再搭配一壺 #紫蘇酸梅飲
超級好喝❤️
一壺可以喝到3-4杯（小杯的玻璃杯）
感覺就很多～
你該不會以為我中午喝清酒吧
其實 也是可以啦🤣

晚上就是真的 #清酒餐酒館了
清酒都是老闆特別選過
所以每一款都很好喝❤️

重點是
老闆是個大美女❤️
還有考國際酒匠證照
想當的專業👍

趕快來吃午間定食
看大美女老闆唷～❤️

#酒匠駐在店 #餐酒館推薦 #中山區餐酒館 #微醺 #微醺中山 #台北餐廳推薦#小酌推薦 #聚餐 #約會 #時尚餐酒館 #下班小聚 #慶生 #美食 #台北餐酒館＃日式清酒＃行天宮捷運站＃清酒吧 #日式定食 #午間定食 #隱藏菜單 #定食","Bettering buffet for lunch
I just want to have something else ~

This #这 这 这 #Japanese -style fixed food
Very powerful place is
Food items are fixed from Monday to Friday are different

I ate #我 我 我 我 我 我
Tomato is rich in fragrant
Chicken is also very tender
It is the boss made ❤️
I eat the fine light
I almost drank all the sauce 🤣

With a pot #perilla sour plum drink
Super delicious ❤️
You can drink 3-4 cups of one pot (small cup of glass)
It feels like a lot ~
Don't you think I drink a bartender bar at noon
Actually, it's okay

It is true in the evening #晚 晚 晚 晚 晚
Sake is a special choice for the boss
So every one is delicious ❤️

Focus
The boss is a big beauty ❤️
There is also a license for international wine test
I want to be a professional 👍

Hurry up and eat lunch fixed meal
Look at the big beauty boss ~ ❤️

#####醺 醺#Taipei restaurant recommendation#### ####Japanese -style fixed food##hidden menu#fixed meals"
微醺中山相較於一般只注重酒精飲品的酒吧，微醺中山清酒餐酒館更適合喜歡在享受美食的同時，輕鬆小酌的人，從小吃、主菜到當日限定的特色料理，店內的牆上菜單會不定期調整，每次來都有機會發現新的驚喜！這樣的變化讓人每次造訪都充滿期待和新鮮感。,"Compared with the bars that only pay attention to wine and fine beverages, Weilian Zhongshan is more suitable for those who like to enjoy food while enjoying food, from snacks and main dishes that are limited to the same day. The menu will be adjusted from time to time, and every time I come, I have the opportunity to discover a new surprise!Such changes make people look forward to and fresh every visit."
"清酒🍶香甜美味～適合晚上來放鬆，環境隱密，遠離塵囂！
餐點很美味🤤超級推！起司牛肉、鮮蚵、天婦羅私心特別愛～ 但每道料理都很高分😻","Sake 味 sweet and delicious ~ suitable for relaxation at night, the environment is secret, stay away from the hustle and bustle!
The meal is delicious 推 super push!Cheese beef, fresh cricket, and tempura personally love ~ but each dish is very high"
"中午新增的午間定食，CP值高，份量、營養超滿足！（重點中午就可以開始喝 沒問題👌）

本日定食：味增風奶油燉雞","Newly added at noon fixed meal, CP value is high, the portion and nutrition are super satisfying!(You can start drinking at noon, no problem 👌)

Fixed meal today: Weizhi Fengfeng cream stewed chicken"
"消費金額@3600元
每人吃法不同
可自行決定
每個人金額約2000元
就會吃很飽

交通：
捷運可以到
公車也可以到

建議訂位
東西很好吃","Consumption amount@3600 yuan
Everyone eats differently
Can decide on your own
The amount of each person is about 2000 yuan
Will be full

transportation:
MRT can arrive
The bus can also arrive

Suggestion reservation
Things are delicious"
"清酒為主題的餐酒館
店內空間不大，但是餐點真的超推
多種的清酒可以選、真的可以來喝看看
每種餐點都很好吃
來這裡與朋友小酌很優質","Bart -ups -themed dining tavern
The space in the store is not large, but the meal is really overshoot
A variety of sake can be selected, you can really drink it to see
Each meal is delicious
It's high -quality to have a drink with friends here"
"清酒好喝順口🍶每道菜都好吃😋
地理位置也很方便，靠近行天宮站1號出口🙌🏻","Sake is delicious and smooth 菜 Each dish is delicious 😋
The geographical location is also very convenient."
日本居酒屋風格（不是台灣日式居酒屋）的餐酒館，適合正餐吃到七八分飽後，和朋友小酌吃點下酒菜的地方。餐點的份量不大，大概喝個兩杯剛好吃完的程度。如果是抱著想吃到的心態來，可能會花了一大堆錢還很餓。有低消$600的限制，兩杯酒就差不多了。店裡有不少不好買到的酒款，像是這次喝台雲酒造的龜治和神力就是，喜歡喝日本清酒的朋友可以來試試看,"The dining tavern of Japanese izakaya (not Taiwan's Japanese -style izakaya) is suitable for the place where the dining is full after eating seven or eight, and a drink with friends to eat some wine and vegetables.The weight of the meal is not large, and it is about two cups just to eat.If you want to eat the mentality you want to eat, it may take a lot of money to be hungry.There is a limit of $ 600, and two glasses of wine are almost the same.There are a lot of wines that are not easy to buy in the store, such as the turtle and divine power made by drinking Taishun wine this time. Friends who like to drink Japanese sake can try it to try to see"
