Original,EN
"很悠閒的酒吧，店裡有兩隻大肥貓！
老闆說還有日文歌唱比賽😍","A leisurely bar, there are two fat cats in the store!
The boss said that there is also a Japanese singing competition 😍"
"如店名BeerCat所示，在這裡的重點就是啤酒跟貓咪。
店裡提供八款特色生啤與多種罐裝啤酒，也有無酒精飲品等不同選擇，低消是一杯飲品。
餐點的部分有下酒的小菜、炸物，也有湯烏龍以及胡麻醬沾麵等比較偏主食的選項。
晚餐時段過來幾乎沒有客人，到8-9點左右逐漸變得熱鬧。

---餐點內容---

啤酒2杯：
黃金谷啤酒 (L) $250
茉莉啤酒 (L) $250

湯烏龍 $120
配料是簡單的海帶跟白芝麻，湯頭鹹度頗高。

炸物拼盤 $260
洋蔥圈、雞塊、薯條的組合，中規中矩，但薯條還有點生。

章魚燒 $160
一份六顆，口感偏軟，醬料酸感稍重。

------

沒加收服務費，也不必期待有太多招呼。
自行找空位入座，看吧檯上的菜單點酒跟餐食，或自助選取冰箱裡的啤酒。也許自助或被動擼貓。","As shown by the store name Beercat, the focus here is beer and cat.
The store offers eight special -characteristic beer and a variety of canned beer. There are different choices such as alcoholic drinks. Low consumption is a drink.
The part of the meal includes small dishes and fried materials, as well as more staple foods such as soup oolong and flax sauce.
There are almost no guests over dinner time, and it gradually becomes lively by around 8-9 o'clock.

--- Meal content ---

2 cups of beer:
Golden Valley Beer (L) $ 250
Jasmine Beer (L) $ 250

Tang Oolong $ 120
The ingredients are simple kelp and white sesame, and the soup is high.

Fried Package $ 260
The combination of onion circles, chicken nuggets, and fries is quite satisfactory, but the fries are still a bit rare.

Octopus burning $ 160
One copy of the six, the taste is soft, and the sauce is slightly heavier.

-------

No service fee is added, and you don't have to expect too much greeting.
Find the seats by yourself, watch the menu on the bar, order wine and meals, or choose the beer in the refrigerator.Maybe self -service or passive cats."
一進門店員就很熱情地跑出來招呼，還好有兩層門關著沒讓他跑出去。點完單之後還有帶位和上桌招呼服務，摸摸拍拍也不抗拒很親人，有貓有酒還有漂亮老闆娘（？）這是什麼人間天堂！！！！！,"As soon as the clerk entered the store, he ran out and greeted him enthusiastically. Fortunately, there were two layers of door closed and did not let him run out.After clicking the order, there is a position with the desk and greeting service. You do n’t resist very relatives. There are cats, wine, and beautiful boss (?) What kind of paradise is this!IntersectionIntersectionIntersectionIntersection"
On top生啤有十多款，也有很多罐裝啤酒可以挑選，還有兩隻看板貓出沒，可以好好放鬆的好地方。,"There are more than a dozen TOP raw beer, and there are many canned beer to choose from, and there are two cats that can be relaxed."
"貓貓很好摸
精釀也不錯喝
價格偏高 人蠻少的
但是一吧雙享的確還是很不錯","Cats are very good
The craft is also good to drink
There are very few people who are tall
But a double enjoyment is really good"
"我是一個人過來來看書的，並沒有感覺到所謂服務冷淡之類的，估狗評分有點低的過分了
不過也可能只是因為我一直在看書也沒怎麼理別人
五星給兩隻可以隨便摸的貓貓🥺","I came to read a book alone, and I did not feel the so -called cold service. It is estimated that the dog score is a bit low.
But it may also be because I have been reading a book and I don't care about others
Five -star giving two cats that can be touched casually 🥺 🥺 🥺 🥺 🥺 🥺 🥺 🥺 🥺"
一間小小的溫馨的啤酒酒吧，𥚃面有兩隻可愛的店貓，後門可通往建成公園。這次點了酒單上第一杯「立秋」還不錯蠻清爽的。 …,"A small and warm beer bar, with two cute shop cats, the back door can lead to built parks.This time I ordered the first cup of ""Li Qiu"" on the wine list.Mowing"
"碧耳貓
有啤兒也有貓

現拉生啤酒有八支
當天去的時候有兩支剛好沒有了
罐裝啤酒的選項也不少
從IPA、Cider、Stout到酸啤都有
經典的女皇爵跟喀麥力三金或是奇美藍也有

食物選擇也不少
炸物、滷味、水餃、滷肉飯
價格也還算合理

空間氣氛蠻好的
不是那種很熱鬧的環境
適合獨酌或是兩三人的氣氛
當然團體來也是有足夠的空間可以容納

因為自己對啤酒有自己的喜好
不太需要老闆或店員的介紹
如果有需要建議的話
雖然不是很詳細的介紹
但老闆也能精簡地給予不錯的意見

朋友就很喜歡老闆所建議的啤酒

店裡有兩隻貓
很相當親人 給嚕給摸也給蹭
但開門的時候要注意
貓可能會趁機溜出去

老闆雖然不太有表情
但隱隱覺得他都會默默地炫耀店裡的兩隻貓
感覺是很喜歡貓的人","Belle cat
There are beer and cats

There are eight branches in La Sheng Beer
There were two branches that happened to be gone when I went that day
There are also many options for can beer
From IPA, CIDER, Stout to sour beer
The classic Queen Jue and Camerole Sanjin or Chimei Lan also have

There are also a lot of food choices
Fried objects, braised, dumplings, braised pork rice
The price is reasonable

The space atmosphere is pretty good
It's not the kind of lively environment
Suitable for the atmosphere of independence or two or three people
Of course, the group has enough space to accommodate

Because I have my own preference for beer
I don't need the introduction of the boss or clerk too much
If you need suggestions
Although not a detailed introduction
But the boss can also give good opinions streamlined

Friends like the beer recommended by the boss

There are two cats in the store
Very quite relatives give me a touch and touches
But pay attention when opening the door
Cats may take the opportunity to slip out

Although the boss is not very expression
But faintly feel that he will silently show off the two cats in the shop
I feel like a cat who likes cats"
"店看起來不錯，兩隻貓也很可愛。
不過我覺得店員不太OK。
我自己對啤酒有喜好，所以我自己選擇沒問題，但是我朋友沒有很懂所以問了一下，但是感覺店員很不耐煩。
至於酒的部分嘛...酒本身沒問題價格偏高，
大杯的量估計大概是一般精釀啤酒店中杯的量吧，粗估350ml左右(這個我不確定)。
後來我選冰箱的罐裝啤酒，店員跟我說直接那就好，似乎沒有要給我杯子，我要了杯子，給了我一個既沒有冰，裡面還有沒擦乾的水珠...在精釀啤酒店我是第一次遇到。
吃的我就不說了，基本上不會再去第二次，兩顆星是給兩隻貓的，貓真的可愛。","The shop looks good, and the two cats are also cute.
But I think the clerk is not too OK.
I have a preference for beer, so I have no problem choosing it myself, but my friend didn't understand so I asked, but I felt that the clerk was impatient.
As for the part of the wine ... The price is no problem, the price is high,
The amount of large cup is estimated to be the amount of the cup in the general craft beer hotel. It is estimated that it is about 350ml (I am not sure).
Later, I chose a canned beer in the refrigerator. The clerk told me that it was just right. It seemed that I didn't want to give me a cup. I asked me a cup and gave me a water droplet that was neither ice. I met for the first time in the craft beer restaurant.
I wo n’t say it. Basically, I wo n’t go to the second time. The two stars are for two cats. The cats are really cute."
飲食、娛樂，自是密不可分，狂歡跟閒聊，也只有一線之隔，這裡有貓、有啤酒，有令人開心的氣氛，有讓人待一晚上的充足快樂，適合你吃完晚餐以後，或是不吃晚餐，直接來這裡坐坐。,"Diet and entertainment are inseparable from themselves. Carnival and chatting with gossip are only separate. There are cats and beer here. There is a happy atmosphere. It is full of happiness for one night. It is suitable for you to have dinner. Or don't eat dinner, come here directly."
