Original,EN
"氛圍很棒 調酒師很帥～
裡面的男生
基本上無可挑剔
喜歡喝什麼口味的酒
可以直接叫他調自己喜歡的口味
在地下一樓唷～","The atmosphere is great, the bartender is very handsome ~
Boys inside
Basically incompetent
What kind of wine do you like to drink
You can call him directly to adjust his favorite taste
On the first floor of the ground ~"
新開的 炸物跟酒品都不錯～還可以唱歌 很適合跟朋友來,The newly opened fried objects and wine are good ~ You can also sing very suitable for friends
老板跟服務員很親切、熱心，特調好喝唷~^^,The boss and the waiter are very kind and enthusiastic.
服務不錯，人員很熱情！平價又開心的地方，值得再來的口袋名單！,"The service is good and the staff is very enthusiastic!A cheap and happy place, worthy of the pocket list!"
老闆無敵帥‘’服務‘’又很好❤️❤️🥹,The boss is invincible and handsome ‘’ service ‘’ is good ❤️❤️🥹
老闆像宋仲基，餐點美味，服務親切,"The boss is like Song Zhongji, delicious meals, and kind service"
老闆很帥調酒很好喝😁,The boss is very handsome bartender and it is delicious 老
酒好喝。妹正 🍑休閒娛樂的好地方💜🌹🎀,The wine is delicious.Sister is a good place for leisure and entertainment 💜🌹🎀
老闆差一點帥😂服務親切 …,The boss was almost handsome 切 intimately ...
超級棒的地方，大推，大推,"Superb are great, push, push big push"
還行,good
