Original,EN
"10訪以上台北最愛酒吧，沒有之一。
在條通佇立10年以上的神店，推薦各酒友、甚至不常喝酒的朋友去也都獲得一致好評！！

各種水果調酒（榴槤、蘋果、香蕉、橘子、柿子...等，隨季節更換）非常厲害，新穎的風味，平衡的酒感，同水果也可以選擇不同的基酒與風味，懂酒與不懂酒的人都可以喝得很開心。

經典調酒的平衡感也是抓得穩穩的，絕不踩雷！！新上線的茶酒單點了三杯，品質一樣優秀，並且有全新的味覺感受，令人佩服!

BTW，7th的餐點也是一絕，雖然上菜極慢，但味道是一流的。是台北少數酒、食俱佳的酒吧！（推薦真的很慢的慢慢等章魚燒）

不像大部份的日式調酒吧，規矩一堆，也不用人擠人一直排隊，就是愜意的氛圍，適合與朋友小酌、一人下班後單獨放鬆的好地方。","10 Visit the most favorite bar in Taipei, none of them.
In the magic shop that has been standing for more than 10 years, it is recommended that all wine friends and even friends who do not even drink often get unanimous praise!Intersection

Various fruits (durian, apple, banana, oranges, persimmons, etc., change with the season) are very powerful, novel flavor, balanced wine, can also choose different base wines and flavors with fruits, understand Alcohol and people who don't understand wine can drink very well.

The sense of balance of classic bartending is also stable, never step on the thunder!IntersectionThe newly launched tea wine was ordered for three cups. The quality is as good as the quality, and has a new sense of taste, which is admirable!

BTW, 7th's meal is also a must. Although it is very slow, the taste is first -class.It is a few bars with good wine and food in Taipei!(Recommended really slowly, wait for octopus burning)

Unlike most Japanese -style bartenders, there are a lot of rules, and no one is squeezed by people. It is a pleasant atmosphere. It is suitable for a good place for drinking with friends and relaxing alone after get off work."
"星期五意外發現的好店
低消500元
第一次來保守先點了店家的招牌
之後再來試試看不一樣的
選了奈良，
基底是威士忌喝起來順還有加蜂蜜
酒感恰到好處
（個人不喜歡沒有酒味的）

很喜歡店內的氣氛
有別於其他酒吧的喧囂
令人放鬆
一個人來喝也沒問題的酒吧
還有一隻可愛的貓咪
整體服務很好

Ps.店員超棒","Good shops discovered unexpectedly on Friday
Low 500 yuan
The first time I came to conservatively ordered the store's signature
After that, try to see different things
I chose Nara,
The base is whiskey to drink smoothly and add honey
The wine feels just right
(Personally don't like the taste without wine)

I like the atmosphere in the store very much
Different from the bustle of other bars
Relax
There is no problem with a person to drink alone
There is also a cute cat
The overall service is very good

Ps. The clerk is superb"
"調酒很細緻，風味層次表現優秀，餐點美味，服務貼心有溫度，吧台專業，店內還有貓貓當酒伴~
很靜謐的環境，很放鬆的氛圍，很有質調的調酒，一切都很好。","The bartender is very detailed, the flavor is excellent, the meal is delicious, the service is intimate and temperature, the bar is professional, there is a cat in the store as a wine companion ~
A very quiet environment, a very relaxed atmosphere, a very collapsed bartending, everything is good."
"1. Bartender 整體感、手法水準高
2. 店內較安靜 服務人員也都非常輕聲
3. 適合情侶談心 朋友聊天會有點壓力
4. 點了骰子牛非常美味","1. Bartender's overall sense and high level of method
2. The quieter service staff in the store is also very soft
3. Suitable for couples to talk about friends to chat with a little pressure
4. Once the dice beef is very delicious"
太晚來了沒遇到店貓，但點了貓飯，非常香、超好吃。一入座的冰水與OSHIMORI很親切，走一個昏暗日式情調滿浪漫的，調酒好喝，廁所乾淨整潔。Bartender建議一開店來比較有機會遇到貓貓坐檯。,"When I came too late, I didn't meet the shop cat, but I ordered the cat rice, which was very fragrant and delicious.The ice water is very kind to Oshimori. It is romantic to walk a dark sun, and the toilet is clean and tidy.Bartender recommends that there is a chance to meet a cat to sit on the table."
"超讚
店內氣氛舒服
Bartender 很會聊天
羊排巨美味
一定要點玉子燒 不會後悔

店貓聲音很奶我真的融化🤍","Pretty
The atmosphere in the store is comfortable
Bartender can chat very well
Lamb chops are delicious
Be sure to order Yuzi burned, you will not regret it

The sound of the shop cat is very milk, I really melt"
餐點調酒都無懈可擊～都沒有雷！店貓很可愛🥰,I am impeccable for meals ~ none of them!The shop cat is very cute 很
"有貓就給讚👍🏻
音樂很嗨（有點吵的意思）、一上來有種貓砂臭味的感覺
但有貓就給讚","If you have a cat, please like it
The music is very hilarious (a bit noisy), I feel like a cat litter smell when I come up
But a cat is like"
店裡服務還不錯，水杯永遠都盛滿的！ 時刻關注客人動向👍 餐點酒品都還不錯 下班小聚的好地方～,"The service in the store is not bad, the water cup is always full!Follow the guests at all times, the wine is not bad, the wine is not bad."
調酒很好喝😍回訪多次，調酒師們很親切，口味都可以調整，可以喝到最適合自己的酒🍸🧡,"The bartending is delicious. The bartender is very kind, the taste can be adjusted, and you can drink the wine that suits you best."
老闆娘熱情親切，服務非常周到，調酒名副其實的精緻。貓超可愛。,"The boss is enthusiastic and kind, the service is very thoughtful.Cat is super cute."
"#七條通酒吧
#台日共同經營
#冰花煎餃","#
#
#Fried dumplings"
"令人感到放鬆的環境覺得很安心
章魚燒跟明太子玉子燒必點
酒很棒 沖繩的煙燻調和的剛好很喜歡","A relaxed environment feels very secure
Octopus burning and Prince Ming Yizi Yaki must order
The wine is great in Okinawa's smoke and reconcile. I just like it very much"
很愛章魚燒跟水果系列的調酒！貓貓也很可愛🥰,I love the bartending of octopus and fruit series!Cat is also very cute 也
氣氛很舒服，再加上可以客製化的調酒（新鮮水果搭配上喜歡的基底酒），就變成好喝的調酒啦👍,"The atmosphere is very comfortable, coupled with the customized bartending (fresh fruit with the favorite base wine), it becomes a delicious bartender."
章魚燒好好吃，酒也很好喝，老闆會好好介紹，貓很可愛,The octopus is delicious and the wine is delicious. The boss will introduce it well. The cat is very cute
"氛圍特別的酒吧，還有可愛貓貓🩷
超推tomato水果特調🍅","Bar with a special atmosphere, and cute cats 🩷
Super push Tomato fruit special 超"
"因應萬聖節🎃
老闆娘還有員工們精心打扮 印象非常深刻🤣
大家都很親切 店內氣氛也很棒
很適合三五好友聚會聊天
日式酒吧是我的初體驗
酒類都很好喝😋沒有在雷的！
店貓是小黑♡(我自己取的)
還有一隻小花🐈
很害羞可是不會咬人☺️超可愛！
廁所很乾淨舒適 還有附衛生用品超貼心❤️
非常溫馨舒適的空間～","In response to Halloween 节
The boss and the employees are well -dressed up and impressed.
Everyone is very kind and the atmosphere in the store is also great
Very suitable for three or five friends to chat
Japanese bar is my first experience
The wine is very delicious. It is not in thunder!
The shop cat is Xiao Hei (I took it by myself)
There is also a little flower 只 只 只 只
It's shy, but you can't bite people ☺️ Super cute!
The toilet is very clean and comfortable, and there are hygienic supplies superculture ❤️
Very warm and comfortable space ~"
這邊氣氛很好！調酒也好喝，叫了一杯Omakase!很特別！,"The atmosphere here is very good!The bartending is also delicious, called a cup of omakase! Very special!"
很舒服的日式酒吧！Bar tender很帥，老闆很親切，酒很好喝，樣式很多。,"Very comfortable Japanese bar!Bar Tender is handsome, the boss is very kind, the wine is delicious, and there are many styles."
"有水煙口味任君挑選！
調酒客製化非常棒讚👍👍👌🌈🌈❤️😘😘🥰
食物好吃😋新鮮裝潢很厲害👍
看得出老闆很用心在經營！
消費中等剛剛好！
不過真的很推薦大家👍👌🌈🌈❤️😘😘
值得一去的酒吧！
中山區的酒吧真的充滿人情味和熱誠！
又很多厲害的調酒師！英文日文都很厲害👍👍👌🌈🌈❤️😘
不少外國客人日本人到來！
常常去好好喝好好吃😋好好放鬆享受一天下來的疲倦與壓力🌟👏👏👏👏🌟","There are water tobacco flavors of Ren Jun selected!
Blooming customer is very great 化 ❤️ 调
The food is delicious 😋 Fresh decoration is very powerful 👍
It can be seen that the boss is operating with heart!
The medium consumption is just right!
But I really recommend everyone 😘😘❤️ 推荐
It is worth a bar!
The bar in Zhongshan District is really full of humanity and enthusiasm!
There are many powerful bartender!English and Japanese are very powerful 都❤️ 英
Many foreign guests Japanese come!
I often go well and eat well."
真的好喝，口感細膩，酒吧內氣氛安靜舒適,"It's really delicious, the taste is delicate, the atmosphere in the bar is quiet and comfortable"
"氣氛很棒 兩人來喝酒可以舒服的聊天
調酒師也很認真確認酒是否合胃口","The atmosphere is great to chat and chat comfortably
The bartender also carefully confirmed whether the wine was in line with appetite"
酒類很有特色又好喝，東西也好好吃！燈光美氣氛佳～,"The alcohol is very special, delicious, and the things are delicious!The lights of the lights are good ~"
"目錄上的特色調酒味道令人驚艷，服務態度優良。餐點部分…可能我們去那天剛好那個內場不會煮菜吧，
冰花煎餃過焦，重上一份過生且粉水過多無紋路。","The specialty bartending taste on the directory is amazing and the service attitude is excellent.The meal part ... Maybe we just happen to be cooked that day, right?
Binghua fried dumplings are too burnt, and have a long -lasting water and excessive pink water."
"台北不錯的酒吧，偏安靜，氣氛可以。
週末小忙，想點功夫酒的話，建議平日來。水果調酒好喝！","The good bar in Taipei is quiet and the atmosphere is okay.
Small busy weekend, if you want to make some kung fu wines, it is recommended to come on weekdays.Fruit alcohol is delicious!"
調酒好喝，日本地圖很有創意，唯一支持青森（連喝三杯）,"The bartender is delicious, the map of Japan is very creative, the only supports Aomori (even drink three cups)"
貓貓和老闆都和可愛友好 酒也都很香很好喝,Cats and bosses are also very fragrant and delicious
