Original,EN
"東西還不錯吃 氣氛也可以
不過威士忌的種類偏少","Good things are not bad to eat atmosphere
But there are few types of whiskey"
朋友聚會的絕佳地點～老闆和善好客，餐點也好吃！,"A great place for friends to meet ~ The boss and good guest, the meals are delicious!"
"非常好吃！氣氛很好，相對安靜

No shepherd pie anymore btw","Very delicious!The atmosphere is very good, relatively quiet

No shepherd Pie Anymore Btw"
這天是週四跨週五的半夜 因書讀累了 走路來這邊小酌 又因原先無過多期待 只想一人安安靜靜喝些調酒 進來體驗後覺得還行有中上 不敢說很頂 但至少有讓我放鬆到 當天消費了：長島冰茶、愛爾蘭玫瑰、等。本次無享餐點。,"This day was on Thursday and Friday in the middle of the night, I was tired and walked here. Here I had a drink. I didn't expect to drink some people quietly after I had no expectations. Very top but at least let me relax until the day I spent: Long Island Ice Tea, Irish Rose, etc.No meals this time."
酒類，食物都蠻好吃的～,"Alcohol, food is pretty delicious ~"
"2024年7月 二訪 The Pub
炸雞依舊 令人著迷與驚豔~~","Visit The PUB in July 2024
The fried chicken is still fascinating and amazing ~~"
燈光美氣氛佳，調酒好喝🍸轟炸雞推推🍗,"The lights are beautiful, bartender is good, bombarded chicken push push"
"「 #紅燒牛肉湯 」 $200
牛肉很多很大塊，湯頭像泡麵那種，滿好喝的。

「 #什錦炒飯 」 $150
份量很足夠。

「 #墨西哥薄餅 」 $250
挺特別的，旁邊醬料滿異國風味的，酸酸甜甜，有一些青椒粒。

我不喝酒，不太懂品酒，沒有特別想法，
室內是開放抽菸的，我不抽煙。",""" #「 「「 ""$ 200
There are many large pieces of beef, and the soup avatar instant noodles are delicious.

""#Soo fried rice"" $ 150
The portion is sufficient.

"" #Mexican Bakery"" $ 250
It's very special, the sauce next to the other country is full of flavor, sour and sweet, and some green peppers.

I don’t drink alcohol, I don’t know much about wine, I have no special thoughts,
The indoor smoking is open, and I don't smoke."
Cp值高的酒吧，有老英式風格感，適合平日假日來小酌一杯！餐點也很不錯，其實也可以直接來吃晚餐。推薦海鮮濃湯～,"The CP -value bar has an old -fashioned style, which is suitable for a drink for weekday holidays!The meal is also very good, in fact, you can also come directly to dinner.Recommend seafood soup ~"
"雖然是pub，反而是食物好吃
黑啤酒不錯，調酒還好，
海鮮濃湯太好喝了!","Although it is PUB, the food is delicious
Black beer is good, bartender is okay,
Seafood soup is too delicious!"
"東西份量還蠻大份的吃的蠻飽的味道很夠味還蠻好吃的非常適合下酒是個喝酒的好地方

啤酒六點到九點有買一送一","The east -west portion is quite large. It tastes enough to taste enough. It is quite delicious.

Beer can buy one get one free at 6 to 9 o'clock"
晚上九點前有啤酒買一送一活動，十分划算，調酒也很讚，喝了一杯有玫瑰香味的調酒,"Before 9 o'clock in the evening, there is a beer to buy one get one free activity."
"吃了炸物拼盤+墨西哥薄餅，特別喜歡炸物拼盤的花枝丸，還有墨西哥薄餅超好吃。 今天是喝mojito, maitai, 天使之吻 調酒👍🏻👍🏻👍🏻","After eating frying platter+Mexican thin cakes, I especially like Huashi Pills of Fried Package, as well as Mexican Portoic Cakes are super delicious.Today is drinking mojito, maitai, Angel's kiss and bartender 👍🏻👍🏻👍🏻"
餐點好吃 氣氛佳 態度都很友善 很放鬆的店 會想回訪,The delicious meals are delicious and good -looking.
