Original,EN
有吃有喝又好玩，等你來體驗，老闆人超讚的👍,"It ’s fun to eat or drink. When you experience it, the boss is superbly 👍 👍 👍 👍 👍 👍"
"氣氛很好，但十分感謝老闆，因為剛認識的朋友在酒吧吐了一地，十分抱歉，雖然後續有安全送她回家，但還是為影響酒吧氛圍而感到抱歉。

bar很好聊，老闆很幽默風格，酒很好喝，價格也合理，非常喜歡那邊的氛圍，有機會會和朋友去。

無論如何非常抱歉，因為新認識的朋友吐的蠻多，我回去也把她安撫好了再離開，總而言之，非常抱歉。

祝生意新隆！","The atmosphere is very good, but I am very grateful to the boss, because the friends who I just met had spit it out in the bar. I was very sorry. Although she was sent to her home for the subsequent safety, she was still sorry for affecting the atmosphere of the bar.

Bar is very good to talk, the boss is very humorous, the wine is delicious, the price is reasonable, I like the atmosphere there very much, and I have the opportunity to go with friends.

I am very sorry for anyway, because I have spit a lot of new friends, and I also calm her back and leave. In short, I am very sorry.

I wish the business new!"
"小雨 老闆jason讚讚
Ps.
嘿是唱心電心的客人
回家之後晚餐從肚子出來了：）
跟姐姐拼酒要注意😍
(提醒各位 請不要在店裡吐 謝謝","Xiaoyu boss Jason praise
Ps.
Hey is a guest who sings the heart
After returning home, dinner came out of the stomach :)
Pay attention to fighting with my sister
(Remind you, please do not vomit in the store. Thank you"
"服務很好 很溫馨
客人與客人互動 都很好玩

但是老闆傑森打鏢太強","The service is very good and warm
The guests interact with the guests are fun

But the boss Jason hit the dart too strong"
懷舊氣氛很棒！可以打鏢又可以唱歌，這種地方哪裡找~~~,The nostalgic atmosphere is great!You can play darts and sing. Where can I find this place ~~~
適合聚會的溫馨酒吧，店家人都很親切，認識朋友的好地方～,"For the warm bars suitable for the party, the shopkeeper is very kind and knows a good place for friends ~"
"老闆人超好！
歡迎來挑戰！","The boss is super good!
Welcome to challenge!"
🎯高手們可以找Jason闆闆打飛鏢,A Masters can find Jason board to play darts
"環境優美，人員更美
只是老闆很機車，打鏢太強，老是灌醉客人
拜託快去打爆老闆😂","Beautiful environment and more beautiful personnel
It's just that the boss is very motorcycle, and the dart is too strong.
Please go to the boss soon 去"
超讚讚讚讚讚讚 老闆Jason還有小雨超讚五顆星星😍😍😍,Super praised praise boss Jason and Xiaoyu Super praised five stars 😍😍😍
來一杯shot!!,Here is a cup of shot !!
老闆有型，店員人很好、好聊，可以喝酒唱歌～,"The boss is stylish, the clerk is very good and chats, you can drink and sing ~"
氣氛好，喝酒好地方。,"The atmosphere is good, drink a good place."
微醺氣氛很好，能打標 玩骰 唱歌的酒吧🎯🍻🎲,The little atmosphere is very good.
越夜越熱鬧，服務超到位，有唱歌跟飛鏢真的很棒的地方,"The more lively nights, the service is in place, there are really great places to sing and darts"
老闆跟女員工很親切，環境很舒服還可以唱歌，陪我度過開心的晚上。,"The boss and the female employee are very kind, the environment is very comfortable and can sing, accompany me through a happy night."
老闆人又好又帥,The boss is so handsome and handsome
老闆 員工非常親切 非常推,The boss and employee are very kind and pushed
可以唱歌又可以打鏢！會不會太厲害,You can sing and play darts!Will it be too bad?
"店內氣氛棒🎉
員工親切","The atmosphere in the shop 棒
Cordial employee"
燈光美氣氛佳，下次一定會再來👍🏼,"The lights are beautiful, and I will definitely come again next time."
"老闆阿薩力！
還教打標又可唱K 適合聚聚🤙 …","Boss Assiri!
You can also teach markers and sing K suitable for gathering ..."
超棒！ 小倩最可愛,Bet!Xiaoqian is the cutest
"店員很親切，都可以一起玩遊戲！！找店長打
鏢","The clerk is very kind and can play games together!IntersectionFind the shop chief
dart"
氣氛很不錯，小倩公關推，可愛,"The atmosphere is very good, Xiaoqian public relations push, cute"
來這邊就是要找傑森喝酒打標 妹妹也都很漂亮很親切 很喜歡,Come here is to find Jason to drink and marked the younger sister.
老闆人超好，很熱情,"The boss is super good, very enthusiastic"
喝酒氣氛佳！這裡的員工都很親切^_^,The atmosphere of drinking is good!The employees here are very kind^_^
"菜菜很好玩！菜菜帶走都可以～🤣🤣🤣
很棒的一間店！","Very fun!It can be taken away by vegetables ~ 都 都
A great shop!"
Chole是可愛女森！快來找她聊天！,Chole is a cute female forest!Come and chat with her!
環境很棒 老闆人很好,"The environment is great, the boss is very good"
"大家要來走走
公關健談，老闆親切
有到附近值得一訪","Everyone comes to walk around
Public relations talk, the boss is kind
It's worth visiting nearby"
五星好評～不來對不起自己,"Five -star praise ~ Don't come, I'm sorry for yourself"
老闆娘很美女,The boss is very beautiful
