Original,EN
"2024.03.14(四)晚餐後到訪
不愧是評論高分的店
雖然裝潢風格不是非常的絢麗
但是讓人有美國輕鬆喜劇家裡附近酒吧的親切
是一個像是承載記憶跟歡笑的地方

現在的老闆娘是接手過的了
雖不知以前的情況是怎樣
但是目前的品質跟服務真的值得一來
餐點不多，但是有創意、份量夠
酒類更是有很多的促銷
愛喝Shot絕對適合😎
還有很厚工的生命之水方糖喝法
視覺跟味覺都是享受
也很適合路過來一杯或是下班來一杯","2024.03.14 (Thursday) Visit after dinner
It is worthy of reviewing high score shops
Although the decoration style is not very gorgeous
But people have the kindness of the bar near the bar near the American relaxed comedy
It is a place like carrying memory and laughing

The current boss has taken over
Although I don't know what the previous situation was
But the current quality and service are really worthwhile
There are not many meals, but there is enough creativity and portion
There are many promotional wines
Love to drink Shot is definitely suitable 爱
There is also a very thick work of life.
Visual and taste are enjoyable
It is also very suitable for passing a drink or a drink after get off work"
"闆娘黛西水啦！讚讚 不求高調奢華 但可以有平價快樂XDDDDDD
老闆娘會罵你雞掰🥹","Ban Niang Daiswater!Praise does not want high -profile luxury but can be cheap and happy XDDDDDDD
The boss will scold your chicken 老 老"
"歐姆蛋跟性感海灘🏖️好好吃好好喝🥺🥺🥺🥹🥹🥹 Daisy, Lynn, 涼麵, Money都很親切熱情❤️❤️❤️ 下次再回訪！","Om egg and sexy beach 好️ are delicious and delicious 🥺🥺🥺🥹🥹🥹 daisy, lynn, cold noodles, Money is very enthusiastic and enthusiastic ❤️❤️❤️ will I return to visit next time!"
"喜歡喝酒的朋友一定要來這個地方！
在台北很難找到酒水價格如此合理的地方！超喜歡這個地方！
每次都是第一攤或最後一攤來補酒精！","Friends who like to drink must come to this place!
It is difficult to find a reasonable price in Taipei!I like this place so much!
Every time it is the first or last stall to replenish alcohol!"
相當棒的酒吧！！老闆娘非常有個性，非常好客！！手工水餃滿有水準，小菜也各有特色，熱門時段店內相當忙碌，有體育賽事轉播，Happy Hour 的酒類相當划算。喝酒放鬆的好地方。,"A great bar!IntersectionThe boss is very personal and very good!IntersectionHandmade dumplings are full of standards, and side dishes are also distinctive. Popular time is quite busy in the store. There are sports events to broadcast, and HAPPY HOUR's alcohol is quite cost -effective.A good place for drinking and relaxing."
"闆娘跟夥伴們真的好讚❤️

酒跟人都很親切
建議一杯接一杯😘","Ban Niang really likes the partners ❤️

Wine and people are very kind
It is recommended to have a cup after a cup 杯"
"店目前經營者為活潑熱情的女老闆娘
從前一任老闆退休夫婦接手
保留這個地方
給大家下班有一個休息.放鬆.談心的地方～

很值得前來～

起司蛋🧀️🥚
德國香腸
手工水餃🥟

都很可口","The shop currently operates a lively enthusiastic female boss
Once the previous boss retired couple took over
Keep the place of the sake
Give everyone the next one has a rest. Relax. Talk about the heart ~

It's worth coming ~

Cheese Egg🧀️🥚
German sausage
Handmade dumplings🥟

are very tasty"
老闆訊息回覆迅速，待人真誠友善，Voice Long Play完全可以讓你放鬆喝酒！,"The boss's message reply quickly. When you are sincere and friendly, Voice Long Play can let you relax and drink!"
"小黃瓜是老闆自己做的
喜歡吃辣朋友，喝點酒
配點辣辣的小黃瓜很愜意
這邊的特調不貴，又有老闆的創意
很適合每天隨心情來一杯","The little cucumber made by the boss himself
Like to eat spicy friends, drink some wine
It is very pleasant with spicy cucumber
The special tone here is not expensive, and the creativity of the boss
Very suitable for a cup of mood every day"
"老闆娘人很好給很多水喝 因為我們酒精路跑很醉想喝水
酒喝狠少還給很多杯水 真的是太頂了","The boss and mother are very good to drink a lot of water because we are drunk in our alcohol road and want to drink water
It ’s really too much to drink a lot of water for drinking less."
"美女老闆很親切 ~
17-21有happy hour活動，非常划算👍

起司蛋捲滿滿的起司，必點必點
小黃瓜很辣很好吃😋","The beauty boss is very kind ~
17-21 There is a Happy Hour activity, which is very cost-effective 👍

The cheese egg roll full of cheese, must be ordered
Little cucumber is very spicy and delicious"
黛西姊姊親切有趣，但阿奇我比較有趣欸～^ ^想喝醉，來這就對了！,"Sister Daisy is kind and interesting, but Aki I am more interesting ~ ^ ^ I want to get drunk, it's right to come!"
酒好喝水餃好吃，老闆娘很會聊天,"The wine is delicious and delicious, the boss is very good at chatting"
"第一次嘗試無酒單的特調酒
可以自己選擇自己的口味
老闆娘特調出來的酒好讚好喜歡❤️
老闆娘也好聊天 適合一個人來放空放鬆
很自在不會有壓迫感的酒吧 讚讚👍🏻
酒類價格平價 不會像外面過度裝飾
主打平價好喝 CP值超高！ 推爆✨","The first time I tried a special wine without wine list
You can choose your own taste
The wine that the boss is specially adjusted is so much praised, so I like it ❤️
The boss is okay to chat for one person to let go and relax alone
Very comfortable bar praise
The price of alcohol prices will not be excessively decorated like the outside
Focus on cheap and delicious CP value!Blew ✨"
老闆超讚超親民！而且店裡的店員都超正😍😍喝酒的氣氛非常開心！shot便宜～調酒一級棒！超喜歡這裡❤️❤️❤️ …,The boss is super affordable!And the clerk in the store is very happy to drink!SHOT is cheap ~ bartending is a great!I like here ❤️❤️❤️ ...
"第一次吃到蛋捲配小黃瓜
莫名好吃😋👍👍👍
老闆娘超熱情超會聊(撩)
是下班喝一杯或週末想喝一杯的最棒選擇 …","The first time I eat egg rolls with small cucumber
Inexplicably delicious 吃
The boss is super enthusiastic and super -talked ())
It's the best choice to drink a drink or weekend ..."
