Original,EN
低消五百 裡面有包廂可以唱歌,There is a box in the low 500 to sing in a box to sing
"志弘老闆超能喝的 不是胖假的
威士忌直接追三隻 不愧是中山區最能喝
真的見識到了啤酒當水喝","The boss of Zhihong is not able to drink fat fake
Whiskey is directly chasing San, it is worthy of drinking in Zhongshan District
I really see beer drinking as water"
賞了4-5個妹妹酒，每個都聊沒幾分鐘全部都跑光，妹妹只集中大桌的熟客聊天，把新客當盤子，人員流動也超快，員工幾乎都跑了,"After rewarding 4-5 sister wine, each of them talked for a few minutes, and they all ran all the time. The younger sister only concentrated on the mature customers at the large table to chat, treat the new customers as a plate, and the staff flow is very fast. Almost all employees run away."
那個胖老闆超會喝，我們十幾個喝不倒他一個,那個胖老闆超會喝，我們十幾個喝不倒他一個
"裝潢好
氣氛不錯
老闆娘人很好","Decorate
The atmosphere is good
The boss is very good"
服務周到，停車方便，十分舒服,"Small service, convenient parking, very comfortable"
萱萱人很好謝謝妳,"Xuan Xuan is very good, thank you"
喜歡,like
👍👍👍 …,👍👍👍 …
非常好的氛圍和濃烈的飲料。  是與朋友一起喝酒、享受美好時光的好地方。試試明天見！,Very good atmosphere and strong drinks.It is a good place to drink with friends and enjoy a good time.Try to see tomorrow!
這是聚會的好地方,This is a good place for the party
喜歡這個地方！,Like this place!
