Original,EN
"服務很好 記得剛剛是妞妞服務的
會開客人玩笑 恰北北 但不是那種沒禮貌的女生
還會幫忙點歌 主動問要不要升降KEY
整體來說是很棒的一次服務
感覺很好的酒吧初體驗 雖然我都在唱歌 哈哈","The service is good, remember that it was just a girl service just now
You will open a guest to joke Qizheng, but not the kind of rude girl
I will also help the song to take the initiative to ask if I want to raise the key
Overall is a great service
The first experience of a good bar, although I am singing, I am singing haha"
唱歌喝酒放鬆的好地方~ 有機會一定要去體驗一下！,A good place to sing and drink ~ You must experience it if you have a chance!
老闆娘跟員工妹妹都很正 店長打標也很強 裡面客人都很親切 一個人去也不會孤單 非常推薦的酒吧 去了就不會想去其他間了,"The boss and the employee's sister are very good at the manager of the store. The guests are very kind and the guests will not be alone, and they will not be alone."
按照正常標準應是連一顆星都達不到 服務人員基本態度(顧客輪流上台次序點唱均不佳) 就算請櫃台叫點心 亦是份量不足 而必需自行再到外面點炒好的菜進來 所以一般來說個人除不會再來此消費(並建議其他人如要來此可參考上述的評鑑),"According to the normal standard, even the basic attitude of a star can not meet the service staff (the customer takes turns to take the stage and the order is not good). Generally speaking, individuals will not come here to consume again (and suggest that others can come here to refer to the above evaluation)"
好友喝酒，唱歌，射飛鏢開心好去處,"Friends drinking, singing, shooting darts happy and good places"
很用心的一個女生經營的副業，白天在金控上班，晚上呼朋引伴來一起喝點小酒，很不ㄧ樣的店，如果你默念李白「將進酒」的意境，酒寨大概就是如此！,"A very careless sideline operated by a girl, working at Golden Control during the day, and calling friends to drink a little wine together at night. in this way!"
"其實我覺得這間店的動線很不舒服
其他東西也就普普
但是店員唱歌真的好聽超加分","In fact, I think the moving line of this store is very uncomfortable
Other things are Pupu
But the clerk singing is really good to superb points"
店裡每個人都很好玩，氣氛好值得一訪再訪，直接收藏成固定喝酒的愛店,"Everyone in the store is very fun. The atmosphere is worth visiting again, and it is directly collected into a fixed drinking shop."
店員老闆娘都非常熱情貼心，服務很好👍環境舒適每次去都玩的很開心 …,"The clerk's boss is very enthusiastic and intimate, the service is very good. The environment is comfortable and happy every time I go ..."
老闆娘漂亮酒量好，店長會陪打鏢而且很厲害，想喝酒去這裡就對了,"The boss is beautiful in good alcohol, the manager will be playing darts and very powerful, just want to drink and go here."
Anna非常好聊，酒量好！很能帶動氣氛又很會喝🍻 …,"Anna is very easy to talk, good alcohol!Very can drive the atmosphere and can drink it ..."
唱歌輪到其他客人一直搶麥唱還直接要求一起唱，店員也不理！,"Singing wheels to other guests have been grabbing wheat singing and asking for singing together, the clerk ignores it!"
"裝潢設計美可以唱歌
但超多人抽煙被熏得不是很舒服","The decoration design can sing
But many people smoke are not very comfortable to be smoked"
酒好喝  消費合理  服務佳  還有飛鏢玩  有好聽的駐唱歌手  想喝酒放鬆的人可以安心喝酒的好地方,"Good wine and consumer reasonable service, and darts, players who want to drink and relax, can drink and drink with peace of mind."
燈光美氣氛佳，服務特別好，是放鬆身心的好地方。生日聚會的最選擇。,The lights are beautiful and the service is particularly good. It is a good place to relax.The most option of birthday party.
老闆傑森跟吧台球球很友善，適合深夜想聊天時前往。,"The boss Jason is very friendly to the bar ball, and it is suitable for going to the night when I want to chat late at night."
"很棒的酒吧, 服務親切！","A great bar, kind service!"
"他馬的坐一小時一人收1680,敲酒客的店，去了會後悔","His horse is sitting for an hour to collect 1680, knocking on the wine guest shop, and he will regret it when he goes to"
可以唱歌 打標跟好朋友聚會的好地方😍 …,You can sing a good place where you can meet with good friends 😍 ...
防疫期間不便多說，給五個星,"If you are inconvenient to say during epidemic prevention, give five stars"
唱ㄍ🎶 打鏢🎯 聚會好地方～🥃🍺🍶🍾🍷🍸🍹🍟 …,Singing the darts 会 a good place for the party ~ 🥃🍺🍶🍾🍷🍸🍹🍟 ...
裡面有飛鏢機跟ktv很好玩,There are dart machines and KTV in it very fun
環境舒服，飲品很不錯,The environment is comfortable and the drink is very good
氣氛好服務好👍,The atmosphere is good service 好
舒適，服務，洽到好處,"Comfort, service, benefit from benefits"
續攤的好地方～,A good place for the continuation ~
還不錯的,Pretty good
水平不錯。,Good level.
單純 安全,Simple
Anna 100分,Anna 100 minutes
好玩,Fun
很不錯,very nice
妹很多,Many girls
好地方,Good place
喝酒的好地方！ ！ ！ ！,Good place to drink!IntersectionIntersectionIntersection
