Original,EN
"清酒都蠻有水準的，而且店東都有很詳細的介紹。
👉 麻辣花枝：
椒麻香氣很好，口感也嫩，不錯。

👉 酥炸龍珠：
炸的酥香，口感也佳，不錯。

👉 肉圓：
是個好吃有酒香的彰化肉圓。

👉 胡麻炒蛋：
香酥又creamy的蛋還行

👉 香煎馬頭魚：
馬頭魚還行嫩嫩的。","There are quite standard sake, and the shop owner has a detailed introduction.
👉 Spicy flower branches:
The pepper hemp is very delicious, the taste is tender, and it is good.

👉 Crispy Fried Dragon Ball:
The fragrance of fried, good taste, good.

👉 👉 👉:
It is a delicious Changhua meatball with wine.

👉 👉 👉 👉 👉:
Creamy's egg is okay

👉 👉 👉 👉 👉 👉:
The headfish is still tender."
"採用全預約制的清酒吧，裡面的清酒藏酒非常豐富，有很多外面比較難見的清酒可以飲用。

另外清酒的價格也非常實在，建議喜歡清酒的朋友過來一趟。來之前記得提前在FB預約，不然有可能無法進店享用回味無窮的清酒。","The bartending bar, which is made of full appointment, is very rich in sake and collection inside, and there are many difficult sake to drink outside.

In addition, the price of sake is also very real. It is recommended that friends who like sake to come over.Remember to make an appointment in FB in advance before you come, otherwise you may not be able to enter the store to enjoy the endless sake."
食物好吃！清酒選擇多！一定要訂位才進得來,The food is delicious!There are so many sake!Be sure to order to enter
這兒好棒！優質！餐點美味！清酒好有品質！老闆很會介紹！,It's great here!high quality!Meal delicious!Sake is so quality!The boss will introduce it!
第一次接觸到日本酒，吧主細心的介紹每一杯Sake 風味、酒造、產地，特別的是這裡不是日料是台菜，吧主搭配的菜和每杯酒都非常的match ! 位置不多吧主很親切的照顧每位客人感受、店內也不太會有大聲喧嘩的情況，好適合約會☺️,"For the first time when I came into contact with Japanese wine, the Lord carefully introduced each cup of Sake flavor, wine, and place of origin. In particular, it is not Japanese food or Taiwanese dish. The Lord is very kind to take care of each guest's feelings, and there will be no loud noise in the store, so suitable for dating ☺️"
"有十四代酒未來單杯點60ml twd 650，價錢也不貴，第一次喝，值得一試，很香甜，濃厚，綿長，餘韻停留很久～

我先點了一杯十四代，然後店員推薦我吃淡菜twd 750，我問他十四代還是單喝比較合適，我先點其他酒？他說這個酒配淡菜也可以，我也不是專業的，那就就聽他建議，um⋯單喝比較好，配吃被搶了風頭浪費了，感覺十四代要慢慢細緻品嚐。淡菜=青口，挺新鮮肥大甜美，但我會寧願多點一兩杯酒

另外點了date seven twd 600（好像是），豬耳朵twd 210，豬耳朵也是他們推薦，一直問我夠不夠吃😂，我也就點來試一下，一開始是挺有口感，吃多了挺肥膩跟挺咸，然後我問他們要一杯水想清除口腔的味道，他們說只有付費瓶裝有氣水😂，餐廳沒提供普通水我是覺得有點荒謬，我要清除口腔的食物味道再喝酒，就要買水，不買水那你就用清酒漱口吧😂，最後我就用我的date seven來漱口吃豬耳朵了😂，我一個人沒必要開720ml的有氣水😂

建議先吃東西再來單純喝酒，食物不錯吃不過偏貴，氣氛環境是可以的，漂亮的，但是整體真的有點令人失望，我從很久以前就bookmark了這家店，感覺就是浪費了那杯十四代，還有被硬推下酒菜也是滿尷尬的，我一個女生他們叫我點三個菜再加一大瓶應該720ml的有氣水（但被我拒絕了，我吃不了那麼多，然後職員就跟他們的朋友或老顧客一直聊天😂），雖然我是說沒有吃飯過來，但三個菜也太明顯很想做生意很硬銷吧😂，還有他半酒半餐廳形式連杯普通水都沒有，這個點我也是奇怪","There are fourteen generations of wine in the future single cup 60ml TWD 650, and the price is not expensive. For the first time, it is worth trying. It is very sweet, strong, long, and the rest of the rhyme stays for a long time ~

I ordered a cup of fourteen generations first, and then the clerk recommended me to eat TWD 750. I asked him that the fourteen generation was more suitable for drinking. I ordered other wine first?He said that this wine is also okay with light vegetables, and I am not professional, so I listen to his suggestions. UM ⋯ is better to drink, and it ’s a waste of being snatched with the ethics. I feel that the fourteen generations should slowly taste it.Light vegetables = Qingkou, it's very fresh and sweet, but I would rather be more or two more glasses of wine

In addition, I ordered Date Seven TWD 600 (seemingly), pig ear TWD 210, and pig ears are also recommended. I always asked me if I was enough to eat. I just click on it. I was fat and salty, and then I asked them to want a glass of water to remove the taste of the mouth. They said that only paid bottles were loaded with gas water, and the restaurant did not provide ordinary water. I feel a bit ridiculous. I want to remove the food of the mouth. Just buy water, do n’t buy water, then use sake to rinse your mouth. In the end, I used my date seven to rush my mouth to eat pig ears.

It is recommended to eat first and then drink. The food is good but it is too expensive. The atmosphere environment is okay and beautiful, but the overall is really a bit disappointing. I have been Bookmark this shop a long time ago. The fourteenth generation, and it is also embarrassing to be pushed hard. A girl, who I told me to order three dishes, and a large bottle should be 720ml. The employee has been chatting with their friends or old customers.) Although I said that I didn't eat, the three dishes were too obvious that I wanted to do business. There is no water, I am also strange to this point"
"今晚的酒都是老闆推薦的
每一杯我都喜歡
食物也是每一道都好吃
好吃到忘記拍照😅

炸豬耳朵請務必要點
很好吃！不油膩！口感Q有膠質感

很適合週五跟朋友小酌放鬆的地方","Tonight's wine is recommended by the boss
I like every glass
Food is also delicious
It's so delicious than forgetting to take pictures 忘

Please be sure to point the fried pig ear
Very delicious!Not greasy!Taste Q has glue texture

It is very suitable for relaxation with friends on Friday"
有個性氣氛的日式清酒Bar，適合幾位朋友來聊聊天。,Japanese -style sake BAR with a personality atmosphere is suitable for several friends to chat.
"老闆正哥非常專業，而且健談
也會認真回答客人的問題，是我心目中享受品酒氛圍的第一名單杯日本酒吧！！
還常常會跟各式各樣的達人們舉辦聯名或是客座活動是值得一推再推的好店！","The boss Zheng is very professional and talkative
I will also answer the question of guests seriously. It is the first list of the wine tasting atmosphere in my mind!Intersection
It is also often a good shop that is worth pushing again with a variety of experts or guest activities!"
"千萬記得預約，否則就鐵條乾看😂
第一次隨意去不知道要預約
當時是一位顏值不錯的小哥哥告訴
我們就覺得帥就安心離去

氛圍很好的店像外國只有十來位子
我不大喝清酒但在推薦下
真的喝到了奔放不辣且通體的酒

比個愛心💗只是剛好","Remember to make an appointment, otherwise you will look at the iron bar.
I don't know if I want to make an appointment for the first time
At that time, a little brother with good value told
We feel handsome and leave with peace of mind

The shop with good atmosphere is like a ten positions in foreign countries
I don't drink sake but I am recommended
I really drink it, unrestrained and decent wine

It's just right than a love 💗"
"店內氛圍滿分！主事者品味很好，光線亮度、香氛、桌椅觸感、食器、杯盅、筷托……件件都用心！
餐點自製比例很高，重視食材鮮度，這也是只做預約客才能達到的物料管理！
酒類無疑是此間的重點，選酒很有意思，並且也不光是清酒，香檳、日本葡萄酒~~都很有一些入手困難的品項。
交由店主pairing，可以有個人經驗值之外的新體驗，推薦！","The atmosphere in the store is full!The master has a good taste, light brightness, fragrance, tables and chairs touch, food, cups, chopsticks, etc.
The proportion of meals is very high, and the freshness of the ingredients attaches importance to the material management that can only be achieved by reserved!
The wine is undoubtedly the focus of this time. Choosing wine is very interesting, and not only sake, champagne, Japanese wine ~~ There are some difficult items that have difficulty in starting.
Make it to the owner Pairing, you can have a new experience beyond personal experience, recommend!"
店家很會選酒。氣氛好,The store can choose wine.Good atmosphere
