Original,EN
今天要去， 可能是颱風過後的關係，結果什麼都沒了， 幾乎夷為平地。加油，希望再度開業。,"Today, it may be the relationship after the typhoon. The result is nothing, and it is almost flat.Come on, hope to open again."
"最近因為拍攝題材的發想需要靈感，無意中騎車到第一次來的美堤碼頭
原本也只是到防汛門附近的公園和碼頭邊閒逛
慢慢入夜後，眼角餘光卻見旁邊有霓虹燈光亮起。。
一走近映入眼簾的是一間河堤酒吧，伴隨著音樂樂聲，一種chill感瞬間湧出
微微的風吹撫，冰涼的飲料入口
眼前有著大台北入夜後的璀璨，倒映在河水的波光中有著一種繁華的寧靜
環境給予心靈上的輕鬆舒暢，帥氣的老闆也很健談的聊起各種趣事
這是今天一整天忙碌疲憊後的小確幸，療癒的夜晚～","Recently, because of the inspiration of shooting themes, I accidentally rode to the first time I came to the Miyin Terminal.
Originally, I just went to the park and pier near the flood control door.
After the night slowly, Yu Guang, the corner of the eyes, saw that there was neon lights on the side.Essence
As soon as I approached, a river embankment bar, accompanied by music and music, a ChILL sensation instantly poured out
The slight wind strokes, the cold drink entrance
There is a brightness in front of the Taipei after the night, and it is reflected in the waves of the river water. There is a bustling tranquility
The environment gives the soul's easy and comfortable, and the handsome boss also talks about all kinds of interesting things.
This is the little luck after being busy and tired today, the healing night ~"
台北少有的河岸景觀酒吧，可以看夕陽、飛機，晚上微風吹來很舒服，沒有限時超優,The rare river bank landscape bar in Taipei can watch the sunset and plane. It is very comfortable to blow the breeze at night.
"碼頭旁邊的酒吧，有半戶外的空間，這邊很舒服，有無敵的景觀，適合來碼頭旁邊喝一杯小酒，影片是2022/23 在這邊辦的跨年派對。

重返千禧跨年夜：

•無敵河景:  台北市絕無僅有的101河岸視角，水岸第一排景觀包廂，絕美日落與城市夜景呼應，建議提早入場享受。
•90舞曲:  知名DJ混搭80~千禧世代音樂，可以跳舞搖擺，也可以親欣懷舊，在M Club你可以找到一個屬於你的角落，享受解封後的舒暢。
•遊艇跨年:  離101煙火最近的基隆河，私人遊艇河上集結，等待煙火倒數，媲美國際海洋城市，成為台北最新景點，因遊艇票券已全數售罄，本活動僅販售陸上活動入場券。
•異國美食:  由外國美食攤商主理，原汁原味，異國直送，跨年寒冷夜，不怕沒熱食可吃。","There is a semi -outdoor space next to the bar next to the dock. It is very comfortable here. There are invincible landscapes. It is suitable for drinking a glass of wine next to the dock. The film is 2022/23 New Year's Eve party.

Return to Millennium New Year's Eve:

• Invincible river view: Taipei City's unique 101 river bank perspective, the first row of the waterfront landscape boxes, beautiful sunset to the city night view, it is recommended to enter early to enjoy.
• 90 dance music: Well -known DJ mix and match 80 ~ Millennium music, you can dance and swing, or you can be pregnant, you can find a corner of you in M ​​Club, enjoy the comfort after unblocking.
• Yacht New Year's Eve: The Keelung River closest to 101 fireworks, gathering on the private yacht river, waiting for the countdown of the fireworks, comparable to international marine cities, becoming the latest attraction in Taipei. Because yacht tickets have been sold out, this event is only sold on land activities to enter the event. Field coupons.
• Exotic food: Merchants of foreign food stalls, authentic flavors, exotic direct delivery, cold nights in the New Year, not afraid to eat without hot food."
"已經開了一陣子的戶外碼頭酒吧
氣氛舒適 很適合來一場放鬆無壓力的活動 只是晚上建議要穿長褲 不然會被蚊子叮
食物很好吃，至於吃什麼要視店家做了什麼食物～老闆人很好，甚至如果有需要遊艇服務都很專業！！！
在這裏很適合包場或是辦活動～是一個非常適合三五好友一起成群結隊來耍廢的地方喔😁 …","The outdoor wharf bar that has been opened for a while
Comfortable atmosphere is suitable for a relaxed activity, but it is recommended to wear trousers at night, otherwise it will be bruised by mosquitoes.
The food is delicious. As for what to eat, I want to see what the store has done. The boss is very good, and even if you need a yacht service, you are very professional!IntersectionIntersection
It is very suitable for charter or activities ~ It is a place that is very suitable for three or five friends to make a group together to play abandoned ..."
台北竟然有這麼好的地方，真的值得分享！ 美麗的日落，浪漫的夜景，在河邊喝著小酒，真的很享受👍 服務人員也很熱情❤️ 這次是朋友在此舉辦50大壽party🎂 我們都很享受這裡！ …,"There is such a good place in Taipei, it is really worth sharing!Beautiful sunset, romantic night view, drinking small wine by the river, really enjoyed the service staff and enthusiastic ❤️ This time, friends here are here to host 50 big birthdays. We all enjoy here!Mowing"
"環境跟氣氛都很好
服務態度也很棒

希望有餐點可以吃
蛋糕跟飲料都好吃

寵物友善空間
對狗狗很好","The environment and the atmosphere are very good
The service attitude is also great

Hope there is a meal to eat
The cake and drink are delicious

Pet friendly space
Good for dogs"
"這次受邀來參加中秋派對，叫計程車過來，走進來馬上就能看到這個超chill的地方，這次還吃到餓妤跟專人的bbq，非常過癮，酒類也有非常多暢飲，但這是特殊活動啦，不過有跟酒吧吧台聊過，平常這時不時也有許多活動，而且也是還有許多不同種類的調酒可以單點。

在河堤旁邊躺著吹河風，喝著酒，真的有夠舒服><","This time I was invited to participate in the Mid -Autumn Festival party, called a taxi over, and I can see this ultra -chill place immediately when I walk in. It is a special activity, but I have talked to the bar. There are many activities from time to time at this time, and there are many different types of alcoholic bartending.

Lying next to the river breeze, drinking wine, drinking wine is really comfortable> <"
"疫情開始解封了，大家也找地方放鬆心情了，好多外國人在這跳舞，來這裡很容易感受到開心的氣氛！真棒
配酒，欣賞夜色，好有氣氛","The epidemic began to unblock it, and everyone also found a place to relax. Many foreigners danced here. It is easy to feel a happy atmosphere here!Awesome
With alcohol, appreciate the night, there is a good atmosphere"
對寵物極度友善的空間，很適合家人朋友聚會聊天的場所。菜單以飲品為主，可自帶餐點入內食用。毛孩子們在這裡玩得很開心，謝謝老闆熱情招待🐶 …,"There is a space for the extremely friendly pets, which is very suitable for the places where family members and friends meet and chat.The menu is based on drinks, and you can bring your own meals and eat internally.The Mao children played very happy here, thank you boss for your enthusiastic hospitality ..."
