Original,EN
非常特別的Bar店，有卡拉ok可以唱日文歌跟中文歌，也可以投幣打飛標，可以一邊喝酒🍺坐在bar台的座位和店員一起聊天，有一個半隔間類似包廂，氣氛因為客人不同而不一樣，但是基本上很開心,"Very special BAR shop. There are karaoke to sing Japanese songs and Chinese songs, or you can buy coins and bids. You can drink and chat with the clerk while drinking. The guests are different and different, but basically I am very happy"
"舒適的喝酒空間，有沙發，可以玩飛鏢，也有中文日文點歌機器。
老闆很會聊天。適合小酌商務聚會，在這裡也認識了不少好朋友。","A comfortable drinking space, there are sofas, can play darts, and Chinese Japanese -style song machines.
The boss can chat very well.Suitable for a drinking party, I also met a lot of good friends here."
是個溫馨、讓人可以放鬆小酌的好地方。另外店內的唱歌設備很優，客人也都很會唱，喝酒聽歌很舒服。,"It is a warm place that makes people relax.In addition, the singing equipment in the store is very good, and the guests can sing very well. It is very comfortable to drink and listen to songs."
非常溫馨舒服的店，店主很好，而且還可以唱歌！讚！一定要再去！,"Very warm and comfortable shop, the owner is very good, and you can sing!praise!Must go again!"
氣氛很好，可以放鬆，可以唱歌🎤消費不高，有時候比KTV划算，歌也很新，喜歡的私藏景點～ …,"The atmosphere is very good, you can relax, you can sing and consume, sometimes it is more cost -effective than KTV, the song is also very new, the favorite private attraction ~ ..."
可以唱日文歌跟中文歌，也可以打飛標，一邊喝酒有時候店員也一起聊天很開心,"You can sing Japanese songs and Chinese songs, or you can also fly the label."
"上去兩次了，很放鬆的地方，裝潢及服務是日本スナック式，但店裡營業是日式PUB,營業時間很彈性，歡迎大家去消費👍 …","I went up twice, very relaxed, the decoration and service are Japanese ス ナ ッ ク, but the business in the store is Japanese PUB, the business hours are very flexible, welcome everyone to consume ..."
"環境舒服的酒吧
有日本點歌系統
也可以打飛鏢","A comfortable environment
There is a Japanese song system
You can also play darts"
在林森北路最有氣氛的卡拉OK酒吧，服務親切，有家的感覺！,"On the most atmosphere of the Kara OK bar on Linden North Road, the service is kind and feels like home!"
"簡單小酢  中日英 KTV唱歌
老闆娘親切精通各種語言","Simple little 酢 酢 简 简 简 简 简 简 简 简
The boss is closely proficient in various languages"
氣氛好，空間舒服。酒類多變！,The atmosphere is good and the space is comfortable.The alcohol is changeable!
"It's really a relax to drink liqueur with free talking place.
這真是放鬆喝酒聊天好場所！","It's really a relax to drink Liqueur with free talking places.
This is really a good place for drinking and chatting!"
燈光美 氣氛佳 很適合放鬆的地方,The light and beautiful atmosphere is very suitable for relaxation
絕對超過五星滿分的啦,Absolutely exceed the five -star full points
老闆娘很會聊，很放鬆的地方,"The boss can talk very well, very relaxed place"
小姐親切！水餃🥟好吃😋、又能唱歌🎤 …,Miss is kind!Dumplings 😋 delicious 能 能 能 能 能 🎤 🎤 🎤 ...
老闆娘很親切,The boss is very kind
氣氛美燈光佳,The atmosphere is beautiful
飛鏢吧、唱歌、調酒...非常開心,"Dart darts, sing, bartender ... very happy"
闆娘人好，超推薦,"Good Ban Niang, super recommended"
"另外還有飛鏢和日本卡拉OK，是一個可以以合理的價格享受樂趣的女孩酒吧。
這裡的南媽媽個性很好，帶她去娛樂場所也不會感到尷尬。
還可以喝燒酒和清酒，很棒。
我經常去這個地方，因為我可以從以鯨魚和大海而聞名的近海酒廠買到稀有的燒酒。

新增時間：2023.2.21
在科羅納之後，我三年來第一次來到這家商店。
以前駐紮的日本人很多，現在顧客一半是台灣人，一半是日本人。

雖然媽媽和姊姊都在酒吧，但我很感激她們照顧我、陪伴我😊

我衷心感謝您讓這些美好的商店繼續存在而沒有消失💐","There are also darts and Japanese karaoke, which is a girl bar that can enjoy fun at a reasonable price.
The Nan's mother here is very good, and it will not be embarrassing to take her to the entertainment venue.
You can also drink shochu and sake, which is great.
I often go to this place because I can buy rare shochu from the offshore winery famous for whales and sea.

New time: 2023.2.21
After Colona, ​​I came to this store for the first time in three years.
There were many Japanese people stationed before, and now half of the customers are Taiwanese and half of them are Japanese.

Although my mother and sister are in a bar, I am grateful for them to take care of me and accompany me.

I sincerely thank you for letting these beautiful stores continue to exist without disappearing."
"最低消費500元。
我們有飛鏢和卡拉OK。
那裡有很好的工作人員，他們會說日語。含稅10%","The minimum consumption is 500 yuan.
We have darts and karaoke.
There are good staff there, they can speak Japanese.10% tax"
有飛鏢，可以玩得很開心。媽媽很可愛又善良。這是一家好店。,"There are darts, you can have fun.Mom is cute and kind.This is a good shop."
服務不錯，一般，工作人員很細心，價格也不貴，還有卡拉OK,"The service is good, general, the staff is very careful, the price is not expensive, and the karaoke is also karaoke"
不推薦日本人。,Japanese people are not recommended.
價格合理，工作人員可愛,"The price is reasonable, the staff is cute"
非常友善的人群...,Very friendly crowd ...
不錯的店(^_-),Good shop (^_-)
日本小吃、卡拉OK、飛鏢,"Japanese snacks, karaoke, darts, darts"
很棒的聊天吧,Great chat
