Original,EN
"巷弄內一間很舒服，裝潢很高級的 Bar
冷氣開的很強，內部氣氛弄的很Chill
店內位子不是很多，大概就是吧台
跟1個比較大的沙發座
還有吧台後面的2人位

低油500，一杯調酒大概350
調酒質感很好！感覺調酒師很專業
也都會跟客戶多聊兩句
但覺得調酒的杯子碰撞的聲音大的令人
有點不舒服，這是唯一美中不足的地方

有收信用卡、Apple Pay，但沒有載具

覺得這是很舒服的 Bar，有機會會再來！","A very comfortable and high -level BAR in the alley
The air -conditioning is very strong, and the internal atmosphere is very chill
There are not many seats in the store, probably the bar platform
Compared with a larger sofa seat
And the 2 person behind the bar counter

Low oil 500, a cup of bartending is about 350
The texture of the bartender is very good!I feel that the bartender is very professional
I will also talk to customers a few more words
But I think the sound of bartending cups collide is loud
It's a bit uncomfortable, this is the only place of beauty

There are credit cards, Apple Pay, but no vehicle

I think this is a very comfortable Bar, and I will come again if I have a chance!"
"八天得很親切，調酒也很專業。除了酒單上也可以依喜好幫客人調。
店內可以吸菸，怕菸味的要注意一下。
店內目前沒有供應食物，但可以幫叫鹹酥雞XD
消費過程很滿意，會再訪的店。","Eight days are very kind, and bartending is also very professional.In addition to the wine list, you can also help the guests according to Xi.
You can smoke in the store. Pay attention to the smell of smoke.
There are currently no food in the store, but you can help the salty crispy chicken XD
The consumption process is very satisfactory, and the shop will be visited again."
"隱身在巷弄裡的酒吧
店內位子不多，21:00過後可以吸煙
（對煙味敏感的建議不要去）
裡面的菜單是「參考」
想要什麼感覺的調酒可以直接跟調酒師告知

每一杯都很有層次感，相當有水準👍
超喜歡那邊的調酒師Erica
（店長Shawn很帥❤）","Bar in the alley
There are not many seats in the store, you can smoke after 21:00
(Suggestions of sensitive smoke flavor, do not go)
The menu in it is ""Reference""
What you want to feel bartender can directly inform the bartender notification

Every cup is very layered, quite standard 👍
I like the bartender over there Erica
(The manager shawn is handsome ❤)"
"小管非常專業，任何經典調酒都難不倒他
長得一付人畜無害又超有禮貌
喝多的時候還會裝忙故意慢出
調整客人喝酒的速度讓客人安全回家
非常值得信賴
圖為蘆薈調酒
猶如赤子之心一般的潔淨。","Small tubes are very professional, and no classic bartend
It is harmful and polite to pay for people and animals
When you drink too much, you will pretend to be busy and slowly slow out
Adjust the speed of guests to drink and let the guests go home safely
Very trustworthy
Pictured
It's like the heart of the Chizi."
"條通李李仁專業俐落帥氣的調酒給五顆星
味道準確經典詮釋非常到位
唯一缺點特調創意需要加強
整體非常完美好喝！
親切又舒適","The professional and handsome bartending of Li Li Ren is five stars
The taste of accurate and classic interpretation is very in place
The only disadvantage special creativity needs to be strengthened
The overall is perfect!
Kind and comfortable"
"調酒師很專業並且可以客製化，說想要什麼口感味道酒感就能調出一杯適合自己的調酒！
CP值很高！","The bartender is very professional and can be customized. It can be brought out a cup of bartending that you want to taste wine!
CP value is high!"
"日式服務。入場退場 都會親切接待

酒吧新手或第一次來的客人 也很有安心感

很喜歡的酒吧   建議坐吧檯","Japanese -style service.I will receive a cordial reception after entry and exit

The novice or the first time the bar comes is also very secure

I like the bar that I really like to sit on the bar"
"調酒好看又好喝🍸
下次再來～ …","Bart -ups look good and delicious 又
Come again next time ~ ..."
"艾莉卡的調酒：味道精準、手法流暢、層次豐富、創意靈活，調酒時散發出來的專業氣質很吸引人😍
牛奶的調酒：層次強烈、入口溫順、帥的跟什麼一樣。
尚恩的調酒：本格清爽、創造力滿點、酒感明確。 …","Alica’s bartending: accurate taste, smooth technique, rich level, flexible creativity, the professional temperament emitted during bartending is very attractive 😍
Milk's bartending: strong level, docile entrance, and handsome.
Shang En's bartending: Benge is refreshing, full of creativity, and clear wine.Mowing"
"跟朋友吃完日料來訪
女調超級專業，沒客人可以跟她閒聊她講話蠻有趣😂，而且很有禮貌

Raoms我選偏甜版本個人蠻喜歡～
White Sangria果味舒服
Side Car中規中矩，可能個人口味沒很愛，但整體平衡

Ps:冷氣很強怕冷外套要帶，內可吸菸不喜煙味要想想～","After eating Japanese materials with friends
Women's super professional, no guest can chat with her to talk to her that it is very interesting, and it is very polite.

Raoms I choose a sweet version personally I like it ~
White SANGRIA is comfortable
SIDE CAR is quite satisfactory, maybe personal taste is not very loving, but the overall balance

PS: The air -conditioning is very afraid of the cold jacket to bring, you can smoke or smoke, you can think about it ~"
