Original,EN
"每次去喝酒都有不一樣的驚喜！
特調好好喝🥹店長好帥唱歌又好聽🤭
氣氛很讚又能唱歌好讚❤️‍🔥","Every time I go to drink, there are different surprises!
Special tuned and delicious. The manager is so handsome to sing and sound good
The atmosphere is great and can sing well ❤️ 气"
"承興而來 敗興而歸
今天來參加活動 每個人收了300元的入場費 可以換一杯酒
活動過程中 一切都很好
服務人員還會拿酒來喂在座各位
加上換的一杯 其實很多人都已經多少有點醉意了
活動結束時 一群人本來要走了
硬被邀請留下繼續喝酒和聊天
店員一開始說本店低消通常是五百
但我們是參加活動 留下來的人一人點個一杯就好了
好 我們留下來了 也點了酒
不喝酒的至少也點了氣泡水跟可樂
雖然沒有五百 也有250元
加上一開始的門票三百 總有個500了吧
重點：最後要離開時 已經完成結帳了 一半的人都走出去了
只剩下最後四個人還坐在位子上在聊一點事情
老闆跑來表示憤怒
說 低消五百 我們沒有達到
為什麼還繼續坐在這裡
害她們有兩桌客人進來了沒有位子
損失兩桌客人？？？
不是店員 不是店長
是老闆本人
哈囉？ 所以你低消還有限制時間？
活動結束 走去門口等再走回來低消要重算？
那你倒是說啊 我們絕對回家不留下來 因為大家都有醉意了
硬要叫大家留下來
現在又來靠北低消不夠？
吃相這麼難看的嗎
然後再倒酒給大家喝的時候 店員表示是自己掏腰包的 不是店家免費提供的？
你要我們喝 又要情勒的嗎？
本來大家 心情很好
覺得這裡不錯
還說好下次要再來聚
結果最後讓一群人在門口傻爆眼
此店我不推
而且不會再來
不會做生意真的不要開什麼酒吧
又怕人喝 又要翻桌率
其他什麼酒偏淡 水偏多之類量偏少 價偏高 的就不一一贅述了","Come and be in Chengxin and return to return
Today, I will participate in the event for each person to charge a 300 yuan admission fee. You can change a glass of wine
Everything is good during the activity
The service staff will also take wine to feed everyone here
Coupled with the change of a cup, many people are already a bit drunk
At the end of the event, a group of people was going to leave
Hardly invited to keep drinking and chatting
At the beginning, the clerk said that the shop's low consumption was usually five hundred
But we are the people who stay in the event and order a drink one by one
Okay, let's stay and order the wine
Those who don't drink at least order bubble water and cola
Although there are no five hundred, there are 250 yuan
Add 300 tickets at the beginning, there is a total of 500, right?
Key points: People who have completed half of the checkout when they leave are about to leave
Only the last four people were still sitting on the seat and talking about something
The boss came to express anger
Said low to eliminate five hundred hundred, we did not reach
Why continue to sit here
Harcons, they have two tables. There are no seats when they come in
Lost two table guests?IntersectionIntersection
Not a clerk or a manager
Is the boss himself
Hello?So do you still have time to restrict time?
At the end of the event, go to the door and wait for the back to low?
Then you mean, we will definitely go home and don’t stay because everyone is drunk.
I want everyone to stay
Isn't it enough to rely on the north to disappear now again?
Is it so ugly?
Then when I poured the wine for everyone, the clerk said that it was not provided by the store for free?
Do you want us to drink and love?
Everyone was in a good mood
I think it's good here
I also say that I will come together next time
As a result, let a group of people look stupid at the door
I won't push this shop
And won't come again
Don't do business, don't open any bar
I'm afraid that people will have a table rate
What other wines are pale water and too much, the small amount is too small and the cost is high, and the high price is high and the high price is not described one by one."
找小山的酒太美了～椰椰奶奶好喝❤️音樂好聽，店員可愛，推薦禮拜三的暢飲活動🥹是在是太佛了😌,"Finding the wine is too beautiful ~ Grandma coconut is delicious ❤️ The music is nice, the clerk is cute, the recommended drinking activity of worship is too Buddha 😌"
"來參加萬聖節活動！
店內環境好，店員很有趣🥰","Come to participate in Halloween activities!
The environment in the store is good, and the clerk is very interesting 店"
氣氛好，闆娘店員都很親切熱情❤️大推的好店👍🏻 …,The atmosphere is good.
板娘很美、店長很帥，大推椰椰奶奶和mojito～沒有一樣不好喝的！,"Ban Niang is beautiful, the manager is very handsome, and the grandmother and Mojito are pushed. Nothing is not the same!"
"每次去都很開心 是我覺得酒吧裡不會有和人員是有距離只是來消費感覺的好地方❤️

我之前去過的就沒那麼有人情的舒適感 都是單消費不會和客戶開心互動的 老闆娘跟店長員工都很可愛 重點是寵物友善不會討厭毛孩子❤️
會再帶朋友去玩☺️","I am very happy every time I go. I think there will be no distance in the bar that is a good place to consume a good place. ❤️

What I have been there before I have not been so humane is that the boss and the store manager who will not interact with the customer are very cute.
Will bring friends to play 去️ ️"
"店主幽靜不失大方，冷豔自帶幽默。

餐飲好吃，調酒頗具水准，收費合理，CP值極高。","The owner is quiet and generous, and Leng Yan comes with humor.

The dining is delicious, the bartender is quite standard, the fee is reasonable, and the CP value is extremely high."
環境 設備 氣氛都很不錯 闆娘及店內人員態度也都很好 很適合下班或假日來小酌一下放鬆心情的好地方,"The atmosphere of the environment and equipment is very good, the attitude of Ban Niang and the staff in the store is also very good, very suitable for get off work or holidays to drink and relax."
"酒名很特別，能代表晚上的感受。
還有包廂可以唱歌🎤好歡樂。店家很熱情招待～","The name of the wine is very special, which can represent the night feelings.
There are also boxes to sing.The store is very enthusiastic for hospitality ~"
