Original,EN
"Nini ：乖巧懂事大眼美女（離職）
77：甜美小朋友1（高）（離職）
惟惟：甜美小朋友2
小郁：射鏢厲害、健談、應對進退很棒、
熟客們的傾聽者
玅玅：會射鏢、馬尾妹、唱歌很厲害、
人很友善
小閔：會打扮的妹妹（高）（離職）
消費價格大眾化～
低消500/人，加10%服務費
可請公關們喝酒（300/杯）
可樂100、汽泡水100、烏龍茶200、果汁100、外食清潔費100。

來福：直播主正妹、百變風格，可甜可辣（高）（離職）
憨憨：大眼活潑妹、
芮芮：白目妹（離職）
白白：特色笑聲、嗨咖、射鏢強
Tammy：會放電的冷冷妹、會喝（離職）
Ivy：老闆娘、美女、超會喝
Bella：很活潑、嗨咖
Joy：活潑嗨咖（離職）
寜可：乖、安靜、默默做事、高材生
阿欣：要酒達人、很直、瘦、辣妹

小巫：夜生活公關小妹妹、清秀
小茉：甜美可愛的大眼女孩
Jenny：高材生、超甜美
33 ：好聊、健談、大方活潑、
應對進退得宜，有媽媽桑的感覺
魚魚：22歲大學妹妹
芮芮（新）：高材生、工程師
萱萱：高妹、敢打扮

如果FB、IG等，可以公布公關妹妹們的班表，應該不錯

2024/9/23更新","Nini: OK, sensible big -eyed beauty (resignation)
77: Sweet kid 1 (high) (departure)
But Wei: Sweet Child 2
Xiaoyu: The darts are powerful, talkative, and the response is great,
Cooked guests' listeners
尾: I can shoot darts, ponytail girls, and sing very well,
Very friendly
Xiaomin: The sister who will dress (high) (leaving)
Consumption price is popular ~
Low 500/person, add 10%service fee
You can ask public relations to drink (300/cup)
Coca -Cola 100, Bubble Water 100, oolong tea 200, fruit juice 100, food cleaning costs 100.

Laifu: Live Live Master Girl, Hundred Variable Styles, sweet and spicy (high) (departure)
泼: Big Eye Lleone Girl,
Rui Rui: Bai Mu (departure)
White: Special laughter, hi coffee, darts strong
Tammy: Cold girl who can discharge, drink (leave)
Ivy: Boss, beautiful girl, superpatient to drink
Bella: Very lively, hi coffee
Joy: Live Hi Cafe (Resignation)
静 安: good, quiet, silent, high -quality students
Axin: I want wine with people, very straight, thin, spicy girl

Little Witch: Night Life Public Relations Little Sister, Qingxiu
Xiao Mo: Sweet and cute big -eyed girl
Jenny: Gao Biotan, Super Sweet
33: Good chat, talk, generous and lively,
It is appropriate to deal with advancement and retreat.
Fish: 22 -year -old college sister
Rui Rui (new): high -quality students, engineers
Xuan Xuan: Gao Mei, dare to dress up

If FB, IG, etc. can be announced, the public relations sisters can be announced, it should be good

2024/9/23 Update"
"看九妹的影片來的
有一個胖妹我歌唱到一半
突然跟我一起唱 還叫我要點一杯酒給她
欸威你這樣強制不太對吧","Watching Jiumei's movie came
There is a fat girl, I sing half
Suddenly sing with me and ask me to order a glass of wine for her
太 Wei, you are not so compulsory, right?"
"氣氛好 服務差 收費高
話術手段喝多會亂放
恭喜你，只能看到我「一次」","The atmosphere good service is poor, the charge is high
Drinking a lot of words will be placed randomly
Congratulations, you can only see me ""once"""
"- 遇到兩個公關人不錯
- 氣氛輕鬆
- 杯子不夠
- 喝到一半被告知有下組客人並結帳
- 本次3人坐4-5小時 約消費12000","-It good people to meet two public relations
-The atmosphere is relaxed
-The cup is not enough
-Inty until half, I was told that there were guests in the next group and checked out
-In 3 people sitting in 4-5 hours, about 12000"
"可以唱歌打鏢
公關都很會玩遊戲
推薦33很熱情又親切
調酒啤酒種類都很豐富","Can sing and dart
Public relations can play games very well
Recommended 33 Very enthusiastic and kind
The types of bartending beer are very rich"
"店員會在裡面抽菸
然後特調的酒杯會供應不足
有一個男店員人還不錯
請酒請完，酒都沒喝完就跑去別桌玩，然後不會告知一聲，請自行衡酌是否要請酒，雖然工作很辛苦，但我花300元請喝酒的感受很像丟水溝，尊重是互相的","The clerk will smoke inside
Then the special wine glass will be insufficient supply
There is a male clerk pretty good
Ask the wine, run to other tables without drinking, and then you will not tell you if you want to ask for the wine. Although the work is very hard, I spend 300 yuan for drinking. Ditch, respect is mutual"
服務人員特別親切 尤其是小茉漂亮又可愛 服務態度又好 值得一去再去,"The service staff is particularly affectionate, especially Xiao Mo is beautiful and cute, and the attitude is good. It is worth going to go again."
"超爛店
服務態度超差，自己來問能不能跟我們喝酒，結果講兩句話就走了…？
還不讓點熟食，要人家叫外送收100清潔費🤔
雖然很抱歉我朋友吐了，但原本說1000清潔費直接變2000，還額外加服務費？？ …","Super bad shop
The service attitude is too poor. Come and ask if you can drink with us, but leave two words ...?
Do not let some cooked food, ask others to send out 100 cleaning fees 🤔
Although I am very sorry for my friends, I originally said that the 1,000 cleaning fee directly changed to 2000, and the additional service fee was added?IntersectionMowing"
"很特別的酒吧
主打熱情服務生會跟妳聊天
也可以買酒請服務生喝
但請完酒後聊兩句
酒喝個一口
人就跑去別桌大桌的玩骰子了
可能那桌酒開比較大瓶吧

但請酒請了個寂寞
像極了捐款

撇開這個部分
唱歌、喝酒是OK的
氣氛也不錯

但建議酒錢還是自己留著喝
但建議酒錢還是自己留著喝
但建議酒錢還是自己留著喝

另外謝謝後來另一位來聊天的服務生
感謝妳的親切讓這個評論不是孤獨一顆星

以上星星數評的不是酒吧的好壞
是我去過之後的心情","Very special bar
The main enthusiastic waiter will chat with you
You can also buy wine and ask the waiter to drink
But please talk about it after drinking
Drink a drink
People run to the big table to play dice
Maybe that table is relatively large bottle

But I invited a lonely
Like a donation

Leaving this part
Singing and drinking is OK
The atmosphere is also good

But it is recommended that the wine still keeps drink by yourself
But it is recommended that the wine still keeps drink by yourself
But it is recommended that the wine still keeps drink by yourself

Thank you for another waiter who came to chat later
Thank you for your kindness and let this comment is not a lonely star

The above star numbers are not the good or bad of the bar
The mood after I went to"
"好玩 可以唱歌、玩遊戲、打標
小茉親切 推推👏🏻","Fun can sing, play games, marks
Xiao Mo pushes 切 切 切"
