Original,EN
"大家都很好聊天
可以唱中文、日文、英文歌
空間很大
會常常來玩","Everyone is good to chat
You can sing Chinese, Japanese, English songs
Great space
Will come to play often"
"場地適合小型聚會，
有bar臺，一個人也可以享受酒精飲料","The venue is suitable for small gatherings,
With BAR platform, a person can also enjoy alcoholic drinks"
不論是自己一個人來或是朋友喝酒小酌都很適合，想要點隱私談事情也有包廂可以選擇。,"It is very suitable for whether you are alone or a friend to drink and drink. If you want to order privacy, you can choose a box."
客人不多，凌遲兩點變成Lesbian酒吧！以前不是這樣！可能生意不好。酒吧服務人員態度是很好的！,"There are not many guests, Ling Chi turned into a Lesbian bar in two points!This is not the case before!Maybe business is not good.Bar service staff attitude is very good!"
有吧台沙發包廂，可以唱歌很棒,"There is a table sofa box, which can sing greatly"
想知道nine bar vip 跟附近 nine bar 有啥不同? 大概價位消費多少? 好像老闆都是席安娜,Want to know what is the difference between Nine Bar VIP and nearby NINE BAR? How much is the price consumption? It seems that the boss is Sanna
老板精通多國語言，親切和善，服務接待親切,"The boss is proficient in multi -language, kind and kind, and the service reception is cordial"
久違愉快滿分的夜晚，絕對再訪，絕對推薦！,"Night that has been full of long -lost points, absolutely re -visit, absolutely recommended!"
鹿小姐唱歌太好聽，天籟！,"Miss Lu singing is so nice, Teana!"
感受酒店文化，另類旅遊,"Feel the hotel culture, alternative tourism"
"乾淨舒服
服務周到","Clean and comfortable
Thoughtful"
超級好的人，氣氛很好。會說英語的工作人員非常熱情！英文歌單還蠻不錯的。經理幫助我們安頓下來，如果您是遊客，強烈推薦。,"Super good people, the atmosphere is very good.The staff who speak English is very enthusiastic!The English song list is pretty good.The manager helps us settle down, if you are a tourist, it is highly recommended."
這是我常光顧的店，工作人員很熱情，而且價格比周圍其他店便宜。,"This is a shop that I often patronize. The staff is very enthusiastic, and the price is cheaper than other stores around."
"這是一個放鬆和喝一杯的好地方。
大約一半的員工會說日語，還有一些會說英語。我們的姊妹店 Bar9 也在附近，所以順便去看看可能是個好主意。","This is a good place to relax and drink a cup.
About half of the employees speak Japanese and some speak English.Our sister shop BAR9 is also nearby, so to see it by the way may be a good idea."
感覺就像回家一樣！,It feels like going home!
好喝好聊好唱,"It's so delicious, chat, sing well"
很舒服的一家店,A very comfortable shop
好的,OK
