Original,EN
同類型的外籍bar中算很好的，有會國台語歌的sky樂隊（唱功差了一點而已）還有兩DJ，妹妹會幫人按摩有點會講一點國語，也可以上台唱歌而且沒有的歌可以用手機搜放(只是沒有螢幕而已),"The same type is considered to be good in the foreign bar, there are the national Taiwanese songsky bands (a little singing skills and have) also have two-DJ, sister will help people massage a bit will speak a little national language, can also sing on stage and sturgeonThe song can be searched by phone (only screen only)"
氣氛超棒 還有撞球桌 很多外國人！,The atmosphere is great and there are many foreigners at the ball table!
雙城街老字號酒吧之一，裡面外國人蠻多的，有電視撞球桌還有飛鏢機。,"One of the old bars in Shuangcheng Street, there are quite a lot of foreigners, there are TV hitting tables and dart machines."
"很有親切感的店 團康遊戲很多
覆盆莓味道的啤酒好喝","There are a lot
Beer -flavored beer is delicious"
"服務員很好客 坐位好闊 氣氛不錯
還有飛鏢機及桌球玩 不錯不錯","The waiter is very good.
There are dart machines and billiards to play well"
環境有點老舊。但這樣的裝潢有很美式的邋遢風，可以當自己家般的放鬆。不用太再意自己的穿著打扮，舒服就好,"The environment is a bit old.But such a decoration has a very American style, which can be relaxed as your own home.Don't want to dress too much, just be comfortable"
超級好玩的酒吧可打撞球桌球打飛鏢,Super fun bars can hit the ball tennis and fight darts
環境很好！老闆很熱情 大推！,The environment is very good!The boss is very enthusiastic!
最喜歡的老酒吧，老闆跟員工都很nice，懷舊氣氛也有飛鏢機撞球檯，20年來常去的地方。,"The favorite bar, the boss and the employees are very nice, and the nostalgic atmosphere also has a dart machine hitting the table."
玩得很開心！,Play very happily!
這裡的人很親切，又有Pub Crawl的客人，氣氛很棒！,"The people here are very kind, and there are guests of PUB CRAWL. The atmosphere is great!"
氣氛好，價錢公道，有鏢台有球桌，真是好友相聚好地方！,"The atmosphere is good, the price is fair, there are dart tables and ball tables."
跟朋友一起去玩，第一次來覺得整體氛圍營造的不錯,"Go to play with friends, for the first time, I feel that the overall atmosphere is created well"
服務態度很好，老外比本地人多，有撞球、有手足球，射飛標機。電視數檯。戶外桌。不知有沒有賞酒，我在這家沒賞過。是可以簡單的喝酒。有賣爆米花。可帶小零食。,"The service attitude is very good. There are more foreigners than locals.Digital TV.Outdoor table.I don't know if there is any appreciation, I haven't appreciated this family.It can simply drink.Selling popcorn.Can bring a small snack."
石洞是一間很棒的Pub，酒品不貴，氣氛愉悅，世足賽來一起看球的感覺真棒,"Shidong is a great PUB, the wine is not expensive, the atmosphere is pleasant, and the World Football Team feels good to watch the ball together."
一個氣氛好，員工帥老闆人親切的運動酒吧，下班後的好去處，不論是打鏢，撞球，足球臺都值得體驗！,"A good atmosphere, the cordial sports bar of the employees, the good place to go after get off work, whether it is a dart, hit the ball, the football table is worth experiencing!"
有很棒的酒跟娛樂，還可以打撞球跟飛鏢，店內服務人員也都很親切，推薦！,"There are great wine and entertainment, and you can also hit the ball and darts. The service staff in the store are very kind. Recommended!"
最好的酒吧，有熱情的人，可打廢票。很爽哦,"The best bar, a enthusiastic person, can get a waste ticket.Very cool"
"好喜歡邋塌的地方on tap/ revolver 現在又一個這裡!
噴火噴煙調酒真得先不要","I really like the collapsed place on Tap/ Revolver now here!
Spitfire, smoke, and alcohol, really don't want to first"
氣氛服務都很好！有撞球、桌遊、飛鏢！,"The atmosphere service is very good!There are hitting the ball, board game, darts!"
"超讚超chill
很放鬆沒有壓力的好地方","Super Extra Chill
Very relaxed good place without pressure"
"相當熱鬧得酒吧消費者多為外國人士
有各類調酒以及四種不同口味的生啤酒","The bars are quite lively.
There are various types of bartending and four different flavors of raw beer"
可撞球可射標，酒便宜，可叫附近有家台北最好吃之一的炸雞來吃。,"It can hit the ball and shoot, and the wine is cheap. It can be called a fried chicken with one of the best in Taipei nearby to eat."
"適合聊天，聚會的地方，小缺點是沒隔音門
，不會影響評分。","Suitable for chatting, where the party, the small disadvantage is that there is no sound barrier door
, Will not affect the score."
氣氛不錯的一家美式酒吧！很適合朋友相聚小酌！,A good American bar with a good atmosphere!Very suitable for friends to gather together!
店員很好客，環境也很舒服,"The clerk is very good, and the environment is very comfortable"
有飛鏢靶的酒吧(飛鏢須另外付錢)，適合晚上三五好友來喝酒聊天。,"Bar with dart targets (darts have to pay separately), suitable for drinking and chatting for three or five friends in the evening."
"運動酒吧，氣氛超好
老闆板娘都很親切
超愛來❤️❤️","Sport bar, the atmosphere is super good
The boss Ban Niang is very kind
Super love ❤️️ ️"
可以玩撞球、桌上足球，但煙味有點重，怕煙味的人要注意,"You can play football and table football, but the smell of smoke is a bit heavy. People who are afraid of smoke should pay attention"
是個一群好友跟招待外國朋友或客人第二攤的好選擇！,It is a good choice for a group of friends to entertain foreign friends or guests in the second stall!
老闆親切，酒又好喝,"The boss is kind, the wine is delicious"
"熱情飲酒的店, 可打撞球！","The enthusiastic shop, you can hit the ball!"
老闆和店員都很親切，推薦！,"The boss and the clerk are very kind, recommend!"
酒吧老闆帥，跟陌生朋友切磋撞球好地方,"The bar owner is handsome, studying with strange friends to hit a good place"
環境舒適，酒類選擇多，適合與三五好友一同聊天,"The environment is comfortable, there are many choices of alcohol, suitable for chatting with three or five friends"
酒好喝！是個適合朋友聚會的好去處！,The wine is delicious!It's a good place for friends to meet!
二手菸味很重、bartender很年輕、經驗不足,"Second -hand smoke is very heavy, Bartender is young, and lack of experience"
Happy hour一支啤酒100，服務生親切,"Happy Hour a beer 100, the waiter is kind"
結帳時才告知有低消 很無言！,It was only speechless when I checked the checkout!
超級好玩，老闆人又超nice,"Super fun, the boss is super nice"
這個是一個 卡唬爛的地方 還不錯。,This is a stuck place pretty good.
老闆好親切！,The boss is so kind!
可以玩的東西不少，但煙味很重,"There are a lot of things that can be played, but the smell of smoke is very heavy"
很多遊戲可以玩，適合跟朋友一起,"Many games can be played, suitable for friends with friends"
老店，不少外籍人士。煙味重。,"Old shops, many foreigners.The smell of smoke is heavy."
非常適合朋友小聚的酒吧！,Very suitable for friends to gather!
煙味很重 有飛鏢檯蠻有趣的,The smell of smoke is very heavy. There are darts.
目前完全是 外籍勞工的舞廳了。,It is currently a ballroom of foreign workers.
老闆娘超正超可愛,The boss is super cute
煙味偏重，有撞球、飛鏢，運動club,"The smell of smoke is serious, there are hitting balls, darts, and sports club"
悲傷進去，開心出來，奇妙的地方,"Sad in, happy out, wonderful place"
小酌放鬆心情的好地方,A good place to relax in a drink
氣氛很棒,The atmosphere is great
消防安檢有合格嗎？,Is the fire security inspection qualified?
喝酒放鬆，還有飛鏢可玩,"Drink and relax, and darts to play"
便宜，但有煙味,"Cheap, but there is a smell of smoke"
很好放鬆的好地方,Very good place to relax
好極了!,Good!
第三攤的好地方。,A good place in the third stall.
老闆那麼認真…,The boss is so serious ...
幾十年老店了,For decades old shop
不錯的飛鏢酒吧,Good dart bar
酒比較小杯,Sake comparison small cup
有家的感覺,Feel at home
生啤酒不貴,Beer raw beer is not expensive
飛鏢很好玩,Dart darts are fun
來這逛逛,Come here
熱鬧，舒適,"Lively, comfortable"
原來,turn out to be
服務親切,Intimate service
買醉放鬆的地方,Buy drunk and relax
他們的水煙不太貴。酒吧/休息室的整體氛圍很棒。,Their water smoke is not too expensive.The overall atmosphere of the bar/lounge is great.
他非常友善和友善！如果你在台北晚上沒地方去，請告訴我！還可以玩桌球、飛鏢、棋盤遊戲！,"He is very friendly and friendly!If you have no place in Taipei at night, please tell me!You can also play billiards, darts, chessboard games!"
路過這裡，玩得很開心。它有一點歷史！駐紮在這裡的美軍因為想家而開了酒吧（等等）。偉大的啤酒，偉大的歷史。我們走吧！,"Passing here, I played happily.It has a little history!The U.S. military stationed here opened a bar because of thinking about the family (and so on).Great beer, great history.let's go!"
我來自美國，來到這裡時不知道要去哪裡，但我很高興我來到了這裡。調酒師講我的語言，即金湯力、桌球和觀看我的美國運動隊比賽。這是我來台北時必去的地方！,"I am from the United States, and I do n’t know where to go when I came here, but I am glad that I came here.The bartender speaks my language, that is, Jin Tangli, billiards and watching my American sports team competition.This is where I will go when I come to Taipei!"
"樂趣
工作人員也很有趣
有撞球、飛鏢和遊戲。","pleasure
The staff is also very interesting
There are hitting the ball, darts and games."
@凱爾亞當斯…你在 9:30 歡樂時光到打烊前來到 myplace 酒吧。你喝了很多琴酒和滋補品。對您訂購的產品負責。你喝了很多酒。回到這裡，我們將向您展示閉路電視攝影機。您在前酒吧和後酒吧待到關門時間。,"@9 ... You come to myplace bar before you snooze at 9:30.You drank a lot of piano wine and nourishing products.Responsible for the products you order.You drink a lot of wine.Back here, we will show you a CCTV camera.You stay in the front bar and the back bar to close the door."
地方很棒。在串酒吧的時候停下來喝了幾杯，莉莉非常友好，提供很好的飲料。會推薦。,"The place is great.When she stopped and drank a few glasses when she stopped at the bar, Lily was very friendly and provided a good drink.Recommended."
"酒吧的老闆是個很棒的人！
他讓櫃檯上的每個人都喝了一杯，後來我和我的三個朋友吃了一個包子，因為他想讓我們體驗台灣菜。  這給我留下了積極的印象，小企業主對大酒吧的友善，而大酒吧的老闆甚至不露面。
酒吧還有很多活動可以做：
飛鏢、桌球、桌上足球、桌遊
如果你想要一大瓶兩杯啤酒，就買台灣啤酒吧！","The boss of the bar is a great person!
He asked everyone on the counter for a drink. Later, I ate a bun with my three friends because he wanted us to experience Taiwanese food.This left me a positive impression that the small business owner was friendly to the big bar, and the boss of the big bar did not even show up.
There are many activities that can be done in the bar:
Dart darts, billiards, table football, board game
If you want a large bottle of two cups of beer, buy a Taiwan beer bar!"
"他非常友好，我很享受！
他們免費提供了第一款遊戲。
服務很完美！
來台灣了還想再來！","He is very friendly, I enjoy it!
They provide the first game for free.
The service is perfect!
I want to come again when I come to Taiwan!"
"長島冰茶 Long Island Iced Tea $380
Happy Hour before 21:00
台啤酒 Taiwanese Beer $100
其他設施：飛鏢台 撞球桌 手足球檯 西洋棋 象棋 疊疊樂","Long Island Bing Tea LONG Island iced Tea $ 380
Happy house beface 21:00
Taiwan Beer Taiwanese Beer $ 100
Other facilities: darts hitting the table hand football table western chess chess stack music"
台北最好的酸杏酒。調酒師是世界一流的專業人士，是您在中山區能遇到的最友善的人。,The best sour apricot wine in Taipei.The bartender is the world's first -class professionals and the most friendly person you can meet in Zhongshan District.
"哈哈，這是我旅遊來的酒吧。
工作人員很友好,
我也能打落袋球哈哈
台灣啤酒750毫升150韓元，盡情享用吧！","Haha, this is the bar I travel.
The staff is very friendly,
I can also play the bag ball haha
Taiwan Beer 750 ml 150 won, enjoy it!"
很棒的地方！非常友好的人們，業主很棒而且非常友善！,"A great place!Very friendly people, the owner is great and very friendly!"
"現在畢業
這真有趣
能以低廉的價格喝到麥卡倫等真是太棒了。
店裡的人也都很好。","Graduate now
This is really interesting
It is great to drink Macarren at a low price.
The people in the store are also very good."
工作人員和業主非常友好，環境非常好和舒適。,"Staff and owners are very friendly, and the environment is very good and comfortable."
非凡的氛圍，悠閒與活力的完美融合。工作人員友善的舉止和快速的服務增強了體驗。精選飲品菜單提供一系列令人愉悅的飲品，從經典雞尾酒到創意雞尾酒。現場音樂增添了活潑的氣息，但又不會壓倒對話。對於那些尋求具有特色和魅力的一流酒吧的人來說，這裡是必去之地。,"The extraordinary atmosphere, the perfect fusion of leisure and vitality.The friendly behavior and rapid service of staff have enhanced their experience.Selected drink menu provides a series of pleasant drinks, from classic cocktails to creative cocktails.Live music adds a lively atmosphere, but it will not overwhelm the dialogue.For those who seek characteristic and charm, this is a must -visit."
提供優質啤酒、飲料、美妙音樂和有趣遊戲的最佳酒吧！ 🍻,"Provide the best bar for high -quality beer, drinks, wonderful music and fun games!Bleak"
有趣的當地酒吧...如果您喜歡撞球和飛鏢，就來這家酒吧吧。  他們確實有很多常客，你可以打一兩場比賽。  老闆Jessie（傑哥）是一個友善又友善的人，讓你有賓至如歸的感覺。,"Interesting local bars ... If you like to hit the ball and dart, come to this bar.They do have many frequent customers, you can play one or two games.The boss Jessie is a friendly and friendly person that makes you feel like a guest."
我是來這家酒吧旅遊的，這裡的氣氛很好。有很多外國人。,I came to this bar to travel. The atmosphere here is very good.There are many foreigners.
與朋友和新朋友一起享受的好地方。飛鏢真有趣！,A good place to enjoy with friends and new friends.Dart darts are so interesting!
如果「乾杯」變老並養成了破解的習慣。相信現場會更熱鬧...,"If the ""toast"" becomes old and develops the habit of cracking.I believe the scene will be more lively ..."
很棒的飲料和很棒的員工。杏仁酒很完美🥰,Great drinks and great employees.Almond wine is perfect 很
非常酷的地方！ ！喜歡它並且一定會再回來,Very cool place!IntersectionI like it and will definitely come back again
小心你的帳單。他們可能會添加您未點或沒有的飲料。,Be careful of your bill.They may add a drink you didn't order or not.
來這裡串酒吧，歡樂時光價格實惠，度過了一段美好的時光。如果你星期五或星期六來的話，會有很多遊客在爬行。晚上 9 點到晚上 10 點。,"Come here to string a bar, the price of joy is affordable, and you have spent a good time.If you come on Friday or Saturday, there will be many tourists crawling.From 9 pm to 10 pm."
多麼令人難以置信的地方！當你走進去的那一刻，你會遇到最友善的酒吧工作人員，顧客也同樣很棒，撞球桌很棒，我很樂意再來！無法推薦更多,"What an incredible place!When you walk in, you will meet the most friendly bar staff. Customers are also great. It is great to hit the ball. I am happy to come again!Can't recommend more"
我喜歡這裡的氛圍，聽說這裡叫西式酒吧，還有真正的撞球桌和飛鏢機。就像你在電影中看到的氛圍。 Somersby西瓜口味330毫升100元，價格不錯，很好吃。台灣啤酒Gold Medal也很好喝，750毫升150台幣。,"I like the atmosphere here. I heard that this is called a Western -style bar, as well as a real ball table and dart machine.Just like the atmosphere you see in the movie.SOMERSBY watermelon flavor 330 ml 100 yuan, the price is good and delicious.Taiwan Beer Gold Medal is also very delicious, 750 ml 150 Taiwan dollars."
水煙酒吧設有撞球桌和薑汁汽水。,The water -tobacco and wine bar is equipped with a ball table and ginger soda.
可愛的地方，有好聽的音樂和好朋友,"In a cute place, there are good music and good friends"
不錯的酒吧,Good bar
"各種雞尾酒
這是一家氣氛很棒的酒吧！離車站有點遠
這是一個悠閒喝酒的好地方！","Various cocktails
This is a bar with a great atmosphere!A bit far from the station
This is a good place to drink leisurely!"
偉大的！工作人員很棒。一定會回來！完美地結束我們的台北之旅！,Great!The staff is great.Will definitely come back!End our trip to Taipei perfectly!
和老公一起來這裡體驗串酒吧的體驗。有很美好的時光！,Come here with my husband to experience the experience of the bar.Have a good time!
放鬆的好地方……即使我們是星期二晚上來的，店主和常客也非常歡迎我們……超級友好的人們和很棒的氛圍,"A good place to relax ... Even if we came on Tuesday night, the owner and frequent customers welcomed us very much ... Super -friendly people and a great atmosphere"
"當我想度過一個寒冷的醉夜時，這絕對是我最喜歡和朋友一起去的地方之一。調酒師總是很友好而且很容易交談。

不過，這不是您通常看到的“漂亮”且看起來高端的酒吧，提供昂貴的雞尾酒。相反，這裡是打桌球、打牌以及與朋友大聲喧嘩的好地方。

我永遠特別喜歡這個地方，因為我和好朋友在這裡度過了美好的回憶！

謝謝！","When I want to spend a cold drunk night, this is definitely one of my favorite places to go with my friends.The bartender is always very friendly and easy to talk.

However, this is not the ""beautiful"" and high -end bar you usually see, providing expensive cocktails.On the contrary, this is a good place to play billiards, play cards, and make loud noise with friends.

I always like this place, because my good friends have spent good memories here!

Thanks!"
很棒的運動酒吧。價格實惠，還有撞球、桌上足球和飛鏢！飲料價格合理，工作人員非常友善。愛它,"A great sports bar.The price is affordable, as well as hitting the ball, table football and darts!The price of beverages is reasonable and the staff is very friendly.Love it"
