Original,EN,Needs Review,Positive,Negative,Neutral,Compound
"非常有特色的店，位於迪化街最好的地點(屈臣氏大藥房)，結合酒吧跟書店以及美食，老闆是親切認真的年輕人
可惜我不喝酒，不過同行友人喝得很開心，我吃了烏龍茶及芒果冰淇淋也都不錯，另外也可攜帶其他迪化街的美食來吃，酌收100元外食費
書籍雖然不多不過都蠻有特色，小王子竟然有台語版本，據說不少觀光客都很喜歡","Very distinctive shops, located in the best place (Watsons Pharmacy) in Dihua Street, combined with bars and bookstores and food. The boss is a kind and serious young man
Unfortunately, I do n’t drink, but my friends and friends have a good drink. I also eat oolong tea and mango ice cream. I can also bring other Dihua Street foods to eat.
Although there are not many books, they are quite unique. The little prince has a Taiwanese version. It is said that many tourists like it very much.",False,0.194,0.027,0.778,0.9604
晚上如果有活動時，是一個很棒的開放空間，沒有酒吧的喧鬧，可以放鬆的聊天。到訪當天剛好有爵士歌手演唱，可以參考官網的活動預告唷！,"If there is an activity at night, it is a great open space. Without the noise of the bar, you can relax.On the day of the visit, there was just a jazz singer to sing. You can refer to the preview of the official website!",False,0.091,0.0,0.909,0.6588
人員服務親切。開放式空間，可以欣賞感受迪化街熱鬧的氛圍。且還可以喝到12種以上的單杯。還有好咖啡。可攜外食，酌收100元外食費喔⋯⋯,"The staff service is kind.Open space, you can appreciate the lively atmosphere of Dihua Street.You can also drink more than 12 single cups.There are also good coffee.You can take food and collect 100 yuan for food.",False,0.205,0.0,0.795,0.8176
令人放鬆愉悅的空間，餐點飲品也很有特色。,"Relaxing and pleasant space, meals are also very distinctive.",False,0.481,0.0,0.519,0.7579
"文青書店咖啡☕️店
為迪化街增添文化氣息！","Wenqing Bookstore Coffee ️ shop
Add cultural atmosphere to Dihua Street!",False,0.0,0.0,1.0,0.0
"店址是市定古蹟""屈臣氏大藥房""已有近百年歷史，複合獨立書店與酒吧，店主選書充滿哲學與台灣本土精神的主題，很值得一看！","The site is the city's ""Watsons Pharmacy"" has a history of nearly a century. It has a composite independent bookstore and bar. The owner of the shop is full of philosophy and Taiwan's local spirit. It is worth seeing!",False,0.095,0.0,0.905,0.4389
質感很好的地方，適合帶外國朋友來走走～這裡可以買書、紅酒，也有法國餐點😋 還有冰淇淋！,"Where the texture is very good, it is suitable for taking foreign friends to walk around ~ here can buy books, red wine, there are also French meals and ice cream!",False,0.185,0.0,0.815,0.7639
"老闆跟店員都很親切，環境乾淨舒適。是開放式空間但有冷氣所以還蠻涼爽的，周遭環境也不太吵雜，適合看書。

品嚐了店內的達克瓦茲，外層酥脆香。巧克力口味的內餡很濃郁不膩口，焦糖口味的焦糖香味十足，同時也很清爽。吃下去的第一口真的是幸福感滿滿！

咖啡順口不苦澀，陪著甜點吃是極致享受","The boss and the clerk are very kind, and the environment is clean and comfortable.It is an open space but there is air -conditioning, so it is quite cool, and the surrounding environment is not too noisy, suitable for reading.

Taste the Dakwaz in the shop, the outer layer is crispy.The flavor of chocolate flavors is very strong and not greasy, caramel -flavored caramel flavor, and it is also very refreshing.The first bite of eating is really full of happiness!

Coffee is not bitter, and eating with desserts is the ultimate enjoyment",False,0.248,0.0,0.752,0.9813
"Bonjour

如置身巴黎⋯
（居然可以自帶 大稻埕美食；外食費 $100、老闆會幫你換盤）

優雅與本土兼具⋯
可以喝到12種以上的單杯呢！

A bientôt 🇫🇷","Bonjour

If you are in Paris ...
(Actually, you can bring your own Dadaocheng food; $ 100 outside food, the boss will help you change the disk)

Elegant and local ...
You can drink more than 12 single cups!

A BIENTôT ô",False,0.132,0.0,0.868,0.7263
芭樂冰淇淋和柿子冰淇淋有夠好吃👍,Baval ice cream and persimmon ice cream are delicious enough 👍,False,0.252,0.0,0.748,0.5719
