Original,EN,Needs Review,Positive,Negative,Neutral,Compound
Le Wine Bar 對我來說不僅是一個能喝到美味葡萄酒的地方，更是能夠徹底放鬆的場所。每次來訪，Melody 總能根據我們的喜好推薦出合適的酒款。值得一提的是，作為葡萄酒初學者，我第一次參加品飲會時，不僅感受到這裡的氣氛宜人，也完全不必擔心自己的知識不足會影響交流。這裡的每個人都非常熱情，樂於分享他們的經驗，讓人倍感親切。這間葡萄酒專賣店實在是值得一再造訪的好地方。,"Le Wine Bar is not only a place to drink delicious wine for me, but also a place that can completely relax.Every time I visit, Melody can always recommend suitable wines according to our preference.It is worth mentioning that, as a beginner in wine, when I first attended a drinking meeting, I not only felt the pleasant atmosphere here, but also did not have to worry about the insufficient knowledge of my knowledge.Everyone here is very enthusiastic and happy to share their experience, which makes people feel kind.This wine store is really worth visiting.",False,0.269,0.0,0.731,0.9852
"雖然是勃根地的專業藏酒店，品項有三百多種，但即使對於紅白酒沒有這麼熟悉的客人來說，親切的服務介紹、便利的單杯價格設定（300-500），不會是需要擔心踏入的店家

對於想要近一步品飲的客人來說，這邊專攻勃根地、品項廣又多，可能會從這個去考量

位置有三四桌四人小桌，也有一張十人大長桌，去圓山附近參加活動後，想要優雅小酌一杯，除了附近熱熱鬧鬧的酒吧，較為安靜典雅又平易近人的 Le Wine Bar 也是一個選項

照片附上紅酒單杯，跟冷盤小點的價格跟品項參考，另有一些簡單熱食，eg：水餃，今天沒有特別嘗試，但應該不是重點品項","Although it is a professional Tibetan hotel in Biggen, there are more than 300 types of items, but even for red and white wine, there are no familiar guests, a friendly service introduction, convenient single cup price setting (300-500), no It will be a shop that needs to be worried about stepping in

For customers who want to drink nearly one step, there are many specialties here, and there are many high -quality items, which may be considered from this

There are three or four tables and four -person tables, and there is a large table of ten people. After going to Yuanshan to participate in the event, I want to drink a cup elegantly. In addition to the lively bars nearby, it is relatively elegant and approachable Le Wine Bar. Also a option

The photo is attached to the red wine single cup, and the price and product item of the cold disk are attached. There are some simple hot food, EG: dumplings, there is no special attempt today, but it should not be the key item",False,0.096,0.064,0.84,0.8081
店員很熱情，在這邊原本沒預期能看到這麼多日本葡萄酒，很特別,The clerk is very enthusiastic. I didn’t expect so many Japanese wines here.,False,0.225,0.0,0.775,0.5413
店長美樂蒂 很用心的介紹每一隻酒！整體氛圍很好，不需要擔心有壓力，選進酒莊的酒都非常有質感，可以依照預算推薦。是目前在台北最優質的酒莊～,The manager Meliti introduced each wine with carefully!The overall atmosphere is very good. You do n’t need to worry about being under pressure. The wine that is selected into the winery is very textured. You can recommend it according to the budget.Is the best winery in Taipei now ~,False,0.172,0.086,0.742,0.7257
"溫馨的場域，每月固定報到，酒的品質也是很棒，吸收了許多酒品新知識。

除了酒之外，Melody每次都很熱情的與我們聊天，像朋友一般，讓人有種真正放鬆的感覺。謝謝Le Wine Bar!","In the warm field, the quality of the wine is also great every month, and the quality of the wine is also great, absorbing many new knowledge of wine.

In addition to wine, Melody talked with us enthusiastically every time, like friends, making people feel a really relaxed feeling.Thank you Le Wine Bar!",False,0.334,0.0,0.666,0.9722
"來的話推薦坐在大桌
店員友好會講解滿多的
很高興找到喜歡的過桶小農香檳
下次再來試試其他品項","If you come, I recommend sitting at the big table
The clerk is friendly to explain a lot
I am glad to find a favorite trivial farmer Champagne
Let's try other items next time",False,0.323,0.026,0.651,0.9153
"主管約我們來這邊晚上聚餐，下午跟同事偷偷先抵達開喝😂
喜歡這個下午很安靜又很多插頭的環境，一邊上班很方便","The director asked us to come here to dinner at night, and secretly arrived at the opening and drink with my colleagues in the afternoon.
I like this afternoon very quiet and many plugs. It is convenient to go to work",False,0.059,0.0,0.941,0.3612
喝葡萄酒的好地方，不少單杯可以選擇，1個人喝也沒問題,"A good place to drink wine, many single cups can be selected, and one person is fine to drink",False,0.217,0.0,0.783,0.5719
客製手工杯完全發揮勃艮第酒的香氣，起司盤非常搭酒，非常專業愉快的午後體驗,The custom handmade cup is fully used to give full play to the aroma of Burgundy. The cheese is very liquor.,False,0.107,0.0,0.893,0.34
專業友善的Tina推薦我們很多酒莊的酒，也試了最近日本很有名的紅白酒，會針對消費者的價位需求建議適合的酒款，是很平易近人的勃根地酒吧，香港來的特色小食也好好吃！我們在這度過了一個很chill的週末夜，離捷運站很近，很棒的地方需要多支持！,"Professional and friendly Tina recommends many wines in our wineries. I also tried the recent famous red and white wine in Japan. It will recommend suitable wines for consumers' price demand. It's so delicious!We have spent a very Chill weekend night here, which is very close to the MRT station. It is great to support it!",False,0.225,0.023,0.752,0.9258
