Original,EN,Needs Review,Positive,Negative,Neutral,Compound
"我們點了「蝦蝦義大利麵」、「炒菇菇」、「炒水餃」。搭配不同的酒精….

義大利麵麵體過軟、醬汁正常發揮，但不出色。
炒菇菇很適合當酒精好朋友，口味比較重，配酒剛剛好。
「炒水餃」第一次吃到這種料理方式的水餃，比起其他兩道，我更喜歡這個。口味重有熱炒感。配酒也是不錯選擇。

我個人比起餐點更愛調酒，我會因為這裡的氣氛跟調酒及服務再次來訪。人員介紹餐點跟酒品都非常詳細，但可能可以更精確。（酒精無法客製化）雖然無法客製化，我反而覺得是好事，店家對調酒的掌控更細緻、更堅持。","We ordered ""Shrimp Platform"", ""Stir -fried mushrooms"", ""fried dumplings"".With different alcohol ...

The Italian facade is too soft and the sauce is normal, but it is not outstanding.
Frying mushrooms is very suitable as good friends, the taste is heavier, and the wine is just right.
For the first time, ""fried dumplings"" to eat this kind of cooking method, I like this more than the other two.The taste has a hot fried feeling.Watching wine is also a good choice.

I personally love bartending more than meals. I will visit again because of the atmosphere and bartending and service.The personnel introduction meals and wine are very detailed, but may be more accurate.(Alcohol cannot be customized) Although it is not customary, I feel that it is a good thing.",False,0.168,0.039,0.794,0.9697
"今天來拜訪大稻埕附近的餐酒館，一上來的環境蠻網美的，裝飾，燈線，音樂都蠻舒適的～

老實說，菜單上的每一個都看起來很好吃，但決定部分部分的點，這樣下次來能有不同的驚喜！ 今天點了一份肥宅快樂炸物拼盤，海鮮燉飯，干貝松露燉飯，跟濃湯，都很美味，個人覺得是少數食物做到這麼好的餐酒館！

這次點了兩杯調酒： 青春校園戀愛物語跟桃花源，兩杯都很有自己的特色，最重要的是很難跟其他餐酒館的調酒撞到，是蠻有個人特色的味道～

真心推薦大家來吃看看！","Today, visit the dining tavern near Dadaocheng. The environment coming up is quite beautiful, decorative, light lines, and music are quite comfortable ~

Honestly, every one on the menu looks delicious, but determines the points of some parts so that there will be different surprises next time!Today, I ordered a happy frying platter, seafood stewed rice, dried scallops and loosely stewed rice, and the soup. I personally think that a few foods are so good meal restaurant!

This time I ordered two cups of bartending: the love of the youth campus and the peach blossom source. Both cups have their own characteristics. The most important thing is that it is difficult to hit the bartender of other restaurants. It is quite personal.

I really recommend everyone to eat!",False,0.225,0.021,0.754,0.9857
"餐點好吃, 酒也很好喝
服務人員態度良好
有低消500,但環境跟氣氛都很不錯
很適合跟朋友一起來聊天喝酒","The meal is delicious, and the wine is delicious
The service staff attitude is good
There are 500 low, but the environment and atmosphere are very good
It's very suitable for chatting with friends",False,0.338,0.035,0.627,0.9265
一群朋友來吃飯喝酒的好地方，料理好吃且跟調酒都很對味，調酒也是相當有水準，除了菜單上的酒單，還可以跟店家說自己的需求調自己想要的酒，100杯shot一端上來氣氛就出來，好吃又好玩,"A group of friends coming to eat and drink. The cooking is delicious and is very suitable for bartending. The bartending is also quite standard. In addition to the wine list on the menu, you can also tell the store that you need to adjust the wine you want. The atmosphere of 100 cups of shot comes up at one end, delicious and fun",False,0.204,0.0,0.796,0.9337
氣氛好服務也很親切，大推鴨香飯！上面還加了鮭魚卵真的超好吃😋推薦大家可以來小酌一杯❤️,"The atmosphere is also very kind, push duck incense rice!The salmon eggs are really delicious on it. I recommend everyone to have a drink ❤️",False,0.313,0.0,0.687,0.888
氣氛適合聊天、餐點好吃份量多、服務也很親切，地點也在方便的地方。值得推薦一下喔！,"The atmosphere is suitable for chatting, delicious meals, and good service, and the location is convenient.It's worth recommending it!",False,0.355,0.0,0.645,0.8313
"餐點食物、酒都水準之上
但不算驚艷
適合多人聚會吵吵鬧鬧的地方","Meal food, wine and wine level level
But not amazing
Suitable for multiple people's gatherings to make noisy places",False,0.0,0.266,0.734,-0.7317
"食物每一道都很好吃，很推薦！
氣氛也很棒，很適合與好友小聚
壽星還有調酒體驗很特別～","Each food is delicious, very recommended!
The atmosphere is also great, it is very suitable to gather with friends
Shouxing and bartending experience are very special ~",False,0.425,0.0,0.575,0.9458
餐點精緻又美味、很適合約會、慶生、聊天⋯聚餐。調酒師、服務人員⋯大家都非常nice💜💜💜💜💜餐廳的裝潢、佈置、音樂也都很精緻，氛圍非常好。生日壽星會有特別活動！,"The meals are delicate and delicious, suitable for dating, celebration, chatting, dinner.The bartender and the service staff ... Everyone is very delicate, and the atmosphere is also very delicate, and the atmosphere is very delicate.Birthday stars will have special activities!",False,0.237,0.0,0.763,0.835
"酒類多樣 餐點也非常有特色🤤
不是正餐所以沒有點主餐
小點點一點也可以很豐富、滿足
很喜歡烤時蔬拼盤、松露薯條
炒水餃雖然調味很特別
但個人覺得吃起來較普通
當月壽星評論打卡可以有shot🥳

看了評論加點了不同的茶酒系列

經典焙茶：茶味明顯、順口（但聞起來跟喝起來有點花生麵筋味😂
梁山伯與祝英台：酸味較重、紫蘇味明顯
微醺大稻埕：炙烤過的蘋果香氣十足、酸味中等、淡淡茶香
青春校園物語：甜酸甜酸、後味茶味十足

女店員態度熱情
會不自覺多點幾道推薦料理🤣
聽說5.6月天臺串燒試營運
之後也可以訂位天臺的位置，期待！","Various meals of alcohol are also very distinctive
It's not a meal, so there is no main meal
A little bit can also be rich and satisfied
I really like baking vegetable platter and truffle fans
Stir -fried dumplings, although the seasoning is very special
But I personally feel that it tastes more ordinary
That month's Shouxing comment punch card can have shot

After watching the comment, I added different tea and wine series

Classic roasted tea: obvious tea flavor (but smelling with a bit of peanut gluten flavor 😂
Liang Shanbo and Zhu Yingtai: the sour taste is heavy, and the flavor of the perilla is obvious
Micro Dao Dadao: The grilled apples are full of aroma, medium sour taste, and a faint tea aroma
Youth Campus Story: Sweet and Sweet and Sour, full -flavored tea flavor

Female clerk's attitude enthusiastic
Will be unknowingly more recommended dishes 🤣
I heard that the 5. June rooftop skewers were trial operation
After that, you can also order the position of the rooftop, look forward to it!",False,0.158,0.025,0.817,0.9828
