Bar,Average_Positive,Average_Negative,Average_Neutral,Average_Compound,Processed_Bar,店名,評分,評論數,地址,鏈接,Processed_Store,_merge
CASA Cafe & Bar Taipei （城堡）,0.2809516129032258,0.0359032258064516,0.6831612903225807,0.496458064516129,casacafebartaipei城堡,,,,,,,left_only
,,,,,,Fancy Bar Ximen | 西門推薦酒吧-台北萬華西門町餐酒館/酒吧/調酒 慶生/約會/包場/派對/聚會 深夜酒吧/創意料理/網美酒吧 2024人氣打卡推薦 必去訂位好評 西門捷運站/藍線/綠線 PTT Dcard,5.0,445,108台北市萬華區西寧南路72之1號六樓,https://www.google.com/maps/place/Fancy+Bar+Ximen+%7C+%E8%A5%BF%E9%96%80%E6%8E%A8%E8%96%A6%E9%85%92%E5%90%A7-%E5%8F%B0%E5%8C%97%E8%90%AC%E8%8F%AF%E8%A5%BF%E9%96%80%E7%94%BA%E9%A4%90%E9%85%92%E9%A4%A8%2F%E9%85%92%E5%90%A7%2F%E8%AA%BF%E9%85%92+%E6%85%B6%E7%94%9F%2F%E7%B4%84%E6%9C%83%2F%E5%8C%85%E5%A0%B4%2F%E6%B4%BE%E5%B0%8D%2F%E8%81%9A%E6%9C%83+%E6%B7%B1%E5%A4%9C%E9%85%92%E5%90%A7%2F%E5%89%B5%E6%84%8F%E6%96%99%E7%90%86%2F%E7%B6%B2%E7%BE%8E%E9%85%92%E5%90%A7+2024%E4%BA%BA%E6%B0%A3%E6%89%93%E5%8D%A1%E6%8E%A8%E8%96%A6+%E5%BF%85%E5%8E%BB%E8%A8%82%E4%BD%8D%E5%A5%BD%E8%A9%95+%E8%A5%BF%E9%96%80%E6%8D%B7%E9%81%8B%E7%AB%99%2F%E8%97%8D%E7%B7%9A%2F%E7%B6%A0%E7%B7%9A+PTT+Dcard/data=!4m7!3m6!1s0x3442a9e6aa333483:0xe4df774f55e793ca!8m2!3d25.0432389!4d121.5059649!16s%2Fg%2F11vf1_cq56!19sChIJgzQzquapQjQRypPnVU933-Q?authuser=0&hl=zh-TW&rclk=1,fancybarximen西門推薦酒吧台北萬華西門町餐酒館酒吧調酒慶生約會包場派對聚會深夜酒吧創意料理網美酒吧2024人氣打卡推薦必去訂位好評西門捷運站藍線綠線pttdcard,right_only
I Miss覓室_台北酒吧 西門酒吧 Ximending Bar 西門町バー 시먼 딩 바 台北DJ SHOW,0.3087293233082707,0.0381578947368421,0.6530902255639097,0.5334917293233082,imiss覓室台北酒吧西門酒吧ximendingbar西門町ハー시먼딩바台北djshow,,,,,,,left_only
,,,,,,I Miss覓室/台北酒吧 西門酒吧 Ximending Bar 西門町バー 시먼 딩 바 台北DJ SHOW,4.5,213,108台北市萬華區成都路27巷21號3 F,https://www.google.com/maps/place/I+Miss%E8%A6%93%E5%AE%A4%2F%E5%8F%B0%E5%8C%97%E9%85%92%E5%90%A7+%E8%A5%BF%E9%96%80%E9%85%92%E5%90%A7+Ximending+Bar+%E8%A5%BF%E9%96%80%E7%94%BA%E3%83%90%E3%83%BC+%EC%8B%9C%EB%A8%BC+%EB%94%A9+%EB%B0%94+%E5%8F%B0%E5%8C%97DJ+SHOW/data=!4m7!3m6!1s0x3442a90ade903f55:0x3d1f3c332944b49!8m2!3d25.0432088!4d121.5069348!16s%2Fg%2F11h0m9_5m7!19sChIJVT-Q3gqpQjQRSUuUMsPz0QM?authuser=0&hl=zh-TW&rclk=1,imiss覓室台北酒吧西門酒吧ximendingbar西門町バー시먼딩바台北djshow,right_only
KHouse 化學實驗室,0.36525,0.0279140625,0.606828125,0.43565625,khouse化學實驗室,,,,,,,left_only
LION BAR,0.3613658536585366,0.0154146341463414,0.623219512195122,0.6807609756097561,lionbar,,,,,,,left_only
ONCE Cafe&Bar 無心戒酒互助會-西寧分會,0.3667346368715083,0.0107039106145251,0.6225614525139666,0.7311346368715085,oncecafebar無心戒酒互助會西寧分會,,,,,,,left_only
獅鬥cdou bar _ 西門酒吧 台北港式餐酒館 深夜酒吧 _ Late-night bar บาร์กลางคืน 深夜バー 심야 바,0.317067264573991,0.0143901345291479,0.6685695067264573,0.5971887892376682,獅鬥cdoubar西門酒吧台北港式餐酒館深夜酒吧latenightbarบารกลางคน深夜ハー심야바,,,,,,,left_only
,,,,,,獅鬥cdou bar | 西門酒吧 台北港式餐酒館 深夜酒吧 | Late-night bar บาร์กลางคืน 深夜バー 심야 바,4.8,447,108台北市萬華區康定路25巷19號,https://www.google.com/maps/place/%E7%8D%85%E9%AC%A5cdou+bar+%7C+%E8%A5%BF%E9%96%80%E9%85%92%E5%90%A7+%E5%8F%B0%E5%8C%97%E6%B8%AF%E5%BC%8F%E9%A4%90%E9%85%92%E9%A4%A8+%E6%B7%B1%E5%A4%9C%E9%85%92%E5%90%A7+%7C+Late-night+bar+%E0%B8%9A%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B8%84%E0%B8%B7%E0%B8%99+%E6%B7%B1%E5%A4%9C%E3%83%90%E3%83%BC+%EC%8B%AC%EC%95%BC+%EB%B0%94/data=!4m7!3m6!1s0x3442a99ef390a515:0xa07cec8a5c3c1e08!8m2!3d25.0439459!4d121.5035048!16s%2Fg%2F11n5s1czm_!19sChIJFaWQ856pQjQRCB48XIrsfKA?authuser=0&hl=zh-TW&rclk=1,獅鬥cdoubar西門酒吧台北港式餐酒館深夜酒吧latenightbarบารกลางคน深夜バー심야바,right_only
西門紅樓露天酒吧區,0.32940625,0.01409375,0.6565,0.559240625,西門紅樓露天酒吧區,,,,,,,left_only
,,,,,,鹿境早午餐 & 餐酒館_西門Arrival Brunch & Bistro (原 滷餐小酒館Zoo Bistro) ｜餐酒 |西門美食｜早午餐 ｜ 宵夜-萬華人氣早午餐|西門必吃早午餐|在地推薦早午餐|外帶漢堡|外帶早午餐|人氣餐廳|推薦早午餐,4.9,732,108台北市萬華區峨眉街124-3號1樓,https://www.google.com/maps/place/%E9%B9%BF%E5%A2%83%E6%97%A9%E5%8D%88%E9%A4%90+%26+%E9%A4%90%E9%85%92%E9%A4%A8_%E8%A5%BF%E9%96%80Arrival+Brunch+%26+Bistro+%28%E5%8E%9F+%E6%BB%B7%E9%A4%90%E5%B0%8F%E9%85%92%E9%A4%A8Zoo+Bistro%29+%EF%BD%9C%E9%A4%90%E9%85%92+%7C%E8%A5%BF%E9%96%80%E7%BE%8E%E9%A3%9F%EF%BD%9C%E6%97%A9%E5%8D%88%E9%A4%90+%EF%BD%9C+%E5%AE%B5%E5%A4%9C-%E8%90%AC%E8%8F%AF%E4%BA%BA%E6%B0%A3%E6%97%A9%E5%8D%88%E9%A4%90%7C%E8%A5%BF%E9%96%80%E5%BF%85%E5%90%83%E6%97%A9%E5%8D%88%E9%A4%90%7C%E5%9C%A8%E5%9C%B0%E6%8E%A8%E8%96%A6%E6%97%A9%E5%8D%88%E9%A4%90%7C%E5%A4%96%E5%B8%B6%E6%BC%A2%E5%A0%A1%7C%E5%A4%96%E5%B8%B6%E6%97%A9%E5%8D%88%E9%A4%90%7C%E4%BA%BA%E6%B0%A3%E9%A4%90%E5%BB%B3%7C%E6%8E%A8%E8%96%A6%E6%97%A9%E5%8D%88%E9%A4%90/data=!4m7!3m6!1s0x3442a903226e0255:0x1402c203db9989e!8m2!3d25.0445889!4d121.5019866!16s%2Fg%2F11pf657bhm!19sChIJVQJuIgOpQjQRnpi5PSAsQAE?authuser=0&hl=zh-TW&rclk=1,鹿境早午餐餐酒館西門arrivalbrunchbistro原滷餐小酒館zoobistro餐酒西門美食早午餐宵夜萬華人氣早午餐西門必吃早午餐在地推薦早午餐外帶漢堡外帶早午餐人氣餐廳推薦早午餐,right_only
