店名,評分,評論數,地址,鏈接
Dream Start Pub 運動飛鏢餐酒館,4.4 ,92,,https://www.google.com/maps/place/Dream+Start+Pub+%E9%81%8B%E5%8B%95%E9%A3%9B%E9%8F%A2%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x345d5312c3c89a51:0x86e2c8ff36c5bf75!8m2!3d25.0683686!4d121.6606755!16s%2Fg%2F11dx8yx6r0!19sChIJUZrIwxJTXTQRdb_FNv_I4oY?authuser=0&hl=zh-TW&rclk=1
未來號2030 Craftbeer Bistro,4.8 ,148,221新北市汐止區新台五路一段140號一樓,https://www.google.com/maps/place/%E6%9C%AA%E4%BE%86%E8%99%9F2030+Craftbeer+Bistro/data=!4m7!3m6!1s0x345d535b19a44a43:0xbc70dbd36bee03fa!8m2!3d25.0617405!4d121.6531111!16s%2Fg%2F11j8lv5qrg!19sChIJQ0qkGVtTXTQR-gPua9PbcLw?authuser=0&hl=zh-TW&rclk=1
1798一起酒吧飛鏢餐酒館,4.5 ,6,221新北市汐止區康寧街133號1樓,https://www.google.com/maps/place/1798%E4%B8%80%E8%B5%B7%E9%85%92%E5%90%A7%E9%A3%9B%E9%8F%A2%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442ad1b75a183db:0x86f2bc607d7b5ac6!8m2!3d25.0667412!4d121.6210619!16s%2Fg%2F11k3gn3q1z!19sChIJ24OhdRutQjQRxlp7fWC88oY?authuser=0&hl=zh-TW&rclk=1
醉焉樓-熱炒餐酒館 宵夜 約會餐廳 調酒,4.8 ,212,221新北市汐止區大同路一段316號,https://www.google.com/maps/place/%E9%86%89%E7%84%89%E6%A8%93-%E7%86%B1%E7%82%92%E9%A4%90%E9%85%92%E9%A4%A8+%E5%AE%B5%E5%A4%9C+%E7%B4%84%E6%9C%83%E9%A4%90%E5%BB%B3+%E8%AA%BF%E9%85%92/data=!4m7!3m6!1s0x345d53f68b3df929:0x238f9bac3d428bb8!8m2!3d25.0587146!4d121.6375631!16s%2Fg%2F11jywblbd3!19sChIJKfk9i_ZTXTQRuItCPaybjyM?authuser=0&hl=zh-TW&rclk=1
好樂迪KTV汐止店,3.8 ,"1,568",221新北市汐止區中興路158-1號,https://www.google.com/maps/place/%E5%A5%BD%E6%A8%82%E8%BF%AAKTV%E6%B1%90%E6%AD%A2%E5%BA%97/data=!4m7!3m6!1s0x345d534db93ea78b:0x27bac12c101bd126!8m2!3d25.0650019!4d121.6323371!16s%2Fg%2F1tl7lg0j!19sChIJi6c-uU1TXTQRJtEbECzBuic?authuser=0&hl=zh-TW&rclk=1
八郎熱炒,4.5 ,28,221新北市汐止區樟樹一路135巷23號,https://www.google.com/maps/place/%E5%85%AB%E9%83%8E%E7%86%B1%E7%82%92/data=!4m7!3m6!1s0x345d53eb16540527:0xfe4fb05142759a20!8m2!3d25.06548!4d121.641147!16s%2Fg%2F11v6x23sv7!19sChIJJwVUFutTXTQRIJp1QlGwT_4?authuser=0&hl=zh-TW&rclk=1
Freedom Bistro 享自由餐酒館,4.5 ,684,221新北市汐止區大同路二段458號1F,https://www.google.com/maps/place/Freedom+Bistro+%E4%BA%AB%E8%87%AA%E7%94%B1%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x345d533bb4460127:0x5e0ad66a3e99d848!8m2!3d25.0674796!4d121.6598772!16s%2Fg%2F11h3dfn4nd!19sChIJJwFGtDtTXTQRSNiZPmrWCl4?authuser=0&hl=zh-TW&rclk=1
串門,4.6 ,253,22177新北市汐止區忠孝東路211巷28號汐止火車站旁汐科路上,https://www.google.com/maps/place/%E4%B8%B2%E9%96%80/data=!4m7!3m6!1s0x345d5302738b34cf:0x14512e95da961544!8m2!3d25.0677499!4d121.6614674!16s%2Fg%2F11jxp392xv!19sChIJzzSLcwJTXTQRRBWW2pUuURQ?authuser=0&hl=zh-TW&rclk=1
神秘練歌坊,4.4 92 則評論,4.4 顆星 92,221新北市汐止區莊敬街35號,https://www.google.com/maps/place/%E7%A5%9E%E7%A7%98%E7%B7%B4%E6%AD%8C%E5%9D%8A/data=!4m7!3m6!1s0x345d530d5a75ceb7:0xba827e64fd12e02e!8m2!3d25.0613095!4d121.6561471!16s%2Fg%2F11vf40v8z_!19sChIJt851Wg1TXTQRLuAS_WR-gro?authuser=0&hl=zh-TW&rclk=1
達摩貓,4.2 ,100,221新北市汐止區橫科路500-3號,https://www.google.com/maps/place/%E9%81%94%E6%91%A9%E8%B2%93/data=!4m7!3m6!1s0x3442ab1ddcc7ce2f:0xbe0150e4c3e2d680!8m2!3d25.0467336!4d121.6269803!16s%2Fg%2F11stg26rjl!19sChIJL87H3B2rQjQRgNbiw-RQAb4?authuser=0&hl=zh-TW&rclk=1
酒文集,5.0 ,1,221新北市汐止區大同路一段179號6號樓之1,https://www.google.com/maps/place/%E9%85%92%E6%96%87%E9%9B%86/data=!4m7!3m6!1s0x345d536864f0ecb5:0xe51a17990dc1fdcb!8m2!3d25.057018!4d121.632912!16s%2Fg%2F11pkcky16j!19sChIJtezwZGhTXTQRy_3BDZkXGuU?authuser=0&hl=zh-TW&rclk=1
