店名,評分,評論數,地址,鏈接
酒窩,4.8,81,239新北市鶯歌區中正一路121號地下一樓,https://www.google.com/maps/place/%E9%85%92%E7%AA%A9/data=!4m7!3m6!1s0x34681d2c6257e495:0xa5822d3adf6e85a2!8m2!3d24.9556129!4d121.351909!16s%2Fg%2F11pzbm1vc1!19sChIJleRXYiwdaDQRooVu3zotgqU?authuser=0&hl=zh-TW&rclk=1
不專業小酒館【非營業時段採預約制】,4.9,50,239新北市鶯歌區文化路200號之50,https://www.google.com/maps/place/%E4%B8%8D%E5%B0%88%E6%A5%AD%E5%B0%8F%E9%85%92%E9%A4%A8%E3%80%90%E9%9D%9E%E7%87%9F%E6%A5%AD%E6%99%82%E6%AE%B5%E6%8E%A1%E9%A0%90%E7%B4%84%E5%88%B6%E3%80%91/data=!4m7!3m6!1s0x34681fe16f1be48f:0x1df378be93578f69!8m2!3d24.9477852!4d121.3493231!16s%2Fg%2F11fwjd_pbb!19sChIJj-Qbb-EfaDQRaY9Xk7548x0?authuser=0&hl=zh-TW&rclk=1
紅廚小餐館,4.5,163,23941新北市鶯歌區國華路75號,https://www.google.com/maps/place/%E7%B4%85%E5%BB%9A%E5%B0%8F%E9%A4%90%E9%A4%A8/data=!4m7!3m6!1s0x34681f49a878cb41:0xcee00a3436924f25!8m2!3d24.9543768!4d121.3430607!16s%2Fg%2F11mp1f9kt4!19sChIJQct4qEkfaDQRJU-SNjQK4M4?authuser=0&hl=zh-TW&rclk=1
太鼓Bar 日式燒烤/熱炒,4.9,35,239新北市鶯歌區建國路282-1號,https://www.google.com/maps/place/%E5%A4%AA%E9%BC%93Bar+%E6%97%A5%E5%BC%8F%E7%87%92%E7%83%A4%2F%E7%86%B1%E7%82%92/data=!4m7!3m6!1s0x34681fa9ef3b1e2f:0x4e4b7f7390c857ed!8m2!3d24.9532289!4d121.345876!16s%2Fg%2F11svhkhpk5!19sChIJLx4776kfaDQR7VfIkHN_S04?authuser=0&hl=zh-TW&rclk=1
愛好人大眾酒場,4.4,123,239新北市鶯歌區中正一路62巷40號-7號,https://www.google.com/maps/place/%E6%84%9B%E5%A5%BD%E4%BA%BA%E5%A4%A7%E7%9C%BE%E9%85%92%E5%A0%B4/data=!4m7!3m6!1s0x34681f67153f27cb:0xf3297f473007b082!8m2!3d24.9550277!4d121.3545902!16s%2Fg%2F11llzzwk0c!19sChIJyyc_FWcfaDQRgrAHMEd_KfM?authuser=0&hl=zh-TW&rclk=1
RIRIcafe’ 儷儷點點行餐酒館（鶯歌老街美食/不定時公休包場活動請見IG公告）,4.2,186,239新北市鶯歌區育英街85號,https://www.google.com/maps/place/RIRIcafe%E2%80%99+%E5%84%B7%E5%84%B7%E9%BB%9E%E9%BB%9E%E8%A1%8C%E9%A4%90%E9%85%92%E9%A4%A8%EF%BC%88%E9%B6%AF%E6%AD%8C%E8%80%81%E8%A1%97%E7%BE%8E%E9%A3%9F%2F%E4%B8%8D%E5%AE%9A%E6%99%82%E5%85%AC%E4%BC%91%E5%8C%85%E5%A0%B4%E6%B4%BB%E5%8B%95%E8%AB%8B%E8%A6%8BIG%E5%85%AC%E5%91%8A%EF%BC%89/data=!4m7!3m6!1s0x34681f6461b76417:0x2c6150f8b16d77ab!8m2!3d24.9516295!4d121.3474401!16s%2Fg%2F11k3vt0nc3!19sChIJF2S3YWQfaDQRq3dtsfhQYSw?authuser=0&hl=zh-TW&rclk=1
吃得起居酒屋,4.8,415,239新北市鶯歌區育賢街2號,https://www.google.com/maps/place/%E5%90%83%E5%BE%97%E8%B5%B7%E5%B1%85%E9%85%92%E5%B1%8B/data=!4m7!3m6!1s0x34681f59de021dc5:0xe2763b55e013d544!8m2!3d24.954591!4d121.3449717!16s%2Fg%2F11thhnjsh2!19sChIJxR0C3lkfaDQRRNUT4FU7duI?authuser=0&hl=zh-TW&rclk=1
鐵道燒烤屋@宵夜，聚餐，小酌,4.2,201,239新北市鶯歌區中正一路8號,https://www.google.com/maps/place/%E9%90%B5%E9%81%93%E7%87%92%E7%83%A4%E5%B1%8B@%E5%AE%B5%E5%A4%9C%EF%BC%8C%E8%81%9A%E9%A4%90%EF%BC%8C%E5%B0%8F%E9%85%8C/data=!4m7!3m6!1s0x34681f6e1b8591f1:0x26f2a01554d60c20!8m2!3d24.9528934!4d121.3526157!16s%2Fg%2F11j_p3sr32!19sChIJ8ZGFG24faDQRIAzWVBWg8iY?authuser=0&hl=zh-TW&rclk=1
鐵路啤酒屋/精釀啤酒/甕烤雞/自助串烤,4.9,94,239新北市鶯歌區鳳福路鳳一路口（新三沅市場對面,https://www.google.com/maps/place/%E9%90%B5%E8%B7%AF%E5%95%A4%E9%85%92%E5%B1%8B%2F%E7%B2%BE%E9%87%80%E5%95%A4%E9%85%92%2F%E7%94%95%E7%83%A4%E9%9B%9E%2F%E8%87%AA%E5%8A%A9%E4%B8%B2%E7%83%A4/data=!4m7!3m6!1s0x34681f61f0d8080d:0xe222788ac18ea311!8m2!3d24.9764248!4d121.3319306!16s%2Fg%2F11sszkpb4x!19sChIJDQjY8GEfaDQREaOOwYp4IuI?authuser=0&hl=zh-TW&rclk=1
合力酒廠 Holy Distillery,4.7,17,239新北市鶯歌區建國路411號,https://www.google.com/maps/place/%E5%90%88%E5%8A%9B%E9%85%92%E5%BB%A0+Holy+Distillery/data=!4m7!3m6!1s0x3468194ca4e7c181:0x81f090b5cf1d84fa!8m2!3d24.9511902!4d121.3376266!16s%2Fg%2F11c7sx2tgr!19sChIJgcHnpEwZaDQR-oQdz7WQ8IE?authuser=0&hl=zh-TW&rclk=1
啤酒大學-鶯歌店 (菸酒專賣),5,4,239新北市鶯歌區國華路30號,https://www.google.com/maps/place/%E5%95%A4%E9%85%92%E5%A4%A7%E5%AD%B8-%E9%B6%AF%E6%AD%8C%E5%BA%97+%28%E8%8F%B8%E9%85%92%E5%B0%88%E8%B3%A3%29/data=!4m7!3m6!1s0x34681f9af6887d93:0x735c66b987275f9d!8m2!3d24.9558432!4d121.342774!16s%2Fg%2F11rvgkj64f!19sChIJk32I9pofaDQRnV8nh7lmXHM?authuser=0&hl=zh-TW&rclk=1
