Original,EN
男店員人超好 我們一群女生然後兩個男的在廁所都不方便進去叫人 他幫我們叫了他們 💗,"The male clerk is super good, our group of girls, and the two men are not convenient to go in the toilet and ask him to help us call them."
"滷味超好吃
包廂沒有什麼煙味
燈光配合著音樂非常有氛圍感
最後結束的時候
分別兩個服務人員來敲門詢問付款方式
其實不用特地來敲，很干擾唱歌
不能再唱的時候我們會出去結帳的","Beefi is super delicious
There is no smoke in the box
Lighting with music is very atmospheric
At the end of the end
Two service staff to knock on the door to inquire about payment methods
In fact, you don't need to knock on it, very interfere with singing
When we can't sing anymore, we will go out to checkout"
"這五顆星是給牛肉麵的
好樂迪就是要吃牛肉麵
其他真的都還好
菸味重廁所小
這裡的特大包廂是南部的超小包廂我傻眼...","These five stars are for beef noodles
Good Leddy is to eat beef noodles
Others are really okay
Smoke and heavy toilet
The big box here is the super small box in the south. I am dumbfounded ..."
"環境蠻乾淨的，廁所環境衛生也不錯。
音響設備很棒～
排骨飯很好吃～～～","The environment is quite clean, and the toilet environment is also good.
The audio equipment is great ~
Pork ribs are delicious ~~~"
食物飲料普普，算不上美味但費用也還好，覺得比較好的是炸物，有薯條、檸檬雞柳條和玉米布丁酥，如果有辦威力卡，周六晚上三小時一個人470，但同行友人說點歌設備似乎比較老舊，但我覺得經典的歌曲都有，所以還可以接受。,"Food and drinks are not delicious but the cost is also good. Those who feel better are fries, with fries, lemon chicken wicker and corn pudding crisp. But fellow friends say that the song equipment seems to be older, but I think there are classic songs, so I can still accept it."
"櫃台短髮戴眼鏡的小姐服務超親切
一進門心情就特別好😊😊
愉快的唱歌體驗","Miss who wears glasses at the counter is super kind
The mood is particularly good as soon as you enter the door 情
Happy singing experience"
好樂迪品質一直不錯，但廁所只有一間，所以會有人在那邊偷抽煙，這點你們需要加強管理。這次剛好也遇到臨檢。,"The quality of Hollydi has always been good, but there is only one toilet, so someone will steal smoke over there. You need to strengthen management.This time I happened to encounter a test."
"真的是很不ok的KTV
但離家近偶爾還是會和朋友同事來

真心希望可以改善一切的一切！
環境、品質、服務、食物等等⋯。","It's really OK KTV
But occasionally I will still come with friends and colleagues

I sincerely hope that everything can be improved!
Environment, quality, service, food, etc."
好久沒有回來唱歌了，包廂設備升級了，有點不太會用 🤣,"I haven't come back to sing for a long time, the box equipment has been upgraded, it is a bit uncomfortable 🤣"
"服務員不斷進入包廂打擾，導致唱歌體驗很差。時間一到就急著進入收拾東西也讓人不太舒服。
第一次遇到唱歌唱到一半近來收錢的，唱到喜歡的歌被打斷心情真的會很差，制度能改成進場前收費或結束後再付款更好。
另外建議等唱歌時間結束後，再詢問滿意度及需改進的部分，否則唱的得正開心還要突然停下來聽服務員講話，氣氛直接冷掉。
不過有芭樂歌很棒 :)","The waiter continued to enter the box to disturb, resulting in poor singing experience.It is not comfortable to enter cleaning as soon as time comes.
For the first time, I encountered half of the time to sing and sing. The singing mood will really be very poor when the singing song that I like to be liked. The system can be changed to charges before entering the market or paid after the end.
In addition, it is recommended that after the singing time is over, then ask the satisfaction and the part that needs to be improved.
But there is a Belo song very great :)"
"服務人員態度真的值得五星推薦
相較於Sing go,星聚點雖然氣氛沒這麼奢華
但也比較不會需要等包廂以及人擠人

評論可能都是跟現在的KTV,會所比較會略遜一點
個人覺得如果熟識的三五好友非常適合來好樂迪👍🏻","The attitude of service staff is really worthy of five -star recommendation
Compared with Sing Go, although the atmosphere of the star gathering point is not so luxurious
But it is better to wait for the box and crowded people

The comments may be more inferior to the current KTV, the club will be slightly inferior to
I personally think that if you know the three or five friends you know, it's very suitable to come to Loidi 👍🏻"
"晚上這一區就是美食沙漠
這兒的餐點CP值高
夜唱划算
之前早上來也很便宜
有ㄧ次來，巧遇會員日吧🤔️🤔️
2佰多唱四個小時
也太賺了👍👍👍👍","In the evening, this area is the food desert
The meal here is high in CP value
Night singing
It's cheap to come in the morning before
Come again, meet Member Day 🤔️🤔️
2 Bai Bai sing and sing and four hours
I also earned it too much 了"
"服務人員很用心。
空間較小，一間只有兩隻麥克風，無法增加。
包廂位於地下室，手機收訊會受影響。","The service staff is very careful.
The space is small, and only two microphones cannot increase.
The box is located in the basement, and the receipt of mobile phones will be affected."
"（2022.05.27消費）
這次消費體驗比預期的好許多，因原本看到眾多評論感到有些擔心。
不過這次的包廂無菸味、服務員雖忙碌但態度也都良好、廁所算是乾淨無異味、水餃好吃，整體感受良好，是會願意再訪的分店。","(2022.05.27 consumption)
This consumption experience is much better than expected, because I was worried about many comments.
However, this time the box has no smoke, the waiter is busy, but the attitude is also good. The toilet is clean and odorless, the dumplings are delicious, and the overall feelings are good. They are willing to visit again."
有些包廂距離廁所有點遠！歌更新的蠻快,Some boxes are far away from the toilet!The song update is pretty fast
跟朋友逛完美麗華來這邊唱歌，這間好樂迪還有歡樂吧，可惜中午的兩點就沒有了，三個人唱完五小時大概1200多還算便宜，只是我們只有低消的飲料,"Tarked with a friend to sing here to sing here. This Holy Di has joy. Unfortunately, two points at noon are gone. Three people sing about 5 hours and about 1,200."
服務生強調他們的包廂很溫馨建議大包廂，很好笑,"The waiter emphasized that their boxes are very warm and suggestions for large boxes, funny"
