Original,EN
位於內湖民權東路上的水星球酒吧，雖然附近沒有捷運站，但從市區搭車到這裡都很便宜。主要是一間潛水酒吧，老闆很健談，也有在教潛水。空間有室內也有室外，戶外區夜晚搭配的露營燈朋友露營的風格；店內有很多潛水的擺飾還有服飾，有海尼根生啤酒機，也有一個頭螢幕播電影或者比賽，或音樂頻道。整體來說還算寬敞舒適，平常人不多，價位也不貴，是內湖很推薦的酒吧之一。,"Located on the East Road of Neihu Minquan Road, although there are no MRT stations nearby, it is cheap to take a ride here.It is mainly a diving bar. The boss is very talkative and taught diving.There are indoor and outdoor, outdoor, and outdoor camping lights camping at night; there are many diving decorations and clothing in the store, Hynite beer machine, and a screen to broadcast movies or competitions, or music channels.On the whole, it is quite spacious and comfortable. There are not many people and the price is not expensive. It is one of the bars recommended by Neihu."
"酒類都不錯喝，環境也悠閒舒適。
只是菸味蠻重的，會排斥菸味的不推薦。","The wine is good, and the environment is also leisurely and comfortable.
It's just that the smoke smell is quite heavy, and it will not be recommended to reject the smell of smoke."
調酒的酒感很重，不是很好喝。薯條的味道有冷凍庫的味道，整體來說不太推薦。買醉的話可以去,"The alcoholic wine feels very heavy, not very delicious.The flavor of fries has the taste of freezing library, which is not recommended overall.If you buy drunk, you can go"
喝完2杯內格羅尼3杯野格   睡了香甜的一晚  輪班後再也沒有這麼好睡過  謝謝5/6請我喝野格的bartender,"After drinking 2 cups, 3 cups of Wilder fell asleep a sweet one -night shift and never slept so well. Thank you 5/6. Please drink the Bartender of the Noge"
附近酒吧唯一選擇,The only option nearby bar
Nice cocktails!奶酒相關調酒種類不多。平均價格較貴，但酒質不錯。食物類均一價100元，十分好吃，份量足。店內氣氛不錯可惜常有煙味,"Nice Cocktails! There are not many types of milk -related bartender.The average price is more expensive, but the quality of the wine is good.The average price of food is 100 yuan, which is very delicious and sufficient.The atmosphere in the store is good, but unfortunately there is a smell of smoke"
很棒的酒吧，內湖酒吧太少了。很多內湖人來感覺很親切，而且酒超便宜 佛心酒吧。 老闆開酒吧超級健談  還有在教潛水～ 很特別！ 很值得來～,"A great bar, there are too few Neihu bar.Many Neihu people feel very kind, and the wine is super cheap Buddha bar.The boss opened the bar to teach diving ~ very special!Very worth coming ~"
"沒氣氛 去的時候在整修 還沒音樂
食物便宜但口味很普通
介意煙味的請直接跳過
煙味很重
覺得有更好的選擇","When there is no atmosphere, there is no music before renovation
The food is cheap but the taste is very ordinary
If you mind the smell of smoke, please skip directly
Smoking taste is very heavy
I feel that there is a better choice"
調酒輕鬆好喝 氣氛好  水餃好吃 飽足感佳 價格又親民 而且不用服務費 👍 …,"Easily and delicious atmosphere, good dumplings are good, good, good, good, and the people are affordable and do not use service fees ..."
內湖平價的酒吧，老闆人很好聊天,"Inner lake cheap bar, the boss chats well"
