Original,EN
"菜好吃，有別於時時香跟1010湘
有點綜合台菜、川菜與湘菜
環境不錯，桌與桌的距離也抓得適中，不會太擠
水要另外買、而且不便宜，建議可以照人頭收水資，不然都是重口味的菜，會渴
滷肉是出乎意料的好吃，肥瘦適中也很入味
特別推薦醋嫩薑松阪豬，其他的菜都算是符合水準的表現。
推薦再訪。","The dishes are delicious, different from timely incense and 1010 Xiang
A little comprehensive Taiwanese, Sichuan cuisine and Hunan cuisine
The environment is good, the distance between the table and the table is also moderately grasped, it will not be too crowded
Water should be bought separately, and it is not cheap. It is recommended
Braised meat is unexpectedly delicious, fat and thin are also very delicious
It is especially recommended for vinegar and tender ginger pine pigs. Other dishes are considered to be in line.
Recommended visit."
服務人員服務很好，餐點好吃，餐點稍微偏鹹一些些，但配飯很好吃，白飯不小心吃了好多碗。推薦鮑魚滷肉飯好吃，可惜沒有單純的滷肉飯可以單點，這是一家值得品嚐看看的瓦城體系新品牌。,"The service staff service is very good, the meal is delicious, the meal is slightly salty, but the rice is delicious, and the rice accidentally ate a lot of bowls.It is recommended that abalone braised pork rice is delicious. Unfortunately, there is no simple braised pork rice to order. This is a new brand of Wacheng system worthy of tasting."
"第一次來‘’小香‘’用餐，
餐廳里穿西裝的服務人員帶位的pinky美眉介紹菜單，很耐心又仔細，
Lucy美女和furby妹妹服務的很周到，用餐期間常來關心我們口味是否適合。
今天我和女兒生日聚餐，非常溫馨愉快🩷
以後要常常邀請朋來餐聚🍹","The first time I came to ‘’ Xiaoxiang ‘’ dinner,
The Pinky Meimei Introduction menu wearing a suit personnel in the restaurant is very patient and careful.
Lucy beauty and Furby sister serve very thoughtful. During the meal, we often care about whether our taste is suitable.
Today, my daughter and I have a birthday dinner, very warm and happy 🩷
In the future, I will often invite friends to come and gather"
服務滿分💯桌菜的部分很推薦，招牌菜色都在裡面～鮑魚滷肉飯真的好吃😋蒸蛋松露味道濃郁、松阪豬涼拌很清爽，鮮蝦捲超級juicy~,"Part of the service full -scale table dishes is recommended. The signature dishes are all in it ~ abalone braised pork rice is really delicious. 😋 Steamed egg truffle flavor, Matsusaka pig cold mixing is very refreshing, fresh shrimp rolls are super juicy ~"
"剛開幕還在試營運階段就降到4.2顆星真的太快，表示要好好正視一下客人的體驗感受。

因為自己提前先到，入座後不會主動上水，要了才有反應，後來到齊後，菜都點完了，也聊一陣子，其他朋友的也沒主動給水。如果是想要客人點飲品，我們也有點，但水杯空了還是不會來主動補，看來是沒有這樣的教育訓練，水是多珍貴？

上菜速度超快，我們已經是六人座，桌子還能瞬間被塞滿，完全沒在管客人速度，還是週一的午餐，餐廳內沒幾桌客人⋯吃起來手忙腳亂的！

菜色都在水準，整體偏重口味，有些死鹹，乾扁四季豆過油，烏魚子炒飯要是沒烏魚子完全沒鹹度及香氣，這兩道不推，剝皮辣椒湯偏甜，沒幾口就膩，有點跟平常喝的不同自己不是很愛。

香煎虱目魚好吃，魚嫩度剛好不柴，上面灑了鍋巴米香口感變得豐富有趣。醋嫩薑松阪豬蠻開胃的，黑松露鮮蝦蒸蛋，松露味道香氣夠，鮮蝦是剁成碎末狀，3.5杯雞記得稍微在拌一下才會有酒的香氣～B咖排骨很好吃，用咖啡跟巧克力去調味非常的玩味，吃起來也意外好吃，很推。

飲品很喜歡烏龍氣泡飲，因為整體口味偏置，這杯可以很解膩非常清爽，甘蔗青茶甘蔗香氣不足整體非常甜膩，沒有青茶味。

整體還是覺得不錯，試營運人少所以還是很舒適，但基本的服務真的非常需要加強，員工的表情也沒像評論說的沒有在管理，只是比較被動。","It was too fast to fall to 4.2 stars at the trial operation stage, indicating that you should face up to the guest's experience.

Because I arrived in advance, I would not take the initiative to get the water after I entered the seat. I had to react after it was required. Later, when I arrived, the vegetables were all ordered. For a while, other friends did not take the initiative to give the water.If you want guests to order drinks, we are also a bit, but when the water cup is empty, we will not take the initiative to make up. It seems that there is no such education and training. How precious the water is?

The speed of serving is very fast. We are already six -seater. The table can be stuffed instantly. It is not controlled by the guest speed at all. It is still on Monday's lunch. There are few guests in the restaurant.

The dishes are at the level, the overall taste is focused, some are dead and salty, dried and flat seasons of soybean oil, murmons fried rice, if there is no mulleton, there is no salty and aroma, these two do not push, peeling pepper soup is sweet, and there will be a few mouthfuls. Fervable, a bit different from the usual difference, I don't love it very much.

The fried milkfish is delicious, the tenderness of the fish is just not firewood, and the taste of the pot is rich and interesting.The vinegar tender ginger pine pig is pretty appetizer, black loose fresh shrimp steamed eggs, and the flavor of truffle is enough. The shrimp is chopped into a broken last, and 3.5 cups of chickens remember to mix a little. Eat, use coffee and chocolate to season it, it is very funny, it is unexpectedly delicious and pushed.

Drinks like oolong bubbles, because of the overall taste bias, this cup can be very greasy and refreshing. The sugarcane green tea sugarcane aroma is not enough to be very sweet, and there is no green tea flavor.

I still feel good as a whole. It is still very comfortable to test operators, but the basic services really need to be strengthened. The expression of employees is not as managed as comments, but it is more passive."
"2024.05.30

非常開心也感謝瓦城邀請會員品嚐新餐廳，新菜色！
當天剛用完餐，就想要寫評論
但是礙於找不到地標
所以到今天才把當時用餐的感受寫下來

虎皮鮮蝦捲：非常薄的外衣，顯得不油膩，內餡蝦味濃郁。真的很不錯。

腐乳空心菜：菜品鮮嫩，調味恰到好處

松露蒸蛋：蛋本身已經有調味，上面的松露肉燥過鹹，這一道吃起來有點太重口

3.5杯雞：這道完全恰到好處，連米血糕都好吃到不行😄

香煎虱目魚：魚上面的炸米，完全讓這道菜來到一個新境界，這樣的口感非常好，很特別！👍

醋嫩薑松阪豬：這道有點酸，吃多了會有點太酸，火侯掌握的也不錯

鮑魚滷肉飯：肉燥還不錯，但是給的非常少，然後擺盤出來有點隨便，肉燥跟鮑魚放兩邊，感覺視覺很不集中，可惜了！

用餐心得的感受：餐點不錯，搭配的烏龍茶，味道清新，也非常的恰到好處，就是餐廳的位置有一些擁擠，可能是為了市場考量，要這樣子的來客數才能夠營運一家餐廳。

但是如果是以喝酒吃飯的場合來講有點擁擠。
會顯得比較吵雜
但是整體來講，服務很不錯。
是值得一訪的餐廳","2024.05.30

I am very happy and thank Wacheng for inviting members to taste new restaurants, new dishes!
I just finished the meal that day, I want to write a comment
But because it can't find the landmark
That's why I will write down the feelings of the meal at that time

Tiger skin fresh shrimp rolls: Very thin coat, it looks greasy, the filling shrimp taste is strong.It's really good.

Ferdfered cabbage: the dishes are tender and seasoned just right

Tulu steamed eggs: The egg itself has flavored, the truffle meat on it is too salty, and this taste is a bit too heavy.

3.5 cup of chicken: This is exactly right, even rice blood cakes are delicious.

Crystal milkfish: The fried rice on the fish completely allows this dish to come to a new realm. This taste is very good, very special!Bleak

Vinegar tender ginger pine pig: This is a bit sour. If you eat too much, it will be a bit sour.

Abalone braised pork rice: The meat is not bad, but it is very small, and then it is a bit casual. The meat is dry and the abalone is put on both sides. The vision is very unimplexing, but unfortunately!

Feelings of dining: The meal is good, the mating oolong tea, the taste is fresh, and it is very just right. The location of the restaurant has some crowded. It may be for market considerations. The number of visitors in this way can operate a restaurant.

But if you are drinking for drinking and eating, a bit crowded.
Will look more noisy
But overall, the service is very good.
It is a restaurant worth visiting"
口味很好吃，算是創意臺菜。像是鮑魚滷肉飯真的很鮮美，臘肉高麗菜也真的很棒。但是桌邊服務太頻繁，還在喝湯，湯匙就被收走。,"The taste is delicious, and it is a creative Taiwanese dish.Like abalone braised pork rice is really delicious, and the bacon cabbage is really great.However, the service on the table is too frequent, and it is still drinking soup, and the spoon is taken away."
"第一次來覺得冷氣超冷 第二次也是 直接到冰宮的感覺 菜色的部分都徧油和鹹 還有一道薑絲大腸 我們反應大腸太硬且有腥味也只回答 喔…..  沒有多作解釋 新的品牌想做一點新的變化可以了解 但員工訓練大有問題 還有很多人提到水的問題 他們只有提供付費的礦泉水或是氣泡水，沒有免費的一般水 。 上菜的速度很快 肚子餓的人很適合 但人還沒到齊就拼命上菜 應該詢問客人速度是否需要緩緩 也沒有問 是我們告訴服務人員先停下來 我們人還沒到齊
適合喜歡重鹹重口味的人 對於自製的辣油在上菜的時候根本沒提 所以根本不知道它的存在 雖然有看到它並不知道是自製的 否則應該會品嚐一下 烏龍氣泡飲 很好喝
甜點杏仁豆腐沒拍照 也是徧甜 沒有什麼杏仁味 加了鳳梨味道更甜 不推薦","For the first time, I felt that the cool and cold air -conditioned and the second time I went directly to the ice palace. To explain that the new brand wants to make a new change, you can understand, but there are many problems with employee training. Many people mentioned water problems. They only provide paid mineral water or bubble water. There is no free general water.People who are hungry quickly are very suitable for people who are hungry, but they are desperate to ask the guests if they have not arrived.
Suitable for people who like salty taste for self -made spicy oil at all when they are serving, so I don’t know that it exists, although I see it and I do n’t know it is self -made
Dessert almond tofu does not take pictures, it is sweet, there is no almond flavor, the pineapple flavor is sweeter and the sweet is not recommended"
"2024/09/28 晚餐內用

用餐限時90分鐘，水費另計，白飯沒有吃到飽，上菜速度挺快

鮑魚滷肉飯，吃過一次即可，甚至一桌點一碗試試味道，不會想再點第二次。

菜色部分如同其他評論所說，像瓦城其他品牌綜合體，然後價格再拉高。

我們點了咖啡排骨、豬頸肉那道、豬血糕牛那道、鱈魚那道、土豆絲、松露蛋、麻婆豆腐，還有湯，跟腐皮卷蝦那個。

整體而言，沒什麼太大記憶點，唯一記得就是sherry很可愛，還有另一個也是挺漂亮的。

Ting and Stanley服務態度挺好，story相當客氣，至於食物好像就吃過，就喔喔喔喔，沒了。","2024/09/28 Dinner for dinner

The meal is limited to 90 minutes, and the water cost is separated. The rice is not full, and the food is quite fast.

Abalone braised meat rice, you can eat it once, or even order a bowl of a bowl of try, and you will not want to order it again.

The dish part, as other comments, is like other brand complexes in Wacheng, and then the price is raised.

We ordered coffee ribs, pork neck meat, pork blood cake beef, cod, potato shreds, truffle eggs, Mapo tofu, soup, and rotten rolling shrimp.

Overall, there is no big memory point. The only thing to remember is that Sherry is very cute, and the other is also very beautiful.

Ting and Stanley's service attitude is very good, Story is quite polite. As it seems to have eaten food, oh oh, no."
"瓦城旗下新開的台菜料理
服務人員很貼心熱情🥰
餐點整體很滿意😋

黑松露鮮蝦蒸蛋-498元
超級下飯！光是這道菜可以配一整碗白飯不是問題😂香氣十足，調味適中，料給的很大方，用餐中最喜歡的一道料理

蔥爆香牛肉-385元
牛肉肉質厚實，蔥爆很香，也是很適合配飯的一道

台灣腐乳空心菜-235元
菜單有畫會辣，但是連不吃辣的都可以接受的程度喔，所以可以放心點😆

大蛤蜊冬瓜上湯-398元
蛤蜊飽滿，料多湯也好喝😋","The newly opened Taiwanese cuisine under the Wacheng
The service staff is very intimate and enthusiastic 心
The meal is very satisfactory overall 体

Black loose fresh shrimp steamed egg-498 yuan
Super meal!This dish can be equipped with a whole bowl of white rice.

Onion Slashing Beef-385 yuan
The beef meat is thick, the shallots are very fragrant, which is also very suitable for rice.

Taiwan's bean curd cabbage-235 yuan
The menu is spicy, but even if you do n’t eat spicy food, you can rest assured 😆

Big Clade Winter melon soup-398 yuan
The clams are full, and the soup is so delicious."
