Original,EN
"很好吃
生蠔 大顆 烤完還是很多汁 好吃
但選項不多
不是很便宜
適合小酌配下酒菜 不適合吃到飽🤣
酒類滿多
現在有399暢飲 感冒好 要來去","Delicious
The oyster is large and the juice is still delicious after grilled
But there are not many options
Not very cheap
Suitable for drinking with wine and vegetables is not suitable for eating 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣
Full wine
Now there are 399 drinking a cold, it's better to come and go"
"正對面AIT晚上很漂亮，但太冷沒坐戶外，坐地下室有點悶。
原本站在門口等朋友來，但店員很親切請我先入座，也沒限時那些的問題。
炒水蓮很好吃！鮭魚卵炒飯也不錯，五花肉大蝦很有口感，其它串燒也都達到該有的水準。這次點Highball，感覺有點水，氣泡感跟酒感偏弱。","AIT was very beautiful at night, but it was too cold to sit outdoors, and it was a bit stuffy to sit in the basement.
Originally standing at the door and waiting for friends, the clerk was very kind to ask me to take a seat first, and there were no problems in the limited time.
Fry water lotus is delicious!Salmon egg fried rice is also good. Pork belly prawns are very tasteful, and other skewers have reached the level.This time I order Highball, it feels a bit water, and the bubbles and wine feel are weak."
"最近又有 399暢飲活動嚕... 所以 找了朋友 再來一次... 小週末 的 週三... 看來 內湖閒人不多... 這天客人沒有很多... 但餐點還是一樣美味... 這幾次到訪... 感覺 餐點口味，品質 都已經穩定... 網路點單系統等等也都上軌道... 外場服務 也是 迅速，有禮... 很開心 這住家附近有這好地方...
希望大家要常光顧唷...
另外... 感覺店家上菜，服務 速度都不慢... 可以點完部分，吃完再點... 這樣餐點才會在合適的溫度被食用... 之前 可能有些地方 上菜速度不定... 怕加點的 上得太慢... 但感覺這邊不用擔心這個... 一次點太多... 就怕冷掉 那美味度 就下降嚕...
=====
忘了 幾個月後... 俺來 三訪嚕... 這次 俺女友有一起來...
因為搭配 目前的 399 暢飲方案...
俺女友就把 串燒都點一輪後... 搭配 目前的 暢飲活動..
真心來講 餐點部分 ... 無懈可擊...
都很到位...
我前一篇 提到的 辣味的 調味粉 可以放到 桌上 隨時取用 比 放在定點 要另外去拿 這部分 還是一樣.. 要另外去拿... 但說真的.. 店家附的粉料 還不錯.. 也許怕桌邊都附... 就被浪費了.. 也許... 可以理解...
三訪後... 真的不錯... 唯一能說嘴 就是 菜式太少... 可惜了.. 要待久點.. 菜式多點 真的蠻重要..
另外 較高價的餐點.. 像 店內最高價的 肋眼牛排... 也許店家可以幫建議在 其他不那麼突出的餐點前 先上.. 幫忙插個隊... 才不會浪費了它的美味...
by the way... 店內主食 真的不錯...
俺女友 點了不少串烤..
但到了最後.. 我是把 串烤放著..
吃了炒飯... 主食真是不錯...

=====
一個月後~ 來 二訪~ 真的有進步呢~ 上次提到的網路問題~ 也有改善~
今天的調味沒下那麼重了~ 烤物就有感受到炭香~ 真的不錯~ 希望之後有多一點的菜色~
今天一樣沒有點主食和湯品~ 烤物 有很明顯的改善~
今兒較推 ...
#""明太子山藥"" ... 厚切真的夠味~ 上次也有點~ 不過感覺有點生... 這次 烤的恰恰好~ 讚~ 讚~
#""豬五花大蝦捲""... 這蠻特別~ 豬五花捲蝦肉... 蝦頭還串在前面... 還不錯~
其他的部分 也都有達到一定水準~ 蠻好~ 蠻好~

最後~ 不免俗的 還是要說說 需要改善的部分~
店家桌上似乎沒擺辣椒粉, 胡椒粉~ 環視了 一下~ 鹽, 辣椒粉, 胡椒粉... 放在店內一角~ 要用小碟裝過來~ 但小碟真心不好用~
辣椒, 胡椒 都不錯~ 好好味~ 對烤物真的有加分效果~ 如果 各桌可以 擺小罐用撒的~ 就更好了~ (這次沒用鹽巴, 調味還可以~ 但有些的確是有點淡~ 覺得不夠 也可以上點鹽)
上次提到 生啤要冰杯~ 這次有嚕~ 不過~ 不是那種 冰到冷凍的感覺~ 小可惜了~
但可能冰杯不多~ 我自己後面再點了 3瓶 瓶裝啤酒~ 有再跟店家要了一個冰杯~ 不過~ 第二個杯子 就沒冰了~ 不知道是不是生啤才有~
[以下問過店家, 有說之後會改] 網路點餐 真的可以節省人力~ 但目前 點餐一次~ 要用刷卡 就要 網路刷卡一次~ 要一直輸入卡號 等等資訊~ 店家是有提到~ 之後 會有實體刷卡機~ 就不用這樣 點一次~ 網路刷卡一次~ 不過 真心覺得 這個網路點餐系統 真的蠻有進步空間的~

=====
開幕第一天 就來嚐嚐鮮...
不好意思地說... 第一天的感受 真的是一般般...
Note. 我今天 沒有點 主食 和 湯品... 所以 以下 的感想 都是 烤物的部分。

品項 偏少... 也許是今天第一天... 之後也許 菜色會多樣化一點...
調味偏鹹... 有幾樣單純鹽烤的品項... 真的是 感覺鹹到 不配個飲料.. 會吃不下去...
有些品項 烤到微焦了... 雞翅 的烤前處理 還可以... 吃起來 蠻方便
但吃起來有點 焦味... 可惜了...
鹽烤鯖魚... 我也覺得魚皮似乎有點過焦... 所以 我也就挑掉... 魚皮挑掉後... 魚肉 還是有點鹹... 也許是本來就有醃鹽.. 又再多灑了一點...
整體來說 ... 第一天的感受是真的整體偏鹹... 調味真的可以改善...

第一天營業... 開幕活動 有 399暢飲...
這個活動 蠻棒... 不過 沒有冰杯裝生啤... 連第一杯都沒冰杯... 真的可惜了...

以下是 容易解決的小問題...
有地下室的位置... 舒適度 ok... 不過... 手機訊號不大好（我中華電信） 就沒啥訊號，又是全網路點餐，樓下沒放wifi密碼，這點真的不行。
網路點餐.. ok
不過 看不到 之前的點餐紀錄... 這點 就有點不方便... 不知道 可不可以 請 軟體供應商改進...","Recently, there are 399 drinking activities ... So I found a friend again ... Wednesday on the weekend ... It seems that there are not many idlers in Neihu ... There are not many guests on this day ... but the meals are still as delicious as delicious ... I have visited these times ... I feel that the taste of the meal, the quality has been stable ... the online order system, etc. are also on the orbit ... The outside service is also fast, polite ... very happy There is this good place ...
I hope everyone will take care of it ...
In addition ... I feel that the store is serving, the service speed is not slow ... You can order the part, and then order it ... This meal will be eaten at the right temperature ... There may be some places before I'm not sure ... I'm afraid it will be too slow ... but don't worry about this here ... Too much at a time ... I'm afraid that the deliciousness will drop if the deliciousness is cold ...
====
After forgetting a few months ... I visit three visits ... This time my girlfriend came together ...
Because with the current 399 drinking plan ...
My girlfriend will take the skewers for a round ... with the current drinking activity ..
Really, the meal part ... impeccable ...
All in place ...
The spicy seasoning powder I mentioned in the previous article can be placed on the table at any time. It is the same as it is placed at a fixed point. The powder is pretty good .. Maybe I am afraid that the table is attached ... it will be wasted .. Maybe ... it can be understood ...
After the three visits ... it is really good ... The only thing that can be said is that there are too few dishes ... It's a pity .. It is really important to stay for a long time ..
In addition, a higher price meal .. Like the highest -priced ribs in the store ... Perhaps the store can help the recommendation before other outstanding meals .. Help to insert a team ... won't waste it. Delicious ...
by the way ... the staple food in the store is really good ...
My girlfriend ordered a lot of skewers ..
But at the end .. I baked the skewers ..
After eating fried rice ... staple food is really good ...

====
A month later ~ Come on the second visit ~ really have improved ~ the online problem mentioned last time ~ also improved ~
Today’s seasoning is not as heavy as it is ~ I feel charcoal incense ~ It ’s really good ~ I hope there will be more dish afterwards ~
There is no staple food and soup today ~ It has obviously improved the roasted items ~
Today is more pushing ...
#""Prince Ming Prince Yam"" ... The thick cut is really delicious ~ last time it is a bit ~ but it feels a bit born ... this time the bakery is just right ~ like ~ like ~
#""Pig Five -Flower Shrimp Roll"" ... This is quite special ~ Pig Wulin Roll shrimp meat ... The shrimp head is also skewed in front ... pretty good ~
The other parts also have a certain level ~ pretty good ~ pretty good ~

In the end ~ I can't help but talk about the part that needs to be improved ~
There seems to be no pepper, pepper powder on the store's desk ~ I look around ~ salt, pepper powder, pepper powder ... Put it in the corner of the store ~ ​​I need to use a small disc ~ But the small disc is really not easy to use ~
Pepper, pepper is good ~ It tastes good ~ It really has a bonus effect on the grill ~ If each table can be put in small cans and sprinkle it ~ It is better ~ (This time, there is no salt, the seasoning is OK ~ But some are indeed indeed. A little faint ~ I feel that it is not enough to get some salt)
I mentioned the ice cup of raw beer last time ~ This time there is a cricket ~ But ~ It's not the feeling of ice to frozen ~ It's a pity ~
But there may not be many ice cups ~ I ordered 3 bottles of bottle beer later ~ I asked a ice cup with the store ~ ​​But the second cup is not iced ~ I don’t know if it is raw beer ~
[The shop has been asked below, and if you say it, you will change it after you say] The online ordering on the Internet can really save manpower ~ But now ordering once ~ You need to swipe the card once you need to swipe the card ~ Always enter the card number, etc. After ~ there will be a physical credit card machine ~ I don’t need to click it once ~ I have a network card once ~ But I really feel that this online ordering system is really quite room for progress ~

====
Come and try it on the first day of the opening ...
Sorry to say ... the feeling on the first day is really ordinary ...
Note. I don't have some staple foods and soup today ... so the following feelings are the parts of the grill.

There are few products ... Maybe the first day today ... maybe the dishes may be diversified ...
Seasoning is salty ... There are a few categories of pure salt grilled items ... I really feel salty enough to not be equipped with a drink .. I can’t eat it ...
Some items are baked until slightly burnt ... The chicken wings can be treated before the grilling ... it is quite convenient to eat
But it tastes a bit burnt ... unfortunately ...
Salt grilled catfish ... I also think the fish skin seems a bit overwriting ... so I picked it out ... After the fish skin is picked ... the fish is still a bit salty ... maybe there is pickled salt .. Sprinkle a little more ...
Overall ... the feeling on the first day is really salty as a whole ... seasoning can really improve ...

Opening on the first day ... The opening event is 399 drinking ...
This activity is great ... but there is no ice cup for beer ... even the first cup is not an ice cup ... It's a pity ...

The following is a small problem that is easy to solve ...
There is a position in the basement ... comfort is OK ... but ... the mobile phone signal is not good (I am China Telecom) there is no signal, and it is the entire online order. I don’t put the WiFi password downstairs. no.
Order online .. OK
But I can't see the previous order record ... This is a bit inconvenient ... I don't know if I can ask the software supplier to improve ..."
"味道不錯、偏鹹，
白醬明太子烏龍麵非常好吃。
但是服務真的很厭世，
感覺店員真的⋯⋯⋯很不願意上班，
價位是東區價位，在內湖來說CP值偏低，
明太子山藥兩片120元。
應該不會二訪，覺得去吃個飯，店員的厭世讓我倍感壓力，窒息感滿滿","The taste is good, salty,
The white sauce, Prince Oolong, is very delicious.
But the service is really annoying,
I feel that the clerk is really unwilling to go to work,
The price is the price of the Eastern District. In Neihu, the CP value is low,
Two Tablets of Ming Prince Yam 120 yuan.
It should not be a second visit. I feel that going to have a meal."
"衝著週三飲品喝到飽599元活動來，食物選擇種類不多，但滿好吃的；工作人員有些還不太熟悉服務流程，但很親切；599喝到飽不用全桌都點可以有指定駕駛，這點加分！
不過酒精飲料偏淡，可能會喝到變水牛才有感🤣","Drinking 599 yuan for the 599 yuan activity on Wednesday, there are not many types of food selection, but they are delicious; some staff are not familiar with the service process, but very kind; 599 drinking is full. Driving, add points!
However, alcoholic drinks are lighter, you may drink it until you have a buffalo."
"（內湖人真實消費體驗）
食材用的不錯！料理的也很好👍
環境也不錯 沒什麼油煙味！

內湖很缺這種真正有實力的店！
以後下班就來這了！

門口就有公車站，旁邊路邊也有停車格
重點是 還有很稀少的戶外座位！
這對戶外控的我來說，真是完美","(Neihu people real consumption experience)
The ingredients are good!The cooking is also very good
The environment is also good, there is no smell of oil fume!

Neihu is very lacking in this truly powerful shop!
I will come here after get off work!

There is a bus station at the door, and there is a parking grid on the side of the roadside
The point is that there are very few outdoor seats!
This is perfect for me outdoor control."
週末下班後的開端，和朋友小聚的地方，不僅放鬆還能享用美食，餐點好吃，服務又好！成為愛店之一！,"At the beginning of the weekend, the place where you get together with friends can not only relax, but also enjoy food. The meals are delicious and the service is good!Become one of the love shops!"
"不敢吃鮭魚卵炒飯也可以請店員幫忙調整，
烤串調味剛好，雞肉串超軟嫩！！！
超高規格的烤串讓人很擔心胃口會被慣壞耶🥺
炒飯也是沒在馬乎的好吃🫶🏻
大推串鼓👍🏻👍🏻👍🏻","Do not dare to eat salmon eggs fried rice, you can also ask the clerk to help adjust,
The flavoring skewers are just right, chicken skewers are super soft and tender!IntersectionIntersection
The ultra -high -standard baked skewers are worried that the appetite will be used to the bad Jeremist
The fried rice is not delicious in the horse
Big Push Drum 👍🏻👍🏻👍🏻"
寵物友善，室內座位需推車。另有室外座位。肉跟其他食材都很新鮮，調味也很棒！！推薦鹽蔥牛肋串跟山葵雞肉串。寵物也可以特製無調味的餐點。酒類也有喝到飽的服務。,"Pets are friendly, and indoor seats need to be strolled.There are also outdoor seats.Both meat and other ingredients are very fresh, and the seasoning is great!IntersectionRecommended salt onion and beef ribs to follow the mountain sunflower chicken skewers.Pets can also make a special seasoning meal.The wine also has a full service."
"鮭魚卵炒飯和明太子烏龍簡直了😍！
來造訪的人一定要點！
這兩個主食之優秀
服務生小姐的態度很好 還會跟我們聊天
🉑️🉑️🉑️","Salmon egg fried rice and Prince Edward oolong are simply 😍!
Those who come to visit must order!
The excellent staple food
The waiter's attitude is very good and will chat with us
🉑️🉑️🉑️🉑️"
