Original,EN
"交通方便，離捷運很近
附近有737夜市
可以帶外食！
到夜市買外帶後在這小酌放鬆😍😍","Convenient transportation, very close to the MRT
There are 737 night markets nearby
Can bring food!
Relax at the night market after buying and taking this drink 😍😍"
氣氛佳，酒也好喝，海鮮烏龍麵雖然賣相普普但味道非常好吃,"The atmosphere is good, and the wine is also delicious. Although the seafood oolong noodles are sold, the taste is very delicious"
"很喜歡店內的氛圍，酒很多種類可以選
老闆店員人很好","I like the atmosphere in the store very much, many types of wine can be selected
The owner is very good"
"服務：在內科或內湖的週五，能有酒吧開到凌晨兩點，真的不多，那天去和朋友聊完已經兩點多快三點，才驚覺已經過了打烊時間，老闆也沒來趕人，一直到結帳時都很客氣。
雖然店裡也有一些簡單的炸物，我們點了薯條和雞塊，薯條好吃，雞塊普普，但沒關係，因為老闆說可以點外送，這一點也是很佛！

酒類：以啤酒為主，所以有各種不同的啤酒，包括進口啤酒和台灣自釀的啤酒，種類和口味很多樣，喜歡啤酒的人，可以來挖寶。
而且每一支酒問老闆都能解說的很詳細，也可以把自己的喜好跟他說，他會幫你推薦。
離開後和朋友在討論，一致認為那天的酒都沒有踩到雷，連果汁都是好喝的！
結帳很有趣，如果是大家AA，就拿著自己喝過的啤酒瓶或果汁瓶，排排站，老闆會依照每個人喝的不同的酒結帳，其實還蠻方便的。

環境：我覺得還蠻舒適，有點美式風格。那天我們做的位置，牆面的一排唱片，我自己幾乎全都有收藏。所以特別加分，感覺老闆也是搖滾音樂愛好者。可惜的是裡面的位置反而聽不太到店裡的音樂。所以也不知道那天店裡播了什麼。

整體來說，店雖然不大，但是酒好喝，營業時間也夠晚，還能自己點外送宵夜，超適合內科上班族加班後，一起來放鬆的。","Services: On Friday in the Department of Medicine or Neihu, there can be a bar to open until two o'clock in the morning. There are really not many. I went to talk to my friends at two o'clock and faster and three o'clock that day. I didn't come to catch people, and I was very polite until the checkout.
Although there are some simple fried objects in the store. We ordered the fries and chicken nuggets. The fries are delicious and the chicken nuggets are Poppu, but it doesn't matter, because the boss said that it can be delivered, which is also a Buddha!

Wine: mainly beer, so there are a variety of different beer, including imported beer and Taiwan's self -breed beer. There are many types and tastes. Those who like beer can dig for treasure.
And every wine asking boss can explain it in detail, and he can tell him his preferences, he will help you recommend it.
After leaving, I was discussing with my friends and agreed that the wine that day did not step on the thunder, and even the juice was delicious!
The checkout is very interesting. If it is everyone AA, take the beer bottle or fruit juice bottle you have drank. The boss will check the different wines that everyone drinks, which is actually quite convenient.

Environment: I think it's pretty comfortable and a bit American style.The location we did that day, a row of records on the wall, almost all of my own collection.So especially adding points, I feel that the boss is also a rock music enthusiast.It is a pity that the position inside does not hear the music in the store.So I don't know what the shop was broadcast that day.

Overall, although the store is not large, the wine is good and the business hours are late. You can also order supper yourself. It is super suitable for office workers to relax together after overtime."
覺得很歡樂，酒甜甜的很好喝，以後會常來,"I feel very happy, the wine is sweet and delicious, I will come often in the future"
"住附近  第一次來
精釀啤酒種類眾多  沒收服務費
對我這種喜歡獨來獨往的人非常適合🤣","Come for the first time nearby
There are many types of craft beer types to confiscate service fees
It is very suitable for people like me who like to be independent."
舒適的喝酒空間，老闆們跟客人們都很歡樂，喜歡精釀啤酒的朋友不要錯過，地下室還有飛鏢機，很適合三五好友一起來玩，店家很歡迎客人自己帶食物來吃，寵物友善店家,"The comfortable drinking space, the bosses and the guests are very happy. Friends who like craft beer should not miss it. The basement also has a dart machine. It is very suitable for three or five friends to play together. Store"
"酒品選項眾多且可以帶外食
店內氛圍慵懶放鬆無壓力，
服務周到貼心且店家有禮
已消費多次，會再帶朋友來玩：）","There are many wine options and can bring food
The atmosphere in the store is lazy and relaxed without pressure,
The service is thoughtful and intimate and the store is polite
I have been consumed many times, and I will bring friends to play again :)"
週三有淑女之夜 女生來送一瓶刺波水果酒還有生啤暢飲 超讚😍,"On Wednesday, there is a lady's night girl to send a bottle of thorns and fruit wine and raw beer drink."
啤酒種類繁多，空間寬敞舒適，老闆非常專業，放鬆的好地方。,"There are many types of beer, spacious and comfortable in space, and the boss is very professional and relaxed."
